Time,Cyl[1].WP_Time,Cyl[2].WP_Time,Cyl[3].WP_Time,Cyl[4].WP_Time,Cyl[5].WP_Time,Cyl[6].WP_Time,Cyl[7].WP_Time,Cyl[8].WP_Time,Cyl[9].WP_Time,Cyl[10].WP_Time,Cyl[11].WP_Time,Cyl[12].WP_Time,Cyl[13].WP_Time,Cyl[14].WP_Time,Cyl[15].WP_Time,Cyl[16].WP_Time,Cyl[17].WP_Time,Cyl[18].WP_Time,Cyl[19].WP_Time,Cyl[20].WP_Time,Cyl[21].WP_Time,Cyl[22].WP_Time,Cyl[23].WP_Time,Cyl[24].WP_Time,Cyl[25].WP_Time,Cyl[26].WP_Time,Cyl[27].WP_Time,Cyl[28].WP_Time,Cyl[29].WP_Time,Cyl[30].WP_Time,Cyl[31].WP_Time,Cyl[32].WP_Time,Cyl[33].WP_Time,Cyl[34].WP_Time,Cyl[35].WP_Time,Cyl[36].WP_Time,Cyl[37].WP_Time,Cyl[38].WP_Time,Cyl[39].WP_Time,Cyl[40].WP_Time,Cyl[41].WP_Time,Cyl[42].WP_Time,Cyl[43].WP_Time,Cyl[44].WP_Time,Cyl[45].WP_Time,Cyl[46].WP_Time,Cyl[47].WP_Time,Cyl[48].WP_Time,Cyl[49].WP_Time,Cyl[50].WP_Time,Cyl[1].HP_Time,Cyl[2].HP_Time,Cyl[3].HP_Time,Cyl[4].HP_Time,Cyl[5].HP_Time,Cyl[6].HP_Time,Cyl[7].HP_Time,Cyl[8].HP_Time,Cyl[9].HP_Time,Cyl[10].HP_Time,Cyl[11].HP_Time,Cyl[12].HP_Time,Cyl[13].HP_Time,Cyl[14].HP_Time,Cyl[15].HP_Time,Cyl[16].HP_Time,Cyl[17].HP_Time,Cyl[18].HP_Time,Cyl[19].HP_Time,Cyl[20].HP_Time,Cyl[21].HP_Time,Cyl[22].HP_Time,Cyl[23].HP_Time,Cyl[24].HP_Time,Cyl[25].HP_Time,Cyl[26].HP_Time,Cyl[27].HP_Time,Cyl[28].HP_Time,Cyl[29].HP_Time,Cyl[30].HP_Time,Cyl[31].HP_Time,Cyl[32].HP_Time,Cyl[33].HP_Time,Cyl[34].HP_Time,Cyl[35].HP_Time,Cyl[36].HP_Time,Cyl[37].HP_Time,Cyl[38].HP_Time,Cyl[39].HP_Time,Cyl[40].HP_Time,Cyl[41].HP_Time,Cyl[42].HP_Time,Cyl[43].HP_Time,Cyl[44].HP_Time,Cyl[45].HP_Time,Cyl[46].HP_Time,Cyl[47].HP_Time,Cyl[48].HP_Time,Cyl[49].HP_Time,Cyl[50].HP_Time,Vac[1]_Time,Vac[2]_Time,Vac[3]_Time,Vac[4]_Time,Vac[5]_Time,Vac[6]_Time,Vac[7]_Time,Vac[8]_Time,Vac[9]_Time,Vac[10]_Time
00:50:17 035,0.62946,0.91899,0.6168999,0.40476,0.18776,0.8177803,0.2073601,0.8460701,0.4248899,0.23397,0.6955402,0.12599,0.6100101,,0.09909995,0.09829999,0.66717,0.73562,0.13693,0.10773002,0.67785,0.29447,0.5925699,0.41037,0.09993999,0.64865,0.135,0.123,0.43,0.314,0.39,1.14314,0.9115198,0.628,0.10799997,0.14572,0.9080202,1.05379,0.6778599,0.1438401,0.14114,1.45629,0.286,0.98298,,0.12032004,0.12236,0.5626701,0.52806,0.1841701,0.13214,0.31993,0.16676,0.7637501,0.3885401,1.1456,0.9837702,0.17,0.108,0.526,0.371,0.236,0.338,0,0.0,0.0,0.0,0.0,0.30875,,0.5410899,,,
01:50:17 004,0.62941,0.9198,0.6169899,0.40476,0.18772,0.8184104,0.2073501,0.8463601,0.4250799,0.23398,0.6977202,0.12619,0.6102401,,0.09906995,0.09823,0.6671699,0.7355399,0.137,0.10771003,0.67856,0.29453,0.5925799,0.41039,0.09989998,0.6486901,0.135,0.123,0.43,0.3,0.408,,1.14319,0.9116199,0.628,0.10802997,0.14573,0.9076202,1.05375,0.67803,0.1438301,0.14101,1.45493,0.286,0.98345,,0.12015002,0.12222999,0.5622002,0.52837,0.1843301,0.13231,0.32001,0.1668,0.76384,0.3892001,1.1461,0.9861402,0.17,0.108,0.526,0.361,0.243,0.338,0.6,0.0,0.0,0.0,0.0,0.3091,,0.5410998,,,
02:50:16 854,0.62941,0.9198,0.6169899,0.40476,0.18772,0.8184104,0.2073501,0.8463601,0.4250799,0.23398,0.6977202,0.12619,0.6102401,,0.09906995,0.09823,0.6671699,0.7355399,0.137,0.10771003,0.67856,0.29453,0.5925799,0.41039,0.09989998,0.6486901,0.135,0.123,0.43,0.3,0.408,,1.14319,0.9116199,0.628,0.10802997,0.14573,0.9076202,1.05375,0.67803,0.1438301,0.14101,1.45493,0.286,0.98345,,0.12015002,0.12222999,0.5622002,0.52837,0.1843301,0.13231,0.32001,0.1668,0.76384,0.3892001,1.1461,0.9861402,0.17,0.108,0.526,0.361,0.243,0.338,0.6,0.0,0.0,0.0,0.0,0.3091,,0.5410998,,,
03:50:16 838,0.62941,0.9198,0.6169899,0.40476,0.18772,0.8184104,0.2073501,0.8463601,0.4250799,0.23398,0.6977202,0.12619,0.6102401,,0.09906995,0.09823,0.6671699,0.7355399,0.137,0.10771003,0.67856,0.29453,0.5925799,0.41039,0.09989998,0.6486901,0.135,0.123,0.43,0.3,0.408,,1.14319,0.9116199,0.628,0.10802997,0.14573,0.9076202,1.05375,0.67803,0.1438301,0.14101,1.45493,0.286,0.98345,,0.12015002,0.12222999,0.5622002,0.52837,0.1843301,0.13231,0.32001,0.1668,0.76384,0.3892001,1.1461,0.9861402,0.17,0.108,0.526,0.361,0.243,0.338,0.6,0.0,0.0,0.0,0.0,0.3091,,0.5410998,,,
04:50:16 787,0.62941,0.9198,0.6169899,0.40476,0.18772,0.8184104,0.2073501,0.8463601,0.4250799,0.23398,0.6977202,0.12619,0.6102401,,0.09906995,0.09823,0.6671699,0.7355399,0.137,0.10771003,0.67856,0.29453,0.5925799,0.41039,0.09989998,0.6486901,0.135,0.123,0.43,0.3,0.408,,1.14319,0.9116199,0.628,0.10802997,0.14573,0.9076202,1.05375,0.67803,0.1438301,0.14101,1.45493,0.286,0.98345,,0.12015002,0.12222999,0.5622002,0.52837,0.1843301,0.13231,0.32001,0.1668,0.76384,0.3892001,1.1461,0.9861402,0.17,0.108,0.526,0.361,0.243,0.338,0.6,0.0,0.0,0.0,0.0,0.3091,,0.5410998,,,
05:50:16 760,0.62941,0.9198,0.6169899,0.40476,0.18772,0.8184104,0.2073501,0.8463601,0.4250799,0.23398,0.6977202,0.12619,0.6102401,,0.09906995,0.09823,0.6671699,0.7355399,0.137,0.10771003,0.67856,0.29453,0.5925799,0.41039,0.09989998,0.6486901,0.135,0.123,0.43,0.3,0.408,,1.14319,0.9116199,0.628,0.10802997,0.14573,0.9076202,1.05375,0.67803,0.1438301,0.14101,1.45493,0.286,0.98345,,0.12015002,0.12222999,0.5622002,0.52837,0.1843301,0.13231,0.32001,0.1668,0.76384,0.3892001,1.1461,0.9861402,0.17,0.108,0.526,0.361,0.243,0.338,0.6,0.0,0.0,0.0,0.0,0.3091,,0.5410998,,,
06:50:16 670,0.62941,0.9198,0.6169899,0.40476,0.18772,0.8184104,0.2073501,0.8463601,0.4250799,0.23398,0.6977202,0.12619,0.6102401,,0.09906995,0.09823,0.6671699,0.7355399,0.137,0.10771003,0.67856,0.29453,0.5925799,0.41039,0.09989998,0.6486901,0.135,0.123,0.43,0.3,0.408,,1.14319,0.9116199,0.628,0.10802997,0.14573,0.9076202,1.05375,0.67803,0.1438301,0.14101,1.45493,0.286,0.98345,,0.12015002,0.12222999,0.5622002,0.52837,0.1843301,0.13231,0.32001,0.1668,0.76384,0.3892001,1.1461,0.9861402,0.17,0.108,0.526,0.361,0.243,0.338,0.6,0.0,0.0,0.0,0.0,0.3091,,0.5410998,,,
07:50:16 609,0.62941,0.9198,0.6169899,0.40476,0.18772,0.8184104,0.2073501,0.8463601,0.4250799,0.23398,0.6977202,0.12619,0.6102401,,0.09906995,0.09823,0.6671699,0.7355399,0.137,0.10771003,0.67856,0.29453,0.5925799,0.41039,0.09989998,0.6486901,0.135,0.123,0.43,0.3,0.408,,1.14319,0.9116199,0.628,0.10802997,0.14573,0.9076202,1.05375,0.67803,0.1438301,0.14101,1.45493,0.286,0.98345,,0.12015002,0.12222999,0.5622002,0.52837,0.1843301,0.13231,0.32001,0.1668,0.76384,0.3892001,1.1461,0.9861402,0.17,0.108,0.526,0.361,0.243,0.338,0.6,0.0,0.0,0.0,0.0,0.3091,,0.5410998,,,
08:50:16 546,0.62939,0.9202,0.6170399,0.40485,0.18773,0.8192003,0.2526401,0.8474501,0.42527,0.2338401,0.6995902,0.12616,0.6104502,,0.09902997,0.09804,0.66735,0.7355799,0.13707,0.10774003,0.67863,0.29459,0.5927499,0.4103801,0.09987999,0.64871,0.135,0.123,0.43,0.309,0.40,1.14312,0.9115598,0.628,0.10804997,0.1457501,0.9068201,1.05388,0.6782701,0.1439801,0.14111,1.45109,0.286,0.98369,,0.12023002,0.1221,0.5619402,0.5288801,0.1844201,0.13249,0.32001,0.16671,0.7640201,0.3903301,1.14707,0.9885301,0.17,0.108,0.526,0.374,0.243,0.3,0.0,0.0,0.0,0.0,0.30969,,1.146641,,,
09:50:16 537,0.62939,0.9202,0.6170399,0.40485,0.18773,0.8192003,0.2526401,0.8474501,0.42527,0.2338401,0.6995902,0.12616,0.6104502,,0.09902997,0.09804,0.66735,0.7355799,0.13707,0.10774003,0.67863,0.29459,0.5927499,0.4103801,0.09987999,0.64871,0.135,0.123,0.43,0.309,0.40,1.14312,0.9115598,0.628,0.10804997,0.1457501,0.9068201,1.05388,0.6782701,0.1439801,0.14111,1.45109,0.286,0.98369,,0.12023002,0.1221,0.5619402,0.5288801,0.1844201,0.13249,0.32001,0.16671,0.7640201,0.3903301,1.14707,0.9885301,0.17,0.108,0.526,0.374,0.243,0.3,0.0,0.0,0.0,0.0,0.30969,,1.146641,,,
