Time,Cyl[1].WP_Time,Cyl[2].WP_Time,Cyl[3].WP_Time,Cyl[4].WP_Time,Cyl[5].WP_Time,Cyl[6].WP_Time,Cyl[7].WP_Time,Cyl[8].WP_Time,Cyl[9].WP_Time,Cyl[10].WP_Time,Cyl[11].WP_Time,Cyl[12].WP_Time,Cyl[13].WP_Time,Cyl[14].WP_Time,Cyl[15].WP_Time,Cyl[16].WP_Time,Cyl[17].WP_Time,Cyl[18].WP_Time,Cyl[19].WP_Time,Cyl[20].WP_Time,Cyl[21].WP_Time,Cyl[22].WP_Time,Cyl[23].WP_Time,Cyl[24].WP_Time,Cyl[25].WP_Time,Cyl[26].WP_Time,Cyl[27].WP_Time,Cyl[28].WP_Time,Cyl[29].WP_Time,Cyl[30].WP_Time,Cyl[31].WP_Time,Cyl[32].WP_Time,Cyl[33].WP_Time,Cyl[34].WP_Time,Cyl[35].WP_Time,Cyl[36].WP_Time,Cyl[37].WP_Time,Cyl[38].WP_Time,Cyl[39].WP_Time,Cyl[40].WP_Time,Cyl[41].WP_Time,Cyl[42].WP_Time,Cyl[43].WP_Time,Cyl[44].WP_Time,Cyl[45].WP_Time,Cyl[46].WP_Time,Cyl[47].WP_Time,Cyl[48].WP_Time,Cyl[49].WP_Time,Cyl[50].WP_Time,Cyl[1].HP_Time,Cyl[2].HP_Time,Cyl[3].HP_Time,Cyl[4].HP_Time,Cyl[5].HP_Time,Cyl[6].HP_Time,Cyl[7].HP_Time,Cyl[8].HP_Time,Cyl[9].HP_Time,Cyl[10].HP_Time,Cyl[11].HP_Time,Cyl[12].HP_Time,Cyl[13].HP_Time,Cyl[14].HP_Time,Cyl[15].HP_Time,Cyl[16].HP_Time,Cyl[17].HP_Time,Cyl[18].HP_Time,Cyl[19].HP_Time,Cyl[20].HP_Time,Cyl[21].HP_Time,Cyl[22].HP_Time,Cyl[23].HP_Time,Cyl[24].HP_Time,Cyl[25].HP_Time,Cyl[26].HP_Time,Cyl[27].HP_Time,Cyl[28].HP_Time,Cyl[29].HP_Time,Cyl[30].HP_Time,Cyl[31].HP_Time,Cyl[32].HP_Time,Cyl[33].HP_Time,Cyl[34].HP_Time,Cyl[35].HP_Time,Cyl[36].HP_Time,Cyl[37].HP_Time,Cyl[38].HP_Time,Cyl[39].HP_Time,Cyl[40].HP_Time,Cyl[41].HP_Time,Cyl[42].HP_Time,Cyl[43].HP_Time,Cyl[44].HP_Time,Cyl[45].HP_Time,Cyl[46].HP_Time,Cyl[47].HP_Time,Cyl[48].HP_Time,Cyl[49].HP_Time,Cyl[50].HP_Time,Vac[1]_Time,Vac[2]_Time,Vac[3]_Time,Vac[4]_Time,Vac[5]_Time,Vac[6]_Time,Vac[7]_Time,Vac[8]_Time,Vac[9]_Time,Vac[10]_Time
10:50:09 583,0.6294699,0.9133497,0.6165101,0.40507,0.18743,0.8144403,0.15373,0.7903599,0.4229301,0.2334001,0.6872,0.13349,0.60877,,0.09959998,0.09850001,0.6668501,0.7340001,0.13697,0.10673001,0.6922801,0.28731,0.5920401,0.41095,0.09875001,0.6461,0.135,0.123,0.43,0.309,,,,,,,,,,,,,,,,,,,,,1.14177,0.9130898,0.628,0.10855999,0.14573,0.9298899,1.05134,0.6652898,0.14144,0.1411,1.4742,0.286,0.9834697,,0.12007999,0.12167001,0.55929,0.5243699,0.18366,0.13033,0.32032,0.16659,0.7666599,0.3743101,0.4413102,0.9260099,0.17,0.108,0.526,0.364,0.245,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3034701,,0.2845601,,,
11:50:09 596,0.6294,0.9137197,0.61662,0.40522,0.18787,0.8146502,0.1537499,0.7868699,0.4229701,0.2331901,0.6864898,0.13289,0.6089601,,0.09965,0.09869997,0.6672102,0.73355,0.13686,0.10627,0.6932301,0.2874301,0.5921602,0.41081,0.09883999,0.64604,0.135,0.123,0.43,0.309,0.4,,,,,,,,,,,,,,,,,,,,1.14177,0.9133198,0.628,0.10869,0.14548,0.9256998,1.05134,0.6640299,0.14162,0.14039,1.47251,0.286,0.98421,,0.12016003,0.12132002,0.5596301,0.52396,0.18372,0.13014,0.32046,0.16655,0.7661901,0.3749302,0.43882,0.9251098,0.17,0.108,0.526,0.364,0.245,0.338,0.60,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30367,,0.2846301,,,
12:50:09 532,0.62936,0.9139901,0.61664,0.4054201,0.18799,0.81401,0.15407,0.78166,0.42317,0.23333,0.6849299,0.132,0.6090802,,0.09937996,0.09876996,0.6670102,0.73348,0.13718,0.10572001,0.6949,0.28787,0.5917601,0.41088,0.09884999,0.64594,0.135,0.123,0.43,0.309,0.41,0.433,,,,,,,,,,,,,,,,,,,1.142,0.9138499,0.628,0.10861997,0.14542,0.9217999,1.0507,0.66295,0.1418301,0.14054,1.46921,0.286,0.98412,,0.1197,0.12120004,0.5593501,0.5238099,0.1837801,0.13012,0.32007,0.16673,0.7664402,0.37616,0.4386402,0.9246902,0.17,0.108,0.526,0.364,0.245,0.338,0.60,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30397,,0.2846301,,,
13:50:09 518,0.6289999,0.9133898,0.6160799,0.40522,0.1878401,0.8144602,0.15348,0.76507,0.4228599,0.2335001,0.68872,0.13129,0.6087901,,0.09893002,0.09865002,0.66653,0.7322799,0.13731,0.10571997,0.6880899,0.28868,0.5916701,0.41077,0.09942001,0.6456199,0.135,0.123,0.43,0.,,,,,,,,,,,,,,,,,,,,,1.14161,0.9122199,0.628,0.10845996,0.1454001,0.9234501,1.05157,0.6600099,0.1414601,0.14072,1.47249,0.286,0.98467,,0.11957002,0.12133005,0.5625401,0.5230298,0.1835201,0.12954,0.31996,0.16723,0.7662502,0.37157,0.4455101,0.9217799,0.17,0.108,0.526,0.364,0.245,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30613,,0.2852101,,,
14:50:09 393,0.6287099,0.9125299,0.6157499,0.4053,0.18779,0.8140499,0.15344,0.7492497,0.42271,0.23347,0.69234,0.13266,0.6088701,,0.09847001,0.09858999,0.66648,0.7323099,0.13734,0.10638999,0.67432,0.2887501,0.5919201,0.41056,0.09922999,0.6456501,0.135,0.123,0.43,0.309,0,,,,,,,,,,,,,,,,,,,,1.14146,0.9115499,0.628,0.10829997,0.14522,0.9198101,1.05393,0.65974,0.1411301,0.14105,1.4662,0.286,0.9824499,,0.11958004,0.12145001,0.5635001,0.52418,0.18355,0.12975,0.3200001,0.16726,0.76575,0.37062,0.44344,0.9235401,0.17,0.108,0.526,0.364,0.245,0.338,0.,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30828,,0.28507,,,
15:50:09 408,0.62862,0.91229,0.6161101,0.40521,0.18767,0.81492,0.15321,0.73196,0.4225799,0.23349,0.6933,0.13473,0.60845,,0.09814999,0.09818,0.66633,0.7326797,0.1375,0.10719002,0.6732901,0.2884501,0.5922301,0.4103,0.09901001,0.6456702,0.135,0.123,0.43,0.309,0.41,0.433,0,,,,,,,,,,,,,,,,,,1.14149,0.9108797,0.628,0.10823999,0.14526,0.9209101,1.05325,0.6579601,0.1410801,0.14129,1.46783,0.286,0.9812799,,0.12052001,0.12216002,0.5633701,0.52507,0.1836,0.12991,0.3201,0.16722,0.7676601,0.36925,2.542961,0.9250499,0.17,0.108,0.526,0.364,0.245,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.32307,,0.2856501,,,
16:50:09 238,0.62904,0.91302,0.61615,0.40532,0.18731,0.81427,0.15317,0.7224,0.4225601,0.23329,0.69231,0.13634,0.6084601,,0.09768999,0.09800001,0.6665299,0.7328398,0.13739,0.10731003,0.6784601,0.3089902,0.5920801,0.41006,0.10777,0.6460799,0.135,0.123,0.43,0.309,0.41,0.4,,,,,,,,,,,,,,,,,,,1.14167,0.9116794,0.628,0.10834,0.1451501,0.9234302,1.05363,0.65735,0.1411301,0.14108,1.47584,0.286,0.9818199,,0.11943,0.12211002,0.56325,0.5248301,0.18366,0.13015,0.32029,0.16676,0.76871,0.3687401,4.776471,0.92563,0.17,0.108,0.526,0.364,0.245,0.338,0.601,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3242201,,0.2854001,,,
17:50:09 283,0.62904,0.91302,0.61615,0.40532,0.18731,0.81427,0.15317,0.7224,0.4225601,0.23329,0.69231,0.13634,0.6084601,,0.09768999,0.09800001,0.6665299,0.7328398,0.13739,0.10731003,0.6784601,0.3089902,0.5920801,0.41006,0.10777,0.6460799,0.135,0.123,0.43,0.309,0.41,0.4,,,,,,,,,,,,,,,,,,,1.14167,0.9116794,0.628,0.10834,0.1451501,0.9234302,1.05363,0.65735,0.1411301,0.14108,1.47584,0.286,0.9818199,,0.11943,0.12211002,0.56325,0.5248301,0.18366,0.13015,0.32029,0.16676,0.76871,0.3687401,4.776471,0.92563,0.17,0.108,0.526,0.364,0.245,0.338,0.601,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3242201,,0.2854001,,,
18:50:09 127,0.6291099,0.9131097,0.6163001,0.4049899,0.1871899,0.8125899,0.1536,0.7145702,0.4225101,0.2332501,0.6872199,0.13876,0.60863,,0.09756,0.09868997,0.66636,0.7335401,0.13718,0.10732,0.69641,1.59344,0.5917201,0.41009,1.13908,0.6463599,0.135,0.123,0.43,0.309,0.41,,,,,,,,,,,,,,,,,,,,1.14185,0.9132499,0.628,0.10840001,0.14553,0.92587,1.05151,0.6568101,0.1414301,0.14103,1.483,0.286,0.9824799,,0.11757005,0.12130003,0.5613201,0.5245601,0.18365,0.12957,0.32008,1.15409,0.7675199,0.36895,6.30452,0.9242599,0.17,0.108,0.526,0.364,0.245,0.338,0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3248001,,0.285,,,
19:50:09 074,0.62913,0.9121897,0.61667,0.40484,0.18737,0.8125201,0.15366,0.71342,0.4226299,0.23331,0.6871902,0.1394101,0.60881,,0.09692001,0.09804998,0.6661701,0.7334699,0.13717,0.10749999,0.71055,1.59335,0.5916202,0.41018,1.13005,0.6461498,0.135,0.123,0.43,0.309,0.41,,,,,,,,,,,,,,,,,,,,1.14183,0.9132299,0.628,0.10829998,0.14591,0.92213,1.04955,0.6569301,0.14166,0.1406,1.47617,0.286,0.9827799,,0.11775003,0.12104006,0.5598402,0.5253701,0.1835,0.12924,0.3197901,1.15423,0.7676801,0.3713302,2.14588,0.9236101,0.17,0.108,0.526,0.364,0.245,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3260801,,0.28464,,,
20:50:09 066,0.62913,0.9121897,0.61667,0.40484,0.18737,0.8125201,0.15366,0.71342,0.4226299,0.23331,0.6871902,0.1394101,0.60881,,0.09692001,0.09804998,0.6661701,0.7334699,0.13717,0.10749999,0.71055,1.59335,0.5916202,0.41018,1.13005,0.6461498,0.135,0.123,0.43,0.309,0.41,,,,,,,,,,,,,,,,,,,,1.14183,0.9132299,0.628,0.10829998,0.14591,0.92213,1.04955,0.6569301,0.14166,0.1406,1.47617,0.286,0.9827799,,0.11775003,0.12104006,0.5598402,0.5253701,0.1835,0.12924,0.3197901,1.15423,0.7676801,0.3713302,2.14588,0.9236101,0.17,0.108,0.526,0.364,0.245,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3260801,,0.28464,,,
21:50:09 039,0.62913,0.9121897,0.61667,0.40484,0.18737,0.8125201,0.15366,0.71342,0.4226299,0.23331,0.6871902,0.1394101,0.60881,,0.09692001,0.09804998,0.6661701,0.7334699,0.13717,0.10749999,0.71055,1.59335,0.5916202,0.41018,1.13005,0.6461498,0.135,0.123,0.43,0.309,0.41,,,,,,,,,,,,,,,,,,,,1.14183,0.9132299,0.628,0.10829998,0.14591,0.92213,1.04955,0.6569301,0.14166,0.1406,1.47617,0.286,0.9827799,,0.11775003,0.12104006,0.5598402,0.5253701,0.1835,0.12924,0.3197901,1.15423,0.7676801,0.3713302,2.14588,0.9236101,0.17,0.108,0.526,0.364,0.245,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3260801,,0.28464,,,
22:50:08 895,0.62913,0.9121897,0.61667,0.40484,0.18737,0.8125201,0.15366,0.71342,0.4226299,0.23331,0.6871902,0.1394101,0.60881,,0.09692001,0.09804998,0.6661701,0.7334699,0.13717,0.10749999,0.71055,1.59335,0.5916202,0.41018,1.13005,0.6461498,0.135,0.123,0.43,0.309,0.41,,,,,,,,,,,,,,,,,,,,1.14183,0.9132299,0.628,0.10829998,0.14591,0.92213,1.04955,0.6569301,0.14166,0.1406,1.47617,0.286,0.9827799,,0.11775003,0.12104006,0.5598402,0.5253701,0.1835,0.12924,0.3197901,1.15423,0.7676801,0.3713302,2.14588,0.9236101,0.17,0.108,0.526,0.364,0.245,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3260801,,0.28464,,,
23:50:08 920,0.62913,0.9121897,0.61667,0.40484,0.18737,0.8125201,0.15366,0.71342,0.4226299,0.23331,0.6871902,0.1394101,0.60881,,0.09692001,0.09804998,0.6661701,0.7334699,0.13717,0.10749999,0.71055,1.59335,0.5916202,0.41018,1.13005,0.6461498,0.135,0.123,0.43,0.309,0.41,,,,,,,,,,,,,,,,,,,,1.14183,0.9132299,0.628,0.10829998,0.14591,0.92213,1.04955,0.6569301,0.14166,0.1406,1.47617,0.286,0.9827799,,0.11775003,0.12104006,0.5598402,0.5253701,0.1835,0.12924,0.3197901,1.15423,0.7676801,0.3713302,2.14588,0.9236101,0.17,0.108,0.526,0.364,0.245,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3260801,,0.28464,,,
