Time,Cyl[1].WP_Time,Cyl[2].WP_Time,Cyl[3].WP_Time,Cyl[4].WP_Time,Cyl[5].WP_Time,Cyl[6].WP_Time,Cyl[7].WP_Time,Cyl[8].WP_Time,Cyl[9].WP_Time,Cyl[10].WP_Time,Cyl[11].WP_Time,Cyl[12].WP_Time,Cyl[13].WP_Time,Cyl[14].WP_Time,Cyl[15].WP_Time,Cyl[16].WP_Time,Cyl[17].WP_Time,Cyl[18].WP_Time,Cyl[19].WP_Time,Cyl[20].WP_Time,Cyl[21].WP_Time,Cyl[22].WP_Time,Cyl[23].WP_Time,Cyl[24].WP_Time,Cyl[25].WP_Time,Cyl[26].WP_Time,Cyl[27].WP_Time,Cyl[28].WP_Time,Cyl[29].WP_Time,Cyl[30].WP_Time,Cyl[31].WP_Time,Cyl[32].WP_Time,Cyl[33].WP_Time,Cyl[34].WP_Time,Cyl[35].WP_Time,Cyl[36].WP_Time,Cyl[37].WP_Time,Cyl[38].WP_Time,Cyl[39].WP_Time,Cyl[40].WP_Time,Cyl[41].WP_Time,Cyl[42].WP_Time,Cyl[43].WP_Time,Cyl[44].WP_Time,Cyl[45].WP_Time,Cyl[46].WP_Time,Cyl[47].WP_Time,Cyl[48].WP_Time,Cyl[49].WP_Time,Cyl[50].WP_Time,Cyl[1].HP_Time,Cyl[2].HP_Time,Cyl[3].HP_Time,Cyl[4].HP_Time,Cyl[5].HP_Time,Cyl[6].HP_Time,Cyl[7].HP_Time,Cyl[8].HP_Time,Cyl[9].HP_Time,Cyl[10].HP_Time,Cyl[11].HP_Time,Cyl[12].HP_Time,Cyl[13].HP_Time,Cyl[14].HP_Time,Cyl[15].HP_Time,Cyl[16].HP_Time,Cyl[17].HP_Time,Cyl[18].HP_Time,Cyl[19].HP_Time,Cyl[20].HP_Time,Cyl[21].HP_Time,Cyl[22].HP_Time,Cyl[23].HP_Time,Cyl[24].HP_Time,Cyl[25].HP_Time,Cyl[26].HP_Time,Cyl[27].HP_Time,Cyl[28].HP_Time,Cyl[29].HP_Time,Cyl[30].HP_Time,Cyl[31].HP_Time,Cyl[32].HP_Time,Cyl[33].HP_Time,Cyl[34].HP_Time,Cyl[35].HP_Time,Cyl[36].HP_Time,Cyl[37].HP_Time,Cyl[38].HP_Time,Cyl[39].HP_Time,Cyl[40].HP_Time,Cyl[41].HP_Time,Cyl[42].HP_Time,Cyl[43].HP_Time,Cyl[44].HP_Time,Cyl[45].HP_Time,Cyl[46].HP_Time,Cyl[47].HP_Time,Cyl[48].HP_Time,Cyl[49].HP_Time,Cyl[50].HP_Time,Vac[1]_Time,Vac[2]_Time,Vac[3]_Time,Vac[4]_Time,Vac[5]_Time,Vac[6]_Time,Vac[7]_Time,Vac[8]_Time,Vac[9]_Time,Vac[10]_Time
00:50:14 334,0.6303701,0.9062201,0.61666,0.4062099,0.18828,0.81348,0.15389,0.9059297,0.42698,0.2366499,0.6763301,0.13798,0.6105801,,0.09897999,0.09927998,0.6672601,0.7370399,0.13691,0.10926002,0.7011701,0.29645,0.5920902,0.4108,0.09945999,0.6485596,0.135,0.123,0.43,0.3,1.14223,0.9143997,0.628,0.10864999,0.14543,0.9115595,1.05384,0.6955101,0.14555,0.14133,1.44821,0.286,0.9876999,,0.11692002,0.12095002,0.5587501,0.52836,0.18179,0.13383,0.32019,0.16766,0.7697899,0.3856399,0.4444501,0.9330499,0.17,0.108,0.526,0.374,0.243,0.3,0.0,0.0,0.0,0.0,0.31148,,0.2875501,,,
01:50:14 290,0.6303701,0.9062201,0.61666,0.4062099,0.18828,0.81348,0.15389,0.9059297,0.42698,0.2366499,0.6763301,0.13798,0.6105801,,0.09897999,0.09927998,0.6672601,0.7370399,0.13691,0.10926002,0.7011701,0.29645,0.5920902,0.4108,0.09945999,0.6485596,0.135,0.123,0.43,0.3,1.14223,0.9143997,0.628,0.10864999,0.14543,0.9115595,1.05384,0.6955101,0.14555,0.14133,1.44821,0.286,0.9876999,,0.11692002,0.12095002,0.5587501,0.52836,0.18179,0.13383,0.32019,0.16766,0.7697899,0.3856399,0.4444501,0.9330499,0.17,0.108,0.526,0.374,0.243,0.3,0.0,0.0,0.0,0.0,0.31148,,0.2875501,,,
02:50:14 247,0.6303701,0.9062201,0.61666,0.4062099,0.18828,0.81348,0.15389,0.9059297,0.42698,0.2366499,0.6763301,0.13798,0.6105801,,0.09897999,0.09927998,0.6672601,0.7370399,0.13691,0.10926002,0.7011701,0.29645,0.5920902,0.4108,0.09945999,0.6485596,0.135,0.123,0.43,0.3,1.14223,0.9143997,0.628,0.10864999,0.14543,0.9115595,1.05384,0.6955101,0.14555,0.14133,1.44821,0.286,0.9876999,,0.11692002,0.12095002,0.5587501,0.52836,0.18179,0.13383,0.32019,0.16766,0.7697899,0.3856399,0.4444501,0.9330499,0.17,0.108,0.526,0.374,0.243,0.3,0.0,0.0,0.0,0.0,0.31148,,0.2875501,,,
03:50:14 120,0.6303701,0.9062201,0.61666,0.4062099,0.18828,0.81348,0.15389,0.9059297,0.42698,0.2366499,0.6763301,0.13798,0.6105801,,0.09897999,0.09927998,0.6672601,0.7370399,0.13691,0.10926002,0.7011701,0.29645,0.5920902,0.4108,0.09945999,0.6485596,0.135,0.123,0.43,0.3,1.14223,0.9143997,0.628,0.10864999,0.14543,0.9115595,1.05384,0.6955101,0.14555,0.14133,1.44821,0.286,0.9876999,,0.11692002,0.12095002,0.5587501,0.52836,0.18179,0.13383,0.32019,0.16766,0.7697899,0.3856399,0.4444501,0.9330499,0.17,0.108,0.526,0.374,0.243,0.3,0.0,0.0,0.0,0.0,0.31148,,0.2875501,,,
04:50:14 129,0.6303701,0.9062201,0.61666,0.4062099,0.18828,0.81348,0.15389,0.9059297,0.42698,0.2366499,0.6763301,0.13798,0.6105801,,0.09897999,0.09927998,0.6672601,0.7370399,0.13691,0.10926002,0.7011701,0.29645,0.5920902,0.4108,0.09945999,0.6485596,0.135,0.123,0.43,0.3,1.14223,0.9143997,0.628,0.10864999,0.14543,0.9115595,1.05384,0.6955101,0.14555,0.14133,1.44821,0.286,0.9876999,,0.11692002,0.12095002,0.5587501,0.52836,0.18179,0.13383,0.32019,0.16766,0.7697899,0.3856399,0.4444501,0.9330499,0.17,0.108,0.526,0.374,0.243,0.3,0.0,0.0,0.0,0.0,0.31148,,0.2875501,,,
05:50:14 033,0.6303701,0.9062201,0.61666,0.4062099,0.18828,0.81348,0.15389,0.9059297,0.42698,0.2366499,0.6763301,0.13798,0.6105801,,0.09897999,0.09927998,0.6672601,0.7370399,0.13691,0.10926002,0.7011701,0.29645,0.5920902,0.4108,0.09945999,0.6485596,0.135,0.123,0.43,0.3,1.14223,0.9143997,0.628,0.10864999,0.14543,0.9115595,1.05384,0.6955101,0.14555,0.14133,1.44821,0.286,0.9876999,,0.11692002,0.12095002,0.5587501,0.52836,0.18179,0.13383,0.32019,0.16766,0.7697899,0.3856399,0.4444501,0.9330499,0.17,0.108,0.526,0.374,0.243,0.3,0.0,0.0,0.0,0.0,0.31148,,0.2875501,,,
06:50:13 952,0.6303701,0.9062201,0.61666,0.4062099,0.18828,0.81348,0.15389,0.9059297,0.42698,0.2366499,0.6763301,0.13798,0.6105801,,0.09897999,0.09927998,0.6672601,0.7370399,0.13691,0.10926002,0.7011701,0.29645,0.5920902,0.4108,0.09945999,0.6485596,0.135,0.123,0.43,0.3,1.14223,0.9143997,0.628,0.10864999,0.14543,0.9115595,1.05384,0.6955101,0.14555,0.14133,1.44821,0.286,0.9876999,,0.11692002,0.12095002,0.5587501,0.52836,0.18179,0.13383,0.32019,0.16766,0.7697899,0.3856399,0.4444501,0.9330499,0.17,0.108,0.526,0.374,0.243,0.3,0.0,0.0,0.0,0.0,0.31148,,0.2875501,,,
07:50:13 894,0.6303701,0.9062201,0.61666,0.4062099,0.18828,0.81348,0.15389,0.9059297,0.42698,0.2366499,0.6763301,0.13798,0.6105801,,0.09897999,0.09927998,0.6672601,0.7370399,0.13691,0.10926002,0.7011701,0.29645,0.5920902,0.4108,0.09945999,0.6485596,0.135,0.123,0.43,0.3,1.14223,0.9143997,0.628,0.10864999,0.14543,0.9115595,1.05384,0.6955101,0.14555,0.14133,1.44821,0.286,0.9876999,,0.11692002,0.12095002,0.5587501,0.52836,0.18179,0.13383,0.32019,0.16766,0.7697899,0.3856399,0.4444501,0.9330499,0.17,0.108,0.526,0.374,0.243,0.3,0.0,0.0,0.0,0.0,0.31148,,0.2875501,,,
08:50:13 909,0.6306399,0.9067601,0.6166901,0.40646,0.1886,0.81379,0.1539,0.9078399,0.4272,0.2369,0.6769001,0.13827,0.6109201,,0.09895001,0.09913997,0.66738,0.73711,0.13693,0.10915001,0.7011002,0.29677,0.5921601,0.41077,0.09957001,0.6484996,0.135,0.123,0.43,0.309,0.408,,1.14234,0.9147197,0.628,0.10869999,0.14586,0.9117796,1.05333,0.69574,0.14573,0.14171,1.44762,0.286,0.9885998,,0.11750004,0.12131002,0.5584201,0.52837,0.18223,0.13386,0.32021,0.16758,0.76917,0.3865599,0.4443601,0.9337,0.17,0.108,0.526,0.361,0.247,0.338,0.59,0.0,0.0,0.0,0.0,0.3120901,,0.2874701,,,
09:01:35 787,0.6306399,0.9067601,0.6166901,0.40646,0.1886,0.81379,0.1539,0.9078399,0.4272,0.2369,0.6769001,0.13827,0.6109201,,0.09895001,0.09913997,0.66738,0.73711,0.13693,0.10915001,0.7011002,0.29677,0.5921601,0.41077,0.09957001,0.6484996,0.135,0.123,0.43,0.309,0.408,,,,,,,,,,,,,,,,,,,,1.14234,0.9147197,0.628,0.10869999,0.14586,0.9117796,1.05333,0.69574,0.14573,0.14171,1.44762,0.286,0.9885998,,0.11750004,0.12131002,0.5584201,0.52837,0.18223,0.13386,0.32021,0.16758,0.76917,0.3865599,0.4443601,0.9337,0.17,0.108,0.526,0.361,0.247,0.338,0.59,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3120901,,0.2874701,,,,
09:50:13 776,0.6306399,0.9067601,0.6166901,0.40646,0.1886,0.81379,0.1539,0.9078399,0.4272,0.2369,0.6769001,0.13827,0.6109201,,0.09895001,0.09913997,0.66738,0.73711,0.13693,0.10915001,0.7011002,0.29677,0.5921601,0.41077,0.09957001,0.6484996,0.135,0.123,0.43,0.309,0.408,,,,,,,,,,,,,,,,,,,,1.14234,0.9147197,0.628,0.10869999,0.14586,0.9117796,1.05333,0.69574,0.14573,0.14171,1.44762,0.286,0.9885998,,0.11750004,0.12131002,0.5584201,0.52837,0.18223,0.13386,0.32021,0.16758,0.76917,0.3865599,0.4443601,0.9337,0.17,0.108,0.526,0.361,0.247,0.338,0.59,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3120901,,0.2874701,,,,
10:50:13 772,0.6306399,0.9067601,0.6166901,0.40646,0.1886,0.81379,0.1539,0.9078399,0.4272,0.2369,0.6769001,0.13827,0.6109201,,0.09895001,0.09913997,0.66738,0.73711,0.13693,0.10915001,0.7011002,0.29677,0.5921601,0.41077,0.09957001,0.6484996,0.135,0.123,0.43,0.309,0.408,,,,,,,,,,,,,,,,,,,,1.14234,0.9147197,0.628,0.10869999,0.14586,0.9117796,1.05333,0.69574,0.14573,0.14171,1.44762,0.286,0.9885998,,0.11750004,0.12131002,0.5584201,0.52837,0.18223,0.13386,0.32021,0.16758,0.76917,0.3865599,0.4443601,0.9337,0.17,0.108,0.526,0.361,0.247,0.338,0.59,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3120901,,0.2874701,,,,
11:50:13 769,0.6306498,0.9073502,0.61675,0.40649,0.18863,0.8143801,0.15401,0.9071498,0.42735,0.23701,0.6793601,0.1387,0.6110101,,0.09907999,0.09922998,0.66719,0.7368202,0.1369,0.10920001,0.7020602,0.29671,0.5922002,0.4108499,0.09953002,0.6484596,0.135,0.123,0.43,0.309,,,,,,,,,,,,,,,,,,,,,1.14247,0.9147997,0.628,0.10868999,0.14608,0.9119596,1.05372,0.6955801,0.1457,0.14171,1.44856,0.286,0.9885899,,0.11784001,0.12178003,0.5586201,0.5286199,0.18255,0.13398,0.32025,0.1676301,0.7688398,0.3871599,0.4444301,0.9352701,0.17,0.108,0.526,0.361,0.247,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.31265,,0.2875,,,,
12:50:13 660,0.6305698,0.9078402,0.6169999,0.40644,0.1890501,1.14365,0.15405,0.9028998,0.42704,0.23717,0.6821001,0.13911,0.6109901,,0.09927998,0.0991,0.66736,0.7384602,0.13684,0.10914002,1.0965,0.2966,0.5922101,0.4107399,0.09965999,0.6480297,0.135,0.123,0.43,0.309,0.40,,,,,,,,,,,,,,,,,,,,1.14279,0.9148699,0.628,0.1089,0.14621,0.9103696,1.05271,0.6945701,0.14555,0.1418701,1.44377,0.286,0.98867,,0.11855996,0.12216003,0.5589501,0.5287499,2.027421,0.13373,0.32271,0.16767,0.76797,0.38777,0.4464801,0.9363101,0.17,0.108,0.526,0.361,0.247,0.338,0.,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.31156,,0.28741,,,,
13:50:13 521,0.62961,0.90902,0.61729,0.4063399,0.18904,1.14404,0.15413,0.8968602,0.42667,0.23705,0.6834899,0.13902,0.6108601,,0.09958999,0.09916996,0.6672199,0.73843,0.13659,0.10874997,1.09272,0.2961199,0.5919003,0.41053,0.09931999,0.6476498,0.135,0.123,0.43,0.309,0.40,,,,,,,,,,,,,,,,,,,,1.14222,0.9149702,0.628,0.10888999,0.14572,0.91102,1.05447,0.69303,0.1455,0.1416101,1.44282,0.286,0.9877699,,0.11853003,0.12180004,0.55988,0.52747,2.028151,0.13319,0.32249,0.16769,0.7664598,0.38708,0.44702,0.9341601,0.17,0.108,0.526,0.361,0.247,0.338,0.599,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30856,,0.28682,,,,
14:50:13 536,0.6294499,0.9097099,0.6175201,0.40603,0.18838,1.1447,0.15392,0.88774,0.4261599,0.23649,0.68341,0.13889,0.61017,,0.09947998,0.09893999,0.6669499,0.7372597,0.1363,0.10872998,1.08921,0.29503,0.5913701,0.4103899,0.09899998,0.6473798,0.135,0.123,0.43,0.309,0.40,,,,,,,,,,,,,,,,,,,,1.14139,0.9137702,0.628,0.10904997,0.14576,0.9134901,1.0521,0.6912,0.14566,0.1411,1.45091,0.286,0.9872501,,0.11899003,0.12217004,0.56126,0.52718,2.02794,0.13329,0.32206,0.16739,0.76573,0.38472,0.4426301,0.9313499,0.17,0.108,0.526,0.361,0.247,0.338,0.599,0.,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3084101,,0.2869201,,,,
15:50:13 407,0.62926,0.91131,0.61716,0.40599,0.18837,1.14435,0.15395,0.8845098,0.42615,0.2363701,0.68453,0.13868,0.6102801,,0.09929997,0.09917998,0.6670401,0.7374601,0.13673,0.1085,1.09328,0.2942001,0.5914603,0.4102599,0.09908,0.6468899,0.135,0.123,0.43,0.309,0.408,0.4,,,,,,,,,,,,,,,,,,,1.14184,0.91285,0.628,0.10891996,0.14539,0.9131001,1.05175,0.68919,0.14575,0.14117,1.45328,0.286,0.9862799,,0.11858004,0.12191002,0.56247,0.5267899,2.02783,0.13317,0.3218799,0.1672,0.7654604,0.38392,0.43818,0.9301701,0.17,0.108,0.526,0.361,0.247,0.338,0.59,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3094701,,0.2868601,,,,
16:50:13 429,0.62996,0.91016,0.61733,0.40574,0.18698,0.81369,0.15385,0.87841,0.4257199,0.23563,0.6791001,0.13762,0.6092702,,0.09943999,0.09933997,0.66689,0.73608,0.1369,0.10810999,0.6927602,0.29328,0.5917701,0.41034,0.09932999,0.6464899,0.135,0.123,0.43,0.309,0.408,0.4,,,,,,,,,,,,,,,,,,,1.14126,0.9120197,0.628,0.10898998,0.14566,0.9184698,1.05196,0.6879502,0.14575,0.14139,1.4595,0.286,0.9846399,,0.11867002,0.12175001,0.5632302,0.52545,0.18333,0.13275,0.3192299,0.16724,0.76667,0.37963,0.4387902,0.9248902,0.17,0.108,0.526,0.361,0.247,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30658,,0.2870802,,,,
17:50:13 308,0.62996,0.91016,0.61733,0.40574,0.18698,0.81369,0.15385,0.87841,0.4257199,0.23563,0.6791001,0.13762,0.6092702,,0.09943999,0.09933997,0.66689,0.73608,0.1369,0.10810999,0.6927602,0.29328,0.5917701,0.41034,0.09932999,0.6464899,0.135,0.123,0.43,0.309,0.408,0.4,,,,,,,,,,,,,,,,,,,1.14126,0.9120197,0.628,0.10898998,0.14566,0.9184698,1.05196,0.6879502,0.14575,0.14139,1.4595,0.286,0.9846399,,0.11867002,0.12175001,0.5632302,0.52545,0.18333,0.13275,0.3192299,0.16724,0.76667,0.37963,0.4387902,0.9248902,0.17,0.108,0.526,0.361,0.247,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30658,,0.2870802,,,,
18:50:13 333,0.62939,0.9104396,0.6167501,0.4053899,0.18754,0.8127601,0.1539,0.8768702,0.425,0.2354901,0.6762302,0.13432,0.6094502,,0.09942996,0.09954994,0.6672401,0.7359202,0.13745,0.10812997,0.6848101,0.29167,0.5912801,0.4105398,0.09858,0.6465301,0.135,0.123,0.43,0.30,,,,,,,,,,,,,,,,,,,,,1.14161,0.9129597,0.628,0.10859,0.14562,0.92015,1.05283,0.6870401,0.14538,0.14104,1.48015,0.286,0.9849602,,0.11794002,0.12107,0.56286,0.52425,0.18341,0.13177,0.3195899,0.16796,0.7673901,0.3721601,1.06008,0.9244399,0.17,0.108,0.526,0.361,0.247,0.338,0.599,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30661,,0.2871902,,,,
