Time,Cyl[1].WP_Time,Cyl[2].WP_Time,Cyl[3].WP_Time,Cyl[4].WP_Time,Cyl[5].WP_Time,Cyl[6].WP_Time,Cyl[7].WP_Time,Cyl[8].WP_Time,Cyl[9].WP_Time,Cyl[10].WP_Time,Cyl[11].WP_Time,Cyl[12].WP_Time,Cyl[13].WP_Time,Cyl[14].WP_Time,Cyl[15].WP_Time,Cyl[16].WP_Time,Cyl[17].WP_Time,Cyl[18].WP_Time,Cyl[19].WP_Time,Cyl[20].WP_Time,Cyl[21].WP_Time,Cyl[22].WP_Time,Cyl[23].WP_Time,Cyl[24].WP_Time,Cyl[25].WP_Time,Cyl[26].WP_Time,Cyl[27].WP_Time,Cyl[28].WP_Time,Cyl[29].WP_Time,Cyl[30].WP_Time,Cyl[31].WP_Time,Cyl[32].WP_Time,Cyl[33].WP_Time,Cyl[34].WP_Time,Cyl[35].WP_Time,Cyl[36].WP_Time,Cyl[37].WP_Time,Cyl[38].WP_Time,Cyl[39].WP_Time,Cyl[40].WP_Time,Cyl[41].WP_Time,Cyl[42].WP_Time,Cyl[43].WP_Time,Cyl[44].WP_Time,Cyl[45].WP_Time,Cyl[46].WP_Time,Cyl[47].WP_Time,Cyl[48].WP_Time,Cyl[49].WP_Time,Cyl[50].WP_Time,Cyl[1].HP_Time,Cyl[2].HP_Time,Cyl[3].HP_Time,Cyl[4].HP_Time,Cyl[5].HP_Time,Cyl[6].HP_Time,Cyl[7].HP_Time,Cyl[8].HP_Time,Cyl[9].HP_Time,Cyl[10].HP_Time,Cyl[11].HP_Time,Cyl[12].HP_Time,Cyl[13].HP_Time,Cyl[14].HP_Time,Cyl[15].HP_Time,Cyl[16].HP_Time,Cyl[17].HP_Time,Cyl[18].HP_Time,Cyl[19].HP_Time,Cyl[20].HP_Time,Cyl[21].HP_Time,Cyl[22].HP_Time,Cyl[23].HP_Time,Cyl[24].HP_Time,Cyl[25].HP_Time,Cyl[26].HP_Time,Cyl[27].HP_Time,Cyl[28].HP_Time,Cyl[29].HP_Time,Cyl[30].HP_Time,Cyl[31].HP_Time,Cyl[32].HP_Time,Cyl[33].HP_Time,Cyl[34].HP_Time,Cyl[35].HP_Time,Cyl[36].HP_Time,Cyl[37].HP_Time,Cyl[38].HP_Time,Cyl[39].HP_Time,Cyl[40].HP_Time,Cyl[41].HP_Time,Cyl[42].HP_Time,Cyl[43].HP_Time,Cyl[44].HP_Time,Cyl[45].HP_Time,Cyl[46].HP_Time,Cyl[47].HP_Time,Cyl[48].HP_Time,Cyl[49].HP_Time,Cyl[50].HP_Time,Vac[1]_Time,Vac[2]_Time,Vac[3]_Time,Vac[4]_Time,Vac[5]_Time,Vac[6]_Time,Vac[7]_Time,Vac[8]_Time,Vac[9]_Time,Vac[10]_Time
10:50:11 024,0.6297601,0.9109099,0.61663,0.40574,0.18713,0.8159101,0.15398,0.85378,0.4239799,0.23676,0.68543,0.13722,0.60966,,0.09980996,0.09925995,0.6670099,0.7353001,0.13698,0.10748002,0.6802998,0.2922201,0.5918402,0.4102099,0.09946,0.6461599,0.135,0.123,0.43,0.304,0,,,,,,,,,,,,,,,,,,,,1.14208,0.9124796,0.628,0.10868999,0.14554,0.91839,1.05086,0.6818102,0.14539,0.14153,1.45554,0.286,0.9825599,,0.11903001,0.12133002,0.5621401,0.52856,0.1835,0.13117,0.32054,0.16687,0.7653201,0.3772701,0.4425701,0.9302697,0.17,0.108,0.526,0.362,0.246,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3070801,,0.2846401,,,
11:50:10 907,0.62957,0.9112402,0.6164801,0.40569,0.18706,0.8165,0.15392,0.8527701,0.4238299,0.23688,0.68552,0.13833,0.6097799,,0.09959997,0.09920998,0.6666599,0.73525,0.1371,0.10719003,0.6819399,0.29222,0.5919402,0.4104499,0.09918001,0.6460601,0.135,0.123,0.43,0.304,0.,,,,,,,,,,,,,,,,,,,,1.14148,0.9124298,0.628,0.10851,0.1458,0.9205599,1.05112,0.6809902,0.14539,0.14105,1.45888,0.286,0.9826499,,0.11940003,0.12161003,0.5624102,0.5290799,0.1834,0.1313099,0.32067,0.16693,0.7653399,0.37786,0.4436401,0.9304997,0.17,0.108,0.526,0.362,0.246,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3070401,,0.2848401,,,
12:50:10 864,0.62946,0.9115702,0.61632,0.40547,0.18704,0.8168499,0.15375,0.85004,0.4238899,0.23688,0.6849101,0.13894,0.6097901,,0.09974995,0.09920999,0.6667099,0.73527,0.13721,0.10720002,0.68247,0.29244,0.5919903,0.4105598,0.09907003,0.6459301,0.135,0.123,0.43,0.304,0.,,,,,,,,,,,,,,,,,,,,1.14131,0.9123802,0.628,0.10853,0.1457,0.92137,1.05112,0.6800401,0.1452501,0.14118,1.46148,0.286,0.98269,,0.11947003,0.12189003,0.5625802,0.52933,0.18369,0.13122,0.3206101,0.16727,0.7655899,0.37745,0.4440101,0.9298801,0.17,0.108,0.526,0.362,0.246,0.338,0.5,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3057001,,0.2854401,,,
13:50:10 827,0.62948,0.9117598,0.6158999,0.40567,0.18718,0.8176703,0.15386,0.8440899,0.4237099,0.23722,0.68794,0.1397401,0.6093301,,0.09973999,0.09874,0.66712,0.73465,0.13708,0.10727,0.67907,0.29214,0.5917102,0.41055,0.09926002,0.64587,0.135,0.123,0.43,0.304,0.413,0.43,,,,,,,,,,,,,,,,,,,1.14157,0.9115898,0.628,0.10859998,0.14556,0.9201401,1.05298,0.6788001,0.1455101,0.14077,1.46706,0.286,0.98233,,0.11994004,0.12248004,0.5652201,0.5288399,0.18332,0.13063,0.3206,0.16697,0.7654501,0.3768,0.4383,0.9265801,0.17,0.108,0.526,0.362,0.246,0.338,0.,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30413,,0.28599,,,
14:50:10 793,0.62939,0.9122797,0.6158299,0.40586,0.18745,0.8179401,0.15375,0.8442298,0.4238499,0.2372,0.69004,0.13977,0.6092401,,0.09953996,0.09855999,0.6674701,0.73458,0.13716,0.10737,0.67523,0.2921601,0.5918101,0.41073,0.09930001,0.6461699,0.135,0.123,0.43,0.304,0.41,,,,,,,,,,,,,,,,,,,,1.14191,0.9116498,0.628,0.10842995,0.14559,0.9200303,1.05311,0.6786801,0.14529,0.14092,1.46167,0.286,0.98241,,0.11956006,0.12262002,0.5652601,0.52876,0.18345,0.13062,0.31996,0.16684,0.7653101,0.37684,1.53996,0.92702,0.17,0.108,0.526,0.362,0.246,0.338,0.599,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30474,,0.28599,,,
15:50:10 723,0.62935,0.9123998,0.6159199,0.4053402,0.18772,0.8174302,0.1538,0.8353299,0.4234799,0.23731,0.68887,0.13962,0.6091801,,0.09929998,0.09857999,0.66718,0.7338901,0.13717,0.10757,0.6691501,0.29079,0.5917601,0.41084,0.09887,0.64621,0.135,0.123,0.43,0.304,0.413,0,,,,,,,,,,,,,,,,,,,1.14193,0.9114598,0.628,0.10829998,0.14551,0.9244098,1.0533,0.6774001,0.1442301,0.14119,1.468401,0.286,0.9818901,,0.12021998,0.12253002,0.5649002,0.52847,0.18311,0.13091,0.31941,0.16687,0.76555,0.37691,3.45634,0.9246899,0.17,0.108,0.526,0.362,0.246,0.338,0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3039301,,0.2857901,,,
16:50:10 689,0.6293299,0.9118798,0.6161799,0.40488,0.18775,0.8159801,0.15425,0.8220598,0.42288,0.23625,0.6903301,0.13862,0.6088501,,0.09916997,0.09816997,0.6671199,0.7332999,0.13714,0.10776002,0.66651,0.28943,0.5918102,0.4104099,0.09891,0.6461901,0.135,0.123,0.43,0.304,,,,,,,,,,,,,,,,,,,,,1.14153,0.9114397,0.628,0.10843,0.14558,0.9223898,1.05365,0.67568,0.1433201,0.1414301,1.4717,0.286,0.98149,,0.12033004,0.12235001,0.5639501,0.5263101,0.1826101,0.13057,0.31939,0.16646,0.7663101,0.3729401,2.52333,0.9231897,0.17,0.108,0.526,0.362,0.246,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30234,,0.28454,,,
17:50:10 615,0.6293299,0.9118798,0.6161799,0.40488,0.18775,0.8159801,0.15425,0.8220598,0.42288,0.23625,0.6903301,0.13862,0.6088501,,0.09916997,0.09816997,0.6671199,0.7332999,0.13714,0.10776002,0.66651,0.28943,0.5918102,0.4104099,0.09891,0.6461901,0.135,0.123,0.43,0.304,,,,,,,,,,,,,,,,,,,,,1.14153,0.9114397,0.628,0.10843,0.14558,0.9223898,1.05365,0.67568,0.1433201,0.1414301,1.4717,0.286,0.98149,,0.12033004,0.12235001,0.5639501,0.5263101,0.1826101,0.13057,0.31939,0.16646,0.7663101,0.3729401,2.52333,0.9231897,0.17,0.108,0.526,0.362,0.246,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30234,,0.28454,,,
18:50:10 470,0.62939,0.9111198,0.61595,0.40446,0.18778,0.8129803,0.1543,0.81179,0.423,0.23528,0.6860799,0.13702,0.6087101,,0.09880999,0.09809999,0.6662097,0.7333001,0.13707,0.10796998,0.6664499,0.2880501,0.5914801,0.41033,0.09838999,0.64614,0.135,0.123,0.43,0.304,0.413,,,,,,,,,,,,,,,,,,,,1.14129,0.9116099,0.628,0.10814002,0.14562,0.92393,1.05486,0.6728899,0.14174,0.14148,1.48226,0.286,0.9816301,,0.11994001,0.12254,0.5623401,0.52535,0.18309,0.13074,0.31919,0.16645,0.767,0.37022,1.1932,0.9227598,0.17,0.108,0.526,0.362,0.246,0.338,0.599,0.316,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3012,,0.2837,,,
19:50:10 528,0.6295001,0.9103599,0.61591,0.40397,0.18695,0.8127199,0.15413,0.8040398,0.42277,0.2339401,0.6869698,0.13591,0.60856,,0.09772001,0.09702001,0.6660699,0.7333099,0.13668,0.10809003,0.6652999,0.2866801,0.5912799,0.41015,0.09850001,0.64569,0.135,0.123,0.43,0.30,,,,,,,,,,,,,,,,,,,,,1.14102,0.9111898,0.628,0.10807,0.14519,0.9248,1.05509,0.67083,0.1412101,0.1414,1.48443,0.286,0.98162,,0.11996002,0.12267004,0.56087,0.5246399,0.18302,0.13007,0.3195899,0.16636,0.76731,0.36916,0.45671,0.9246301,0.17,0.108,0.526,0.362,0.246,0.338,0.599,0.31,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3017001,,0.28351,,,
20:50:10 465,0.6295001,0.9103599,0.61591,0.40397,0.18695,0.8127199,0.15413,0.8040398,0.42277,0.2339401,0.6869698,0.13591,0.60856,,0.09772001,0.09702001,0.6660699,0.7333099,0.13668,0.10809003,0.6652999,0.2866801,0.5912799,0.41015,0.09850001,0.64569,0.135,0.123,0.43,0.30,,,,,,,,,,,,,,,,,,,,,1.14102,0.9111898,0.628,0.10807,0.14519,0.9248,1.05509,0.67083,0.1412101,0.1414,1.48443,0.286,0.98162,,0.11996002,0.12267004,0.56087,0.5246399,0.18302,0.13007,0.3195899,0.16636,0.76731,0.36916,0.45671,0.9246301,0.17,0.108,0.526,0.362,0.246,0.338,0.599,0.31,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3017001,,0.28351,,,
21:50:10 396,0.6295001,0.9103599,0.61591,0.40397,0.18695,0.8127199,0.15413,0.8040398,0.42277,0.2339401,0.6869698,0.13591,0.60856,,0.09772001,0.09702001,0.6660699,0.7333099,0.13668,0.10809003,0.6652999,0.2866801,0.5912799,0.41015,0.09850001,0.64569,0.135,0.123,0.43,0.30,,,,,,,,,,,,,,,,,,,,,1.14102,0.9111898,0.628,0.10807,0.14519,0.9248,1.05509,0.67083,0.1412101,0.1414,1.48443,0.286,0.98162,,0.11996002,0.12267004,0.56087,0.5246399,0.18302,0.13007,0.3195899,0.16636,0.76731,0.36916,0.45671,0.9246301,0.17,0.108,0.526,0.362,0.246,0.338,0.599,0.31,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3017001,,0.28351,,,
22:50:10 248,0.6295001,0.9103599,0.61591,0.40397,0.18695,0.8127199,0.15413,0.8040398,0.42277,0.2339401,0.6869698,0.13591,0.60856,,0.09772001,0.09702001,0.6660699,0.7333099,0.13668,0.10809003,0.6652999,0.2866801,0.5912799,0.41015,0.09850001,0.64569,0.135,0.123,0.43,0.30,,,,,,,,,,,,,,,,,,,,,1.14102,0.9111898,0.628,0.10807,0.14519,0.9248,1.05509,0.67083,0.1412101,0.1414,1.48443,0.286,0.98162,,0.11996002,0.12267004,0.56087,0.5246399,0.18302,0.13007,0.3195899,0.16636,0.76731,0.36916,0.45671,0.9246301,0.17,0.108,0.526,0.362,0.246,0.338,0.599,0.31,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3017001,,0.28351,,,
23:50:10 237,0.6295001,0.9103599,0.61591,0.40397,0.18695,0.8127199,0.15413,0.8040398,0.42277,0.2339401,0.6869698,0.13591,0.60856,,0.09772001,0.09702001,0.6660699,0.7333099,0.13668,0.10809003,0.6652999,0.2866801,0.5912799,0.41015,0.09850001,0.64569,0.135,0.123,0.43,0.30,,,,,,,,,,,,,,,,,,,,,1.14102,0.9111898,0.628,0.10807,0.14519,0.9248,1.05509,0.67083,0.1412101,0.1414,1.48443,0.286,0.98162,,0.11996002,0.12267004,0.56087,0.5246399,0.18302,0.13007,0.3195899,0.16636,0.76731,0.36916,0.45671,0.9246301,0.17,0.108,0.526,0.362,0.246,0.338,0.599,0.31,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3017001,,0.28351,,,
