Time,Cyl[1].WP_Time,Cyl[2].WP_Time,Cyl[3].WP_Time,Cyl[4].WP_Time,Cyl[5].WP_Time,Cyl[6].WP_Time,Cyl[7].WP_Time,Cyl[8].WP_Time,Cyl[9].WP_Time,Cyl[10].WP_Time,Cyl[11].WP_Time,Cyl[12].WP_Time,Cyl[13].WP_Time,Cyl[14].WP_Time,Cyl[15].WP_Time,Cyl[16].WP_Time,Cyl[17].WP_Time,Cyl[18].WP_Time,Cyl[19].WP_Time,Cyl[20].WP_Time,Cyl[21].WP_Time,Cyl[22].WP_Time,Cyl[23].WP_Time,Cyl[24].WP_Time,Cyl[25].WP_Time,Cyl[26].WP_Time,Cyl[27].WP_Time,Cyl[28].WP_Time,Cyl[29].WP_Time,Cyl[30].WP_Time,Cyl[31].WP_Time,Cyl[32].WP_Time,Cyl[33].WP_Time,Cyl[34].WP_Time,Cyl[35].WP_Time,Cyl[36].WP_Time,Cyl[37].WP_Time,Cyl[38].WP_Time,Cyl[39].WP_Time,Cyl[40].WP_Time,Cyl[41].WP_Time,Cyl[42].WP_Time,Cyl[43].WP_Time,Cyl[44].WP_Time,Cyl[45].WP_Time,Cyl[46].WP_Time,Cyl[47].WP_Time,Cyl[48].WP_Time,Cyl[49].WP_Time,Cyl[50].WP_Time,Cyl[1].HP_Time,Cyl[2].HP_Time,Cyl[3].HP_Time,Cyl[4].HP_Time,Cyl[5].HP_Time,Cyl[6].HP_Time,Cyl[7].HP_Time,Cyl[8].HP_Time,Cyl[9].HP_Time,Cyl[10].HP_Time,Cyl[11].HP_Time,Cyl[12].HP_Time,Cyl[13].HP_Time,Cyl[14].HP_Time,Cyl[15].HP_Time,Cyl[16].HP_Time,Cyl[17].HP_Time,Cyl[18].HP_Time,Cyl[19].HP_Time,Cyl[20].HP_Time,Cyl[21].HP_Time,Cyl[22].HP_Time,Cyl[23].HP_Time,Cyl[24].HP_Time,Cyl[25].HP_Time,Cyl[26].HP_Time,Cyl[27].HP_Time,Cyl[28].HP_Time,Cyl[29].HP_Time,Cyl[30].HP_Time,Cyl[31].HP_Time,Cyl[32].HP_Time,Cyl[33].HP_Time,Cyl[34].HP_Time,Cyl[35].HP_Time,Cyl[36].HP_Time,Cyl[37].HP_Time,Cyl[38].HP_Time,Cyl[39].HP_Time,Cyl[40].HP_Time,Cyl[41].HP_Time,Cyl[42].HP_Time,Cyl[43].HP_Time,Cyl[44].HP_Time,Cyl[45].HP_Time,Cyl[46].HP_Time,Cyl[47].HP_Time,Cyl[48].HP_Time,Cyl[49].HP_Time,Cyl[50].HP_Time,Vac[1]_Time,Vac[2]_Time,Vac[3]_Time,Vac[4]_Time,Vac[5]_Time,Vac[6]_Time,Vac[7]_Time,Vac[8]_Time,Vac[9]_Time,Vac[10]_Time
00:50:07 469,0.6295699,0.9107999,0.6152699,0.4051399,0.1869201,0.8113997,0.18898,0.7156002,0.4229899,0.2305601,0.68277,0.13338,0.60862,,0.09547001,0.09748998,0.6669598,0.7318002,0.13657,0.10742997,0.6879902,0.28683,0.5920102,0.4107301,1.05712,0.64614,0.135,0.123,0.43,0,,,,,,,,,,,,,,,,,,,,,1.14267,0.9123501,0.628,0.10915999,0.14533,0.9266703,1.05725,0.65204,0.1416,0.14129,1.4744,0.286,0.9814098,,0.11956003,0.12207001,0.5595102,0.5272899,0.18366,0.12942,0.32031,0.16657,0.76816,0.36575,0.9916494,0.9257299,0.17,0.108,0.526,0.364,0.25,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.8460199,,0.59296,,,
01:50:07 435,0.6295699,0.9107999,0.6152699,0.4051399,0.1869201,0.8113997,0.18898,0.7156002,0.4229899,0.2305601,0.68277,0.13338,0.60862,,0.09547001,0.09748998,0.6669598,0.7318002,0.13657,0.10742997,0.6879902,0.28683,0.5920102,0.4107301,1.05712,0.64614,0.135,0.123,0.43,0,,,,,,,,,,,,,,,,,,,,,1.14267,0.9123501,0.628,0.10915999,0.14533,0.9266703,1.05725,0.65204,0.1416,0.14129,1.4744,0.286,0.9814098,,0.11956003,0.12207001,0.5595102,0.5272899,0.18366,0.12942,0.32031,0.16657,0.76816,0.36575,0.9916494,0.9257299,0.17,0.108,0.526,0.364,0.25,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.8460199,,0.59296,,,
02:50:07 311,0.6295699,0.9107999,0.6152699,0.4051399,0.1869201,0.8113997,0.18898,0.7156002,0.4229899,0.2305601,0.68277,0.13338,0.60862,,0.09547001,0.09748998,0.6669598,0.7318002,0.13657,0.10742997,0.6879902,0.28683,0.5920102,0.4107301,1.05712,0.64614,0.135,0.123,0.43,0,,,,,,,,,,,,,,,,,,,,,1.14267,0.9123501,0.628,0.10915999,0.14533,0.9266703,1.05725,0.65204,0.1416,0.14129,1.4744,0.286,0.9814098,,0.11956003,0.12207001,0.5595102,0.5272899,0.18366,0.12942,0.32031,0.16657,0.76816,0.36575,0.9916494,0.9257299,0.17,0.108,0.526,0.364,0.25,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.8460199,,0.59296,,,
03:50:07 275,0.6295699,0.9107999,0.6152699,0.4051399,0.1869201,0.8113997,0.18898,0.7156002,0.4229899,0.2305601,0.68277,0.13338,0.60862,,0.09547001,0.09748998,0.6669598,0.7318002,0.13657,0.10742997,0.6879902,0.28683,0.5920102,0.4107301,1.05712,0.64614,0.135,0.123,0.43,0,,,,,,,,,,,,,,,,,,,,,1.14267,0.9123501,0.628,0.10915999,0.14533,0.9266703,1.05725,0.65204,0.1416,0.14129,1.4744,0.286,0.9814098,,0.11956003,0.12207001,0.5595102,0.5272899,0.18366,0.12942,0.32031,0.16657,0.76816,0.36575,0.9916494,0.9257299,0.17,0.108,0.526,0.364,0.25,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.8460199,,0.59296,,,
04:50:07 216,0.6295699,0.9107999,0.6152699,0.4051399,0.1869201,0.8113997,0.18898,0.7156002,0.4229899,0.2305601,0.68277,0.13338,0.60862,,0.09547001,0.09748998,0.6669598,0.7318002,0.13657,0.10742997,0.6879902,0.28683,0.5920102,0.4107301,1.05712,0.64614,0.135,0.123,0.43,0,,,,,,,,,,,,,,,,,,,,,1.14267,0.9123501,0.628,0.10915999,0.14533,0.9266703,1.05725,0.65204,0.1416,0.14129,1.4744,0.286,0.9814098,,0.11956003,0.12207001,0.5595102,0.5272899,0.18366,0.12942,0.32031,0.16657,0.76816,0.36575,0.9916494,0.9257299,0.17,0.108,0.526,0.364,0.25,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.8460199,,0.59296,,,
05:50:07 156,0.6295699,0.9107999,0.6152699,0.4051399,0.1869201,0.8113997,0.18898,0.7156002,0.4229899,0.2305601,0.68277,0.13338,0.60862,,0.09547001,0.09748998,0.6669598,0.7318002,0.13657,0.10742997,0.6879902,0.28683,0.5920102,0.4107301,1.05712,0.64614,0.135,0.123,0.43,0,,,,,,,,,,,,,,,,,,,,,1.14267,0.9123501,0.628,0.10915999,0.14533,0.9266703,1.05725,0.65204,0.1416,0.14129,1.4744,0.286,0.9814098,,0.11956003,0.12207001,0.5595102,0.5272899,0.18366,0.12942,0.32031,0.16657,0.76816,0.36575,0.9916494,0.9257299,0.17,0.108,0.526,0.364,0.25,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.8460199,,0.59296,,,
06:50:07 086,0.6295699,0.9107999,0.6152699,0.4051399,0.1869201,0.8113997,0.18898,0.7156002,0.4229899,0.2305601,0.68277,0.13338,0.60862,,0.09547001,0.09748998,0.6669598,0.7318002,0.13657,0.10742997,0.6879902,0.28683,0.5920102,0.4107301,1.05712,0.64614,0.135,0.123,0.43,0,,,,,,,,,,,,,,,,,,,,,1.14267,0.9123501,0.628,0.10915999,0.14533,0.9266703,1.05725,0.65204,0.1416,0.14129,1.4744,0.286,0.9814098,,0.11956003,0.12207001,0.5595102,0.5272899,0.18366,0.12942,0.32031,0.16657,0.76816,0.36575,0.9916494,0.9257299,0.17,0.108,0.526,0.364,0.25,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.8460199,,0.59296,,,
07:50:07 087,0.6295699,0.9107999,0.6152699,0.4051399,0.1869201,0.8113997,0.18898,0.7156002,0.4229899,0.2305601,0.68277,0.13338,0.60862,,0.09547001,0.09748998,0.6669598,0.7318002,0.13657,0.10742997,0.6879902,0.28683,0.5920102,0.4107301,1.05712,0.64614,0.135,0.123,0.43,0,,,,,,,,,,,,,,,,,,,,,1.14267,0.9123501,0.628,0.10915999,0.14533,0.9266703,1.05725,0.65204,0.1416,0.14129,1.4744,0.286,0.9814098,,0.11956003,0.12207001,0.5595102,0.5272899,0.18366,0.12942,0.32031,0.16657,0.76816,0.36575,0.9916494,0.9257299,0.17,0.108,0.526,0.364,0.25,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.8460199,,0.59296,,,
08:50:07 024,0.62927,0.9117099,0.6153899,0.40532,0.18694,0.8120198,0.23015,0.7165602,0.4232099,0.2311601,0.6840499,0.13333,0.6088001,,0.09555,0.09798999,0.6670999,0.7318301,0.1366,0.10751998,0.68822,0.28692,0.5921801,0.4108101,1.057,0.6460899,0.135,0.123,0.43,0.307,0.4,,,,,,,,,,,,,,,,,,,,1.14256,0.9124998,0.628,0.10906997,0.14542,0.9242803,1.05913,0.65225,0.14159,0.14124,1.4732,0.286,0.9819799,,0.11951001,0.12228002,0.5594701,0.5275198,0.18387,0.12953,0.32034,0.16664,0.7678198,0.36738,0.9916096,0.92831,0.17,0.108,0.526,0.36,0.246,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.8456799,,1.136871,,,
09:50:07 002,0.62921,0.9120897,0.6156699,0.4055,0.18718,0.8141001,0.19516,0.7207101,0.4234199,0.23217,0.68342,0.13279,0.6092902,,0.09650002,0.09841997,0.66764,0.7323898,0.13654,0.10776,0.6940904,0.2893901,0.5922501,0.4109399,1.0379,0.6474899,0.135,0.123,0.43,0.305,0.40,,,,,,,,,,,,,,,,,,,,1.14207,0.9119598,0.628,0.10868996,0.14507,0.9156898,1.06058,0.6534001,0.14164,0.14136,1.466419,0.286,0.9811599,,0.11828001,0.12186002,0.5611601,0.5277,0.18381,0.12925,0.31982,0.1664,0.7651002,0.37132,0.9919695,0.9270799,0.17,0.108,0.526,0.37,0.248,0.338,0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.8576898,,0.8299108,,,
