Time,Cyl[1].WP_Time,Cyl[2].WP_Time,Cyl[3].WP_Time,Cyl[4].WP_Time,Cyl[5].WP_Time,Cyl[6].WP_Time,Cyl[7].WP_Time,Cyl[8].WP_Time,Cyl[9].WP_Time,Cyl[10].WP_Time,Cyl[11].WP_Time,Cyl[12].WP_Time,Cyl[13].WP_Time,Cyl[14].WP_Time,Cyl[15].WP_Time,Cyl[16].WP_Time,Cyl[17].WP_Time,Cyl[18].WP_Time,Cyl[19].WP_Time,Cyl[20].WP_Time,Cyl[21].WP_Time,Cyl[22].WP_Time,Cyl[23].WP_Time,Cyl[24].WP_Time,Cyl[25].WP_Time,Cyl[26].WP_Time,Cyl[27].WP_Time,Cyl[28].WP_Time,Cyl[29].WP_Time,Cyl[30].WP_Time,Cyl[31].WP_Time,Cyl[32].WP_Time,Cyl[33].WP_Time,Cyl[34].WP_Time,Cyl[35].WP_Time,Cyl[36].WP_Time,Cyl[37].WP_Time,Cyl[38].WP_Time,Cyl[39].WP_Time,Cyl[40].WP_Time,Cyl[41].WP_Time,Cyl[42].WP_Time,Cyl[43].WP_Time,Cyl[44].WP_Time,Cyl[45].WP_Time,Cyl[46].WP_Time,Cyl[47].WP_Time,Cyl[48].WP_Time,Cyl[49].WP_Time,Cyl[50].WP_Time,Cyl[1].HP_Time,Cyl[2].HP_Time,Cyl[3].HP_Time,Cyl[4].HP_Time,Cyl[5].HP_Time,Cyl[6].HP_Time,Cyl[7].HP_Time,Cyl[8].HP_Time,Cyl[9].HP_Time,Cyl[10].HP_Time,Cyl[11].HP_Time,Cyl[12].HP_Time,Cyl[13].HP_Time,Cyl[14].HP_Time,Cyl[15].HP_Time,Cyl[16].HP_Time,Cyl[17].HP_Time,Cyl[18].HP_Time,Cyl[19].HP_Time,Cyl[20].HP_Time,Cyl[21].HP_Time,Cyl[22].HP_Time,Cyl[23].HP_Time,Cyl[24].HP_Time,Cyl[25].HP_Time,Cyl[26].HP_Time,Cyl[27].HP_Time,Cyl[28].HP_Time,Cyl[29].HP_Time,Cyl[30].HP_Time,Cyl[31].HP_Time,Cyl[32].HP_Time,Cyl[33].HP_Time,Cyl[34].HP_Time,Cyl[35].HP_Time,Cyl[36].HP_Time,Cyl[37].HP_Time,Cyl[38].HP_Time,Cyl[39].HP_Time,Cyl[40].HP_Time,Cyl[41].HP_Time,Cyl[42].HP_Time,Cyl[43].HP_Time,Cyl[44].HP_Time,Cyl[45].HP_Time,Cyl[46].HP_Time,Cyl[47].HP_Time,Cyl[48].HP_Time,Cyl[49].HP_Time,Cyl[50].HP_Time,Vac[1]_Time,Vac[2]_Time,Vac[3]_Time,Vac[4]_Time,Vac[5]_Time,Vac[6]_Time,Vac[7]_Time,Vac[8]_Time,Vac[9]_Time,Vac[10]_Time
10:50:06 913,0.62958,0.9129299,0.61603,0.4058501,0.18773,0.81588,0.19479,0.73583,0.4230901,0.2333401,0.68847,0.1352,0.6093402,,0.09801002,0.09799001,0.6678601,0.73311,0.13674,0.10757999,0.7027101,0.29149,0.5915602,0.41106,0.9919195,0.6491601,0.135,0.123,0.43,0.305,0.40,,,,,,,,,,,,,,,,,,,,1.14116,0.9114598,0.628,0.10884002,0.14517,0.9145001,1.05765,0.6544201,0.14146,0.14139,1.46824,0.286,0.9821902,,0.11995997,0.12214001,0.5642102,0.52765,0.18407,0.12973,0.31979,0.16637,0.7657702,0.36753,0.9919394,0.92629,0.17,0.108,0.526,0.37,0.248,0.338,0.,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.83828,,0.8298002,,,
11:50:06 870,0.6297602,0.91241,0.61615,0.4056099,0.18766,0.8156401,0.15353,0.7434299,0.42339,0.23328,0.68786,0.1372,0.6094301,,0.09823997,0.09832001,0.66775,0.7335899,0.13695,0.10760998,0.7046202,0.29162,0.5916502,0.4109799,0.9916695,0.6498102,0.135,0.123,0.43,0.305,0.,,,,,,,,,,,,,,,,,,,,1.14104,0.91109,0.628,0.10843998,0.1451401,0.9156203,1.05147,0.65524,0.14151,0.1412501,1.47377,0.286,0.9821199,,0.11988,0.12195001,0.5656002,0.5273701,0.18349,0.1297199,0.31967,0.1663,0.7658702,0.36486,0.9917395,0.9211801,0.17,0.108,0.526,0.37,0.248,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3601201,,0.2863301,,,
12:50:06 820,0.6296401,0.9127199,0.61622,0.4058599,0.18764,0.8159902,0.15353,0.7477398,0.4234501,0.2334001,0.68777,0.13775,0.6096701,,0.09860997,0.09829999,0.66781,0.7336198,0.13697,0.10756999,0.7070802,0.29142,0.5916103,0.41093,0.9916594,0.6498101,0.135,0.123,0.43,0.3,,,,,,,,,,,,,,,,,,,,,1.14131,0.91113,0.628,0.10831995,0.14527,0.9161302,1.05229,0.65572,0.14176,0.1414,1.47359,0.286,0.9817199,,0.12049004,0.12272,0.5662801,0.5276001,0.18347,0.13011,0.31979,0.16617,0.76565,0.3643401,0.9917494,0.9222601,0.17,0.108,0.526,0.37,0.248,0.338,0.592,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3598401,,0.2864801,,,
13:50:06 726,0.62938,0.9129999,0.61663,0.4069599,0.18793,0.8173897,0.15379,0.7718901,0.4237699,0.23485,0.6847701,0.1408,0.6112401,,0.09867998,0.09941997,0.66926,0.7342402,0.137,0.10767997,0.6984098,0.2931801,0.5921101,0.4110301,0.9918095,0.6497901,0.135,0.123,0.43,0.30,,,,,,,,,,,,,,,,,,,,,1.14191,0.9127598,0.628,0.10918999,0.1455,0.92816,1.05719,0.6591601,0.1436,0.1415101,1.49287,0.286,0.9858801,,0.11765004,0.12191003,0.5675202,0.5272101,0.1838201,0.13057,0.31985,0.16751,0.76464,0.36164,0.9918395,0.92408,0.17,0.108,0.526,0.37,0.248,0.338,0.,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3466601,,0.2866501,,,
14:50:06 674,0.62944,0.9113699,0.61682,0.40765,0.18902,0.8168602,0.15388,0.78933,0.4238999,0.2364901,0.6793599,0.14128,0.6126101,,0.09904997,0.09944,0.6705799,0.7349398,0.1369199,0.10775996,0.70575,0.29445,0.5920002,0.41075,0.9540895,0.6498899,0.135,0.123,0.43,0.305,0.,,,,,,,,,,,,,,,,,,,,1.14196,0.9147401,0.628,0.10990999,0.1454,0.9348498,1.06502,0.6626198,0.14576,0.1412,1.50876,0.286,0.9892597,,0.11741003,0.12218003,0.5678299,0.52671,0.18383,0.13054,0.32014,0.16831,0.7654799,0.3613401,0.9680696,0.92546,0.17,0.108,0.526,0.37,0.248,0.338,0.,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.31201,,0.2874001,,,
15:50:06 697,0.6295499,0.9105897,0.61666,0.4076899,0.18879,0.8170002,0.15419,0.7986999,0.4239999,0.2373001,0.68057,0.14144,0.6129501,,0.09923999,0.09952998,0.6703798,0.7347099,0.13716,0.10779998,0.7218402,0.29406,0.5915501,0.41103,0.9918595,0.6500699,0.135,0.123,0.43,0,,,,,,,,,,,,,,,,,,,,,1.14202,0.91504,0.628,0.11002997,0.1453901,0.9363003,1.06087,0.66631,0.14599,0.14118,1.501751,0.286,0.9901401,,0.11873001,0.12242004,0.5673601,0.5270101,0.18374,0.13081,0.31995,0.16841,0.76594,0.3601099,0.9917796,0.9257802,0.17,0.108,0.526,0.37,0.248,0.338,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30913,,0.2875901,,,
16:50:06 616,0.6296,0.9101799,0.61639,0.40745,0.18816,0.81655,0.15442,0.8056298,0.42408,0.23755,0.67832,0.14174,0.6127401,,0.09899998,0.09897997,0.67052,0.7349202,0.13712,0.10794998,0.7206601,0.2932501,0.5915201,0.41118,0.9918494,0.6501999,0.135,0.123,0.43,0.31,0.407,0,,,,,,,,,,,,,,,,,,,1.14273,0.91552,0.628,0.11026999,0.14557,0.93686,1.05978,0.6705598,0.1455101,0.14151,1.4924,0.286,0.99175,,0.11977001,0.12290002,0.56633,0.52682,0.18366,0.13157,0.3200001,0.16767,0.7659399,0.3619101,0.9917495,0.92713,0.17,0.108,0.526,0.355,0.248,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30927,,0.2875901,,,
17:50:06 468,0.6296,0.9101799,0.61639,0.40745,0.18816,0.81655,0.15442,0.8056298,0.42408,0.23755,0.67832,0.14174,0.6127401,,0.09899998,0.09897997,0.67052,0.7349202,0.13712,0.10794998,0.7206601,0.2932501,0.5915201,0.41118,0.9918494,0.6501999,0.135,0.123,0.43,0.31,0.407,0,,,,,,,,,,,,,,,,,,,1.14273,0.91552,0.628,0.11026999,0.14557,0.93686,1.05978,0.6705598,0.1455101,0.14151,1.4924,0.286,0.99175,,0.11977001,0.12290002,0.56633,0.52682,0.18366,0.13157,0.3200001,0.16767,0.7659399,0.3619101,0.9917495,0.92713,0.17,0.108,0.526,0.355,0.248,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30927,,0.2875901,,,
18:50:06 456,0.6296,0.9101799,0.61639,0.40745,0.18816,0.81655,0.15442,0.8056298,0.42408,0.23755,0.67832,0.14174,0.6127401,,0.09899998,0.09897997,0.67052,0.7349202,0.13712,0.10794998,0.7206601,0.2932501,0.5915201,0.41118,0.9918494,0.6501999,0.135,0.123,0.43,0.31,0.407,0,,,,,,,,,,,,,,,,,,,1.14273,0.91552,0.628,0.11026999,0.14557,0.93686,1.05978,0.6705598,0.1455101,0.14151,1.4924,0.286,0.99175,,0.11977001,0.12290002,0.56633,0.52682,0.18366,0.13157,0.3200001,0.16767,0.7659399,0.3619101,0.9917495,0.92713,0.17,0.108,0.526,0.355,0.248,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30927,,0.2875901,,,
19:50:06 426,0.6296,0.9101799,0.61639,0.40745,0.18816,0.81655,0.15442,0.8056298,0.42408,0.23755,0.67832,0.14174,0.6127401,,0.09899998,0.09897997,0.67052,0.7349202,0.13712,0.10794998,0.7206601,0.2932501,0.5915201,0.41118,0.9918494,0.6501999,0.135,0.123,0.43,0.31,0.407,0,,,,,,,,,,,,,,,,,,,1.14273,0.91552,0.628,0.11026999,0.14557,0.93686,1.05978,0.6705598,0.1455101,0.14151,1.4924,0.286,0.99175,,0.11977001,0.12290002,0.56633,0.52682,0.18366,0.13157,0.3200001,0.16767,0.7659399,0.3619101,0.9917495,0.92713,0.17,0.108,0.526,0.355,0.248,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30927,,0.2875901,,,
20:50:06 383,0.6296,0.9101799,0.61639,0.40745,0.18816,0.81655,0.15442,0.8056298,0.42408,0.23755,0.67832,0.14174,0.6127401,,0.09899998,0.09897997,0.67052,0.7349202,0.13712,0.10794998,0.7206601,0.2932501,0.5915201,0.41118,0.9918494,0.6501999,0.135,0.123,0.43,0.31,0.407,0,,,,,,,,,,,,,,,,,,,1.14273,0.91552,0.628,0.11026999,0.14557,0.93686,1.05978,0.6705598,0.1455101,0.14151,1.4924,0.286,0.99175,,0.11977001,0.12290002,0.56633,0.52682,0.18366,0.13157,0.3200001,0.16767,0.7659399,0.3619101,0.9917495,0.92713,0.17,0.108,0.526,0.355,0.248,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30927,,0.2875901,,,
21:50:06 269,0.6296,0.9101799,0.61639,0.40745,0.18816,0.81655,0.15442,0.8056298,0.42408,0.23755,0.67832,0.14174,0.6127401,,0.09899998,0.09897997,0.67052,0.7349202,0.13712,0.10794998,0.7206601,0.2932501,0.5915201,0.41118,0.9918494,0.6501999,0.135,0.123,0.43,0.31,0.407,0,,,,,,,,,,,,,,,,,,,1.14273,0.91552,0.628,0.11026999,0.14557,0.93686,1.05978,0.6705598,0.1455101,0.14151,1.4924,0.286,0.99175,,0.11977001,0.12290002,0.56633,0.52682,0.18366,0.13157,0.3200001,0.16767,0.7659399,0.3619101,0.9917495,0.92713,0.17,0.108,0.526,0.355,0.248,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30927,,0.2875901,,,
22:50:06 247,0.6296,0.9101799,0.61639,0.40745,0.18816,0.81655,0.15442,0.8056298,0.42408,0.23755,0.67832,0.14174,0.6127401,,0.09899998,0.09897997,0.67052,0.7349202,0.13712,0.10794998,0.7206601,0.2932501,0.5915201,0.41118,0.9918494,0.6501999,0.135,0.123,0.43,0.31,0.407,0,,,,,,,,,,,,,,,,,,,1.14273,0.91552,0.628,0.11026999,0.14557,0.93686,1.05978,0.6705598,0.1455101,0.14151,1.4924,0.286,0.99175,,0.11977001,0.12290002,0.56633,0.52682,0.18366,0.13157,0.3200001,0.16767,0.7659399,0.3619101,0.9917495,0.92713,0.17,0.108,0.526,0.355,0.248,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30927,,0.2875901,,,
23:50:06 192,0.6296,0.9101799,0.61639,0.40745,0.18816,0.81655,0.15442,0.8056298,0.42408,0.23755,0.67832,0.14174,0.6127401,,0.09899998,0.09897997,0.67052,0.7349202,0.13712,0.10794998,0.7206601,0.2932501,0.5915201,0.41118,0.9918494,0.6501999,0.135,0.123,0.43,0.31,0.407,0,,,,,,,,,,,,,,,,,,,1.14273,0.91552,0.628,0.11026999,0.14557,0.93686,1.05978,0.6705598,0.1455101,0.14151,1.4924,0.286,0.99175,,0.11977001,0.12290002,0.56633,0.52682,0.18366,0.13157,0.3200001,0.16767,0.7659399,0.3619101,0.9917495,0.92713,0.17,0.108,0.526,0.355,0.248,0.338,0.6,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.30927,,0.2875901,,,
