时间,通道,亮度,设置时间
2025/07/01 10:18:56:462,5,0,23ms
2025/07/01 10:18:56:493,4,255,23ms
2025/07/01 10:18:56:577,4,0,24ms
2025/07/01 10:19:06:627,3,255,24ms
2025/07/01 10:19:06:689,3,0,24ms
2025/07/01 10:19:06:720,3,0,24ms
2025/07/01 10:19:06:751,2,255,23ms
2025/07/01 10:19:06:864,3,0,24ms
2025/07/01 10:19:06:895,2,0,24ms
2025/07/01 10:19:08:215,2,255,23ms
2025/07/01 10:19:08:311,2,0,23ms
2025/07/01 10:19:09:507,2,255,23ms
2025/07/01 10:19:09:619,2,0,24ms
2025/07/01 10:19:10:333,3,90,24ms
2025/07/01 10:19:10:362,2,255,23ms
2025/07/01 10:19:10:434,3,0,24ms
2025/07/01 10:19:10:465,2,0,23ms
2025/07/01 10:19:11:053,6,255,24ms
2025/07/01 10:19:11:119,6,0,23ms
2025/07/01 10:19:11:487,6,255,23ms
2025/07/01 10:19:11:554,6,0,23ms
2025/07/01 10:19:23:436,2,255,24ms
2025/07/01 10:19:23:534,2,0,23ms
2025/07/01 10:19:24:021,3,255,24ms
2025/07/01 10:19:24:089,3,0,23ms
2025/07/01 10:19:24:120,2,255,23ms
2025/07/01 10:19:24:233,2,0,23ms
2025/07/01 10:19:25:525,1,255,23ms
2025/07/01 10:19:25:624,1,0,23ms
2025/07/01 10:19:25:655,4,255,23ms
2025/07/01 10:19:25:748,4,0,23ms
2025/07/01 10:19:25:897,4,255,24ms
2025/07/01 10:19:25:995,4,0,23ms
2025/07/01 10:19:27:271,5,255,24ms
2025/07/01 10:19:27:433,5,0,23ms
2025/07/01 10:19:27:464,4,255,23ms
2025/07/01 10:19:27:548,4,0,23ms
2025/07/01 10:19:27:865,5,255,24ms
2025/07/01 10:19:28:025,5,0,23ms
2025/07/01 10:19:28:056,4,255,23ms
2025/07/01 10:19:28:139,4,0,23ms
2025/07/01 10:19:38:252,3,255,23ms
2025/07/01 10:19:38:320,3,0,23ms
2025/07/01 10:19:38:351,3,0,23ms
2025/07/01 10:19:38:384,2,255,25ms
2025/07/01 10:19:38:490,3,0,23ms
2025/07/01 10:19:38:521,2,0,23ms
2025/07/01 10:19:40:808,2,255,24ms
2025/07/01 10:19:40:920,2,0,23ms
2025/07/01 10:19:41:688,3,90,23ms
2025/07/01 10:19:41:719,2,255,23ms
2025/07/01 10:19:41:784,3,0,23ms
2025/07/01 10:19:41:815,2,0,23ms
2025/07/01 10:19:42:399,6,255,24ms
2025/07/01 10:19:42:466,6,0,23ms
2025/07/01 10:19:42:849,6,255,23ms
2025/07/01 10:19:42:917,6,0,23ms
2025/07/01 10:19:53:782,2,255,23ms
2025/07/01 10:19:53:882,2,0,23ms
2025/07/01 10:19:54:366,3,255,23ms
2025/07/01 10:19:54:434,3,0,23ms
2025/07/01 10:19:54:465,2,255,23ms
2025/07/01 10:19:54:573,2,0,23ms
2025/07/01 10:19:55:864,1,255,24ms
2025/07/01 10:19:55:963,1,0,23ms
2025/07/01 10:19:55:994,4,255,23ms
2025/07/01 10:19:56:086,4,0,23ms
2025/07/01 10:19:56:235,4,255,24ms
2025/07/01 10:19:56:328,4,0,23ms
2025/07/01 10:19:57:612,5,255,24ms
2025/07/01 10:19:57:774,5,0,23ms
2025/07/01 10:19:57:805,4,255,23ms
2025/07/01 10:19:57:889,4,0,23ms
2025/07/01 10:19:58:212,5,255,23ms
2025/07/01 10:19:58:373,5,0,23ms
2025/07/01 10:19:58:404,4,255,23ms
2025/07/01 10:19:58:488,4,0,23ms
2025/07/01 10:20:08:075,3,255,24ms
2025/07/01 10:20:08:137,3,0,23ms
2025/07/01 10:20:08:168,3,0,23ms
2025/07/01 10:20:08:199,2,255,23ms
2025/07/01 10:20:08:306,3,0,23ms
2025/07/01 10:20:08:337,2,0,23ms
2025/07/01 10:20:09:639,2,255,23ms
2025/07/01 10:20:09:733,2,0,23ms
2025/07/01 10:20:56:016,2,255,23ms
2025/07/01 10:20:56:128,2,0,23ms
2025/07/01 10:20:56:925,3,90,24ms
2025/07/01 10:20:56:955,2,255,23ms
2025/07/01 10:20:57:020,3,0,23ms
2025/07/01 10:20:57:051,2,0,23ms
2025/07/01 10:20:57:630,6,255,24ms
2025/07/01 10:20:57:697,6,0,23ms
2025/07/01 10:20:58:042,6,255,23ms
2025/07/01 10:20:58:110,6,0,23ms
2025/07/01 10:21:03:283,2,255,23ms
2025/07/01 10:21:03:383,2,0,23ms
2025/07/01 10:21:03:869,3,255,24ms
2025/07/01 10:21:03:936,3,0,23ms
2025/07/01 10:21:03:967,2,255,23ms
2025/07/01 10:21:04:075,2,0,23ms
2025/07/01 10:21:05:363,1,255,24ms
2025/07/01 10:21:05:461,1,0,23ms
2025/07/01 10:21:05:491,4,255,23ms
2025/07/01 10:21:05:585,4,0,23ms
2025/07/01 10:21:05:733,4,255,23ms
2025/07/01 10:21:05:832,4,0,23ms
2025/07/01 10:21:07:134,5,255,24ms
2025/07/01 10:21:07:296,5,0,23ms
2025/07/01 10:21:07:327,4,255,23ms
2025/07/01 10:21:07:409,4,0,23ms
2025/07/01 10:21:07:749,5,255,24ms
2025/07/01 10:21:07:911,5,0,23ms
2025/07/01 10:21:07:942,4,255,23ms
2025/07/01 10:21:08:026,4,0,23ms
2025/07/01 10:21:17:892,3,255,23ms
2025/07/01 10:21:17:954,3,0,23ms
2025/07/01 10:21:17:985,3,0,23ms
2025/07/01 10:21:18:016,2,255,23ms
2025/07/01 10:21:18:125,3,0,23ms
2025/07/01 10:21:18:156,2,0,23ms
2025/07/01 10:21:20:855,2,255,24ms
2025/07/01 10:21:20:965,2,0,23ms
2025/07/01 10:21:21:714,3,90,23ms
2025/07/01 10:21:21:746,2,255,23ms
2025/07/01 10:21:21:817,3,0,23ms
2025/07/01 10:21:21:848,2,0,23ms
2025/07/01 10:21:22:439,6,255,23ms
2025/07/01 10:21:22:507,6,0,23ms
2025/07/01 10:21:22:890,6,255,24ms
2025/07/01 10:21:22:957,6,0,23ms
2025/07/01 10:21:33:483,2,255,24ms
2025/07/01 10:21:33:581,2,0,23ms
2025/07/01 10:21:34:072,3,255,23ms
2025/07/01 10:21:34:140,3,0,23ms
2025/07/01 10:21:34:171,2,255,23ms
2025/07/01 10:21:34:279,2,0,23ms
2025/07/01 10:21:35:563,1,255,24ms
2025/07/01 10:21:35:662,1,0,23ms
2025/07/01 10:21:35:693,4,255,23ms
2025/07/01 10:21:35:786,4,0,23ms
2025/07/01 10:21:35:936,4,255,23ms
2025/07/01 10:21:36:034,4,0,23ms
2025/07/01 10:21:37:322,5,255,23ms
2025/07/01 10:21:37:484,5,0,23ms
2025/07/01 10:21:37:515,4,255,23ms
2025/07/01 10:21:37:599,4,0,23ms
2025/07/01 10:21:37:936,5,255,23ms
2025/07/01 10:21:38:097,5,0,23ms
2025/07/01 10:21:38:128,4,255,23ms
2025/07/01 10:21:38:211,4,0,23ms
2025/07/01 10:21:48:058,3,255,24ms
2025/07/01 10:21:48:124,3,0,23ms
2025/07/01 10:21:48:155,3,0,23ms
2025/07/01 10:21:48:186,2,255,23ms
2025/07/01 10:21:48:295,3,0,23ms
2025/07/01 10:21:48:326,2,0,23ms
2025/07/01 10:21:49:644,2,255,26ms
2025/07/01 10:21:49:736,2,0,23ms
2025/07/01 10:22:01:944,2,255,24ms
2025/07/01 10:22:02:055,2,0,23ms
2025/07/01 10:22:02:798,3,90,23ms
2025/07/01 10:22:02:829,2,255,23ms
2025/07/01 10:22:02:894,3,0,23ms
2025/07/01 10:22:02:925,2,0,23ms
2025/07/01 10:22:03:512,6,255,23ms
2025/07/01 10:22:03:580,6,0,23ms
2025/07/01 10:22:04:025,6,255,23ms
2025/07/01 10:22:04:093,6,0,23ms
2025/07/01 10:22:09:367,2,255,23ms
2025/07/01 10:22:09:466,2,0,23ms
2025/07/01 10:22:09:949,3,255,24ms
2025/07/01 10:22:10:017,3,0,23ms
2025/07/01 10:22:10:048,2,255,23ms
2025/07/01 10:22:10:156,2,0,23ms
2025/07/01 10:22:11:441,1,255,24ms
2025/07/01 10:22:11:540,1,0,23ms
2025/07/01 10:22:11:571,4,255,23ms
2025/07/01 10:22:11:663,4,0,23ms
2025/07/01 10:22:11:814,4,255,23ms
2025/07/01 10:22:11:912,4,0,23ms
2025/07/01 10:22:13:203,5,255,23ms
2025/07/01 10:22:13:365,5,0,24ms
2025/07/01 10:22:13:395,4,255,23ms
2025/07/01 10:22:13:479,4,0,23ms
2025/07/01 10:22:13:807,5,255,23ms
2025/07/01 10:22:13:969,5,0,23ms
2025/07/01 10:22:14:000,4,255,23ms
2025/07/01 10:22:14:082,4,0,23ms
2025/07/01 10:22:23:570,3,255,24ms
2025/07/01 10:22:23:632,3,0,24ms
2025/07/01 10:22:23:662,3,0,23ms
2025/07/01 10:22:23:693,2,255,24ms
2025/07/01 10:22:23:802,3,0,23ms
2025/07/01 10:22:23:833,2,0,23ms
2025/07/01 10:22:36:107,2,255,24ms
2025/07/01 10:22:36:218,2,0,24ms
2025/07/01 10:22:36:950,3,90,23ms
2025/07/01 10:22:36:981,2,255,23ms
2025/07/01 10:22:37:052,3,0,24ms
2025/07/01 10:22:37:083,2,0,23ms
2025/07/01 10:22:37:664,6,255,25ms
2025/07/01 10:22:37:731,6,0,24ms
2025/07/01 10:22:38:092,6,255,23ms
2025/07/01 10:22:38:159,6,0,23ms
2025/07/01 10:22:43:310,2,255,23ms
2025/07/01 10:22:43:409,2,0,23ms
2025/07/01 10:22:43:892,3,255,24ms
2025/07/01 10:22:43:959,3,0,24ms
2025/07/01 10:22:43:989,2,255,24ms
2025/07/01 10:22:44:097,2,0,23ms
2025/07/01 10:22:45:385,1,255,23ms
2025/07/01 10:22:45:484,1,0,23ms
2025/07/01 10:22:45:515,4,255,23ms
2025/07/01 10:22:45:611,4,0,23ms
2025/07/01 10:22:45:758,4,255,24ms
2025/07/01 10:22:45:855,4,0,24ms
2025/07/01 10:22:47:131,5,255,23ms
2025/07/01 10:22:47:294,5,0,24ms
2025/07/01 10:22:47:325,4,255,24ms
2025/07/01 10:22:47:409,4,0,24ms
2025/07/01 10:22:47:776,5,255,24ms
2025/07/01 10:22:47:941,5,0,24ms
2025/07/01 10:22:47:971,4,255,23ms
2025/07/01 10:22:48:056,4,0,23ms
2025/07/01 10:22:58:093,3,255,24ms
2025/07/01 10:22:58:155,3,0,24ms
2025/07/01 10:22:58:185,3,0,23ms
2025/07/01 10:22:58:216,2,255,24ms
2025/07/01 10:22:58:329,3,0,23ms
2025/07/01 10:22:58:360,2,0,24ms
2025/07/01 10:22:59:672,2,255,24ms
2025/07/01 10:22:59:767,2,0,24ms
2025/07/01 10:29:53:873,2,255,24ms
2025/07/01 10:29:53:985,2,0,23ms
2025/07/01 10:29:54:734,3,90,24ms
2025/07/01 10:29:54:764,2,255,23ms
2025/07/01 10:29:54:829,3,0,24ms
2025/07/01 10:29:54:860,2,0,24ms
2025/07/01 10:29:55:452,6,255,24ms
2025/07/01 10:29:55:520,6,0,23ms
2025/07/01 10:29:55:944,6,255,22ms
2025/07/01 10:29:56:012,6,0,23ms
2025/07/01 10:30:01:269,2,255,23ms
2025/07/01 10:30:01:370,2,0,23ms
2025/07/01 10:30:01:856,3,255,24ms
2025/07/01 10:30:01:924,3,0,24ms
2025/07/01 10:30:01:955,2,255,23ms
2025/07/01 10:30:02:064,2,0,23ms
2025/07/01 10:30:03:364,1,255,24ms
2025/07/01 10:30:03:462,1,0,23ms
2025/07/01 10:30:03:493,4,255,23ms
2025/07/01 10:30:03:587,4,0,23ms
2025/07/01 10:30:03:733,4,255,23ms
2025/07/01 10:30:03:832,4,0,23ms
2025/07/01 10:30:05:115,5,255,24ms
2025/07/01 10:30:05:275,5,0,25ms
2025/07/01 10:30:05:305,4,255,23ms
2025/07/01 10:30:05:390,4,0,24ms
2025/07/01 10:30:05:714,5,255,23ms
2025/07/01 10:30:05:874,5,0,23ms
2025/07/01 10:30:05:905,4,255,24ms
2025/07/01 10:30:05:991,4,0,23ms
2025/07/01 10:30:16:013,3,255,23ms
2025/07/01 10:30:16:075,3,0,23ms
2025/07/01 10:30:16:106,3,0,23ms
2025/07/01 10:30:16:137,2,255,23ms
2025/07/01 10:30:16:245,3,0,24ms
2025/07/01 10:30:16:276,2,0,24ms
2025/07/01 10:30:31:075,2,255,23ms
2025/07/01 10:30:31:187,2,0,23ms
2025/07/01 10:30:31:928,3,90,24ms
2025/07/01 10:30:31:958,2,255,23ms
2025/07/01 10:30:32:029,3,0,23ms
2025/07/01 10:30:32:061,2,0,25ms
2025/07/01 10:30:32:642,6,255,23ms
2025/07/01 10:30:32:709,6,0,23ms
2025/07/01 10:30:33:119,6,255,23ms
2025/07/01 10:30:33:187,6,0,23ms
2025/07/01 10:30:38:429,2,255,24ms
2025/07/01 10:30:38:530,2,0,25ms
2025/07/01 10:30:39:013,3,255,23ms
2025/07/01 10:30:39:082,3,0,24ms
2025/07/01 10:30:39:114,2,255,25ms
2025/07/01 10:30:39:223,2,0,23ms
2025/07/01 10:30:40:511,1,255,23ms
2025/07/01 10:30:40:609,1,0,23ms
2025/07/01 10:30:40:640,4,255,23ms
2025/07/01 10:30:40:734,4,0,23ms
2025/07/01 10:30:40:889,4,255,23ms
2025/07/01 10:30:40:988,4,0,23ms
2025/07/01 10:30:42:286,5,255,23ms
2025/07/01 10:30:42:445,5,0,23ms
2025/07/01 10:30:42:476,4,255,23ms
2025/07/01 10:30:42:559,4,0,23ms
2025/07/01 10:30:42:890,5,255,24ms
2025/07/01 10:30:43:052,5,0,23ms
2025/07/01 10:30:43:083,4,255,23ms
2025/07/01 10:30:43:168,4,0,23ms
2025/07/01 10:30:53:072,3,255,24ms
2025/07/01 10:30:53:134,3,0,24ms
2025/07/01 10:30:53:167,3,0,25ms
2025/07/01 10:30:53:196,2,255,23ms
2025/07/01 10:30:53:309,3,0,24ms
2025/07/01 10:30:53:339,2,0,23ms
2025/07/01 10:31:11:368,2,255,23ms
2025/07/01 10:31:11:463,2,0,23ms
2025/07/01 10:31:12:666,2,255,24ms
2025/07/01 10:31:12:777,2,0,24ms
2025/07/01 10:31:13:522,3,90,24ms
2025/07/01 10:31:13:554,2,255,23ms
2025/07/01 10:31:13:625,3,0,24ms
2025/07/01 10:31:13:656,2,0,24ms
2025/07/01 10:31:14:235,6,255,23ms
2025/07/01 10:31:14:303,6,0,23ms
2025/07/01 10:31:14:741,6,255,23ms
2025/07/01 10:31:14:808,6,0,23ms
2025/07/01 10:31:25:844,2,255,23ms
2025/07/01 10:31:25:942,2,0,23ms
2025/07/01 10:31:26:426,3,255,23ms
2025/07/01 10:31:26:495,3,0,23ms
2025/07/01 10:31:26:527,2,255,24ms
2025/07/01 10:31:26:639,2,0,23ms
2025/07/01 10:31:27:925,1,255,24ms
2025/07/01 10:31:28:029,1,0,23ms
2025/07/01 10:31:28:060,4,255,23ms
2025/07/01 10:31:28:154,4,0,23ms
2025/07/01 10:31:28:300,4,255,23ms
2025/07/01 10:31:28:399,4,0,24ms
2025/07/01 10:31:29:681,5,255,23ms
2025/07/01 10:31:29:840,5,0,24ms
2025/07/01 10:31:29:871,4,255,23ms
2025/07/01 10:31:29:955,4,0,23ms
2025/07/01 10:31:30:337,5,255,23ms
2025/07/01 10:31:30:496,5,0,24ms
2025/07/01 10:31:30:526,4,255,23ms
2025/07/01 10:31:30:610,4,0,23ms
2025/07/01 10:31:40:167,3,255,23ms
2025/07/01 10:31:40:229,3,0,23ms
2025/07/01 10:31:40:260,3,0,23ms
2025/07/01 10:31:40:291,2,255,23ms
2025/07/01 10:31:40:399,3,0,23ms
2025/07/01 10:31:40:430,2,0,23ms
2025/07/01 10:31:44:873,2,255,23ms
2025/07/01 10:31:44:990,2,0,23ms
2025/07/01 10:31:45:701,3,90,23ms
2025/07/01 10:31:45:732,2,255,23ms
2025/07/01 10:31:45:803,3,0,23ms
2025/07/01 10:31:45:834,2,0,23ms
2025/07/01 10:31:46:418,6,255,23ms
2025/07/01 10:31:46:486,6,0,23ms
2025/07/01 10:31:46:826,6,255,23ms
2025/07/01 10:31:46:899,6,0,23ms
2025/07/01 10:31:55:768,2,255,24ms
2025/07/01 10:31:55:868,2,0,23ms
2025/07/01 10:31:56:356,3,255,24ms
2025/07/01 10:31:56:424,3,0,23ms
2025/07/01 10:31:56:454,2,255,23ms
2025/07/01 10:31:56:561,2,0,24ms
2025/07/01 10:31:57:855,1,255,23ms
2025/07/01 10:31:57:952,1,0,23ms
2025/07/01 10:31:57:983,4,255,23ms
2025/07/01 10:31:58:076,4,0,23ms
2025/07/01 10:31:58:232,4,255,23ms
2025/07/01 10:31:58:330,4,0,23ms
2025/07/01 10:31:59:596,5,255,24ms
2025/07/01 10:31:59:756,5,0,23ms
2025/07/01 10:31:59:787,4,255,23ms
2025/07/01 10:31:59:869,4,0,23ms
2025/07/01 10:32:00:159,5,255,24ms
2025/07/01 10:32:00:322,5,0,23ms
2025/07/01 10:32:00:353,4,255,23ms
2025/07/01 10:32:00:437,4,0,23ms
2025/07/01 10:32:10:472,3,255,23ms
2025/07/01 10:32:10:539,3,0,23ms
2025/07/01 10:32:10:571,3,0,24ms
2025/07/01 10:32:10:603,2,255,23ms
2025/07/01 10:32:10:715,3,0,23ms
2025/07/01 10:32:10:746,2,0,23ms
2025/07/01 10:32:12:071,2,255,24ms
2025/07/01 10:32:12:165,2,0,23ms
2025/07/01 10:32:20:268,2,255,24ms
2025/07/01 10:32:20:377,2,0,23ms
2025/07/01 10:32:21:172,3,90,24ms
2025/07/01 10:32:21:202,2,255,23ms
2025/07/01 10:32:21:267,3,0,23ms
2025/07/01 10:32:21:298,2,0,23ms
2025/07/01 10:32:21:874,6,255,23ms
2025/07/01 10:32:21:941,6,0,23ms
2025/07/01 10:32:22:334,6,255,24ms
2025/07/01 10:32:22:402,6,0,23ms
2025/07/01 10:32:27:607,2,255,24ms
2025/07/01 10:32:27:707,2,0,23ms
2025/07/01 10:32:28:191,3,255,24ms
2025/07/01 10:32:28:259,3,0,23ms
2025/07/01 10:32:28:290,2,255,23ms
2025/07/01 10:32:28:403,2,0,23ms
2025/07/01 10:32:29:696,1,255,23ms
2025/07/01 10:32:29:800,1,0,23ms
2025/07/01 10:32:29:831,4,255,23ms
2025/07/01 10:32:29:925,4,0,23ms
2025/07/01 10:32:30:076,4,255,23ms
2025/07/01 10:32:30:172,4,0,23ms
2025/07/01 10:32:31:476,5,255,23ms
2025/07/01 10:32:31:635,5,0,23ms
2025/07/01 10:32:31:666,4,255,23ms
2025/07/01 10:32:31:750,4,0,23ms
2025/07/01 10:32:32:113,5,255,23ms
2025/07/01 10:32:32:273,5,0,23ms
2025/07/01 10:32:32:304,4,255,23ms
2025/07/01 10:32:32:387,4,0,23ms
2025/07/01 10:32:42:192,3,255,24ms
2025/07/01 10:32:42:253,3,0,23ms
2025/07/01 10:32:42:284,3,0,23ms
2025/07/01 10:32:42:315,2,255,23ms
2025/07/01 10:32:42:423,3,0,23ms
2025/07/01 10:32:42:454,2,0,23ms
2025/07/01 10:36:38:892,2,255,24ms
2025/07/01 10:36:39:010,2,0,23ms
2025/07/01 10:36:39:766,3,90,24ms
2025/07/01 10:36:39:796,2,255,23ms
2025/07/01 10:36:39:867,3,0,24ms
2025/07/01 10:36:39:899,2,0,24ms
2025/07/01 10:36:40:479,6,255,23ms
2025/07/01 10:36:40:546,6,0,23ms
2025/07/01 10:36:40:939,6,255,23ms
2025/07/01 10:36:41:007,6,0,23ms
2025/07/01 10:36:46:224,2,255,23ms
2025/07/01 10:36:46:324,2,0,24ms
2025/07/01 10:36:46:813,3,255,23ms
2025/07/01 10:36:46:880,3,0,23ms
2025/07/01 10:36:46:911,2,255,23ms
2025/07/01 10:36:47:020,2,0,23ms
2025/07/01 10:36:48:314,1,255,23ms
2025/07/01 10:36:48:413,1,0,23ms
2025/07/01 10:36:48:444,4,255,23ms
2025/07/01 10:36:48:541,4,0,24ms
2025/07/01 10:36:48:688,4,255,24ms
2025/07/01 10:36:48:786,4,0,23ms
2025/07/01 10:36:50:096,5,255,24ms
2025/07/01 10:36:50:255,5,0,24ms
2025/07/01 10:36:50:286,4,255,23ms
2025/07/01 10:36:50:370,4,0,23ms
2025/07/01 10:36:50:734,5,255,24ms
2025/07/01 10:36:50:900,5,0,24ms
2025/07/01 10:36:50:930,4,255,23ms
2025/07/01 10:36:51:014,4,0,23ms
2025/07/01 10:37:00:705,3,255,24ms
2025/07/01 10:37:00:767,3,0,23ms
2025/07/01 10:37:00:798,3,0,24ms
2025/07/01 10:37:00:829,2,255,23ms
2025/07/01 10:37:00:937,3,0,24ms
2025/07/01 10:37:00:967,2,0,23ms
2025/07/01 10:37:02:303,2,255,23ms
2025/07/01 10:37:02:397,2,0,23ms
2025/07/01 10:37:12:814,2,255,24ms
2025/07/01 10:37:12:928,2,0,24ms
2025/07/01 10:37:13:657,3,90,24ms
2025/07/01 10:37:13:688,2,255,23ms
2025/07/01 10:37:13:753,3,0,24ms
2025/07/01 10:37:13:784,2,0,24ms
2025/07/01 10:37:14:369,6,255,23ms
2025/07/01 10:37:14:437,6,0,23ms
2025/07/01 10:37:14:788,6,255,23ms
2025/07/01 10:37:14:860,6,0,24ms
2025/07/01 10:37:20:025,2,255,23ms
2025/07/01 10:37:20:125,2,0,23ms
2025/07/01 10:37:20:611,3,255,23ms
2025/07/01 10:37:20:680,3,0,24ms
2025/07/01 10:37:20:710,2,255,23ms
2025/07/01 10:37:20:820,2,0,24ms
2025/07/01 10:37:22:105,1,255,24ms
2025/07/01 10:37:22:201,1,0,24ms
2025/07/01 10:37:22:232,4,255,23ms
2025/07/01 10:37:22:324,4,0,23ms
2025/07/01 10:37:22:473,4,255,24ms
2025/07/01 10:37:22:565,4,0,23ms
2025/07/01 10:37:23:841,5,255,23ms
2025/07/01 10:37:24:001,5,0,24ms
2025/07/01 10:37:24:032,4,255,23ms
2025/07/01 10:37:24:116,4,0,25ms
2025/07/01 10:37:24:396,5,255,24ms
2025/07/01 10:37:24:556,5,0,23ms
2025/07/01 10:37:24:587,4,255,23ms
2025/07/01 10:37:24:672,4,0,23ms
2025/07/01 10:37:34:644,3,255,24ms
2025/07/01 10:37:34:706,3,0,23ms
2025/07/01 10:37:34:737,3,0,23ms
2025/07/01 10:37:34:768,2,255,23ms
2025/07/01 10:37:34:877,3,0,24ms
2025/07/01 10:37:34:908,2,0,24ms
2025/07/01 10:37:44:429,2,255,24ms
2025/07/01 10:37:44:541,2,0,23ms
2025/07/01 10:37:45:315,3,90,23ms
2025/07/01 10:37:45:347,2,255,24ms
2025/07/01 10:37:45:416,3,0,24ms
2025/07/01 10:37:45:446,2,0,23ms
2025/07/01 10:37:46:019,6,255,23ms
2025/07/01 10:37:46:087,6,0,23ms
2025/07/01 10:37:46:516,6,255,24ms
2025/07/01 10:37:46:582,6,0,23ms
2025/07/01 10:37:51:838,2,255,24ms
2025/07/01 10:37:51:938,2,0,23ms
2025/07/01 10:37:52:419,3,255,24ms
2025/07/01 10:37:52:486,3,0,24ms
2025/07/01 10:37:52:517,2,255,23ms
2025/07/01 10:37:52:627,2,0,24ms
2025/07/01 10:37:53:919,1,255,23ms
2025/07/01 10:37:54:016,1,0,23ms
2025/07/01 10:37:54:047,4,255,23ms
2025/07/01 10:37:54:141,4,0,23ms
2025/07/01 10:37:54:291,4,255,23ms
2025/07/01 10:37:54:389,4,0,23ms
2025/07/01 10:37:55:685,5,255,24ms
2025/07/01 10:37:55:845,5,0,24ms
2025/07/01 10:37:55:876,4,255,23ms
2025/07/01 10:37:55:959,4,0,23ms
2025/07/01 10:37:56:264,5,255,23ms
2025/07/01 10:37:56:423,5,0,23ms
2025/07/01 10:37:56:454,4,255,23ms
2025/07/01 10:37:56:540,4,0,24ms
2025/07/01 10:38:06:659,3,255,24ms
2025/07/01 10:38:06:726,3,0,24ms
2025/07/01 10:38:06:756,3,0,23ms
2025/07/01 10:38:06:787,2,255,23ms
2025/07/01 10:38:06:897,3,0,24ms
2025/07/01 10:38:06:928,2,0,24ms
2025/07/01 10:38:08:243,2,255,23ms
2025/07/01 10:38:08:338,2,0,23ms
2025/07/01 10:38:18:444,2,255,23ms
2025/07/01 10:38:18:557,2,0,22ms
2025/07/01 10:38:19:281,3,90,24ms
2025/07/01 10:38:19:311,2,255,23ms
2025/07/01 10:38:19:380,3,0,23ms
2025/07/01 10:38:19:412,2,0,24ms
2025/07/01 10:38:19:992,6,255,24ms
2025/07/01 10:38:20:058,6,0,23ms
2025/07/01 10:38:20:485,6,255,24ms
2025/07/01 10:38:20:552,6,0,23ms
2025/07/01 10:38:25:808,2,255,26ms
2025/07/01 10:38:25:910,2,0,24ms
2025/07/01 10:38:26:390,3,255,24ms
2025/07/01 10:38:26:458,3,0,24ms
2025/07/01 10:38:26:488,2,255,23ms
2025/07/01 10:38:26:597,2,0,23ms
2025/07/01 10:38:27:883,1,255,24ms
2025/07/01 10:38:27:985,1,0,23ms
2025/07/01 10:38:28:015,4,255,23ms
2025/07/01 10:38:28:113,4,0,23ms
2025/07/01 10:38:28:263,4,255,24ms
2025/07/01 10:38:28:361,4,0,23ms
2025/07/01 10:38:29:652,5,255,23ms
2025/07/01 10:38:29:814,5,0,23ms
2025/07/01 10:38:29:845,4,255,23ms
2025/07/01 10:38:29:929,4,0,23ms
2025/07/01 10:38:30:271,5,255,24ms
2025/07/01 10:38:30:431,5,0,23ms
2025/07/01 10:38:30:461,4,255,23ms
2025/07/01 10:38:30:544,4,0,24ms
2025/07/01 10:38:40:418,3,255,24ms
2025/07/01 10:38:40:480,3,0,23ms
2025/07/01 10:38:40:512,3,0,24ms
2025/07/01 10:38:40:543,2,255,24ms
2025/07/01 10:38:40:654,3,0,23ms
2025/07/01 10:38:40:685,2,0,23ms
2025/07/01 10:43:10:693,2,255,26ms
2025/07/01 10:43:10:814,2,0,23ms
2025/07/01 10:43:11:575,3,90,23ms
2025/07/01 10:43:11:606,2,255,24ms
2025/07/01 10:43:11:671,3,0,24ms
2025/07/01 10:43:11:701,2,0,22ms
2025/07/01 10:43:12:293,6,255,23ms
2025/07/01 10:43:12:361,6,0,24ms
2025/07/01 10:43:12:729,6,255,24ms
2025/07/01 10:43:12:797,6,0,23ms
2025/07/01 10:43:17:980,2,255,23ms
2025/07/01 10:43:18:082,2,0,23ms
2025/07/01 10:43:18:567,3,255,23ms
2025/07/01 10:43:18:635,3,0,23ms
2025/07/01 10:43:18:666,2,255,23ms
2025/07/01 10:43:18:774,2,0,23ms
2025/07/01 10:43:20:064,1,255,23ms
2025/07/01 10:43:20:163,1,0,23ms
2025/07/01 10:43:20:194,4,255,24ms
2025/07/01 10:43:20:288,4,0,23ms
2025/07/01 10:43:20:434,4,255,23ms
2025/07/01 10:43:20:531,4,0,24ms
2025/07/01 10:43:21:832,5,255,24ms
2025/07/01 10:43:21:999,5,0,24ms
2025/07/01 10:43:22:030,4,255,23ms
2025/07/01 10:43:22:115,4,0,24ms
2025/07/01 10:43:22:450,5,255,23ms
2025/07/01 10:43:22:609,5,0,23ms
2025/07/01 10:43:22:640,4,255,23ms
2025/07/01 10:43:22:723,4,0,23ms
2025/07/01 10:43:32:420,3,255,23ms
2025/07/01 10:43:32:482,3,0,24ms
2025/07/01 10:43:32:514,3,0,24ms
2025/07/01 10:43:32:544,2,255,23ms
2025/07/01 10:43:32:657,3,0,23ms
2025/07/01 10:43:32:688,2,0,23ms
2025/07/01 10:43:34:023,2,255,23ms
2025/07/01 10:43:34:119,2,0,23ms
2025/07/01 10:43:49:090,2,255,23ms
2025/07/01 10:43:49:207,2,0,23ms
2025/07/01 10:43:49:957,3,90,23ms
2025/07/01 10:43:49:989,2,255,25ms
2025/07/01 10:43:50:054,3,0,24ms
