时间,通道,亮度,设置时间
2025/07/01 14:28:36:461,2,0,23ms
2025/07/01 14:28:37:753,1,255,23ms
2025/07/01 14:28:37:852,1,0,23ms
2025/07/01 14:28:37:883,4,255,23ms
2025/07/01 14:28:37:978,4,0,23ms
2025/07/01 14:28:38:126,4,255,23ms
2025/07/01 14:28:38:225,4,0,23ms
2025/07/01 14:28:39:552,5,255,23ms
2025/07/01 14:28:39:716,5,0,23ms
2025/07/01 14:28:39:748,4,255,23ms
2025/07/01 14:28:39:832,4,0,23ms
2025/07/01 14:28:40:111,5,255,23ms
2025/07/01 14:28:40:270,5,0,24ms
2025/07/01 14:28:40:301,4,255,23ms
2025/07/01 14:28:40:384,4,0,23ms
2025/07/01 14:28:50:419,3,255,23ms
2025/07/01 14:28:50:481,3,0,23ms
2025/07/01 14:28:50:512,3,0,23ms
2025/07/01 14:28:50:543,2,255,23ms
2025/07/01 14:28:50:651,3,0,23ms
2025/07/01 14:28:50:683,2,0,24ms
2025/07/01 14:28:51:993,2,255,23ms
2025/07/01 14:28:52:089,2,0,24ms
2025/07/01 14:28:53:285,2,255,23ms
2025/07/01 14:28:53:402,2,0,23ms
2025/07/01 14:28:54:132,3,90,24ms
2025/07/01 14:28:54:162,2,255,23ms
2025/07/01 14:28:54:232,3,0,22ms
2025/07/01 14:28:54:263,2,0,23ms
2025/07/01 14:28:54:838,6,255,24ms
2025/07/01 14:28:54:910,6,0,23ms
2025/07/01 14:28:55:294,6,255,24ms
2025/07/01 14:28:55:360,6,0,23ms
2025/07/01 14:29:07:231,2,255,24ms
2025/07/01 14:29:07:328,2,0,23ms
2025/07/01 14:29:07:819,3,255,24ms
2025/07/01 14:29:07:885,3,0,23ms
2025/07/01 14:29:07:916,3,0,23ms
2025/07/01 14:29:07:947,2,255,24ms
2025/07/01 14:29:08:056,3,0,23ms
2025/07/01 14:29:08:088,2,0,24ms
2025/07/01 14:29:09:369,1,255,23ms
2025/07/01 14:29:09:468,1,0,23ms
2025/07/01 14:29:09:498,4,255,23ms
2025/07/01 14:29:09:591,4,0,23ms
2025/07/01 14:29:09:740,4,255,23ms
2025/07/01 14:29:09:838,4,0,23ms
2025/07/01 14:29:11:107,5,255,24ms
2025/07/01 14:29:11:270,5,0,23ms
2025/07/01 14:29:11:301,4,255,24ms
2025/07/01 14:29:11:383,4,0,23ms
2025/07/01 14:29:11:672,5,255,23ms
2025/07/01 14:29:11:832,5,0,23ms
2025/07/01 14:29:11:862,4,255,22ms
2025/07/01 14:29:11:948,4,0,24ms
2025/07/01 14:29:22:048,3,255,24ms
2025/07/01 14:29:22:111,3,0,23ms
2025/07/01 14:29:22:142,3,0,23ms
2025/07/01 14:29:22:173,2,255,24ms
2025/07/01 14:29:22:281,3,0,23ms
2025/07/01 14:29:22:312,2,0,23ms
2025/07/01 14:29:24:597,2,255,24ms
2025/07/01 14:29:24:710,2,0,23ms
2025/07/01 14:29:25:457,3,90,24ms
2025/07/01 14:29:25:488,2,255,24ms
2025/07/01 14:29:25:552,3,0,24ms
2025/07/01 14:29:25:584,2,0,24ms
2025/07/01 14:29:26:163,6,255,23ms
2025/07/01 14:29:26:230,6,0,23ms
2025/07/01 14:29:26:613,6,255,23ms
2025/07/01 14:29:26:681,6,0,23ms
2025/07/01 14:29:38:418,2,255,23ms
2025/07/01 14:29:38:520,2,0,24ms
2025/07/01 14:29:38:998,3,255,24ms
2025/07/01 14:29:39:065,3,0,23ms
2025/07/01 14:29:39:096,3,0,23ms
2025/07/01 14:29:39:127,2,255,23ms
2025/07/01 14:29:39:238,3,0,23ms
2025/07/01 14:29:39:269,2,0,23ms
2025/07/01 14:29:40:558,1,255,23ms
2025/07/01 14:29:40:658,1,0,24ms
2025/07/01 14:29:40:688,4,255,23ms
2025/07/01 14:29:40:782,4,0,24ms
2025/07/01 14:29:40:929,4,255,23ms
2025/07/01 14:29:41:022,4,0,24ms
2025/07/01 14:29:42:324,5,255,23ms
2025/07/01 14:29:42:485,5,0,23ms
2025/07/01 14:29:42:516,4,255,23ms
2025/07/01 14:29:42:600,4,0,23ms
2025/07/01 14:29:42:837,5,255,23ms
2025/07/01 14:29:42:997,5,0,23ms
2025/07/01 14:29:43:028,4,255,23ms
2025/07/01 14:29:43:112,4,0,23ms
2025/07/01 14:29:53:185,3,255,23ms
2025/07/01 14:29:53:247,3,0,23ms
2025/07/01 14:29:53:277,3,0,23ms
2025/07/01 14:29:53:308,2,255,24ms
2025/07/01 14:29:53:417,3,0,23ms
2025/07/01 14:29:53:448,2,0,24ms
2025/07/01 14:29:54:759,2,255,23ms
2025/07/01 14:29:54:854,2,0,23ms
2025/07/01 14:29:56:046,2,255,24ms
2025/07/01 14:29:56:163,2,0,23ms
2025/07/01 14:29:56:889,3,90,24ms
2025/07/01 14:29:56:920,2,255,23ms
2025/07/01 14:29:56:990,3,0,23ms
2025/07/01 14:29:57:022,2,0,24ms
2025/07/01 14:29:57:592,6,255,23ms
2025/07/01 14:29:57:659,6,0,23ms
2025/07/01 14:29:58:092,6,255,24ms
2025/07/01 14:29:58:161,6,0,24ms
2025/07/01 14:30:09:993,2,255,23ms
2025/07/01 14:30:10:088,2,0,23ms
2025/07/01 14:30:10:575,3,255,24ms
2025/07/01 14:30:10:643,3,0,23ms
2025/07/01 14:30:10:674,3,0,23ms
2025/07/01 14:30:10:705,2,255,23ms
2025/07/01 14:30:10:818,3,0,23ms
2025/07/01 14:30:10:849,2,0,23ms
2025/07/01 14:30:12:138,1,255,23ms
2025/07/01 14:30:12:237,1,0,23ms
2025/07/01 14:30:12:268,4,255,23ms
2025/07/01 14:30:12:362,4,0,23ms
2025/07/01 14:30:12:510,4,255,23ms
2025/07/01 14:30:12:607,4,0,24ms
2025/07/01 14:30:13:871,5,255,24ms
2025/07/01 14:30:14:033,5,0,22ms
2025/07/01 14:30:14:065,4,255,23ms
2025/07/01 14:30:14:147,4,0,24ms
2025/07/01 14:30:14:466,5,255,23ms
2025/07/01 14:30:14:628,5,0,23ms
2025/07/01 14:30:14:659,4,255,23ms
2025/07/01 14:30:14:742,4,0,23ms
2025/07/01 14:30:24:911,3,255,23ms
2025/07/01 14:30:24:973,3,0,23ms
2025/07/01 14:30:25:004,3,0,23ms
2025/07/01 14:30:25:035,2,255,24ms
2025/07/01 14:30:25:143,3,0,24ms
2025/07/01 14:30:25:174,2,0,23ms
2025/07/01 14:30:27:468,2,255,23ms
2025/07/01 14:30:27:580,2,0,23ms
2025/07/01 14:30:28:319,3,90,23ms
2025/07/01 14:30:28:350,2,255,23ms
2025/07/01 14:30:28:416,3,0,23ms
2025/07/01 14:30:28:447,2,0,24ms
2025/07/01 14:30:29:030,6,255,24ms
2025/07/01 14:30:29:097,6,0,23ms
2025/07/01 14:30:29:462,6,255,23ms
2025/07/01 14:30:29:530,6,0,23ms
2025/07/01 14:30:41:256,2,255,24ms
2025/07/01 14:30:41:359,2,0,24ms
2025/07/01 14:30:41:843,3,255,23ms
2025/07/01 14:30:41:910,3,0,23ms
2025/07/01 14:30:41:941,3,0,23ms
2025/07/01 14:30:41:972,2,255,24ms
2025/07/01 14:30:42:081,3,0,23ms
2025/07/01 14:30:42:113,2,0,24ms
2025/07/01 14:30:43:398,1,255,24ms
2025/07/01 14:30:43:497,1,0,23ms
2025/07/01 14:30:43:528,4,255,23ms
2025/07/01 14:30:43:622,4,0,23ms
2025/07/01 14:30:43:779,4,255,23ms
2025/07/01 14:30:43:872,4,0,24ms
2025/07/01 14:30:45:163,5,255,24ms
2025/07/01 14:30:45:327,5,0,24ms
2025/07/01 14:30:45:358,4,255,23ms
2025/07/01 14:30:45:442,4,0,24ms
2025/07/01 14:30:45:702,5,255,24ms
2025/07/01 14:30:45:863,5,0,23ms
2025/07/01 14:30:45:894,4,255,23ms
2025/07/01 14:30:45:978,4,0,23ms
2025/07/01 14:30:56:107,3,255,24ms
2025/07/01 14:30:56:174,3,0,23ms
2025/07/01 14:30:56:205,3,0,23ms
2025/07/01 14:30:56:236,2,255,23ms
2025/07/01 14:30:56:344,3,0,23ms
2025/07/01 14:30:56:375,2,0,23ms
2025/07/01 14:31:39:302,2,255,24ms
2025/07/01 14:31:39:395,2,0,23ms
2025/07/01 14:31:40:589,2,255,24ms
2025/07/01 14:31:40:702,2,0,23ms
2025/07/01 14:31:41:443,3,90,23ms
2025/07/01 14:31:41:475,2,255,24ms
2025/07/01 14:31:41:544,3,0,23ms
2025/07/01 14:31:41:575,2,0,24ms
2025/07/01 14:31:42:152,6,255,23ms
2025/07/01 14:31:42:220,6,0,23ms
2025/07/01 14:31:42:614,6,255,24ms
2025/07/01 14:31:42:682,6,0,23ms
2025/07/01 14:31:53:718,2,255,23ms
2025/07/01 14:31:53:818,2,0,23ms
2025/07/01 14:31:54:307,3,255,23ms
2025/07/01 14:31:54:374,3,0,23ms
2025/07/01 14:31:54:405,3,0,23ms
2025/07/01 14:31:54:436,2,255,24ms
2025/07/01 14:31:54:549,3,0,24ms
2025/07/01 14:31:54:580,2,0,24ms
2025/07/01 14:31:55:866,1,255,23ms
2025/07/01 14:31:55:965,1,0,23ms
2025/07/01 14:31:55:996,4,255,23ms
2025/07/01 14:31:56:090,4,0,23ms
2025/07/01 14:31:56:247,4,255,23ms
2025/07/01 14:31:56:342,4,0,23ms
2025/07/01 14:31:57:621,5,255,23ms
2025/07/01 14:31:57:781,5,0,23ms
2025/07/01 14:31:57:812,4,255,23ms
2025/07/01 14:31:57:896,4,0,23ms
2025/07/01 14:31:58:173,5,255,22ms
2025/07/01 14:31:58:334,5,0,23ms
2025/07/01 14:31:58:364,4,255,23ms
2025/07/01 14:31:58:448,4,0,23ms
2025/07/01 14:32:08:242,3,255,23ms
2025/07/01 14:32:08:304,3,0,23ms
2025/07/01 14:32:08:335,3,0,23ms
2025/07/01 14:32:08:366,2,255,23ms
2025/07/01 14:32:08:474,3,0,23ms
2025/07/01 14:32:08:505,2,0,23ms
2025/07/01 14:33:26:165,2,255,24ms
2025/07/01 14:33:26:281,2,0,23ms
2025/07/01 14:33:27:049,3,90,23ms
2025/07/01 14:33:27:079,2,255,23ms
2025/07/01 14:33:27:150,3,0,23ms
2025/07/01 14:33:27:181,2,0,23ms
2025/07/01 14:33:27:759,6,255,23ms
2025/07/01 14:33:27:827,6,0,24ms
2025/07/01 14:33:28:237,6,255,23ms
2025/07/01 14:33:28:305,6,0,23ms
2025/07/01 14:33:33:534,2,255,24ms
2025/07/01 14:33:33:634,2,0,24ms
2025/07/01 14:33:34:118,3,255,23ms
2025/07/01 14:33:34:186,3,0,23ms
2025/07/01 14:33:34:217,3,0,23ms
2025/07/01 14:33:34:248,2,255,23ms
2025/07/01 14:33:34:355,3,0,23ms
2025/07/01 14:33:34:386,2,0,22ms
2025/07/01 14:33:35:672,1,255,24ms
2025/07/01 14:33:35:769,1,0,23ms
2025/07/01 14:33:35:800,4,255,23ms
2025/07/01 14:33:35:898,4,0,24ms
2025/07/01 14:33:36:046,4,255,25ms
2025/07/01 14:33:36:144,4,0,23ms
2025/07/01 14:33:37:439,5,255,23ms
2025/07/01 14:33:37:603,5,0,23ms
2025/07/01 14:33:37:634,4,255,23ms
2025/07/01 14:33:37:718,4,0,23ms
2025/07/01 14:33:38:012,5,255,23ms
2025/07/01 14:33:38:171,5,0,24ms
2025/07/01 14:33:38:202,4,255,23ms
2025/07/01 14:33:38:286,4,0,23ms
2025/07/01 14:33:47:836,3,255,24ms
2025/07/01 14:33:47:898,3,0,23ms
2025/07/01 14:33:47:929,3,0,23ms
2025/07/01 14:33:47:960,2,255,23ms
2025/07/01 14:33:48:073,3,0,23ms
2025/07/01 14:33:48:104,2,0,23ms
2025/07/01 14:33:49:423,2,255,23ms
2025/07/01 14:33:49:517,2,0,24ms
2025/07/01 14:46:54:703,2,255,24ms
2025/07/01 14:46:54:822,2,0,24ms
2025/07/01 14:46:55:524,3,90,23ms
2025/07/01 14:46:55:555,2,255,25ms
2025/07/01 14:46:55:619,3,0,23ms
2025/07/01 14:46:55:650,2,0,23ms
2025/07/01 14:46:56:235,6,255,23ms
2025/07/01 14:46:56:303,6,0,23ms
2025/07/01 14:46:56:680,6,255,24ms
2025/07/01 14:46:56:748,6,0,23ms
2025/07/01 14:47:01:932,2,255,23ms
2025/07/01 14:47:02:033,2,0,23ms
2025/07/01 14:47:02:519,3,255,23ms
2025/07/01 14:47:02:587,3,0,23ms
2025/07/01 14:47:02:618,3,0,23ms
2025/07/01 14:47:02:649,2,255,23ms
2025/07/01 14:47:02:756,3,0,24ms
2025/07/01 14:47:02:787,2,0,23ms
2025/07/01 14:47:04:083,1,255,24ms
2025/07/01 14:47:04:183,1,0,24ms
2025/07/01 14:47:04:213,4,255,23ms
2025/07/01 14:47:04:310,4,0,23ms
2025/07/01 14:47:04:460,4,255,24ms
2025/07/01 14:47:04:557,4,0,23ms
2025/07/01 14:47:05:858,5,255,23ms
2025/07/01 14:47:06:022,5,0,23ms
2025/07/01 14:47:06:053,4,255,23ms
2025/07/01 14:47:06:135,4,0,23ms
2025/07/01 14:47:06:407,5,255,23ms
2025/07/01 14:47:06:567,5,0,23ms
2025/07/01 14:47:06:598,4,255,23ms
2025/07/01 14:47:06:683,4,0,24ms
2025/07/01 14:47:16:639,3,255,24ms
2025/07/01 14:47:16:700,3,0,23ms
2025/07/01 14:47:16:730,3,0,22ms
2025/07/01 14:47:16:762,2,255,24ms
2025/07/01 14:47:16:869,3,0,24ms
2025/07/01 14:47:16:900,2,0,23ms
2025/07/01 15:06:10:355,2,255,24ms
2025/07/01 15:06:10:470,2,0,25ms
2025/07/01 15:06:11:233,3,90,24ms
2025/07/01 15:06:11:264,2,255,24ms
2025/07/01 15:06:11:329,3,0,24ms
2025/07/01 15:06:11:360,2,0,23ms
2025/07/01 15:06:11:932,6,255,24ms
2025/07/01 15:06:11:999,6,0,24ms
2025/07/01 15:06:12:320,6,255,23ms
2025/07/01 15:06:12:387,6,0,23ms
2025/07/01 15:06:17:552,2,255,24ms
2025/07/01 15:06:17:653,2,0,24ms
2025/07/01 15:06:18:133,3,255,23ms
2025/07/01 15:06:18:203,3,0,24ms
2025/07/01 15:06:18:233,3,0,23ms
2025/07/01 15:06:18:264,2,255,23ms
2025/07/01 15:06:18:372,3,0,23ms
2025/07/01 15:06:18:403,2,0,23ms
2025/07/01 15:06:19:787,1,255,24ms
2025/07/01 15:06:19:884,1,0,24ms
2025/07/01 15:06:19:915,4,255,23ms
2025/07/01 15:06:20:008,4,0,23ms
2025/07/01 15:06:20:155,4,255,23ms
2025/07/01 15:06:20:253,4,0,24ms
2025/07/01 15:06:21:587,5,255,24ms
2025/07/01 15:06:21:747,5,0,24ms
2025/07/01 15:06:21:778,4,255,23ms
2025/07/01 15:06:21:862,4,0,23ms
2025/07/01 15:06:22:150,5,255,24ms
2025/07/01 15:06:22:309,5,0,23ms
2025/07/01 15:06:22:340,4,255,23ms
2025/07/01 15:06:22:424,4,0,23ms
2025/07/01 15:06:32:144,3,255,24ms
2025/07/01 15:06:32:206,3,0,23ms
2025/07/01 15:06:32:237,3,0,23ms
2025/07/01 15:06:32:268,2,255,24ms
2025/07/01 15:06:32:382,3,0,24ms
2025/07/01 15:06:32:412,2,0,23ms
2025/07/01 15:06:33:781,2,255,23ms
2025/07/01 15:06:33:876,2,0,23ms
2025/07/01 15:09:20:176,2,255,24ms
2025/07/01 15:09:20:293,2,0,23ms
2025/07/01 15:09:21:058,3,90,23ms
2025/07/01 15:09:21:089,2,255,24ms
2025/07/01 15:09:21:159,3,0,23ms
2025/07/01 15:09:21:190,2,0,24ms
2025/07/01 15:09:21:768,6,255,23ms
2025/07/01 15:09:21:835,6,0,23ms
2025/07/01 15:09:22:229,6,255,24ms
2025/07/01 15:09:22:297,6,0,23ms
2025/07/01 15:09:27:519,2,255,24ms
2025/07/01 15:09:27:617,2,0,23ms
2025/07/01 15:09:28:095,3,255,24ms
2025/07/01 15:09:28:163,3,0,23ms
2025/07/01 15:09:28:195,3,0,24ms
2025/07/01 15:09:28:226,2,255,24ms
2025/07/01 15:09:28:333,3,0,23ms
2025/07/01 15:09:28:365,2,0,24ms
2025/07/01 15:09:29:710,1,255,23ms
2025/07/01 15:09:29:809,1,0,25ms
2025/07/01 15:09:29:839,4,255,23ms
2025/07/01 15:09:29:933,4,0,23ms
2025/07/01 15:09:30:085,4,255,24ms
2025/07/01 15:09:30:178,4,0,23ms
2025/07/01 15:09:31:462,5,255,24ms
2025/07/01 15:09:31:621,5,0,23ms
2025/07/01 15:09:31:653,4,255,23ms
2025/07/01 15:09:31:738,4,0,24ms
2025/07/01 15:09:32:003,5,255,23ms
2025/07/01 15:09:32:165,5,0,23ms
2025/07/01 15:09:32:196,4,255,23ms
2025/07/01 15:09:32:280,4,0,24ms
2025/07/01 15:09:42:389,3,255,24ms
2025/07/01 15:09:42:450,3,0,24ms
2025/07/01 15:09:42:481,3,0,23ms
2025/07/01 15:09:42:512,2,255,24ms
2025/07/01 15:09:42:620,3,0,23ms
2025/07/01 15:09:42:651,2,0,23ms
2025/07/01 15:09:58:278,2,255,24ms
2025/07/01 15:09:58:395,2,0,25ms
2025/07/01 15:09:59:179,3,90,23ms
2025/07/01 15:09:59:211,2,255,24ms
2025/07/01 15:09:59:276,3,0,23ms
2025/07/01 15:09:59:307,2,0,23ms
2025/07/01 15:09:59:885,6,255,24ms
2025/07/01 15:09:59:952,6,0,24ms
2025/07/01 15:10:00:311,6,255,23ms
2025/07/01 15:10:00:377,6,0,23ms
2025/07/01 15:10:05:646,2,255,23ms
2025/07/01 15:10:05:747,2,0,23ms
2025/07/01 15:10:06:230,3,255,24ms
2025/07/01 15:10:06:298,3,0,24ms
2025/07/01 15:10:06:329,3,0,23ms
2025/07/01 15:10:06:360,2,255,24ms
2025/07/01 15:10:06:469,3,0,23ms
2025/07/01 15:10:06:500,2,0,24ms
2025/07/01 15:10:07:773,1,255,24ms
2025/07/01 15:10:07:870,1,0,23ms
2025/07/01 15:10:07:901,4,255,23ms
2025/07/01 15:10:07:995,4,0,23ms
2025/07/01 15:10:08:139,4,255,24ms
2025/07/01 15:10:08:238,4,0,23ms
2025/07/01 15:10:09:544,5,255,23ms
2025/07/01 15:10:09:703,5,0,23ms
2025/07/01 15:10:09:734,4,255,23ms
2025/07/01 15:10:09:818,4,0,23ms
2025/07/01 15:10:10:102,5,255,23ms
2025/07/01 15:10:10:261,5,0,23ms
2025/07/01 15:10:10:292,4,255,23ms
2025/07/01 15:10:10:376,4,0,23ms
2025/07/01 15:10:20:393,3,255,24ms
2025/07/01 15:10:20:455,3,0,24ms
2025/07/01 15:10:20:486,3,0,23ms
2025/07/01 15:10:20:516,2,255,23ms
2025/07/01 15:10:20:626,3,0,23ms
2025/07/01 15:10:20:657,2,0,23ms
2025/07/01 15:10:21:970,2,255,23ms
2025/07/01 15:10:22:065,2,0,23ms
2025/07/01 15:10:36:953,2,255,24ms
2025/07/01 15:10:37:070,2,0,23ms
2025/07/01 15:10:37:936,3,90,24ms
2025/07/01 15:10:37:967,2,255,23ms
2025/07/01 15:10:38:038,3,0,23ms
2025/07/01 15:10:38:070,2,0,24ms
2025/07/01 15:10:38:643,6,255,24ms
2025/07/01 15:10:38:711,6,0,23ms
2025/07/01 15:10:39:111,6,255,23ms
2025/07/01 15:10:39:179,6,0,23ms
2025/07/01 15:10:44:369,2,255,24ms
2025/07/01 15:10:44:464,2,0,24ms
2025/07/01 15:10:44:945,3,255,23ms
2025/07/01 15:10:45:013,3,0,24ms
2025/07/01 15:10:45:044,3,0,23ms
2025/07/01 15:10:45:074,2,255,24ms
2025/07/01 15:10:45:184,3,0,24ms
2025/07/01 15:10:45:214,2,0,23ms
2025/07/01 15:10:46:689,1,255,23ms
2025/07/01 15:10:46:786,1,0,24ms
2025/07/01 15:10:46:817,4,255,23ms
2025/07/01 15:10:46:912,4,0,24ms
2025/07/01 15:10:47:056,4,255,23ms
2025/07/01 15:10:47:152,4,0,24ms
2025/07/01 15:10:48:404,5,255,23ms
2025/07/01 15:10:48:564,5,0,23ms
2025/07/01 15:10:48:595,4,255,23ms
2025/07/01 15:10:48:679,4,0,23ms
2025/07/01 15:10:48:965,5,255,24ms
2025/07/01 15:10:49:138,5,0,24ms
2025/07/01 15:10:49:169,4,255,23ms
2025/07/01 15:10:49:253,4,0,24ms
2025/07/01 15:10:59:327,3,255,24ms
2025/07/01 15:10:59:388,3,0,23ms
2025/07/01 15:10:59:419,3,0,23ms
2025/07/01 15:10:59:450,2,255,23ms
2025/07/01 15:10:59:559,3,0,23ms
2025/07/01 15:10:59:590,2,0,23ms
2025/07/01 15:12:00:151,2,255,24ms
2025/07/01 15:12:00:263,2,0,23ms
2025/07/01 15:12:01:051,3,90,23ms
2025/07/01 15:12:01:082,2,255,23ms
2025/07/01 15:12:01:154,3,0,23ms
2025/07/01 15:12:01:185,2,0,23ms
2025/07/01 15:12:01:768,6,255,24ms
2025/07/01 15:12:01:835,6,0,23ms
2025/07/01 15:12:02:209,6,255,23ms
2025/07/01 15:12:02:277,6,0,23ms
2025/07/01 15:12:07:460,2,255,24ms
2025/07/01 15:12:07:561,2,0,23ms
2025/07/01 15:12:08:045,3,255,25ms
2025/07/01 15:12:08:110,3,0,24ms
2025/07/01 15:12:08:141,3,0,23ms
2025/07/01 15:12:08:173,2,255,24ms
2025/07/01 15:12:08:280,3,0,23ms
2025/07/01 15:12:08:310,2,0,23ms
2025/07/01 15:12:09:690,1,255,23ms
2025/07/01 15:12:09:789,1,0,23ms
2025/07/01 15:12:09:820,4,255,23ms
2025/07/01 15:12:09:915,4,0,24ms
2025/07/01 15:12:10:063,4,255,24ms
2025/07/01 15:12:10:160,4,0,23ms
2025/07/01 15:12:11:469,5,255,24ms
2025/07/01 15:12:11:633,5,0,23ms
2025/07/01 15:12:11:664,4,255,23ms
2025/07/01 15:12:11:749,4,0,24ms
2025/07/01 15:12:12:049,5,255,23ms
2025/07/01 15:12:12:209,5,0,24ms
2025/07/01 15:12:12:240,4,255,23ms
2025/07/01 15:12:12:323,4,0,24ms
2025/07/01 15:12:22:544,3,255,24ms
2025/07/01 15:12:22:605,3,0,24ms
2025/07/01 15:12:22:636,3,0,23ms
2025/07/01 15:12:22:667,2,255,23ms
2025/07/01 15:12:22:780,3,0,24ms
2025/07/01 15:12:22:811,2,0,23ms
2025/07/01 15:12:24:131,2,255,24ms
2025/07/01 15:12:24:224,2,0,23ms
2025/07/01 15:12:25:426,2,255,24ms
2025/07/01 15:12:25:538,2,0,24ms
2025/07/01 15:12:26:283,3,90,23ms
2025/07/01 15:12:26:314,2,255,24ms
2025/07/01 15:12:26:384,3,0,23ms
2025/07/01 15:12:26:415,2,0,23ms
2025/07/01 15:12:26:993,6,255,23ms
2025/07/01 15:12:27:060,6,0,23ms
2025/07/01 15:12:27:427,6,255,24ms
2025/07/01 15:12:27:495,6,0,23ms
2025/07/01 15:12:38:562,2,255,23ms
2025/07/01 15:12:38:662,2,0,23ms
2025/07/01 15:12:39:144,3,255,23ms
2025/07/01 15:12:39:211,3,0,23ms
2025/07/01 15:12:39:242,3,0,23ms
2025/07/01 15:12:39:273,2,255,23ms
2025/07/01 15:12:39:381,3,0,23ms
2025/07/01 15:12:39:412,2,0,23ms
2025/07/01 15:12:40:785,1,255,23ms
2025/07/01 15:12:40:884,1,0,23ms
2025/07/01 15:12:40:915,4,255,23ms
2025/07/01 15:12:41:009,4,0,24ms
2025/07/01 15:12:41:158,4,255,24ms
2025/07/01 15:12:41:250,4,0,23ms
2025/07/01 15:12:42:537,5,255,24ms
2025/07/01 15:12:42:697,5,0,23ms
2025/07/01 15:12:42:728,4,255,23ms
2025/07/01 15:12:42:811,4,0,23ms
2025/07/01 15:12:43:151,5,255,24ms
2025/07/01 15:12:43:315,5,0,24ms
2025/07/01 15:12:43:346,4,255,23ms
2025/07/01 15:12:43:431,4,0,24ms
2025/07/01 15:12:53:314,3,255,23ms
2025/07/01 15:12:53:376,3,0,23ms
2025/07/01 15:12:53:407,3,0,23ms
2025/07/01 15:12:53:438,2,255,24ms
2025/07/01 15:12:53:550,3,0,23ms
2025/07/01 15:12:53:581,2,0,24ms
2025/07/01 15:13:00:600,2,255,23ms
2025/07/01 15:13:00:714,2,0,23ms
2025/07/01 15:13:01:462,3,90,23ms
2025/07/01 15:13:01:493,2,255,24ms
2025/07/01 15:13:01:563,3,0,23ms
2025/07/01 15:13:01:594,2,0,24ms
2025/07/01 15:13:02:178,6,255,23ms
2025/07/01 15:13:02:245,6,0,23ms
2025/07/01 15:13:02:650,6,255,23ms
2025/07/01 15:13:02:718,6,0,23ms
2025/07/01 15:13:08:877,2,255,23ms
2025/07/01 15:13:08:976,2,0,23ms
2025/07/01 15:13:09:464,3,255,24ms
2025/07/01 15:13:09:532,3,0,24ms
2025/07/01 15:13:09:563,3,0,23ms
2025/07/01 15:13:09:594,2,255,24ms
2025/07/01 15:13:09:702,3,0,23ms
2025/07/01 15:13:09:733,2,0,23ms
2025/07/01 15:13:11:017,1,255,24ms
2025/07/01 15:13:11:115,1,0,23ms
2025/07/01 15:13:11:146,4,255,23ms
2025/07/01 15:13:11:239,4,0,24ms
2025/07/01 15:13:11:384,4,255,24ms
2025/07/01 15:13:11:482,4,0,24ms
2025/07/01 15:13:12:745,5,255,24ms
2025/07/01 15:13:12:908,5,0,23ms
2025/07/01 15:13:12:939,4,255,23ms
2025/07/01 15:13:13:021,4,0,23ms
2025/07/01 15:13:13:320,5,255,24ms
2025/07/01 15:13:13:483,5,0,23ms
2025/07/01 15:13:13:514,4,255,23ms
2025/07/01 15:13:13:598,4,0,24ms
2025/07/01 15:13:23:323,3,255,24ms
2025/07/01 15:13:23:384,3,0,23ms
2025/07/01 15:13:23:415,3,0,23ms
2025/07/01 15:13:23:446,2,255,23ms
2025/07/01 15:13:23:553,3,0,23ms
2025/07/01 15:13:23:585,2,0,24ms
2025/07/01 15:13:37:432,2,255,23ms
2025/07/01 15:13:37:528,2,0,23ms
2025/07/01 15:13:38:719,2,255,23ms
2025/07/01 15:13:38:831,2,0,23ms
2025/07/01 15:13:39:563,3,90,23ms
2025/07/01 15:13:39:594,2,255,23ms
2025/07/01 15:13:39:658,3,0,23ms
2025/07/01 15:13:39:689,2,0,24ms
2025/07/01 15:13:40:277,6,255,24ms
2025/07/01 15:13:40:344,6,0,24ms
2025/07/01 15:13:40:726,6,255,23ms
2025/07/01 15:13:40:793,6,0,23ms
2025/07/01 15:13:51:871,2,255,24ms
2025/07/01 15:13:51:971,2,0,23ms
2025/07/01 15:13:52:460,3,255,24ms
2025/07/01 15:13:52:527,3,0,23ms
2025/07/01 15:13:52:558,3,0,23ms
2025/07/01 15:13:52:589,2,255,23ms
2025/07/01 15:13:52:696,3,0,23ms
2025/07/01 15:13:52:727,2,0,23ms
2025/07/01 15:13:54:011,1,255,24ms
2025/07/01 15:13:54:109,1,0,24ms
2025/07/01 15:13:54:140,4,255,23ms
2025/07/01 15:13:54:237,4,0,23ms
2025/07/01 15:13:54:382,4,255,23ms
2025/07/01 15:13:54:478,4,0,23ms
2025/07/01 15:13:55:757,5,255,24ms
2025/07/01 15:13:55:917,5,0,23ms
2025/07/01 15:13:55:948,4,255,23ms
2025/07/01 15:13:56:031,4,0,23ms
2025/07/01 15:13:56:293,5,255,24ms
2025/07/01 15:13:56:452,5,0,23ms
2025/07/01 15:13:56:483,4,255,23ms
2025/07/01 15:13:56:566,4,0,23ms
2025/07/01 15:14:06:480,3,255,24ms
2025/07/01 15:14:06:541,3,0,23ms
2025/07/01 15:14:06:572,3,0,23ms
2025/07/01 15:14:06:603,2,255,23ms
2025/07/01 15:14:06:715,3,0,23ms
2025/07/01 15:14:06:746,2,0,24ms
2025/07/01 15:16:00:058,2,255,24ms
