开始时间,结束时间,报警代码,ErrorDetail,报警详情,报警分类,持续时间,工站
2025/6/28 13:22:23,2025/6/28 13:22:29,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,5.94,S2
2025/6/28 13:33:32,2025/6/28 13:33:57,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,24.46,S2
2025/6/28 13:45:21,2025/6/28 13:45:34,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,12.52,S2
2025/6/28 13:45:34,2025/6/28 13:46:59,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,84.65,S2
2025/6/28 13:51:25,2025/6/28 13:51:38,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,12.91,S2
2025/6/28 13:55:17,2025/6/28 13:55:30,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,12.53,S2
2025/6/28 14:00:23,2025/6/28 14:00:36,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,12.97,S2
2025/6/28 14:01:35,2025/6/28 14:01:38,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,2.23,S2
2025/6/28 14:02:08,2025/6/28 14:02:17,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,9.08,S2
2025/6/28 14:05:12,2025/6/28 14:05:20,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,7.86,S2
2025/6/28 14:05:55,2025/6/28 14:06:01,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,6.51,S2
2025/6/28 14:14:46,2025/6/28 14:14:55,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,8.38,S2
2025/6/28 14:15:10,2025/6/28 14:15:20,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,9.49,S2
2025/6/28 14:17:17,2025/6/28 14:17:27,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,9.74,S2
2025/6/28 15:20:20,2025/6/28 15:20:49,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,28.31,S4
2025/6/28 15:20:51,2025/6/28 15:20:53,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,1.89,S4
2025/6/28 15:20:54,2025/6/28 15:21:40,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,45.66,S4
2025/6/28 16:02:55,2025/6/28 16:03:59,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,63.75,S2
2025/6/28 16:06:29,2025/6/28 16:06:44,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,14.7,S2
2025/6/28 16:15:09,2025/6/28 16:15:13,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,4.27,S2
2025/6/28 16:16:10,2025/6/28 16:16:15,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,4.69,S2
2025/6/28 16:16:15,2025/6/28 16:16:25,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,9.37,S2
2025/6/28 16:16:25,2025/6/28 16:16:52,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,27.51,S2
2025/6/28 16:16:53,2025/6/28 16:16:57,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,4.62,S2
2025/6/28 16:23:12,2025/6/28 16:23:16,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,3.96,S2
2025/6/28 16:23:16,2025/6/28 16:23:50,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,33.81,S2
2025/6/28 16:27:32,2025/6/28 16:27:34,F01ESSE-01-03,Emergency Stop Alarm,设备急停报警,Safety Error,2.22,S2
2025/6/28 16:30:08,2025/6/28 16:30:17,F01ESSE-01-03,Emergency stop alarm,设备急停报警,Safety Error,8.75,S4
