时间,采集时间
2025/06/27 12:55:47:286,32ms
2025/06/27 12:55:47:703,32ms
2025/06/27 12:55:52:909,62ms
2025/06/27 12:55:53:453,21ms
2025/06/27 12:55:53:625,67ms
2025/06/27 12:55:55:053,70ms
2025/06/27 12:55:55:190,56ms
2025/06/27 12:55:55:450,61ms
2025/06/27 12:55:56:919,120ms
2025/06/27 12:55:57:033,40ms
2025/06/27 12:55:57:447,120ms
2025/06/27 12:55:57:559,40ms
2025/06/27 12:56:07:469,22ms
2025/06/27 12:56:07:609,35ms
2025/06/27 12:56:34:951,76ms
2025/06/27 12:56:35:714,27ms
2025/06/27 12:56:36:379,33ms
2025/06/27 12:56:36:819,32ms
2025/06/27 12:56:42:087,62ms
2025/06/27 12:56:42:641,20ms
2025/06/27 12:56:42:815,67ms
2025/06/27 12:56:44:228,70ms
2025/06/27 12:56:44:366,56ms
2025/06/27 12:56:44:616,60ms
2025/06/27 12:56:46:024,120ms
2025/06/27 12:56:46:138,40ms
2025/06/27 12:56:46:566,120ms
2025/06/27 12:56:46:681,40ms
2025/06/27 12:56:56:746,21ms
2025/06/27 12:56:56:884,35ms
2025/06/27 12:56:58:348,53ms
2025/06/27 13:05:49:638,77ms
2025/06/27 13:05:50:406,28ms
2025/06/27 13:05:51:080,32ms
2025/06/27 13:05:51:449,32ms
2025/06/27 13:05:56:729,66ms
2025/06/27 13:05:57:269,18ms
2025/06/27 13:05:57:431,56ms
2025/06/27 13:05:58:856,70ms
2025/06/27 13:05:58:995,56ms
2025/06/27 13:05:59:244,60ms
2025/06/27 13:06:00:669,120ms
2025/06/27 13:06:00:779,40ms
2025/06/27 13:06:01:212,120ms
2025/06/27 13:06:01:329,41ms
2025/06/27 13:06:11:438,22ms
2025/06/27 13:06:11:579,35ms
2025/06/27 13:06:59:193,77ms
2025/06/27 13:07:00:005,28ms
2025/06/27 13:07:00:671,31ms
2025/06/27 13:07:01:112,32ms
2025/06/27 13:07:06:349,66ms
2025/06/27 13:07:06:886,18ms
2025/06/27 13:07:07:050,58ms
2025/06/27 13:07:08:625,70ms
2025/06/27 13:07:08:758,56ms
2025/06/27 13:07:09:010,60ms
2025/06/27 13:07:10:447,120ms
2025/06/27 13:07:10:559,40ms
2025/06/27 13:07:11:028,120ms
2025/06/27 13:07:11:142,40ms
2025/06/27 13:07:21:083,23ms
2025/06/27 13:07:21:225,35ms
2025/06/27 13:07:22:673,52ms
2025/06/27 13:07:31:566,77ms
2025/06/27 13:07:32:377,27ms
2025/06/27 13:07:33:064,32ms
2025/06/27 13:07:33:522,32ms
2025/06/27 13:07:38:747,66ms
2025/06/27 13:07:39:286,18ms
2025/06/27 13:07:39:450,57ms
2025/06/27 13:07:40:874,70ms
2025/06/27 13:07:41:009,56ms
2025/06/27 13:07:41:262,60ms
2025/06/27 13:07:42:700,120ms
2025/06/27 13:07:42:813,40ms
2025/06/27 13:07:43:211,120ms
2025/06/27 13:07:43:324,40ms
2025/06/27 13:07:53:103,22ms
2025/06/27 13:07:53:246,34ms
2025/06/27 13:08:00:824,77ms
2025/06/27 13:08:01:652,26ms
2025/06/27 13:08:02:319,33ms
2025/06/27 13:08:02:769,32ms
2025/06/27 13:08:08:053,66ms
2025/06/27 13:08:08:598,18ms
2025/06/27 13:08:08:761,57ms
2025/06/27 13:08:10:360,70ms
2025/06/27 13:08:10:495,56ms
2025/06/27 13:08:10:746,60ms
2025/06/27 13:08:12:201,120ms
2025/06/27 13:08:12:313,40ms
2025/06/27 13:08:12:752,120ms
2025/06/27 13:08:12:866,40ms
2025/06/27 13:08:22:606,22ms
2025/06/27 13:08:22:750,34ms
2025/06/27 13:08:24:646,52ms
2025/06/27 13:08:25:975,77ms
2025/06/27 13:08:26:799,27ms
2025/06/27 13:08:27:471,32ms
2025/06/27 13:08:27:933,32ms
2025/06/27 13:08:37:563,66ms
2025/06/27 13:08:38:104,18ms
2025/06/27 13:08:38:268,57ms
2025/06/27 13:08:39:698,70ms
2025/06/27 13:08:39:830,56ms
2025/06/27 13:08:40:086,60ms
2025/06/27 13:08:41:540,120ms
2025/06/27 13:08:41:653,40ms
2025/06/27 13:08:42:144,121ms
2025/06/27 13:08:42:253,40ms
2025/06/27 13:08:52:116,22ms
2025/06/27 13:08:52:260,35ms
2025/06/27 13:08:54:736,77ms
2025/06/27 13:08:55:545,27ms
2025/06/27 13:08:56:231,33ms
2025/06/27 13:08:56:660,32ms
2025/06/27 13:09:06:134,66ms
2025/06/27 13:09:06:677,18ms
2025/06/27 13:09:06:839,57ms
2025/06/27 13:09:08:268,72ms
2025/06/27 13:09:08:406,56ms
2025/06/27 13:09:08:671,60ms
2025/06/27 13:09:10:593,120ms
2025/06/27 13:09:10:707,41ms
2025/06/27 13:09:11:041,120ms
2025/06/27 13:09:11:156,40ms
2025/06/27 13:09:21:137,23ms
2025/06/27 13:09:21:278,36ms
2025/06/27 13:09:22:729,53ms
2025/06/27 13:09:41:573,77ms
2025/06/27 13:09:42:331,27ms
2025/06/27 13:09:42:967,32ms
2025/06/27 13:09:43:249,32ms
2025/06/27 13:09:48:392,66ms
2025/06/27 13:09:48:933,18ms
2025/06/27 13:09:49:097,57ms
2025/06/27 13:09:50:526,70ms
2025/06/27 13:09:50:662,56ms
2025/06/27 13:09:50:916,60ms
2025/06/27 13:09:52:374,120ms
2025/06/27 13:09:52:486,41ms
2025/06/27 13:09:52:954,120ms
2025/06/27 13:09:53:065,40ms
2025/06/27 13:10:03:149,22ms
2025/06/27 13:10:03:290,35ms
2025/06/27 13:18:19:554,77ms
2025/06/27 13:18:20:323,27ms
2025/06/27 13:18:20:993,32ms
2025/06/27 13:18:21:376,32ms
2025/06/27 13:18:26:687,127ms
2025/06/27 13:18:27:259,44ms
2025/06/27 13:18:27:396,35ms
2025/06/27 13:18:28:829,70ms
2025/06/27 13:18:28:967,56ms
2025/06/27 13:18:29:223,60ms
2025/06/27 13:18:30:673,120ms
2025/06/27 13:18:30:784,40ms
2025/06/27 13:18:31:186,120ms
2025/06/27 13:18:31:299,40ms
2025/06/27 13:18:41:369,27ms
2025/06/27 13:18:41:509,36ms
2025/06/27 13:19:04:778,52ms
2025/06/27 13:27:15:568,77ms
2025/06/27 13:27:16:382,27ms
2025/06/27 13:27:17:041,32ms
2025/06/27 13:27:17:428,32ms
2025/06/27 13:27:22:767,128ms
2025/06/27 13:27:23:347,44ms
2025/06/27 13:27:23:483,35ms
2025/06/27 13:27:24:906,70ms
2025/06/27 13:27:25:042,56ms
2025/06/27 13:27:25:299,60ms
2025/06/27 13:27:26:748,120ms
2025/06/27 13:27:26:860,40ms
2025/06/27 13:27:27:310,120ms
2025/06/27 13:27:27:420,40ms
2025/06/27 13:27:37:429,27ms
2025/06/27 13:27:37:569,36ms
2025/06/27 13:27:57:970,77ms
2025/06/27 13:27:58:802,27ms
2025/06/27 13:27:59:481,32ms
2025/06/27 13:27:59:928,32ms
2025/06/27 13:28:05:266,128ms
2025/06/27 13:28:05:838,44ms
2025/06/27 13:28:05:975,35ms
2025/06/27 13:28:07:488,70ms
2025/06/27 13:28:07:622,56ms
2025/06/27 13:28:07:879,60ms
2025/06/27 13:28:09:328,120ms
2025/06/27 13:28:09:443,40ms
2025/06/27 13:28:09:852,120ms
2025/06/27 13:28:09:964,40ms
2025/06/27 13:28:19:786,28ms
2025/06/27 13:28:19:926,36ms
2025/06/27 13:28:38:558,53ms
2025/06/27 13:29:22:982,77ms
2025/06/27 13:29:23:797,27ms
2025/06/27 13:29:24:461,32ms
2025/06/27 13:29:24:922,32ms
2025/06/27 13:29:30:227,128ms
2025/06/27 13:29:30:805,44ms
2025/06/27 13:29:30:940,35ms
2025/06/27 13:29:32:367,70ms
2025/06/27 13:29:32:501,56ms
2025/06/27 13:29:32:752,60ms
2025/06/27 13:29:34:196,120ms
2025/06/27 13:29:34:308,40ms
2025/06/27 13:29:34:777,120ms
2025/06/27 13:29:34:890,40ms
2025/06/27 13:29:45:024,27ms
2025/06/27 13:29:45:163,35ms
2025/06/27 13:29:59:302,77ms
2025/06/27 13:30:00:111,26ms
2025/06/27 13:30:00:788,32ms
2025/06/27 13:30:01:207,32ms
2025/06/27 13:30:06:485,127ms
2025/06/27 13:30:07:058,44ms
2025/06/27 13:30:07:195,35ms
2025/06/27 13:30:08:617,70ms
2025/06/27 13:30:08:752,56ms
2025/06/27 13:30:09:001,60ms
2025/06/27 13:30:10:463,120ms
2025/06/27 13:30:10:576,40ms
2025/06/27 13:30:11:048,119ms
2025/06/27 13:30:11:159,40ms
2025/06/27 13:30:21:232,27ms
2025/06/27 13:30:21:372,36ms
2025/06/27 13:30:31:532,52ms
2025/06/27 13:30:59:297,77ms
2025/06/27 13:31:00:149,27ms
2025/06/27 13:31:00:823,32ms
2025/06/27 13:31:01:280,32ms
2025/06/27 13:31:06:599,128ms
2025/06/27 13:31:07:172,44ms
2025/06/27 13:31:07:312,36ms
2025/06/27 13:31:08:743,70ms
2025/06/27 13:31:08:882,56ms
2025/06/27 13:31:09:130,60ms
2025/06/27 13:31:10:598,119ms
2025/06/27 13:31:10:714,40ms
2025/06/27 13:31:11:194,120ms
2025/06/27 13:31:11:310,40ms
2025/06/27 13:31:21:103,27ms
2025/06/27 13:31:21:244,36ms
2025/06/27 13:50:10:045,77ms
2025/06/27 13:50:10:843,27ms
2025/06/27 13:50:11:525,32ms
2025/06/27 13:50:11:991,33ms
2025/06/27 13:50:17:309,128ms
2025/06/27 13:50:17:889,49ms
2025/06/27 13:50:18:024,35ms
2025/06/27 13:50:19:459,70ms
2025/06/27 13:50:19:593,56ms
2025/06/27 13:50:19:850,60ms
2025/06/27 13:50:21:284,120ms
2025/06/27 13:50:21:396,40ms
2025/06/27 13:50:21:788,120ms
2025/06/27 13:50:21:902,40ms
2025/06/27 13:50:31:884,27ms
2025/06/27 13:50:32:019,35ms
2025/06/27 13:50:33:514,52ms
2025/06/27 13:50:37:814,77ms
2025/06/27 13:50:38:644,27ms
2025/06/27 13:50:39:287,33ms
2025/06/27 13:50:39:791,33ms
2025/06/27 13:50:46:442,127ms
2025/06/27 13:50:47:015,44ms
2025/06/27 13:50:47:152,36ms
2025/06/27 13:50:48:589,70ms
2025/06/27 13:50:48:724,56ms
2025/06/27 13:50:48:981,60ms
2025/06/27 13:50:50:439,120ms
2025/06/27 13:50:50:551,40ms
2025/06/27 13:50:51:015,120ms
2025/06/27 13:50:51:131,40ms
2025/06/27 13:51:33:800,27ms
2025/06/27 13:51:33:939,35ms
2025/06/27 13:51:36:398,77ms
2025/06/27 13:51:37:186,26ms
2025/06/27 13:51:37:857,32ms
2025/06/27 13:51:38:374,32ms
2025/06/27 13:51:48:699,128ms
2025/06/27 13:51:49:272,44ms
2025/06/27 13:51:49:408,35ms
2025/06/27 13:51:50:833,70ms
2025/06/27 13:51:50:969,56ms
2025/06/27 13:51:51:227,60ms
2025/06/27 13:51:52:686,120ms
2025/06/27 13:51:52:797,40ms
2025/06/27 13:51:53:210,120ms
2025/06/27 13:51:53:321,40ms
2025/06/27 13:52:02:854,26ms
2025/06/27 13:52:02:988,35ms
2025/06/27 13:52:12:852,27ms
2025/06/27 13:52:12:992,35ms
2025/06/27 13:52:15:645,52ms
2025/06/27 13:52:16:967,77ms
2025/06/27 13:52:17:770,27ms
2025/06/27 13:52:18:444,32ms
2025/06/27 13:52:18:876,32ms
2025/06/27 13:52:29:424,128ms
2025/06/27 13:52:29:993,44ms
2025/06/27 13:52:30:131,36ms
2025/06/27 13:52:31:554,70ms
2025/06/27 13:52:31:691,56ms
2025/06/27 13:52:31:948,60ms
2025/06/27 13:52:33:404,120ms
2025/06/27 13:52:33:519,40ms
2025/06/27 13:52:33:975,120ms
2025/06/27 13:52:34:090,40ms
2025/06/27 13:52:44:075,27ms
2025/06/27 13:52:44:215,35ms
2025/06/27 13:52:51:550,77ms
2025/06/27 13:52:52:342,27ms
2025/06/27 13:52:53:017,32ms
2025/06/27 13:52:53:390,32ms
2025/06/27 13:53:03:844,128ms
2025/06/27 13:53:04:420,46ms
2025/06/27 13:53:04:560,35ms
2025/06/27 13:53:05:982,70ms
2025/06/27 13:53:06:119,56ms
2025/06/27 13:53:06:374,60ms
2025/06/27 13:53:07:799,120ms
2025/06/27 13:53:07:911,40ms
2025/06/27 13:53:08:320,120ms
2025/06/27 13:53:08:431,40ms
2025/06/27 13:53:18:348,27ms
2025/06/27 13:53:18:487,35ms
2025/06/27 13:54:01:050,27ms
2025/06/27 13:54:01:190,35ms
2025/06/27 13:55:43:477,27ms
2025/06/27 13:55:43:617,35ms
2025/06/27 13:55:46:493,52ms
2025/06/27 13:55:47:819,77ms
2025/06/27 13:55:48:625,27ms
2025/06/27 13:55:49:284,32ms
2025/06/27 13:55:49:758,32ms
2025/06/27 13:56:00:270,128ms
2025/06/27 13:56:00:845,44ms
2025/06/27 13:56:00:980,35ms
2025/06/27 13:56:02:412,70ms
2025/06/27 13:56:02:547,56ms
2025/06/27 13:56:02:811,60ms
2025/06/27 13:56:04:246,120ms
2025/06/27 13:56:04:361,40ms
2025/06/27 13:56:04:834,120ms
2025/06/27 13:56:04:949,40ms
2025/06/27 13:56:15:122,27ms
2025/06/27 13:56:15:256,35ms
2025/06/27 13:56:17:750,77ms
2025/06/27 13:56:18:585,29ms
2025/06/27 13:56:19:271,32ms
2025/06/27 13:56:19:784,32ms
2025/06/27 13:56:30:064,128ms
2025/06/27 13:56:30:639,44ms
2025/06/27 13:56:30:775,36ms
2025/06/27 13:56:32:202,70ms
2025/06/27 13:56:32:341,56ms
2025/06/27 13:56:32:604,60ms
2025/06/27 13:56:34:063,120ms
2025/06/27 13:56:34:173,40ms
2025/06/27 13:56:34:585,120ms
2025/06/27 13:56:34:695,40ms
2025/06/27 13:56:44:532,27ms
2025/06/27 13:56:44:667,35ms
2025/06/27 13:56:46:146,52ms
2025/06/27 13:56:47:468,77ms
2025/06/27 13:56:48:249,27ms
2025/06/27 13:56:48:921,32ms
2025/06/27 13:56:49:327,32ms
2025/06/27 13:56:59:920,128ms
2025/06/27 13:57:00:492,44ms
2025/06/27 13:57:00:634,36ms
2025/06/27 13:57:02:051,70ms
2025/06/27 13:57:02:187,56ms
2025/06/27 13:57:02:446,60ms
2025/06/27 13:57:03:886,120ms
2025/06/27 13:57:04:001,40ms
2025/06/27 13:57:04:444,120ms
2025/06/27 13:57:04:555,40ms
2025/06/27 13:57:14:516,27ms
2025/06/27 13:57:14:656,35ms
2025/06/27 13:57:17:206,76ms
2025/06/27 13:57:18:067,27ms
2025/06/27 13:57:18:744,32ms
2025/06/27 13:57:19:251,32ms
2025/06/27 13:57:29:511,128ms
2025/06/27 13:57:30:082,44ms
2025/06/27 13:57:30:220,36ms
2025/06/27 13:57:31:639,71ms
2025/06/27 13:57:31:773,56ms
2025/06/27 13:57:32:035,60ms
2025/06/27 13:57:33:462,120ms
2025/06/27 13:57:33:575,40ms
2025/06/27 13:57:34:092,119ms
2025/06/27 13:57:34:205,41ms
2025/06/27 13:57:43:862,27ms
2025/06/27 13:57:44:001,35ms
2025/06/27 13:57:45:467,52ms
2025/06/27 13:57:46:788,77ms
2025/06/27 13:57:47:608,27ms
2025/06/27 13:57:48:301,32ms
2025/06/27 13:57:48:746,32ms
2025/06/27 13:57:58:390,128ms
2025/06/27 13:57:58:965,44ms
2025/06/27 13:57:59:101,35ms
2025/06/27 13:58:00:532,70ms
2025/06/27 13:58:00:668,56ms
2025/06/27 13:58:00:923,60ms
2025/06/27 13:58:02:339,120ms
2025/06/27 13:58:02:453,40ms
2025/06/27 13:58:02:853,120ms
2025/06/27 13:58:02:964,40ms
2025/06/27 13:58:12:433,27ms
2025/06/27 13:58:12:574,36ms
2025/06/27 13:59:05:298,77ms
2025/06/27 13:59:06:134,27ms
2025/06/27 13:59:06:796,32ms
2025/06/27 13:59:07:245,32ms
2025/06/27 13:59:12:589,128ms
2025/06/27 13:59:13:160,44ms
2025/06/27 13:59:13:296,35ms
2025/06/27 13:59:14:716,70ms
2025/06/27 13:59:14:851,56ms
2025/06/27 13:59:15:105,60ms
2025/06/27 13:59:16:538,120ms
2025/06/27 13:59:16:653,40ms
2025/06/27 13:59:17:098,120ms
2025/06/27 13:59:17:211,40ms
2025/06/27 13:59:27:105,27ms
2025/06/27 13:59:27:241,36ms
2025/06/27 14:00:11:425,53ms
2025/06/27 14:00:27:822,77ms
2025/06/27 14:00:28:623,27ms
2025/06/27 14:00:29:314,32ms
2025/06/27 14:00:29:767,32ms
2025/06/27 14:00:35:069,127ms
2025/06/27 14:00:35:641,44ms
2025/06/27 14:00:35:782,35ms
2025/06/27 14:00:37:209,70ms
2025/06/27 14:00:37:346,56ms
2025/06/27 14:00:37:600,60ms
2025/06/27 14:00:39:029,120ms
2025/06/27 14:00:39:144,40ms
2025/06/27 14:00:39:554,120ms
2025/06/27 14:00:39:665,41ms
2025/06/27 14:00:49:567,28ms
2025/06/27 14:00:49:701,35ms
2025/06/27 14:01:14:503,77ms
2025/06/27 14:01:15:331,27ms
2025/06/27 14:01:15:995,32ms
2025/06/27 14:01:16:286,32ms
2025/06/27 14:01:21:505,128ms
2025/06/27 14:01:22:079,44ms
2025/06/27 14:01:22:215,35ms
2025/06/27 14:01:23:638,70ms
2025/06/27 14:01:23:771,56ms
2025/06/27 14:01:24:026,60ms
2025/06/27 14:01:25:474,119ms
2025/06/27 14:01:25:588,40ms
2025/06/27 14:01:26:044,120ms
2025/06/27 14:01:26:155,40ms
2025/06/27 14:01:36:081,27ms
2025/06/27 14:01:36:222,35ms
2025/06/27 14:01:37:702,52ms
2025/06/27 14:01:46:381,77ms
2025/06/27 14:01:47:196,27ms
2025/06/27 14:01:47:867,32ms
2025/06/27 14:01:48:287,32ms
2025/06/27 14:01:53:525,128ms
2025/06/27 14:01:54:095,45ms
2025/06/27 14:01:54:231,35ms
2025/06/27 14:01:55:650,70ms
2025/06/27 14:01:55:785,56ms
2025/06/27 14:01:56:040,60ms
2025/06/27 14:01:57:491,120ms
2025/06/27 14:01:57:602,40ms
2025/06/27 14:01:58:058,120ms
2025/06/27 14:01:58:174,40ms
2025/06/27 14:02:08:105,27ms
2025/06/27 14:02:08:239,35ms
2025/06/27 14:02:36:025,77ms
2025/06/27 14:02:36:818,27ms
2025/06/27 14:02:37:499,32ms
2025/06/27 14:02:37:985,32ms
2025/06/27 14:02:43:284,128ms
2025/06/27 14:02:43:849,44ms
2025/06/27 14:02:43:988,35ms
2025/06/27 14:02:45:418,70ms
2025/06/27 14:02:45:556,56ms
2025/06/27 14:02:45:813,60ms
2025/06/27 14:02:47:255,120ms
2025/06/27 14:02:47:371,41ms
2025/06/27 14:02:47:847,120ms
2025/06/27 14:02:47:958,40ms
2025/06/27 14:02:57:945,27ms
2025/06/27 14:02:58:081,35ms
2025/06/27 14:02:59:554,52ms
2025/06/27 14:08:41:577,77ms
2025/06/27 14:08:42:392,27ms
2025/06/27 14:08:43:072,32ms
2025/06/27 14:08:43:542,32ms
2025/06/27 14:08:48:862,127ms
2025/06/27 14:08:49:437,44ms
2025/06/27 14:08:49:577,35ms
2025/06/27 14:08:51:001,70ms
2025/06/27 14:08:51:137,56ms
2025/06/27 14:08:51:394,60ms
2025/06/27 14:08:52:825,120ms
2025/06/27 14:08:52:935,40ms
2025/06/27 14:08:53:416,120ms
2025/06/27 14:08:53:527,40ms
2025/06/27 14:09:03:206,28ms
2025/06/27 14:09:03:345,36ms
2025/06/27 14:09:34:216,77ms
2025/06/27 14:09:35:047,27ms
2025/06/27 14:09:35:729,32ms
2025/06/27 14:09:36:212,32ms
2025/06/27 14:09:41:553,128ms
2025/06/27 14:09:42:123,44ms
2025/06/27 14:09:42:259,35ms
2025/06/27 14:09:43:689,70ms
2025/06/27 14:09:43:825,56ms
2025/06/27 14:09:44:088,60ms
2025/06/27 14:09:45:509,120ms
2025/06/27 14:09:45:618,40ms
2025/06/27 14:09:46:057,120ms
2025/06/27 14:09:46:168,40ms
2025/06/27 14:09:56:054,28ms
2025/06/27 14:09:56:191,35ms
2025/06/27 14:09:57:644,52ms
2025/06/27 14:10:06:739,77ms
2025/06/27 14:10:07:544,26ms
2025/06/27 14:10:08:216,32ms
2025/06/27 14:10:08:672,32ms
2025/06/27 14:10:13:969,128ms
2025/06/27 14:10:14:542,44ms
2025/06/27 14:10:14:682,35ms
2025/06/27 14:10:16:116,70ms
2025/06/27 14:10:16:254,56ms
2025/06/27 14:10:16:508,60ms
2025/06/27 14:10:17:949,120ms
2025/06/27 14:10:18:060,40ms
2025/06/27 14:10:18:520,120ms
2025/06/27 14:10:18:635,40ms
2025/06/27 14:10:28:182,27ms
2025/06/27 14:10:28:319,36ms
2025/06/27 14:10:49:428,77ms
2025/06/27 14:10:50:224,27ms
2025/06/27 14:10:50:898,32ms
2025/06/27 14:10:51:311,32ms
2025/06/27 14:10:56:566,128ms
2025/06/27 14:10:57:140,44ms
2025/06/27 14:10:57:276,35ms
2025/06/27 14:10:58:705,70ms
2025/06/27 14:10:58:839,56ms
2025/06/27 14:10:59:098,60ms
2025/06/27 14:11:00:538,120ms
2025/06/27 14:11:00:650,40ms
2025/06/27 14:11:01:107,119ms
2025/06/27 14:11:01:217,41ms
2025/06/27 14:11:10:801,27ms
2025/06/27 14:11:10:941,35ms
2025/06/27 14:11:12:389,52ms
2025/06/27 14:11:20:827,77ms
2025/06/27 14:11:21:617,28ms
2025/06/27 14:11:22:298,32ms
2025/06/27 14:11:22:762,32ms
2025/06/27 14:11:28:048,128ms
2025/06/27 14:11:28:624,45ms
2025/06/27 14:11:28:763,35ms
2025/06/27 14:11:30:203,70ms
2025/06/27 14:11:30:339,56ms
2025/06/27 14:11:30:597,60ms
2025/06/27 14:11:32:059,120ms
2025/06/27 14:11:32:171,40ms
2025/06/27 14:11:32:552,120ms
2025/06/27 14:11:32:663,40ms
2025/06/27 14:11:42:670,27ms
2025/06/27 14:11:42:809,36ms
2025/06/27 14:13:33:556,78ms
2025/06/27 14:13:34:357,28ms
2025/06/27 14:13:34:995,32ms
2025/06/27 14:13:35:445,32ms
2025/06/27 14:13:40:703,128ms
2025/06/27 14:13:41:273,44ms
2025/06/27 14:13:41:409,35ms
2025/06/27 14:13:42:837,71ms
2025/06/27 14:13:42:974,56ms
2025/06/27 14:13:43:228,60ms
2025/06/27 14:13:44:654,120ms
2025/06/27 14:13:44:767,40ms
2025/06/27 14:13:45:172,120ms
2025/06/27 14:13:45:284,40ms
2025/06/27 14:13:54:950,27ms
2025/06/27 14:13:55:090,35ms
2025/06/27 14:13:56:554,52ms
2025/06/27 14:14:26:640,77ms
2025/06/27 14:14:27:425,27ms
2025/06/27 14:14:28:088,32ms
2025/06/27 14:14:28:533,32ms
2025/06/27 14:14:33:767,127ms
2025/06/27 14:14:34:343,44ms
2025/06/27 14:14:34:480,35ms
2025/06/27 14:14:35:901,70ms
2025/06/27 14:14:36:041,56ms
2025/06/27 14:14:36:292,60ms
2025/06/27 14:14:37:719,120ms
2025/06/27 14:14:37:835,40ms
2025/06/27 14:14:38:282,120ms
2025/06/27 14:14:38:393,40ms
2025/06/27 14:14:48:281,27ms
2025/06/27 14:14:48:416,35ms
2025/06/27 14:15:13:049,77ms
2025/06/27 14:15:13:824,27ms
2025/06/27 14:15:14:496,32ms
2025/06/27 14:15:14:977,32ms
2025/06/27 14:15:20:261,128ms
2025/06/27 14:15:20:837,44ms
2025/06/27 14:15:20:974,36ms
2025/06/27 14:15:22:393,70ms
2025/06/27 14:15:22:528,56ms
2025/06/27 14:15:22:776,60ms
2025/06/27 14:15:24:228,120ms
2025/06/27 14:15:24:338,40ms
2025/06/27 14:15:24:786,120ms
2025/06/27 14:15:24:900,41ms
2025/06/27 14:15:34:555,28ms
2025/06/27 14:15:34:694,35ms
2025/06/27 14:15:36:157,52ms
2025/06/27 14:15:43:784,77ms
2025/06/27 14:15:44:584,27ms
2025/06/27 14:15:45:254,32ms
2025/06/27 14:15:45:632,32ms
2025/06/27 14:15:50:811,128ms
2025/06/27 14:15:51:390,44ms
2025/06/27 14:15:51:530,35ms
2025/06/27 14:15:52:959,70ms
2025/06/27 14:15:53:092,56ms
2025/06/27 14:15:53:351,60ms
2025/06/27 14:15:54:800,120ms
2025/06/27 14:15:54:911,40ms
2025/06/27 14:15:55:374,120ms
2025/06/27 14:15:55:490,40ms
2025/06/27 14:16:05:457,27ms
2025/06/27 14:16:05:593,35ms
2025/06/27 14:16:33:367,77ms
2025/06/27 14:16:34:127,28ms
2025/06/27 14:16:34:795,32ms
2025/06/27 14:16:35:227,32ms
2025/06/27 14:16:40:513,128ms
2025/06/27 14:16:41:081,44ms
2025/06/27 14:16:41:220,35ms
2025/06/27 14:16:42:645,69ms
2025/06/27 14:16:42:781,56ms
2025/06/27 14:16:43:038,60ms
2025/06/27 14:16:44:465,120ms
2025/06/27 14:16:44:576,40ms
2025/06/27 14:16:45:037,120ms
2025/06/27 14:16:45:147,40ms
2025/06/27 14:16:54:846,27ms
2025/06/27 14:16:54:983,35ms
2025/06/27 14:16:56:441,53ms
2025/06/27 14:19:25:504,77ms
2025/06/27 14:19:26:317,27ms
2025/06/27 14:19:26:986,32ms
2025/06/27 14:19:27:414,32ms
2025/06/27 14:19:32:652,128ms
2025/06/27 14:19:33:224,44ms
2025/06/27 14:19:33:364,35ms
2025/06/27 14:19:34:791,70ms
2025/06/27 14:19:34:927,56ms
2025/06/27 14:19:35:175,60ms
2025/06/27 14:19:36:617,120ms
2025/06/27 14:19:36:728,40ms
2025/06/27 14:19:37:181,120ms
2025/06/27 14:19:37:295,40ms
2025/06/27 14:19:47:248,27ms
2025/06/27 14:19:47:388,36ms
2025/06/27 14:20:10:730,77ms
2025/06/27 14:20:11:557,27ms
2025/06/27 14:20:12:241,32ms
2025/06/27 14:20:12:687,32ms
2025/06/27 14:20:17:936,128ms
2025/06/27 14:20:18:511,44ms
2025/06/27 14:20:18:652,35ms
2025/06/27 14:20:20:084,70ms
2025/06/27 14:20:20:220,56ms
2025/06/27 14:20:20:475,60ms
2025/06/27 14:20:21:923,120ms
2025/06/27 14:20:22:036,40ms
2025/06/27 14:20:22:463,120ms
2025/06/27 14:20:22:578,40ms
2025/06/27 14:20:32:034,28ms
2025/06/27 14:20:32:174,36ms
2025/06/27 14:20:33:618,52ms
2025/06/27 14:20:43:902,77ms
2025/06/27 14:20:44:748,28ms
2025/06/27 14:20:45:416,32ms
2025/06/27 14:20:45:865,32ms
2025/06/27 14:20:51:141,128ms
2025/06/27 14:20:51:713,44ms
2025/06/27 14:20:51:848,35ms
2025/06/27 14:20:53:269,69ms
2025/06/27 14:20:53:406,56ms
2025/06/27 14:20:53:668,60ms
2025/06/27 14:20:55:111,120ms
2025/06/27 14:20:55:225,40ms
2025/06/27 14:20:55:709,120ms
2025/06/27 14:20:55:823,40ms
2025/06/27 14:21:05:556,27ms
2025/06/27 14:21:05:697,35ms
2025/06/27 14:21:46:568,77ms
2025/06/27 14:21:47:345,26ms
2025/06/27 14:21:48:030,32ms
2025/06/27 14:21:48:460,32ms
2025/06/27 14:21:53:714,128ms
2025/06/27 14:21:54:285,44ms
2025/06/27 14:21:54:425,35ms
2025/06/27 14:21:55:847,70ms
2025/06/27 14:21:55:981,56ms
2025/06/27 14:21:56:238,60ms
2025/06/27 14:21:57:676,120ms
2025/06/27 14:21:57:788,40ms
2025/06/27 14:21:58:256,120ms
2025/06/27 14:21:58:368,40ms
2025/06/27 14:22:08:301,27ms
2025/06/27 14:22:08:441,35ms
2025/06/27 14:22:09:894,52ms
2025/06/27 14:22:24:000,77ms
2025/06/27 14:22:24:842,27ms
2025/06/27 14:22:25:521,32ms
2025/06/27 14:22:25:934,32ms
2025/06/27 14:22:31:255,128ms
2025/06/27 14:22:31:824,45ms
