时间,采集时间
2025/06/28 09:57:19:301,120ms
2025/06/28 09:57:19:413,40ms
2025/06/28 09:57:19:877,120ms
2025/06/28 09:57:19:990,40ms
2025/06/28 09:57:30:009,20ms
2025/06/28 09:57:30:180,67ms
2025/06/28 09:57:31:635,52ms
2025/06/28 09:58:39:279,77ms
2025/06/28 09:58:40:089,27ms
2025/06/28 09:58:40:762,32ms
2025/06/28 09:58:41:223,32ms
2025/06/28 09:58:46:454,57ms
2025/06/28 09:58:47:012,24ms
2025/06/28 09:58:47:153,67ms
2025/06/28 09:58:48:541,70ms
2025/06/28 09:58:48:677,56ms
2025/06/28 09:58:48:934,60ms
2025/06/28 09:58:50:368,120ms
2025/06/28 09:58:50:481,40ms
2025/06/28 09:58:50:920,120ms
2025/06/28 09:58:51:031,40ms
2025/06/28 09:59:00:772,21ms
2025/06/28 09:59:00:941,67ms
2025/06/28 10:00:59:300,81ms
2025/06/28 10:01:00:137,27ms
2025/06/28 10:01:00:803,32ms
2025/06/28 10:01:01:271,32ms
2025/06/28 10:01:06:531,57ms
2025/06/28 10:01:07:084,24ms
2025/06/28 10:01:07:224,67ms
2025/06/28 10:01:08:629,70ms
2025/06/28 10:01:08:767,56ms
2025/06/28 10:01:09:024,60ms
2025/06/28 10:01:10:479,120ms
2025/06/28 10:01:10:589,40ms
2025/06/28 10:01:10:969,120ms
2025/06/28 10:01:11:080,40ms
2025/06/28 10:01:20:957,20ms
2025/06/28 10:01:21:127,67ms
2025/06/28 10:01:22:580,52ms
2025/06/28 10:02:36:608,77ms
2025/06/28 10:02:37:440,27ms
2025/06/28 10:02:38:105,31ms
2025/06/28 10:02:38:576,32ms
2025/06/28 10:02:43:877,57ms
2025/06/28 10:02:44:432,24ms
2025/06/28 10:02:44:575,67ms
2025/06/28 10:02:45:966,70ms
2025/06/28 10:02:46:102,56ms
2025/06/28 10:02:46:352,60ms
2025/06/28 10:02:47:796,120ms
2025/06/28 10:02:47:907,40ms
2025/06/28 10:02:48:433,120ms
2025/06/28 10:02:48:546,40ms
2025/06/28 10:02:58:611,20ms
2025/06/28 10:02:58:782,67ms
2025/06/28 10:03:56:436,77ms
2025/06/28 10:03:57:228,27ms
2025/06/28 10:03:57:912,32ms
2025/06/28 10:03:58:399,32ms
2025/06/28 10:04:03:706,57ms
2025/06/28 10:04:04:273,27ms
2025/06/28 10:04:04:411,67ms
2025/06/28 10:04:05:805,70ms
2025/06/28 10:04:05:941,56ms
2025/06/28 10:04:06:199,60ms
2025/06/28 10:04:07:628,120ms
2025/06/28 10:04:07:743,40ms
2025/06/28 10:04:08:206,120ms
2025/06/28 10:04:08:317,40ms
2025/06/28 10:04:17:996,20ms
2025/06/28 10:04:18:167,67ms
2025/06/28 10:04:19:618,52ms
2025/06/28 10:05:23:753,77ms
2025/06/28 10:05:24:549,27ms
2025/06/28 10:05:25:222,32ms
2025/06/28 10:05:25:693,32ms
2025/06/28 10:05:30:976,57ms
2025/06/28 10:05:31:533,24ms
2025/06/28 10:05:31:675,67ms
2025/06/28 10:05:33:069,70ms
2025/06/28 10:05:33:204,56ms
2025/06/28 10:05:33:459,60ms
2025/06/28 10:05:34:885,120ms
2025/06/28 10:05:34:998,40ms
2025/06/28 10:05:35:452,120ms
2025/06/28 10:05:35:563,40ms
2025/06/28 10:05:45:728,20ms
2025/06/28 10:05:45:899,67ms
2025/06/28 10:06:48:054,77ms
2025/06/28 10:06:48:902,27ms
2025/06/28 10:06:49:575,32ms
2025/06/28 10:06:50:017,32ms
2025/06/28 10:06:55:294,57ms
2025/06/28 10:06:55:850,24ms
2025/06/28 10:06:55:992,68ms
2025/06/28 10:06:57:385,70ms
2025/06/28 10:06:57:523,56ms
2025/06/28 10:06:57:781,60ms
2025/06/28 10:06:59:243,120ms
2025/06/28 10:06:59:357,40ms
2025/06/28 10:06:59:720,120ms
2025/06/28 10:06:59:833,40ms
2025/06/28 10:07:09:840,20ms
2025/06/28 10:07:10:010,67ms
2025/06/28 10:07:11:464,52ms
2025/06/28 10:07:59:874,77ms
2025/06/28 10:08:00:634,27ms
2025/06/28 10:08:01:275,32ms
2025/06/28 10:08:01:730,32ms
2025/06/28 10:08:07:007,57ms
2025/06/28 10:08:07:570,24ms
2025/06/28 10:08:07:711,66ms
2025/06/28 10:08:09:104,70ms
2025/06/28 10:08:09:239,56ms
2025/06/28 10:08:09:502,60ms
2025/06/28 10:08:10:946,120ms
2025/06/28 10:08:11:062,40ms
2025/06/28 10:08:11:435,120ms
2025/06/28 10:08:11:547,40ms
2025/06/28 10:08:21:710,20ms
2025/06/28 10:08:21:880,67ms
2025/06/28 10:09:38:080,77ms
2025/06/28 10:09:38:896,27ms
2025/06/28 10:09:39:530,32ms
2025/06/28 10:09:40:006,32ms
2025/06/28 10:09:45:329,57ms
2025/06/28 10:09:45:882,24ms
2025/06/28 10:09:46:023,67ms
2025/06/28 10:09:47:415,70ms
2025/06/28 10:09:47:552,56ms
2025/06/28 10:09:47:814,60ms
2025/06/28 10:09:49:271,120ms
2025/06/28 10:09:49:387,40ms
2025/06/28 10:09:49:909,120ms
2025/06/28 10:09:50:023,40ms
2025/06/28 10:09:59:767,20ms
2025/06/28 10:09:59:936,67ms
2025/06/28 10:10:01:389,52ms
2025/06/28 10:10:55:728,77ms
2025/06/28 10:10:56:567,27ms
2025/06/28 10:10:57:263,32ms
2025/06/28 10:10:57:735,32ms
2025/06/28 10:11:03:046,57ms
2025/06/28 10:11:03:598,24ms
2025/06/28 10:11:03:739,67ms
2025/06/28 10:11:05:137,70ms
2025/06/28 10:11:05:272,56ms
2025/06/28 10:11:05:529,60ms
2025/06/28 10:11:06:972,120ms
2025/06/28 10:11:07:083,40ms
2025/06/28 10:11:07:545,120ms
2025/06/28 10:11:07:655,40ms
2025/06/28 10:11:17:797,20ms
2025/06/28 10:11:17:969,67ms
2025/06/28 10:12:22:109,77ms
2025/06/28 10:12:22:905,27ms
2025/06/28 10:12:23:583,32ms
2025/06/28 10:12:24:054,32ms
2025/06/28 10:12:29:362,57ms
2025/06/28 10:12:29:915,24ms
2025/06/28 10:12:30:057,67ms
2025/06/28 10:12:31:452,70ms
2025/06/28 10:12:31:588,56ms
2025/06/28 10:12:31:846,60ms
2025/06/28 10:12:33:304,120ms
2025/06/28 10:12:33:420,40ms
2025/06/28 10:12:33:905,120ms
2025/06/28 10:12:34:018,41ms
2025/06/28 10:12:44:108,20ms
2025/06/28 10:12:44:279,67ms
2025/06/28 10:12:45:726,52ms
2025/06/28 10:13:59:307,77ms
2025/06/28 10:14:00:087,27ms
2025/06/28 10:14:00:762,32ms
2025/06/28 10:14:01:221,32ms
2025/06/28 10:14:06:515,57ms
2025/06/28 10:14:07:070,24ms
2025/06/28 10:14:07:211,67ms
2025/06/28 10:14:08:611,70ms
2025/06/28 10:14:08:745,56ms
2025/06/28 10:14:09:003,60ms
2025/06/28 10:14:10:419,120ms
2025/06/28 10:14:10:530,40ms
2025/06/28 10:14:10:984,120ms
2025/06/28 10:14:11:095,41ms
2025/06/28 10:14:20:681,20ms
2025/06/28 10:14:20:851,67ms
2025/06/28 10:15:13:221,77ms
2025/06/28 10:15:13:978,27ms
2025/06/28 10:15:14:652,32ms
2025/06/28 10:15:15:094,32ms
2025/06/28 10:15:20:356,57ms
2025/06/28 10:15:20:921,24ms
2025/06/28 10:15:21:063,67ms
2025/06/28 10:15:22:457,70ms
2025/06/28 10:15:22:591,56ms
2025/06/28 10:15:22:847,60ms
2025/06/28 10:15:24:267,119ms
2025/06/28 10:15:24:379,40ms
2025/06/28 10:15:24:753,120ms
2025/06/28 10:15:24:868,40ms
2025/06/28 10:15:35:008,20ms
2025/06/28 10:15:35:178,67ms
2025/06/28 10:15:36:637,52ms
2025/06/28 10:18:28:252,77ms
2025/06/28 10:18:29:017,27ms
2025/06/28 10:18:29:657,32ms
2025/06/28 10:18:30:126,32ms
2025/06/28 10:18:35:405,57ms
2025/06/28 10:18:35:963,24ms
2025/06/28 10:18:36:106,68ms
2025/06/28 10:18:37:512,70ms
2025/06/28 10:18:37:648,56ms
2025/06/28 10:18:37:907,60ms
2025/06/28 10:18:39:347,120ms
2025/06/28 10:18:39:458,40ms
2025/06/28 10:18:39:889,120ms
2025/06/28 10:18:40:000,40ms
2025/06/28 10:18:50:035,19ms
2025/06/28 10:18:50:206,67ms
2025/06/28 10:19:27:829,77ms
2025/06/28 10:19:28:667,27ms
2025/06/28 10:19:29:334,32ms
2025/06/28 10:19:29:822,32ms
2025/06/28 10:19:35:136,57ms
2025/06/28 10:19:35:689,24ms
2025/06/28 10:19:35:830,67ms
2025/06/28 10:19:37:224,70ms
2025/06/28 10:19:37:361,56ms
2025/06/28 10:19:37:616,60ms
2025/06/28 10:19:39:081,120ms
2025/06/28 10:19:39:191,40ms
2025/06/28 10:19:39:693,119ms
2025/06/28 10:19:39:805,40ms
2025/06/28 10:19:49:853,20ms
2025/06/28 10:19:50:024,67ms
2025/06/28 10:19:51:473,52ms
2025/06/28 10:20:33:183,78ms
2025/06/28 10:20:34:009,27ms
2025/06/28 10:20:34:703,32ms
2025/06/28 10:20:35:180,32ms
2025/06/28 10:20:40:502,57ms
2025/06/28 10:20:41:058,24ms
2025/06/28 10:20:41:198,67ms
2025/06/28 10:20:42:595,70ms
2025/06/28 10:20:42:729,56ms
2025/06/28 10:20:42:988,60ms
2025/06/28 10:20:44:438,120ms
2025/06/28 10:20:44:548,38ms
2025/06/28 10:20:45:028,120ms
2025/06/28 10:20:45:138,40ms
2025/06/28 10:20:54:830,20ms
2025/06/28 10:20:55:000,67ms
2025/06/28 10:21:56:013,77ms
2025/06/28 10:21:56:806,28ms
2025/06/28 10:21:57:489,32ms
2025/06/28 10:21:57:976,32ms
2025/06/28 10:22:03:302,57ms
2025/06/28 10:22:03:857,24ms
2025/06/28 10:22:03:998,68ms
2025/06/28 10:22:05:396,70ms
2025/06/28 10:22:05:531,56ms
2025/06/28 10:22:05:787,60ms
2025/06/28 10:22:07:209,120ms
2025/06/28 10:22:07:321,40ms
2025/06/28 10:22:07:795,120ms
2025/06/28 10:22:07:907,40ms
2025/06/28 10:22:17:851,20ms
2025/06/28 10:22:18:023,67ms
2025/06/28 10:22:19:486,52ms
2025/06/28 10:24:04:963,77ms
2025/06/28 10:24:05:737,27ms
2025/06/28 10:24:06:409,32ms
2025/06/28 10:24:06:879,32ms
2025/06/28 10:24:12:185,57ms
2025/06/28 10:24:12:743,24ms
2025/06/28 10:24:12:884,67ms
2025/06/28 10:24:14:286,70ms
2025/06/28 10:24:14:425,56ms
2025/06/28 10:24:14:684,60ms
2025/06/28 10:24:16:123,120ms
2025/06/28 10:24:16:235,40ms
2025/06/28 10:24:16:666,120ms
2025/06/28 10:24:16:777,40ms
2025/06/28 10:24:26:942,20ms
2025/06/28 10:24:27:113,67ms
2025/06/28 10:25:06:503,77ms
2025/06/28 10:25:07:366,28ms
2025/06/28 10:25:08:036,32ms
2025/06/28 10:25:08:575,32ms
2025/06/28 10:25:13:958,57ms
2025/06/28 10:25:14:512,24ms
2025/06/28 10:25:14:652,67ms
2025/06/28 10:25:16:051,70ms
2025/06/28 10:25:16:184,56ms
2025/06/28 10:25:16:442,60ms
2025/06/28 10:25:17:890,120ms
2025/06/28 10:25:18:003,40ms
2025/06/28 10:25:18:534,120ms
2025/06/28 10:25:18:648,40ms
2025/06/28 10:25:28:239,20ms
2025/06/28 10:25:28:410,67ms
2025/06/28 10:25:29:863,52ms
2025/06/28 10:26:37:078,77ms
2025/06/28 10:26:37:891,27ms
2025/06/28 10:26:38:579,33ms
2025/06/28 10:26:39:095,32ms
2025/06/28 10:26:44:438,57ms
2025/06/28 10:26:44:988,24ms
2025/06/28 10:26:45:133,68ms
2025/06/28 10:26:46:523,70ms
2025/06/28 10:26:46:659,56ms
2025/06/28 10:26:46:909,60ms
2025/06/28 10:26:48:363,120ms
2025/06/28 10:26:48:475,40ms
2025/06/28 10:26:48:928,119ms
2025/06/28 10:26:49:044,41ms
2025/06/28 10:26:59:028,20ms
2025/06/28 10:26:59:198,67ms
2025/06/28 10:27:27:621,77ms
2025/06/28 10:27:28:442,27ms
2025/06/28 10:27:29:119,32ms
2025/06/28 10:27:29:600,32ms
2025/06/28 10:27:34:917,57ms
2025/06/28 10:27:35:477,24ms
2025/06/28 10:27:35:619,67ms
2025/06/28 10:27:37:015,70ms
2025/06/28 10:27:37:148,56ms
2025/06/28 10:27:37:403,60ms
2025/06/28 10:27:38:851,120ms
2025/06/28 10:27:38:962,40ms
2025/06/28 10:27:39:427,120ms
2025/06/28 10:27:39:541,40ms
2025/06/28 10:27:49:393,20ms
2025/06/28 10:27:49:565,67ms
2025/06/28 10:27:51:021,52ms
2025/06/28 10:28:07:881,77ms
2025/06/28 10:28:08:687,27ms
2025/06/28 10:28:09:362,32ms
2025/06/28 10:28:09:851,32ms
2025/06/28 10:28:15:181,57ms
2025/06/28 10:28:15:740,24ms
2025/06/28 10:28:15:880,67ms
2025/06/28 10:28:17:272,70ms
2025/06/28 10:28:17:409,56ms
2025/06/28 10:28:17:670,60ms
2025/06/28 10:28:19:108,120ms
2025/06/28 10:28:19:221,40ms
2025/06/28 10:28:19:763,120ms
2025/06/28 10:28:19:875,40ms
2025/06/28 10:28:29:981,21ms
2025/06/28 10:28:30:151,67ms
2025/06/28 10:28:53:967,77ms
2025/06/28 10:28:54:753,27ms
2025/06/28 10:28:55:435,32ms
2025/06/28 10:28:55:926,32ms
2025/06/28 10:29:01:281,57ms
2025/06/28 10:29:01:833,24ms
2025/06/28 10:29:01:974,67ms
2025/06/28 10:29:03:369,70ms
2025/06/28 10:29:03:507,56ms
2025/06/28 10:29:03:757,60ms
2025/06/28 10:29:05:165,126ms
2025/06/28 10:29:05:275,40ms
2025/06/28 10:29:05:697,120ms
2025/06/28 10:29:05:809,40ms
2025/06/28 10:29:15:557,20ms
2025/06/28 10:29:15:728,67ms
2025/06/28 10:29:17:179,52ms
2025/06/28 10:29:35:441,77ms
2025/06/28 10:29:36:264,27ms
2025/06/28 10:29:36:939,32ms
2025/06/28 10:29:37:385,32ms
2025/06/28 10:29:42:635,57ms
2025/06/28 10:29:43:192,24ms
2025/06/28 10:29:43:334,67ms
2025/06/28 10:29:44:728,70ms
2025/06/28 10:29:44:864,56ms
2025/06/28 10:29:45:122,60ms
2025/06/28 10:29:46:575,120ms
2025/06/28 10:29:46:690,40ms
2025/06/28 10:29:47:145,120ms
2025/06/28 10:29:47:260,40ms
2025/06/28 10:29:57:273,20ms
2025/06/28 10:29:57:444,67ms
2025/06/28 10:31:14:416,77ms
2025/06/28 10:31:15:197,27ms
2025/06/28 10:31:15:873,32ms
2025/06/28 10:31:16:318,32ms
2025/06/28 10:31:21:584,57ms
2025/06/28 10:31:22:150,24ms
2025/06/28 10:31:22:291,67ms
2025/06/28 10:31:23:683,70ms
2025/06/28 10:31:23:820,56ms
2025/06/28 10:31:24:077,60ms
2025/06/28 10:31:25:508,120ms
2025/06/28 10:31:25:620,40ms
2025/06/28 10:31:25:986,120ms
2025/06/28 10:31:26:102,39ms
2025/06/28 10:31:36:347,20ms
2025/06/28 10:31:36:518,67ms
2025/06/28 10:31:37:972,52ms
2025/06/28 10:33:11:925,77ms
2025/06/28 10:33:12:743,27ms
2025/06/28 10:33:13:384,32ms
2025/06/28 10:33:13:919,32ms
2025/06/28 10:33:19:300,57ms
2025/06/28 10:33:19:859,24ms
2025/06/28 10:33:19:999,67ms
2025/06/28 10:33:21:397,70ms
2025/06/28 10:33:21:532,56ms
2025/06/28 10:33:21:790,60ms
2025/06/28 10:33:23:248,120ms
2025/06/28 10:33:23:358,40ms
2025/06/28 10:33:23:830,120ms
2025/06/28 10:33:23:944,40ms
2025/06/28 10:33:33:675,20ms
2025/06/28 10:33:33:846,67ms
2025/06/28 10:34:11:612,77ms
2025/06/28 10:34:12:418,27ms
2025/06/28 10:34:13:089,32ms
2025/06/28 10:34:13:554,32ms
2025/06/28 10:34:18:867,57ms
2025/06/28 10:34:19:427,24ms
2025/06/28 10:34:19:568,67ms
2025/06/28 10:34:20:954,70ms
2025/06/28 10:34:21:088,56ms
2025/06/28 10:34:21:345,60ms
2025/06/28 10:34:22:792,119ms
2025/06/28 10:34:22:904,40ms
2025/06/28 10:34:23:364,120ms
2025/06/28 10:34:23:476,40ms
2025/06/28 10:34:33:628,20ms
2025/06/28 10:34:33:799,66ms
2025/06/28 10:34:35:261,52ms
2025/06/28 10:35:01:748,77ms
2025/06/28 10:35:02:597,27ms
2025/06/28 10:35:03:278,32ms
2025/06/28 10:35:03:715,32ms
2025/06/28 10:35:08:972,57ms
2025/06/28 10:35:09:520,24ms
2025/06/28 10:35:09:663,67ms
2025/06/28 10:35:11:060,70ms
2025/06/28 10:35:11:196,56ms
2025/06/28 10:35:11:456,60ms
2025/06/28 10:35:12:907,120ms
2025/06/28 10:35:13:019,40ms
2025/06/28 10:35:13:463,120ms
2025/06/28 10:35:13:574,41ms
2025/06/28 10:35:23:384,20ms
2025/06/28 10:35:23:555,66ms
2025/06/28 10:37:46:195,77ms
2025/06/28 10:37:46:957,27ms
2025/06/28 10:37:47:625,32ms
2025/06/28 10:37:48:064,32ms
2025/06/28 10:37:54:017,57ms
2025/06/28 10:37:54:571,24ms
2025/06/28 10:37:54:711,67ms
2025/06/28 10:37:56:112,70ms
2025/06/28 10:37:56:248,56ms
2025/06/28 10:37:56:506,60ms
2025/06/28 10:37:57:981,119ms
2025/06/28 10:37:58:097,40ms
2025/06/28 10:37:58:511,119ms
2025/06/28 10:37:58:623,40ms
2025/06/28 10:38:08:772,20ms
2025/06/28 10:38:08:943,67ms
2025/06/28 10:38:10:401,52ms
2025/06/28 10:38:54:249,77ms
2025/06/28 10:38:55:052,27ms
2025/06/28 10:38:55:728,32ms
2025/06/28 10:38:56:169,32ms
2025/06/28 10:39:01:465,57ms
2025/06/28 10:39:02:020,24ms
2025/06/28 10:39:02:161,67ms
2025/06/28 10:39:03:550,70ms
2025/06/28 10:39:03:688,56ms
2025/06/28 10:39:03:948,60ms
2025/06/28 10:39:05:367,120ms
2025/06/28 10:39:05:478,40ms
2025/06/28 10:39:05:950,120ms
2025/06/28 10:39:06:061,40ms
2025/06/28 10:39:15:745,20ms
2025/06/28 10:39:15:918,69ms
2025/06/28 10:39:39:375,77ms
2025/06/28 10:39:40:177,27ms
2025/06/28 10:39:40:852,32ms
2025/06/28 10:39:41:311,32ms
2025/06/28 10:39:46:577,57ms
2025/06/28 10:39:47:140,24ms
2025/06/28 10:39:47:282,67ms
2025/06/28 10:39:48:674,70ms
2025/06/28 10:39:48:809,56ms
2025/06/28 10:39:49:065,60ms
2025/06/28 10:39:50:497,120ms
2025/06/28 10:39:50:609,40ms
2025/06/28 10:39:51:038,120ms
2025/06/28 10:39:51:149,40ms
2025/06/28 10:40:01:135,20ms
2025/06/28 10:40:01:304,67ms
2025/06/28 10:40:02:752,52ms
2025/06/28 10:42:02:921,77ms
2025/06/28 10:42:03:756,27ms
2025/06/28 10:42:04:432,32ms
2025/06/28 10:42:04:974,32ms
2025/06/28 10:42:11:029,57ms
2025/06/28 10:42:11:590,24ms
2025/06/28 10:42:11:732,67ms
2025/06/28 10:42:13:128,70ms
2025/06/28 10:42:13:266,56ms
2025/06/28 10:42:13:522,60ms
2025/06/28 10:42:14:980,120ms
2025/06/28 10:42:15:094,40ms
2025/06/28 10:42:15:460,120ms
2025/06/28 10:42:15:572,40ms
2025/06/28 10:42:25:760,21ms
2025/06/28 10:42:25:929,67ms
2025/06/28 10:43:28:498,77ms
2025/06/28 10:43:29:288,27ms
2025/06/28 10:43:29:930,32ms
2025/06/28 10:43:30:414,32ms
2025/06/28 10:43:35:742,57ms
2025/06/28 10:43:36:294,24ms
2025/06/28 10:43:36:436,67ms
2025/06/28 10:43:37:834,70ms
2025/06/28 10:43:37:972,56ms
2025/06/28 10:43:38:228,60ms
2025/06/28 10:43:39:670,120ms
2025/06/28 10:43:39:781,40ms
2025/06/28 10:43:40:258,120ms
2025/06/28 10:43:40:369,40ms
2025/06/28 10:43:49:884,20ms
2025/06/28 10:43:50:054,67ms
2025/06/28 10:43:51:506,52ms
2025/06/28 10:43:52:574,33ms
2025/06/28 10:43:53:088,32ms
2025/06/28 10:43:53:756,32ms
2025/06/28 10:44:11:876,77ms
2025/06/28 10:44:12:642,27ms
2025/06/28 10:44:13:312,32ms
2025/06/28 10:44:13:817,32ms
2025/06/28 10:44:19:125,57ms
2025/06/28 10:44:19:676,24ms
2025/06/28 10:44:19:816,67ms
2025/06/28 10:44:21:212,70ms
2025/06/28 10:44:21:348,56ms
2025/06/28 10:44:21:607,60ms
2025/06/28 10:44:23:042,120ms
2025/06/28 10:44:23:155,40ms
2025/06/28 10:44:23:608,120ms
2025/06/28 10:44:23:720,40ms
2025/06/28 10:44:33:910,20ms
2025/06/28 10:44:34:084,67ms
2025/06/28 10:45:45:217,77ms
2025/06/28 10:45:46:022,27ms
2025/06/28 10:45:46:708,32ms
2025/06/28 10:45:47:171,32ms
2025/06/28 10:45:52:471,57ms
2025/06/28 10:45:53:021,24ms
2025/06/28 10:45:53:163,67ms
2025/06/28 10:45:54:549,70ms
2025/06/28 10:45:54:684,56ms
2025/06/28 10:45:54:942,60ms
2025/06/28 10:45:56:384,120ms
2025/06/28 10:45:56:497,40ms
2025/06/28 10:45:56:946,120ms
2025/06/28 10:45:57:057,40ms
2025/06/28 10:46:06:922,20ms
2025/06/28 10:46:07:093,67ms
2025/06/28 10:46:08:552,52ms
2025/06/28 10:46:46:029,77ms
2025/06/28 10:46:46:812,27ms
2025/06/28 10:46:47:491,32ms
2025/06/28 10:46:47:948,32ms
2025/06/28 10:46:53:214,57ms
2025/06/28 10:46:53:764,24ms
2025/06/28 10:46:53:907,67ms
2025/06/28 10:46:55:307,70ms
2025/06/28 10:46:55:441,56ms
2025/06/28 10:46:55:699,60ms
2025/06/28 10:46:57:142,120ms
2025/06/28 10:46:57:256,40ms
2025/06/28 10:46:57:692,120ms
2025/06/28 10:46:57:801,40ms
2025/06/28 10:47:07:925,20ms
2025/06/28 10:47:08:096,67ms
2025/06/28 10:48:37:462,77ms
2025/06/28 10:48:38:244,27ms
2025/06/28 10:48:38:920,32ms
2025/06/28 10:48:39:417,32ms
2025/06/28 10:48:45:247,57ms
2025/06/28 10:48:45:797,24ms
2025/06/28 10:48:45:937,67ms
2025/06/28 10:48:47:333,70ms
2025/06/28 10:48:47:469,56ms
2025/06/28 10:48:47:727,60ms
2025/06/28 10:48:49:176,120ms
2025/06/28 10:48:49:292,40ms
2025/06/28 10:48:49:728,120ms
2025/06/28 10:48:49:842,40ms
2025/06/28 10:48:59:563,20ms
2025/06/28 10:48:59:734,67ms
2025/06/28 10:49:01:190,52ms
2025/06/28 10:50:53:369,77ms
2025/06/28 10:50:54:179,27ms
2025/06/28 10:50:54:862,32ms
2025/06/28 10:50:55:356,32ms
2025/06/28 10:51:00:662,58ms
2025/06/28 10:51:01:212,24ms
2025/06/28 10:51:01:355,68ms
2025/06/28 10:51:02:739,70ms
2025/06/28 10:51:02:874,56ms
2025/06/28 10:51:03:131,60ms
2025/06/28 10:51:04:597,120ms
2025/06/28 10:51:04:709,40ms
2025/06/28 10:51:05:188,120ms
2025/06/28 10:51:05:299,40ms
2025/06/28 10:51:15:159,20ms
2025/06/28 10:51:15:329,67ms
2025/06/28 10:52:20:850,77ms
2025/06/28 10:52:21:647,27ms
2025/06/28 10:52:22:331,32ms
2025/06/28 10:52:22:778,32ms
2025/06/28 10:52:28:073,57ms
2025/06/28 10:52:28:626,24ms
2025/06/28 10:52:28:767,66ms
2025/06/28 10:52:30:165,70ms
2025/06/28 10:52:30:302,56ms
2025/06/28 10:52:30:561,60ms
2025/06/28 10:52:32:014,120ms
2025/06/28 10:52:32:130,40ms
2025/06/28 10:52:32:584,120ms
2025/06/28 10:52:32:698,40ms
2025/06/28 10:52:42:890,20ms
2025/06/28 10:52:43:059,67ms
2025/06/28 10:52:44:516,52ms
2025/06/28 10:54:12:945,77ms
2025/06/28 10:54:13:736,27ms
2025/06/28 10:54:14:409,32ms
2025/06/28 10:54:14:887,33ms
2025/06/28 10:54:20:223,57ms
2025/06/28 10:54:20:781,26ms
2025/06/28 10:54:20:920,67ms
2025/06/28 10:54:22:315,70ms
2025/06/28 10:54:22:452,56ms
2025/06/28 10:54:22:717,60ms
2025/06/28 10:54:24:163,120ms
2025/06/28 10:54:24:274,40ms
2025/06/28 10:54:24:771,119ms
2025/06/28 10:54:24:887,40ms
2025/06/28 10:54:34:422,20ms
2025/06/28 10:54:34:592,67ms
2025/06/28 10:55:10:820,78ms
2025/06/28 10:55:11:662,27ms
2025/06/28 10:55:12:346,32ms
2025/06/28 10:55:12:802,32ms
2025/06/28 10:55:18:095,57ms
2025/06/28 10:55:18:645,25ms
2025/06/28 10:55:18:785,67ms
2025/06/28 10:55:20:176,70ms
2025/06/28 10:55:20:312,56ms
2025/06/28 10:55:20:562,60ms
2025/06/28 10:55:22:028,120ms
2025/06/28 10:55:22:139,40ms
2025/06/28 10:55:22:646,120ms
2025/06/28 10:55:22:757,40ms
2025/06/28 10:55:53:499,20ms
2025/06/28 10:55:53:670,67ms
2025/06/28 10:55:55:126,52ms
2025/06/28 10:55:56:451,77ms
2025/06/28 10:55:57:213,27ms
2025/06/28 10:55:57:895,32ms
2025/06/28 10:55:58:390,32ms
2025/06/28 10:56:09:574,57ms
2025/06/28 10:56:10:136,24ms
2025/06/28 10:56:10:277,67ms
2025/06/28 10:56:11:674,70ms
2025/06/28 10:56:11:810,56ms
2025/06/28 10:56:12:068,60ms
2025/06/28 10:56:13:518,119ms
2025/06/28 10:56:13:633,40ms
2025/06/28 10:56:14:043,120ms
2025/06/28 10:56:14:155,40ms
2025/06/28 10:56:24:210,20ms
2025/06/28 10:56:24:381,67ms
2025/06/28 10:56:36:023,77ms
2025/06/28 10:56:36:834,28ms
2025/06/28 10:56:37:506,32ms
2025/06/28 10:56:37:921,32ms
2025/06/28 10:56:43:127,57ms
2025/06/28 10:56:43:687,24ms
2025/06/28 10:56:43:828,67ms
2025/06/28 10:56:45:221,70ms
2025/06/28 10:56:45:356,56ms
2025/06/28 10:56:45:614,60ms
2025/06/28 10:56:47:078,120ms
2025/06/28 10:56:47:191,41ms
2025/06/28 10:56:47:624,120ms
2025/06/28 10:56:47:738,40ms
2025/06/28 10:56:57:833,20ms
2025/06/28 10:56:58:003,67ms
2025/06/28 10:56:59:453,52ms
2025/06/28 10:57:33:104,77ms
2025/06/28 10:57:33:879,27ms
2025/06/28 10:57:34:548,32ms
2025/06/28 10:57:35:019,32ms
2025/06/28 10:57:40:332,57ms
2025/06/28 10:57:40:893,24ms
2025/06/28 10:57:41:034,67ms
2025/06/28 10:57:42:427,70ms
2025/06/28 10:57:42:563,56ms
2025/06/28 10:57:42:821,60ms
2025/06/28 10:57:44:242,120ms
2025/06/28 10:57:44:353,40ms
2025/06/28 10:57:44:820,120ms
2025/06/28 10:57:44:932,40ms
2025/06/28 10:57:54:589,20ms
2025/06/28 10:57:54:759,67ms
2025/06/28 11:00:11:207,77ms
2025/06/28 11:00:11:982,27ms
2025/06/28 11:00:12:662,32ms
2025/06/28 11:00:13:122,32ms
2025/06/28 11:00:18:417,57ms
2025/06/28 11:00:18:968,24ms
2025/06/28 11:00:19:109,67ms
2025/06/28 11:00:20:511,70ms
2025/06/28 11:00:20:647,56ms
2025/06/28 11:00:20:904,60ms
2025/06/28 11:00:22:325,119ms
2025/06/28 11:00:22:435,40ms
2025/06/28 11:00:22:909,120ms
2025/06/28 11:00:23:021,40ms
2025/06/28 11:00:32:978,20ms
2025/06/28 11:00:33:149,67ms
2025/06/28 11:00:42:389,52ms
