时间,通道,亮度,设置时间
2025/06/28 10:28:30:070,2,255,23ms
2025/06/28 10:28:30:182,3,0,23ms
2025/06/28 10:28:30:213,2,0,24ms
2025/06/28 10:28:53:873,2,255,24ms
2025/06/28 10:28:53:997,2,0,23ms
2025/06/28 10:28:54:684,3,90,24ms
2025/06/28 10:28:54:714,2,255,23ms
2025/06/28 10:28:54:780,3,0,23ms
2025/06/28 10:28:54:811,2,0,23ms
2025/06/28 10:28:55:396,6,255,24ms
2025/06/28 10:28:55:463,6,0,23ms
2025/06/28 10:28:55:886,6,255,23ms
2025/06/28 10:28:55:954,6,0,23ms
2025/06/28 10:29:01:206,2,255,23ms
2025/06/28 10:29:01:313,2,0,23ms
2025/06/28 10:29:01:794,3,255,23ms
2025/06/28 10:29:01:862,3,0,24ms
2025/06/28 10:29:01:893,2,255,24ms
2025/06/28 10:29:02:001,2,0,23ms
2025/06/28 10:29:03:290,1,255,23ms
2025/06/28 10:29:03:400,1,0,24ms
2025/06/28 10:29:03:430,4,255,23ms
2025/06/28 10:29:03:534,4,0,23ms
2025/06/28 10:29:03:682,4,255,24ms
2025/06/28 10:29:03:786,4,0,23ms
2025/06/28 10:29:05:026,5,255,23ms
2025/06/28 10:29:05:193,5,0,24ms
2025/06/28 10:29:05:223,4,255,23ms
2025/06/28 10:29:05:306,4,0,23ms
2025/06/28 10:29:05:565,5,255,25ms
2025/06/28 10:29:05:724,5,0,23ms
2025/06/28 10:29:05:756,4,255,23ms
2025/06/28 10:29:05:839,4,0,23ms
2025/06/28 10:29:15:523,3,255,23ms
2025/06/28 10:29:15:584,3,0,23ms
2025/06/28 10:29:15:616,3,0,24ms
2025/06/28 10:29:15:647,2,255,24ms
2025/06/28 10:29:15:754,3,0,23ms
2025/06/28 10:29:15:785,2,0,23ms
2025/06/28 10:29:17:115,2,255,24ms
2025/06/28 10:29:17:211,2,0,24ms
2025/06/28 10:29:35:346,2,255,23ms
2025/06/28 10:29:35:470,2,0,24ms
2025/06/28 10:29:36:195,3,90,24ms
2025/06/28 10:29:36:225,2,255,24ms
2025/06/28 10:29:36:295,3,0,23ms
2025/06/28 10:29:36:327,2,0,24ms
2025/06/28 10:29:36:900,6,255,24ms
2025/06/28 10:29:36:967,6,0,23ms
2025/06/28 10:29:37:345,6,255,24ms
2025/06/28 10:29:37:412,6,0,23ms
2025/06/28 10:29:42:561,2,255,24ms
2025/06/28 10:29:42:668,2,0,24ms
2025/06/28 10:29:43:154,3,255,24ms
2025/06/28 10:29:43:221,3,0,24ms
2025/06/28 10:29:43:252,2,255,23ms
2025/06/28 10:29:43:361,2,0,23ms
2025/06/28 10:29:44:648,1,255,24ms
2025/06/28 10:29:44:759,1,0,24ms
2025/06/28 10:29:44:789,4,255,23ms
2025/06/28 10:29:44:897,4,0,23ms
2025/06/28 10:29:45:047,4,255,24ms
2025/06/28 10:29:45:152,4,0,24ms
2025/06/28 10:29:46:442,5,255,23ms
2025/06/28 10:29:46:607,5,0,24ms
2025/06/28 10:29:46:637,4,255,23ms
2025/06/28 10:29:46:720,4,0,23ms
2025/06/28 10:29:47:013,5,255,23ms
2025/06/28 10:29:47:177,5,0,23ms
2025/06/28 10:29:47:207,4,255,23ms
2025/06/28 10:29:47:291,4,0,23ms
2025/06/28 10:29:57:239,3,255,24ms
2025/06/28 10:29:57:301,3,0,24ms
2025/06/28 10:29:57:332,3,0,23ms
2025/06/28 10:29:57:364,2,255,24ms
2025/06/28 10:29:57:472,3,0,24ms
2025/06/28 10:29:57:502,2,0,24ms
2025/06/28 10:31:14:320,2,255,24ms
2025/06/28 10:31:14:445,2,0,23ms
2025/06/28 10:31:15:127,3,90,23ms
2025/06/28 10:31:15:158,2,255,23ms
2025/06/28 10:31:15:228,3,0,23ms
2025/06/28 10:31:15:260,2,0,24ms
2025/06/28 10:31:15:833,6,255,24ms
2025/06/28 10:31:15:901,6,0,23ms
2025/06/28 10:31:16:278,6,255,23ms
2025/06/28 10:31:16:351,6,0,23ms
2025/06/28 10:31:21:509,2,255,23ms
2025/06/28 10:31:21:615,2,0,23ms
2025/06/28 10:31:22:112,3,255,23ms
2025/06/28 10:31:22:180,3,0,23ms
2025/06/28 10:31:22:210,2,255,23ms
2025/06/28 10:31:22:322,2,0,23ms
2025/06/28 10:31:23:603,1,255,23ms
2025/06/28 10:31:23:713,1,0,23ms
2025/06/28 10:31:23:747,4,255,24ms
2025/06/28 10:31:23:852,4,0,24ms
2025/06/28 10:31:24:001,4,255,23ms
2025/06/28 10:31:24:105,4,0,23ms
2025/06/28 10:31:25:375,5,255,23ms
2025/06/28 10:31:25:536,5,0,23ms
2025/06/28 10:31:25:567,4,255,23ms
2025/06/28 10:31:25:651,4,0,23ms
2025/06/28 10:31:25:853,5,255,23ms
2025/06/28 10:31:26:017,5,0,23ms
2025/06/28 10:31:26:048,4,255,23ms
2025/06/28 10:31:26:134,4,0,24ms
2025/06/28 10:31:36:314,3,255,24ms
2025/06/28 10:31:36:375,3,0,23ms
2025/06/28 10:31:36:406,3,0,23ms
2025/06/28 10:31:36:437,2,255,24ms
2025/06/28 10:31:36:546,3,0,24ms
2025/06/28 10:31:36:577,2,0,23ms
2025/06/28 10:31:37:908,2,255,23ms
2025/06/28 10:31:38:003,2,0,23ms
2025/06/28 10:33:11:830,2,255,23ms
2025/06/28 10:33:11:953,2,0,23ms
2025/06/28 10:33:12:673,3,90,24ms
2025/06/28 10:33:12:704,2,255,23ms
2025/06/28 10:33:12:769,3,0,23ms
2025/06/28 10:33:12:800,2,0,23ms
2025/06/28 10:33:13:344,6,255,24ms
2025/06/28 10:33:13:416,6,0,24ms
2025/06/28 10:33:13:879,6,255,24ms
2025/06/28 10:33:13:947,6,0,23ms
2025/06/28 10:33:19:220,2,255,23ms
2025/06/28 10:33:19:330,2,0,23ms
2025/06/28 10:33:19:820,3,255,23ms
2025/06/28 10:33:19:888,3,0,23ms
2025/06/28 10:33:19:919,2,255,23ms
2025/06/28 10:33:20:028,2,0,24ms
2025/06/28 10:33:21:316,1,255,23ms
2025/06/28 10:33:21:428,1,0,25ms
2025/06/28 10:33:21:458,4,255,23ms
2025/06/28 10:33:21:565,4,0,24ms
2025/06/28 10:33:21:715,4,255,23ms
2025/06/28 10:33:21:819,4,0,23ms
2025/06/28 10:33:23:116,5,255,24ms
2025/06/28 10:33:23:274,5,0,23ms
2025/06/28 10:33:23:305,4,255,23ms
2025/06/28 10:33:23:390,4,0,24ms
2025/06/28 10:33:23:699,5,255,24ms
2025/06/28 10:33:23:860,5,0,24ms
2025/06/28 10:33:23:890,4,255,23ms
2025/06/28 10:33:23:976,4,0,24ms
2025/06/28 10:33:33:641,3,255,23ms
2025/06/28 10:33:33:703,3,0,23ms
2025/06/28 10:33:33:734,3,0,23ms
2025/06/28 10:33:33:766,2,255,24ms
2025/06/28 10:33:33:876,3,0,23ms
2025/06/28 10:33:33:907,2,0,24ms
2025/06/28 10:34:11:516,2,255,23ms
2025/06/28 10:34:11:642,2,0,24ms
2025/06/28 10:34:12:348,3,90,23ms
2025/06/28 10:34:12:380,2,255,24ms
2025/06/28 10:34:12:451,3,0,24ms
2025/06/28 10:34:12:482,2,0,24ms
2025/06/28 10:34:13:049,6,255,23ms
2025/06/28 10:34:13:121,6,0,24ms
2025/06/28 10:34:13:514,6,255,23ms
2025/06/28 10:34:13:588,6,0,24ms
2025/06/28 10:34:18:792,2,255,23ms
2025/06/28 10:34:18:899,2,0,24ms
2025/06/28 10:34:19:389,3,255,23ms
2025/06/28 10:34:19:455,3,0,23ms
2025/06/28 10:34:19:486,2,255,23ms
2025/06/28 10:34:19:596,2,0,23ms
2025/06/28 10:34:20:874,1,255,23ms
2025/06/28 10:34:20:984,1,0,24ms
2025/06/28 10:34:21:019,4,255,27ms
2025/06/28 10:34:21:121,4,0,24ms
2025/06/28 10:34:21:269,4,255,23ms
2025/06/28 10:34:21:374,4,0,23ms
2025/06/28 10:34:22:660,5,255,25ms
2025/06/28 10:34:22:820,5,0,23ms
2025/06/28 10:34:22:851,4,255,23ms
2025/06/28 10:34:22:935,4,0,24ms
2025/06/28 10:34:23:232,5,255,24ms
2025/06/28 10:34:23:392,5,0,23ms
2025/06/28 10:34:23:423,4,255,23ms
2025/06/28 10:34:23:507,4,0,23ms
2025/06/28 10:34:33:594,3,255,24ms
2025/06/28 10:34:33:656,3,0,23ms
2025/06/28 10:34:33:687,3,0,23ms
2025/06/28 10:34:33:718,2,255,24ms
2025/06/28 10:34:33:828,3,0,23ms
2025/06/28 10:34:33:859,2,0,24ms
2025/06/28 10:34:35:197,2,255,24ms
2025/06/28 10:34:35:291,2,0,23ms
2025/06/28 10:35:01:651,2,255,24ms
2025/06/28 10:35:01:778,2,0,23ms
2025/06/28 10:35:02:527,3,90,24ms
2025/06/28 10:35:02:558,2,255,24ms
2025/06/28 10:35:02:629,3,0,23ms
2025/06/28 10:35:02:660,2,0,24ms
2025/06/28 10:35:03:238,6,255,24ms
2025/06/28 10:35:03:309,6,0,23ms
2025/06/28 10:35:03:675,6,255,24ms
2025/06/28 10:35:03:743,6,0,23ms
2025/06/28 10:35:08:895,2,255,23ms
2025/06/28 10:35:09:002,2,0,23ms
2025/06/28 10:35:09:483,3,255,23ms
2025/06/28 10:35:09:551,3,0,24ms
2025/06/28 10:35:09:582,2,255,23ms
2025/06/28 10:35:09:691,2,0,23ms
2025/06/28 10:35:10:980,1,255,24ms
2025/06/28 10:35:11:091,1,0,23ms
2025/06/28 10:35:11:122,4,255,23ms
2025/06/28 10:35:11:228,4,0,23ms
2025/06/28 10:35:11:380,4,255,23ms
2025/06/28 10:35:11:485,4,0,23ms
2025/06/28 10:35:12:775,5,255,24ms
2025/06/28 10:35:12:936,5,0,23ms
2025/06/28 10:35:12:966,4,255,23ms
2025/06/28 10:35:13:050,4,0,23ms
2025/06/28 10:35:13:331,5,255,24ms
2025/06/28 10:35:13:489,5,0,24ms
2025/06/28 10:35:13:520,4,255,23ms
2025/06/28 10:35:13:603,4,0,24ms
2025/06/28 10:35:23:350,3,255,24ms
2025/06/28 10:35:23:412,3,0,23ms
2025/06/28 10:35:23:443,3,0,23ms
2025/06/28 10:35:23:474,2,255,24ms
2025/06/28 10:35:23:584,3,0,24ms
2025/06/28 10:35:23:616,2,0,24ms
2025/06/28 10:37:46:100,2,255,24ms
2025/06/28 10:37:46:224,2,0,24ms
2025/06/28 10:37:46:887,3,90,23ms
2025/06/28 10:37:46:918,2,255,24ms
2025/06/28 10:37:46:982,3,0,23ms
2025/06/28 10:37:47:013,2,0,23ms
2025/06/28 10:37:47:586,6,255,24ms
2025/06/28 10:37:47:652,6,0,24ms
2025/06/28 10:37:48:025,6,255,24ms
2025/06/28 10:37:48:091,6,0,23ms
2025/06/28 10:37:53:939,2,255,23ms
2025/06/28 10:37:54:048,2,0,23ms
2025/06/28 10:37:54:532,3,255,23ms
2025/06/28 10:37:54:598,3,0,23ms
2025/06/28 10:37:54:629,2,255,23ms
2025/06/28 10:37:54:742,2,0,24ms
2025/06/28 10:37:56:032,1,255,23ms
2025/06/28 10:37:56:143,1,0,24ms
2025/06/28 10:37:56:177,4,255,26ms
2025/06/28 10:37:56:281,4,0,23ms
2025/06/28 10:37:56:431,4,255,24ms
2025/06/28 10:37:56:535,4,0,23ms
2025/06/28 10:37:57:849,5,255,24ms
2025/06/28 10:37:58:012,5,0,23ms
2025/06/28 10:37:58:043,4,255,23ms
2025/06/28 10:37:58:128,4,0,23ms
2025/06/28 10:37:58:378,5,255,23ms
2025/06/28 10:37:58:539,5,0,23ms
2025/06/28 10:37:58:569,4,255,23ms
2025/06/28 10:37:58:655,4,0,24ms
2025/06/28 10:38:08:737,3,255,23ms
2025/06/28 10:38:08:799,3,0,23ms
2025/06/28 10:38:08:830,3,0,23ms
2025/06/28 10:38:08:861,2,255,24ms
2025/06/28 10:38:08:972,3,0,24ms
2025/06/28 10:38:09:003,2,0,24ms
2025/06/28 10:38:10:338,2,255,24ms
2025/06/28 10:38:10:431,2,0,23ms
2025/06/28 10:38:54:153,2,255,22ms
2025/06/28 10:38:54:279,2,0,24ms
2025/06/28 10:38:54:983,3,90,23ms
2025/06/28 10:38:55:015,2,255,24ms
2025/06/28 10:38:55:084,3,0,23ms
2025/06/28 10:38:55:116,2,0,24ms
2025/06/28 10:38:55:688,6,255,23ms
2025/06/28 10:38:55:756,6,0,23ms
2025/06/28 10:38:56:129,6,255,23ms
2025/06/28 10:38:56:197,6,0,23ms
2025/06/28 10:39:01:389,2,255,23ms
2025/06/28 10:39:01:497,2,0,23ms
2025/06/28 10:39:01:982,3,255,23ms
2025/06/28 10:39:02:049,3,0,23ms
2025/06/28 10:39:02:080,2,255,23ms
2025/06/28 10:39:02:189,2,0,23ms
2025/06/28 10:39:03:470,1,255,23ms
2025/06/28 10:39:03:580,1,0,23ms
2025/06/28 10:39:03:611,4,255,23ms
2025/06/28 10:39:03:721,4,0,23ms
2025/06/28 10:39:03:873,4,255,24ms
2025/06/28 10:39:03:979,4,0,25ms
2025/06/28 10:39:05:235,5,255,24ms
2025/06/28 10:39:05:394,5,0,23ms
2025/06/28 10:39:05:425,4,255,23ms
2025/06/28 10:39:05:510,4,0,23ms
2025/06/28 10:39:05:817,5,255,23ms
2025/06/28 10:39:05:977,5,0,23ms
2025/06/28 10:39:06:008,4,255,23ms
2025/06/28 10:39:06:091,4,0,23ms
2025/06/28 10:39:15:711,3,255,24ms
2025/06/28 10:39:15:773,3,0,23ms
2025/06/28 10:39:15:804,3,0,23ms
2025/06/28 10:39:15:836,2,255,24ms
2025/06/28 10:39:15:948,3,0,23ms
2025/06/28 10:39:15:979,2,0,24ms
2025/06/28 10:39:39:280,2,255,23ms
2025/06/28 10:39:39:405,2,0,23ms
2025/06/28 10:39:40:107,3,90,23ms
2025/06/28 10:39:40:139,2,255,24ms
2025/06/28 10:39:40:208,3,0,23ms
2025/06/28 10:39:40:239,2,0,24ms
2025/06/28 10:39:40:813,6,255,24ms
2025/06/28 10:39:40:880,6,0,24ms
2025/06/28 10:39:41:272,6,255,24ms
2025/06/28 10:39:41:339,6,0,23ms
2025/06/28 10:39:46:501,2,255,23ms
2025/06/28 10:39:46:610,2,0,24ms
2025/06/28 10:39:47:101,3,255,23ms
2025/06/28 10:39:47:170,3,0,23ms
2025/06/28 10:39:47:201,2,255,24ms
2025/06/28 10:39:47:314,2,0,24ms
2025/06/28 10:39:48:594,1,255,23ms
2025/06/28 10:39:48:705,1,0,23ms
2025/06/28 10:39:48:736,4,255,23ms
2025/06/28 10:39:48:841,4,0,24ms
2025/06/28 10:39:48:990,4,255,24ms
2025/06/28 10:39:49:098,4,0,23ms
2025/06/28 10:39:50:362,5,255,23ms
2025/06/28 10:39:50:524,5,0,23ms
2025/06/28 10:39:50:555,4,255,23ms
2025/06/28 10:39:50:640,4,0,24ms
2025/06/28 10:39:50:905,5,255,24ms
2025/06/28 10:39:51:067,5,0,24ms
2025/06/28 10:39:51:097,4,255,23ms
2025/06/28 10:39:51:180,4,0,23ms
2025/06/28 10:40:01:101,3,255,24ms
2025/06/28 10:40:01:163,3,0,24ms
2025/06/28 10:40:01:193,3,0,23ms
2025/06/28 10:40:01:224,2,255,24ms
2025/06/28 10:40:01:332,3,0,24ms
2025/06/28 10:40:01:363,2,0,24ms
2025/06/28 10:40:02:688,2,255,23ms
2025/06/28 10:40:02:782,2,0,23ms
2025/06/28 10:42:02:827,2,255,23ms
2025/06/28 10:42:02:951,2,0,24ms
2025/06/28 10:42:03:686,3,90,23ms
2025/06/28 10:42:03:718,2,255,24ms
2025/06/28 10:42:03:788,3,0,23ms
2025/06/28 10:42:03:819,2,0,23ms
2025/06/28 10:42:04:392,6,255,23ms
2025/06/28 10:42:04:464,6,0,24ms
2025/06/28 10:42:04:934,6,255,23ms
2025/06/28 10:42:05:001,6,0,23ms
2025/06/28 10:42:10:954,2,255,24ms
2025/06/28 10:42:11:062,2,0,23ms
2025/06/28 10:42:11:551,3,255,23ms
2025/06/28 10:42:11:620,3,0,23ms
2025/06/28 10:42:11:651,2,255,24ms
2025/06/28 10:42:11:762,2,0,24ms
2025/06/28 10:42:13:048,1,255,23ms
2025/06/28 10:42:13:159,1,0,24ms
2025/06/28 10:42:13:189,4,255,23ms
2025/06/28 10:42:13:297,4,0,23ms
2025/06/28 10:42:13:447,4,255,24ms
2025/06/28 10:42:13:550,4,0,24ms
2025/06/28 10:42:14:847,5,255,24ms
2025/06/28 10:42:15:011,5,0,23ms
2025/06/28 10:42:15:042,4,255,23ms
2025/06/28 10:42:15:125,4,0,23ms
2025/06/28 10:42:15:328,5,255,23ms
2025/06/28 10:42:15:488,5,0,24ms
2025/06/28 10:42:15:519,4,255,24ms
2025/06/28 10:42:15:604,4,0,24ms
2025/06/28 10:42:25:725,3,255,23ms
2025/06/28 10:42:25:787,3,0,23ms
2025/06/28 10:42:25:818,3,0,23ms
2025/06/28 10:42:25:849,2,255,23ms
2025/06/28 10:42:25:959,3,0,24ms
2025/06/28 10:42:25:990,2,0,24ms
2025/06/28 10:43:28:403,2,255,23ms
2025/06/28 10:43:28:527,2,0,24ms
2025/06/28 10:43:29:219,3,90,24ms
2025/06/28 10:43:29:250,2,255,24ms
2025/06/28 10:43:29:321,3,0,24ms
2025/06/28 10:43:29:351,2,0,23ms
2025/06/28 10:43:29:890,6,255,23ms
2025/06/28 10:43:29:959,6,0,24ms
2025/06/28 10:43:30:374,6,255,23ms
2025/06/28 10:43:30:442,6,0,23ms
2025/06/28 10:43:35:667,2,255,24ms
2025/06/28 10:43:35:774,2,0,23ms
2025/06/28 10:43:36:256,3,255,24ms
2025/06/28 10:43:36:324,3,0,24ms
2025/06/28 10:43:36:355,2,255,23ms
2025/06/28 10:43:36:463,2,0,23ms
2025/06/28 10:43:37:754,1,255,24ms
2025/06/28 10:43:37:865,1,0,23ms
2025/06/28 10:43:37:896,4,255,23ms
2025/06/28 10:43:38:005,4,0,23ms
2025/06/28 10:43:38:154,4,255,24ms
2025/06/28 10:43:38:258,4,0,23ms
2025/06/28 10:43:39:539,5,255,24ms
2025/06/28 10:43:39:697,5,0,23ms
2025/06/28 10:43:39:728,4,255,23ms
2025/06/28 10:43:39:813,4,0,24ms
2025/06/28 10:43:40:127,5,255,24ms
2025/06/28 10:43:40:285,5,0,23ms
2025/06/28 10:43:40:316,4,255,23ms
2025/06/28 10:43:40:400,4,0,23ms
2025/06/28 10:43:49:850,3,255,24ms
2025/06/28 10:43:49:911,3,0,23ms
2025/06/28 10:43:49:942,3,0,23ms
2025/06/28 10:43:49:974,2,255,24ms
2025/06/28 10:43:50:082,3,0,23ms
2025/06/28 10:43:50:113,2,0,23ms
2025/06/28 10:43:51:442,2,255,23ms
2025/06/28 10:43:51:536,2,0,23ms
2025/06/28 10:43:52:533,6,255,24ms
2025/06/28 10:43:52:600,6,0,24ms
2025/06/28 10:43:53:048,6,255,24ms
2025/06/28 10:43:53:116,6,0,23ms
2025/06/28 10:43:53:715,6,255,25ms
2025/06/28 10:43:53:783,6,0,24ms
2025/06/28 10:44:11:782,2,255,24ms
2025/06/28 10:44:11:905,2,0,24ms
2025/06/28 10:44:12:573,3,90,24ms
2025/06/28 10:44:12:603,2,255,23ms
2025/06/28 10:44:12:668,3,0,23ms
2025/06/28 10:44:12:700,2,0,23ms
2025/06/28 10:44:13:272,6,255,24ms
2025/06/28 10:44:13:343,6,0,23ms
2025/06/28 10:44:13:776,6,255,23ms
2025/06/28 10:44:13:849,6,0,24ms
2025/06/28 10:44:19:048,2,255,23ms
2025/06/28 10:44:19:156,2,0,23ms
2025/06/28 10:44:19:638,3,255,24ms
2025/06/28 10:44:19:704,3,0,23ms
2025/06/28 10:44:19:735,2,255,23ms
2025/06/28 10:44:19:844,2,0,23ms
2025/06/28 10:44:21:132,1,255,23ms
2025/06/28 10:44:21:243,1,0,23ms
2025/06/28 10:44:21:274,4,255,23ms
2025/06/28 10:44:21:381,4,0,24ms
2025/06/28 10:44:21:532,4,255,24ms
2025/06/28 10:44:21:636,4,0,23ms
2025/06/28 10:44:22:909,5,255,24ms
2025/06/28 10:44:23:071,5,0,23ms
2025/06/28 10:44:23:102,4,255,23ms
2025/06/28 10:44:23:187,4,0,23ms
2025/06/28 10:44:23:475,5,255,24ms
2025/06/28 10:44:23:637,5,0,23ms
2025/06/28 10:44:23:667,4,255,23ms
2025/06/28 10:44:23:749,4,0,23ms
2025/06/28 10:44:33:875,3,255,24ms
2025/06/28 10:44:33:941,3,0,23ms
2025/06/28 10:44:33:972,3,0,23ms
2025/06/28 10:44:34:003,2,255,23ms
2025/06/28 10:44:34:116,3,0,24ms
2025/06/28 10:44:34:146,2,0,24ms
2025/06/28 10:45:45:122,2,255,24ms
2025/06/28 10:45:45:246,2,0,23ms
2025/06/28 10:45:45:953,3,90,24ms
2025/06/28 10:45:45:985,2,255,25ms
2025/06/28 10:45:46:052,3,0,23ms
2025/06/28 10:45:46:083,2,0,24ms
2025/06/28 10:45:46:668,6,255,24ms
2025/06/28 10:45:46:736,6,0,23ms
2025/06/28 10:45:47:132,6,255,24ms
2025/06/28 10:45:47:198,6,0,22ms
2025/06/28 10:45:52:394,2,255,23ms
2025/06/28 10:45:52:502,2,0,24ms
2025/06/28 10:45:52:982,3,255,23ms
2025/06/28 10:45:53:050,3,0,23ms
2025/06/28 10:45:53:081,2,255,23ms
2025/06/28 10:45:53:190,2,0,23ms
2025/06/28 10:45:54:470,1,255,23ms
2025/06/28 10:45:54:579,1,0,23ms
2025/06/28 10:45:54:610,4,255,23ms
2025/06/28 10:45:54:716,4,0,23ms
2025/06/28 10:45:54:867,4,255,23ms
2025/06/28 10:45:54:970,4,0,23ms
2025/06/28 10:45:56:253,5,255,24ms
2025/06/28 10:45:56:414,5,0,24ms
2025/06/28 10:45:56:444,4,255,23ms
2025/06/28 10:45:56:528,4,0,24ms
2025/06/28 10:45:56:814,5,255,24ms
2025/06/28 10:45:56:973,5,0,23ms
2025/06/28 10:45:57:004,4,255,23ms
2025/06/28 10:45:57:088,4,0,23ms
2025/06/28 10:46:06:888,3,255,23ms
2025/06/28 10:46:06:950,3,0,24ms
2025/06/28 10:46:06:981,3,0,24ms
2025/06/28 10:46:07:012,2,255,24ms
2025/06/28 10:46:07:121,3,0,23ms
2025/06/28 10:46:07:152,2,0,23ms
2025/06/28 10:46:08:487,2,255,23ms
2025/06/28 10:46:08:581,2,0,23ms
2025/06/28 10:46:45:934,2,255,24ms
2025/06/28 10:46:46:058,2,0,23ms
2025/06/28 10:46:46:742,3,90,23ms
2025/06/28 10:46:46:773,2,255,23ms
2025/06/28 10:46:46:844,3,0,24ms
2025/06/28 10:46:46:873,2,0,24ms
2025/06/28 10:46:47:451,6,255,23ms
2025/06/28 10:46:47:518,6,0,23ms
2025/06/28 10:46:47:908,6,255,24ms
2025/06/28 10:46:47:977,6,0,24ms
2025/06/28 10:46:53:139,2,255,23ms
2025/06/28 10:46:53:246,2,0,25ms
2025/06/28 10:46:53:725,3,255,23ms
2025/06/28 10:46:53:795,3,0,24ms
2025/06/28 10:46:53:826,2,255,23ms
2025/06/28 10:46:53:938,2,0,23ms
2025/06/28 10:46:55:228,1,255,24ms
2025/06/28 10:46:55:338,1,0,23ms
2025/06/28 10:46:55:369,4,255,23ms
2025/06/28 10:46:55:469,4,0,23ms
2025/06/28 10:46:55:623,4,255,23ms
2025/06/28 10:46:55:728,4,0,23ms
2025/06/28 10:46:57:010,5,255,24ms
2025/06/28 10:46:57:173,5,0,23ms
2025/06/28 10:46:57:204,4,255,23ms
2025/06/28 10:46:57:288,4,0,23ms
2025/06/28 10:46:57:560,5,255,24ms
2025/06/28 10:46:57:718,5,0,23ms
2025/06/28 10:46:57:749,4,255,23ms
2025/06/28 10:46:57:831,4,0,23ms
2025/06/28 10:47:07:891,3,255,23ms
2025/06/28 10:47:07:953,3,0,24ms
2025/06/28 10:47:07:984,3,0,23ms
2025/06/28 10:47:08:015,2,255,23ms
2025/06/28 10:47:08:123,3,0,24ms
2025/06/28 10:47:08:154,2,0,24ms
2025/06/28 10:48:37:367,2,255,24ms
2025/06/28 10:48:37:492,2,0,24ms
2025/06/28 10:48:38:174,3,90,23ms
2025/06/28 10:48:38:206,2,255,24ms
2025/06/28 10:48:38:275,3,0,23ms
2025/06/28 10:48:38:307,2,0,24ms
2025/06/28 10:48:38:880,6,255,24ms
2025/06/28 10:48:38:948,6,0,24ms
2025/06/28 10:48:39:377,6,255,24ms
2025/06/28 10:48:39:443,6,0,24ms
2025/06/28 10:48:45:171,2,255,23ms
2025/06/28 10:48:45:280,2,0,24ms
2025/06/28 10:48:45:758,3,255,23ms
2025/06/28 10:48:45:824,3,0,24ms
2025/06/28 10:48:45:856,2,255,24ms
2025/06/28 10:48:45:966,2,0,22ms
2025/06/28 10:48:47:253,1,255,23ms
2025/06/28 10:48:47:364,1,0,23ms
2025/06/28 10:48:47:395,4,255,23ms
2025/06/28 10:48:47:502,4,0,24ms
2025/06/28 10:48:47:652,4,255,24ms
2025/06/28 10:48:47:756,4,0,23ms
2025/06/28 10:48:49:043,5,255,23ms
2025/06/28 10:48:49:208,5,0,23ms
2025/06/28 10:48:49:239,4,255,23ms
2025/06/28 10:48:49:322,4,0,24ms
2025/06/28 10:48:49:595,5,255,23ms
2025/06/28 10:48:49:758,5,0,24ms
2025/06/28 10:48:49:789,4,255,23ms
2025/06/28 10:48:49:871,4,0,23ms
2025/06/28 10:48:59:529,3,255,23ms
2025/06/28 10:48:59:590,3,0,23ms
2025/06/28 10:48:59:621,3,0,24ms
2025/06/28 10:48:59:653,2,255,24ms
2025/06/28 10:48:59:760,3,0,24ms
2025/06/28 10:48:59:791,2,0,23ms
2025/06/28 10:49:01:126,2,255,24ms
2025/06/28 10:49:01:221,2,0,23ms
2025/06/28 10:50:53:274,2,255,24ms
2025/06/28 10:50:53:397,2,0,23ms
2025/06/28 10:50:54:111,3,90,24ms
2025/06/28 10:50:54:141,2,255,23ms
2025/06/28 10:50:54:209,3,0,23ms
2025/06/28 10:50:54:241,2,0,24ms
2025/06/28 10:50:54:822,6,255,23ms
2025/06/28 10:50:54:890,6,0,23ms
2025/06/28 10:50:55:316,6,255,24ms
2025/06/28 10:50:55:384,6,0,24ms
2025/06/28 10:51:00:584,2,255,23ms
2025/06/28 10:51:00:694,2,0,24ms
2025/06/28 10:51:01:173,3,255,23ms
2025/06/28 10:51:01:242,3,0,24ms
2025/06/28 10:51:01:273,2,255,23ms
2025/06/28 10:51:01:383,2,0,23ms
2025/06/28 10:51:02:660,1,255,23ms
2025/06/28 10:51:02:771,1,0,23ms
2025/06/28 10:51:02:801,4,255,23ms
2025/06/28 10:51:02:907,4,0,25ms
2025/06/28 10:51:03:055,4,255,25ms
2025/06/28 10:51:03:160,4,0,23ms
2025/06/28 10:51:04:464,5,255,23ms
2025/06/28 10:51:04:625,5,0,24ms
2025/06/28 10:51:04:656,4,255,23ms
2025/06/28 10:51:04:739,4,0,23ms
2025/06/28 10:51:05:057,5,255,23ms
2025/06/28 10:51:05:215,5,0,24ms
2025/06/28 10:51:05:246,4,255,23ms
2025/06/28 10:51:05:329,4,0,24ms
2025/06/28 10:51:15:124,3,255,23ms
2025/06/28 10:51:15:187,3,0,23ms
2025/06/28 10:51:15:218,3,0,23ms
2025/06/28 10:51:15:249,2,255,24ms
2025/06/28 10:51:15:361,3,0,23ms
2025/06/28 10:51:15:392,2,0,24ms
2025/06/28 10:52:20:755,2,255,24ms
2025/06/28 10:52:20:881,2,0,24ms
2025/06/28 10:52:21:576,3,90,22ms
2025/06/28 10:52:21:608,2,255,24ms
2025/06/28 10:52:21:678,3,0,23ms
2025/06/28 10:52:21:709,2,0,23ms
2025/06/28 10:52:22:291,6,255,23ms
