时间,通道,亮度,设置时间
2025/06/28 08:24:52:977,3,0,24ms
2025/06/28 08:24:53:008,2,0,24ms
2025/06/28 08:24:55:312,2,255,23ms
2025/06/28 08:24:55:438,2,0,24ms
2025/06/28 08:24:56:132,3,90,24ms
2025/06/28 08:24:56:163,2,255,23ms
2025/06/28 08:24:56:228,3,0,24ms
2025/06/28 08:24:56:259,2,0,24ms
2025/06/28 08:24:56:839,6,255,23ms
2025/06/28 08:24:56:908,6,0,25ms
2025/06/28 08:24:57:129,6,255,23ms
2025/06/28 08:24:57:201,6,0,23ms
2025/06/28 08:25:08:258,2,255,24ms
2025/06/28 08:25:08:371,2,0,23ms
2025/06/28 08:25:08:858,3,255,23ms
2025/06/28 08:25:08:927,3,0,24ms
2025/06/28 08:25:08:957,2,255,23ms
2025/06/28 08:25:09:068,2,0,24ms
2025/06/28 08:25:10:356,1,255,23ms
2025/06/28 08:25:10:466,1,0,23ms
2025/06/28 08:25:10:497,4,255,23ms
2025/06/28 08:25:10:600,4,0,23ms
2025/06/28 08:25:10:751,4,255,23ms
2025/06/28 08:25:10:855,4,0,23ms
2025/06/28 08:25:12:115,5,255,24ms
2025/06/28 08:25:12:273,5,0,23ms
2025/06/28 08:25:12:304,4,255,23ms
2025/06/28 08:25:12:388,4,0,23ms
2025/06/28 08:25:12:682,5,255,24ms
2025/06/28 08:25:12:845,5,0,23ms
2025/06/28 08:25:12:876,4,255,23ms
2025/06/28 08:25:12:961,4,0,24ms
2025/06/28 08:25:22:843,3,255,23ms
2025/06/28 08:25:22:906,3,0,24ms
2025/06/28 08:25:22:936,3,0,23ms
2025/06/28 08:25:22:968,2,255,25ms
2025/06/28 08:25:23:076,3,0,23ms
2025/06/28 08:25:23:106,2,0,23ms
2025/06/28 08:25:24:430,2,255,23ms
2025/06/28 08:25:24:524,2,0,23ms
2025/06/28 08:54:07:276,2,255,23ms
2025/06/28 08:54:07:400,2,0,24ms
2025/06/28 08:54:08:119,3,90,23ms
2025/06/28 08:54:08:150,2,255,23ms
2025/06/28 08:54:08:215,3,0,23ms
2025/06/28 08:54:08:246,2,0,23ms
2025/06/28 08:54:08:832,6,255,24ms
2025/06/28 08:54:08:900,6,0,23ms
2025/06/28 08:54:09:271,6,255,23ms
2025/06/28 08:54:09:339,6,0,24ms
2025/06/28 08:54:14:469,2,255,24ms
2025/06/28 08:54:14:584,2,0,23ms
2025/06/28 08:54:15:063,3,255,24ms
2025/06/28 08:54:15:122,3,0,23ms
2025/06/28 08:54:15:153,3,0,24ms
2025/06/28 08:54:15:184,2,255,24ms
2025/06/28 08:54:15:294,3,0,24ms
2025/06/28 08:54:15:326,2,0,25ms
2025/06/28 08:54:16:628,1,255,23ms
2025/06/28 08:54:16:738,1,0,23ms
2025/06/28 08:54:16:769,4,255,23ms
2025/06/28 08:54:16:876,4,0,23ms
2025/06/28 08:54:17:023,4,255,23ms
2025/06/28 08:54:17:128,4,0,23ms
2025/06/28 08:54:18:408,5,255,24ms
2025/06/28 08:54:18:567,5,0,23ms
2025/06/28 08:54:18:598,4,255,24ms
2025/06/28 08:54:18:683,4,0,24ms
2025/06/28 08:54:18:976,5,255,23ms
2025/06/28 08:54:19:141,5,0,23ms
2025/06/28 08:54:19:172,4,255,23ms
2025/06/28 08:54:19:255,4,0,23ms
2025/06/28 08:54:29:383,3,255,24ms
2025/06/28 08:54:29:451,3,0,24ms
2025/06/28 08:54:29:482,3,255,23ms
2025/06/28 08:54:29:512,2,0,23ms
2025/06/28 08:54:29:592,3,0,22ms
2025/06/28 08:54:29:624,2,0,23ms
2025/06/28 08:54:31:996,2,255,23ms
2025/06/28 08:54:32:119,2,0,23ms
2025/06/28 08:54:32:839,3,90,24ms
2025/06/28 08:54:32:870,2,255,23ms
2025/06/28 08:54:32:941,3,0,24ms
2025/06/28 08:54:32:971,2,0,23ms
2025/06/28 08:54:33:546,6,255,24ms
2025/06/28 08:54:33:613,6,0,23ms
2025/06/28 08:54:34:018,6,255,24ms
2025/06/28 08:54:34:085,6,0,24ms
2025/06/28 08:54:55:869,2,255,24ms
2025/06/28 08:54:55:980,2,0,23ms
2025/06/28 08:54:56:464,3,255,23ms
2025/06/28 08:54:56:523,3,0,23ms
2025/06/28 08:54:56:556,3,0,25ms
2025/06/28 08:54:56:585,2,255,23ms
2025/06/28 08:54:56:695,3,0,24ms
2025/06/28 08:54:56:726,2,0,23ms
2025/06/28 08:54:58:016,1,255,25ms
2025/06/28 08:54:58:127,1,0,23ms
2025/06/28 08:54:58:158,4,255,23ms
2025/06/28 08:54:58:259,4,0,24ms
2025/06/28 08:54:58:409,4,255,24ms
2025/06/28 08:54:58:513,4,0,23ms
2025/06/28 08:54:59:793,5,255,24ms
2025/06/28 08:54:59:953,5,0,23ms
2025/06/28 08:54:59:985,4,255,24ms
2025/06/28 08:55:00:068,4,0,24ms
2025/06/28 08:55:00:401,5,255,24ms
2025/06/28 08:55:00:562,5,0,23ms
2025/06/28 08:55:00:593,4,255,23ms
2025/06/28 08:55:00:677,4,0,23ms
2025/06/28 08:55:10:771,3,255,24ms
2025/06/28 08:55:10:835,3,0,24ms
2025/06/28 08:55:10:865,3,255,23ms
2025/06/28 08:55:10:897,2,0,24ms
2025/06/28 08:55:10:972,3,0,24ms
2025/06/28 08:55:11:002,2,0,24ms
2025/06/28 08:55:12:330,2,255,24ms
2025/06/28 08:55:12:424,2,0,23ms
2025/06/28 08:55:13:613,2,255,23ms
2025/06/28 08:55:13:738,2,0,23ms
2025/06/28 08:55:14:474,3,90,23ms
2025/06/28 08:55:14:505,2,255,23ms
2025/06/28 08:55:14:569,3,0,23ms
2025/06/28 08:55:14:600,2,0,23ms
2025/06/28 08:55:15:188,6,255,24ms
2025/06/28 08:55:15:259,6,0,24ms
2025/06/28 08:55:15:665,6,255,23ms
2025/06/28 08:55:15:733,6,0,23ms
2025/06/28 08:55:27:562,2,255,24ms
2025/06/28 08:55:27:669,2,0,23ms
2025/06/28 08:55:28:157,3,255,23ms
2025/06/28 08:55:28:217,3,0,24ms
2025/06/28 08:55:28:247,3,0,23ms
2025/06/28 08:55:28:279,2,255,24ms
2025/06/28 08:55:28:390,3,0,23ms
2025/06/28 08:55:28:422,2,0,24ms
2025/06/28 08:55:29:702,1,255,23ms
2025/06/28 08:55:29:814,1,0,23ms
2025/06/28 08:55:29:845,4,255,23ms
2025/06/28 08:55:29:945,4,0,24ms
2025/06/28 08:55:30:092,4,255,24ms
2025/06/28 08:55:30:196,4,0,23ms
2025/06/28 08:55:31:454,5,255,24ms
2025/06/28 08:55:31:614,5,0,23ms
2025/06/28 08:55:31:645,4,255,23ms
2025/06/28 08:55:31:729,4,0,24ms
2025/06/28 08:55:32:017,5,255,23ms
2025/06/28 08:55:32:175,5,0,22ms
2025/06/28 08:55:32:207,4,255,23ms
2025/06/28 08:55:32:291,4,0,24ms
2025/06/28 08:55:41:728,3,255,24ms
2025/06/28 08:55:41:797,3,0,23ms
2025/06/28 08:55:41:827,3,255,23ms
2025/06/28 08:55:41:859,2,0,24ms
2025/06/28 08:55:41:938,3,0,24ms
2025/06/28 08:55:41:968,2,0,23ms
2025/06/28 08:55:44:260,2,255,23ms
2025/06/28 08:55:44:385,2,0,25ms
2025/06/28 08:55:45:087,3,90,24ms
2025/06/28 08:55:45:118,2,255,24ms
2025/06/28 08:55:45:182,3,0,23ms
2025/06/28 08:55:45:213,2,0,24ms
2025/06/28 08:55:45:791,6,255,23ms
2025/06/28 08:55:45:858,6,0,23ms
2025/06/28 08:55:46:252,6,255,24ms
2025/06/28 08:55:46:319,6,0,23ms
2025/06/28 08:55:58:048,2,255,23ms
2025/06/28 08:55:58:159,2,0,23ms
2025/06/28 08:55:58:642,3,255,23ms
2025/06/28 08:55:58:700,3,0,23ms
2025/06/28 08:55:58:731,3,0,23ms
2025/06/28 08:55:58:763,2,255,24ms
2025/06/28 08:55:58:869,3,0,24ms
2025/06/28 08:55:58:901,2,0,24ms
2025/06/28 08:56:00:177,1,255,23ms
2025/06/28 08:56:00:287,1,0,24ms
2025/06/28 08:56:00:318,4,255,23ms
2025/06/28 08:56:00:424,4,0,23ms
2025/06/28 08:56:00:569,4,255,24ms
2025/06/28 08:56:00:674,4,0,23ms
2025/06/28 08:56:01:931,5,255,23ms
2025/06/28 08:56:02:091,5,0,23ms
2025/06/28 08:56:02:122,4,255,23ms
2025/06/28 08:56:02:205,4,0,24ms
2025/06/28 08:56:02:485,5,255,23ms
2025/06/28 08:56:02:649,5,0,24ms
2025/06/28 08:56:02:679,4,255,23ms
2025/06/28 08:56:02:763,4,0,23ms
2025/06/28 08:56:12:775,3,255,23ms
2025/06/28 08:56:12:843,3,0,24ms
2025/06/28 08:56:12:874,3,255,23ms
2025/06/28 08:56:12:906,2,0,24ms
2025/06/28 08:56:12:982,3,0,24ms
2025/06/28 08:56:13:013,2,0,23ms
2025/06/28 08:56:14:333,2,255,24ms
2025/06/28 08:56:14:426,2,0,23ms
2025/06/28 08:56:15:623,2,255,24ms
2025/06/28 08:56:15:748,2,0,23ms
2025/06/28 08:56:16:506,3,90,24ms
2025/06/28 08:56:16:536,2,255,23ms
2025/06/28 08:56:16:601,3,0,24ms
2025/06/28 08:56:16:631,2,0,23ms
2025/06/28 08:56:17:208,6,255,24ms
2025/06/28 08:56:17:278,6,0,23ms
2025/06/28 08:56:17:654,6,255,23ms
2025/06/28 08:56:17:722,6,0,24ms
2025/06/28 08:56:29:546,2,255,23ms
2025/06/28 08:56:29:658,2,0,24ms
2025/06/28 08:56:30:138,3,255,24ms
2025/06/28 08:56:30:197,3,0,23ms
2025/06/28 08:56:30:228,3,0,23ms
2025/06/28 08:56:30:260,2,255,24ms
2025/06/28 08:56:30:365,3,0,23ms
2025/06/28 08:56:30:396,2,0,23ms
2025/06/28 08:56:31:680,1,255,24ms
2025/06/28 08:56:31:791,1,0,23ms
2025/06/28 08:56:31:822,4,255,23ms
2025/06/28 08:56:31:931,4,0,25ms
2025/06/28 08:56:32:083,4,255,24ms
2025/06/28 08:56:32:188,4,0,23ms
2025/06/28 08:56:33:469,5,255,24ms
2025/06/28 08:56:33:631,5,0,23ms
2025/06/28 08:56:33:662,4,255,23ms
2025/06/28 08:56:33:747,4,0,24ms
2025/06/28 08:56:34:089,5,255,23ms
2025/06/28 08:56:34:250,5,0,23ms
2025/06/28 08:56:34:281,4,255,23ms
2025/06/28 08:56:34:364,4,0,23ms
2025/06/28 08:56:44:054,3,255,25ms
2025/06/28 08:56:44:123,3,0,24ms
2025/06/28 08:56:44:154,3,255,23ms
2025/06/28 08:56:44:185,2,0,23ms
2025/06/28 08:56:44:264,3,0,23ms
2025/06/28 08:56:44:295,2,0,24ms
2025/06/28 08:56:46:593,2,255,22ms
2025/06/28 08:56:46:719,2,0,23ms
2025/06/28 08:56:47:465,3,90,23ms
2025/06/28 08:56:47:496,2,255,24ms
2025/06/28 08:56:47:567,3,0,23ms
2025/06/28 08:56:47:599,2,0,24ms
2025/06/28 08:56:48:182,6,255,24ms
2025/06/28 08:56:48:249,6,0,23ms
2025/06/28 08:56:48:639,6,255,24ms
2025/06/28 08:56:48:717,6,0,23ms
2025/06/28 08:56:59:597,2,255,23ms
2025/06/28 08:56:59:710,2,0,23ms
2025/06/28 08:57:00:200,3,255,24ms
2025/06/28 08:57:00:259,3,0,23ms
2025/06/28 08:57:00:290,3,0,23ms
2025/06/28 08:57:00:321,2,255,23ms
2025/06/28 08:57:00:428,3,0,23ms
2025/06/28 08:57:00:459,2,0,23ms
2025/06/28 08:57:01:745,1,255,24ms
2025/06/28 08:57:01:855,1,0,23ms
2025/06/28 08:57:01:887,4,255,23ms
2025/06/28 08:57:01:993,4,0,24ms
2025/06/28 08:57:02:151,4,255,24ms
2025/06/28 08:57:02:255,4,0,23ms
2025/06/28 08:57:03:531,5,255,24ms
2025/06/28 08:57:03:695,5,0,24ms
2025/06/28 08:57:03:725,4,255,23ms
2025/06/28 08:57:03:810,4,0,23ms
2025/06/28 08:57:04:125,5,255,24ms
2025/06/28 08:57:04:285,5,0,24ms
2025/06/28 08:57:04:316,4,255,23ms
2025/06/28 08:57:04:399,4,0,24ms
2025/06/28 08:57:13:939,3,255,23ms
2025/06/28 08:57:14:007,3,0,23ms
2025/06/28 08:57:14:038,3,255,23ms
2025/06/28 08:57:14:070,2,0,24ms
2025/06/28 08:57:14:149,3,0,23ms
2025/06/28 08:57:14:181,2,0,25ms
2025/06/28 08:57:15:501,2,255,23ms
2025/06/28 08:57:15:596,2,0,24ms
2025/06/28 09:12:12:824,2,255,24ms
2025/06/28 09:12:12:948,2,0,23ms
2025/06/28 09:12:13:680,3,90,23ms
2025/06/28 09:12:13:711,2,255,23ms
2025/06/28 09:12:13:780,3,0,24ms
2025/06/28 09:12:13:811,2,0,23ms
2025/06/28 09:12:14:352,6,255,22ms
2025/06/28 09:12:14:420,6,0,23ms
2025/06/28 09:12:14:900,6,255,24ms
2025/06/28 09:12:14:972,6,0,23ms
2025/06/28 09:12:20:230,2,255,23ms
2025/06/28 09:12:20:339,2,0,24ms
2025/06/28 09:12:20:824,3,255,24ms
2025/06/28 09:12:20:892,3,0,23ms
2025/06/28 09:12:20:923,2,255,24ms
2025/06/28 09:12:21:031,2,0,23ms
2025/06/28 09:12:22:326,1,255,24ms
2025/06/28 09:12:22:437,1,0,24ms
2025/06/28 09:12:22:467,4,255,23ms
2025/06/28 09:12:22:568,4,0,23ms
2025/06/28 09:12:22:714,4,255,23ms
2025/06/28 09:12:22:818,4,0,24ms
2025/06/28 09:12:24:102,5,255,23ms
2025/06/28 09:12:24:263,5,0,23ms
2025/06/28 09:12:24:294,4,255,23ms
2025/06/28 09:12:24:377,4,0,23ms
2025/06/28 09:12:24:658,5,255,24ms
2025/06/28 09:12:24:818,5,0,23ms
2025/06/28 09:12:24:849,4,255,23ms
2025/06/28 09:12:24:934,4,0,23ms
2025/06/28 09:12:34:545,3,255,23ms
2025/06/28 09:12:34:608,3,0,23ms
2025/06/28 09:12:34:639,3,0,23ms
2025/06/28 09:12:34:670,2,255,23ms
2025/06/28 09:12:34:782,3,0,24ms
2025/06/28 09:12:34:813,2,0,23ms
2025/06/28 09:12:40:793,2,255,23ms
2025/06/28 09:12:40:919,2,0,24ms
2025/06/28 09:12:41:632,3,90,24ms
2025/06/28 09:12:41:663,2,255,24ms
2025/06/28 09:12:41:728,3,0,23ms
2025/06/28 09:12:41:758,2,0,23ms
2025/06/28 09:12:42:324,6,255,24ms
2025/06/28 09:12:42:390,6,0,23ms
2025/06/28 09:12:42:823,6,255,23ms
2025/06/28 09:12:42:891,6,0,23ms
2025/06/28 09:12:50:236,2,255,23ms
2025/06/28 09:12:50:343,2,0,23ms
2025/06/28 09:12:50:826,3,255,23ms
2025/06/28 09:12:50:894,3,0,23ms
2025/06/28 09:12:50:925,2,255,23ms
2025/06/28 09:12:51:034,2,0,23ms
2025/06/28 09:12:52:317,1,255,23ms
2025/06/28 09:12:52:428,1,0,23ms
2025/06/28 09:12:52:459,4,255,23ms
2025/06/28 09:12:52:565,4,0,24ms
2025/06/28 09:12:52:720,4,255,24ms
2025/06/28 09:12:52:824,4,0,23ms
2025/06/28 09:12:54:098,5,255,24ms
2025/06/28 09:12:54:262,5,0,23ms
2025/06/28 09:12:54:293,4,255,23ms
2025/06/28 09:12:54:378,4,0,23ms
2025/06/28 09:12:54:689,5,255,24ms
2025/06/28 09:12:54:852,5,0,24ms
2025/06/28 09:12:54:882,4,255,23ms
2025/06/28 09:12:54:966,4,0,23ms
2025/06/28 09:13:04:689,3,255,23ms
2025/06/28 09:13:04:752,3,0,23ms
2025/06/28 09:13:04:783,3,0,24ms
2025/06/28 09:13:04:815,2,255,24ms
2025/06/28 09:13:04:928,3,0,24ms
2025/06/28 09:13:04:959,2,0,24ms
2025/06/28 09:13:06:281,2,255,23ms
2025/06/28 09:13:06:371,2,0,24ms
2025/06/28 09:13:07:571,2,255,24ms
2025/06/28 09:13:07:695,2,0,23ms
2025/06/28 09:13:08:445,3,90,23ms
2025/06/28 09:13:08:477,2,255,24ms
2025/06/28 09:13:08:547,3,0,24ms
2025/06/28 09:13:08:580,2,0,25ms
2025/06/28 09:13:09:156,6,255,24ms
2025/06/28 09:13:09:222,6,0,23ms
2025/06/28 09:13:09:644,6,255,24ms
2025/06/28 09:13:09:709,6,0,23ms
2025/06/28 09:13:20:712,2,255,24ms
2025/06/28 09:13:20:819,2,0,23ms
2025/06/28 09:13:21:301,3,255,23ms
2025/06/28 09:13:21:370,3,0,24ms
2025/06/28 09:13:21:401,2,255,23ms
2025/06/28 09:13:21:510,2,0,23ms
2025/06/28 09:13:22:801,1,255,23ms
2025/06/28 09:13:22:912,1,0,24ms
2025/06/28 09:13:22:943,4,255,23ms
2025/06/28 09:13:23:051,4,0,24ms
2025/06/28 09:13:23:201,4,255,24ms
2025/06/28 09:13:23:304,4,0,23ms
2025/06/28 09:13:24:614,5,255,23ms
2025/06/28 09:13:24:778,5,0,24ms
2025/06/28 09:13:24:808,4,255,23ms
2025/06/28 09:13:24:891,4,0,23ms
2025/06/28 09:13:25:214,5,255,23ms
2025/06/28 09:13:25:375,5,0,23ms
2025/06/28 09:13:25:406,4,255,23ms
2025/06/28 09:13:25:490,4,0,23ms
2025/06/28 09:13:35:596,3,255,24ms
2025/06/28 09:13:35:659,3,0,24ms
2025/06/28 09:13:35:690,3,0,24ms
2025/06/28 09:13:35:722,2,255,24ms
2025/06/28 09:13:35:831,3,0,23ms
2025/06/28 09:13:35:861,2,0,23ms
2025/06/28 09:18:48:369,2,255,24ms
2025/06/28 09:18:48:495,2,0,23ms
2025/06/28 09:18:49:172,3,90,23ms
2025/06/28 09:18:49:203,2,255,24ms
2025/06/28 09:18:49:268,3,0,24ms
2025/06/28 09:18:49:298,2,0,23ms
2025/06/28 09:18:49:875,6,255,23ms
2025/06/28 09:18:49:943,6,0,23ms
2025/06/28 09:18:50:346,6,255,23ms
2025/06/28 09:18:50:418,6,0,23ms
2025/06/28 09:18:55:592,2,255,23ms
2025/06/28 09:18:55:699,2,0,24ms
2025/06/28 09:18:56:185,3,255,23ms
2025/06/28 09:18:56:252,3,0,23ms
2025/06/28 09:18:56:283,2,255,23ms
2025/06/28 09:18:56:392,2,0,23ms
2025/06/28 09:18:57:680,1,255,23ms
2025/06/28 09:18:57:791,1,0,23ms
2025/06/28 09:18:57:822,4,255,23ms
2025/06/28 09:18:57:928,4,0,24ms
2025/06/28 09:18:58:073,4,255,23ms
2025/06/28 09:18:58:179,4,0,25ms
2025/06/28 09:18:59:455,5,255,23ms
2025/06/28 09:18:59:615,5,0,23ms
2025/06/28 09:18:59:646,4,255,23ms
2025/06/28 09:18:59:729,4,0,23ms
2025/06/28 09:18:59:999,5,255,24ms
2025/06/28 09:19:00:158,5,0,24ms
2025/06/28 09:19:00:189,4,255,23ms
2025/06/28 09:19:00:272,4,0,23ms
2025/06/28 09:19:10:311,3,255,24ms
2025/06/28 09:19:10:373,3,0,23ms
2025/06/28 09:19:10:404,3,0,24ms
2025/06/28 09:19:10:435,2,255,23ms
2025/06/28 09:19:10:543,3,0,23ms
2025/06/28 09:19:10:576,2,0,25ms
2025/06/28 09:19:11:920,2,255,24ms
2025/06/28 09:19:12:013,2,0,23ms
2025/06/28 09:19:19:629,2,255,24ms
2025/06/28 09:19:19:757,2,0,24ms
2025/06/28 09:19:20:449,3,90,24ms
2025/06/28 09:19:20:479,2,255,24ms
2025/06/28 09:19:20:544,3,0,24ms
2025/06/28 09:19:20:576,2,0,24ms
2025/06/28 09:19:21:148,6,255,24ms
2025/06/28 09:19:21:215,6,0,23ms
2025/06/28 09:19:21:637,6,255,24ms
2025/06/28 09:19:21:703,6,0,23ms
2025/06/28 09:19:26:855,2,255,23ms
2025/06/28 09:19:26:962,2,0,24ms
2025/06/28 09:19:27:446,3,255,23ms
2025/06/28 09:19:27:513,3,0,23ms
2025/06/28 09:19:27:544,2,255,23ms
2025/06/28 09:19:27:652,2,0,24ms
2025/06/28 09:19:28:941,1,255,24ms
2025/06/28 09:19:29:052,1,0,23ms
2025/06/28 09:19:29:083,4,255,24ms
2025/06/28 09:19:29:192,4,0,24ms
2025/06/28 09:19:29:339,4,255,24ms
2025/06/28 09:19:29:442,4,0,24ms
2025/06/28 09:19:30:710,5,255,24ms
2025/06/28 09:19:30:872,5,0,23ms
2025/06/28 09:19:30:903,4,255,23ms
2025/06/28 09:19:30:985,4,0,24ms
2025/06/28 09:19:31:210,5,255,23ms
2025/06/28 09:19:31:369,5,0,23ms
2025/06/28 09:19:31:400,4,255,23ms
2025/06/28 09:19:31:486,4,0,24ms
2025/06/28 09:19:41:070,3,255,23ms
2025/06/28 09:19:41:131,3,0,23ms
2025/06/28 09:19:41:162,3,0,23ms
2025/06/28 09:19:41:195,2,255,24ms
2025/06/28 09:19:41:307,3,0,23ms
2025/06/28 09:19:41:339,2,0,24ms
2025/06/28 09:19:46:024,2,255,23ms
2025/06/28 09:19:46:150,2,0,24ms
2025/06/28 09:19:46:817,3,90,23ms
2025/06/28 09:19:46:848,2,255,23ms
2025/06/28 09:19:46:914,3,0,23ms
2025/06/28 09:19:46:945,2,0,23ms
2025/06/28 09:19:47:485,6,255,23ms
2025/06/28 09:19:47:552,6,0,23ms
2025/06/28 09:19:47:874,6,255,23ms
2025/06/28 09:19:47:942,6,0,24ms
2025/06/28 09:19:56:683,2,255,23ms
2025/06/28 09:19:56:789,2,0,23ms
2025/06/28 09:19:57:281,3,255,23ms
2025/06/28 09:19:57:350,3,0,23ms
2025/06/28 09:19:57:381,2,255,23ms
2025/06/28 09:19:57:493,2,0,24ms
2025/06/28 09:19:58:775,1,255,24ms
2025/06/28 09:19:58:886,1,0,23ms
2025/06/28 09:19:58:917,4,255,24ms
2025/06/28 09:19:59:026,4,0,23ms
2025/06/28 09:19:59:175,4,255,23ms
2025/06/28 09:19:59:279,4,0,23ms
2025/06/28 09:20:00:548,5,255,24ms
2025/06/28 09:20:00:706,5,0,23ms
2025/06/28 09:20:00:737,4,255,23ms
2025/06/28 09:20:00:821,4,0,23ms
2025/06/28 09:20:00:990,5,255,24ms
2025/06/28 09:20:01:150,5,0,24ms
2025/06/28 09:20:01:180,4,255,23ms
2025/06/28 09:20:01:263,4,0,23ms
2025/06/28 09:20:11:290,3,255,24ms
2025/06/28 09:20:11:353,3,0,24ms
2025/06/28 09:20:11:384,3,0,23ms
2025/06/28 09:20:11:415,2,255,23ms
2025/06/28 09:20:11:524,3,0,23ms
2025/06/28 09:20:11:555,2,0,23ms
2025/06/28 09:20:12:874,2,255,24ms
2025/06/28 09:20:12:968,2,0,23ms
2025/06/28 09:20:17:597,2,255,23ms
2025/06/28 09:20:17:723,2,0,24ms
2025/06/28 09:20:18:436,3,90,24ms
2025/06/28 09:20:18:467,2,255,23ms
2025/06/28 09:20:18:537,3,0,24ms
2025/06/28 09:20:18:569,2,0,24ms
2025/06/28 09:20:19:110,6,255,23ms
2025/06/28 09:20:19:178,6,0,23ms
2025/06/28 09:20:19:569,6,255,23ms
2025/06/28 09:20:19:641,6,0,23ms
2025/06/28 09:20:27:337,2,255,24ms
2025/06/28 09:20:27:443,2,0,23ms
2025/06/28 09:20:27:936,3,255,24ms
2025/06/28 09:20:28:004,3,0,23ms
2025/06/28 09:20:28:035,2,255,23ms
2025/06/28 09:20:28:144,2,0,24ms
2025/06/28 09:20:29:434,1,255,23ms
2025/06/28 09:20:29:545,1,0,23ms
2025/06/28 09:20:29:576,4,255,23ms
2025/06/28 09:20:29:681,4,0,23ms
2025/06/28 09:20:29:829,4,255,24ms
2025/06/28 09:20:29:933,4,0,23ms
2025/06/28 09:20:31:212,5,255,23ms
2025/06/28 09:20:31:375,5,0,25ms
2025/06/28 09:20:31:405,4,255,23ms
2025/06/28 09:20:31:487,4,0,23ms
2025/06/28 09:20:31:827,5,255,24ms
2025/06/28 09:20:31:985,5,0,23ms
2025/06/28 09:20:32:016,4,255,23ms
2025/06/28 09:20:32:100,4,0,23ms
2025/06/28 09:20:41:891,3,255,24ms
2025/06/28 09:20:41:952,3,0,24ms
2025/06/28 09:20:41:982,3,0,22ms
2025/06/28 09:20:42:014,2,255,24ms
2025/06/28 09:20:42:128,3,0,24ms
2025/06/28 09:20:42:159,2,0,24ms
2025/06/28 09:21:00:777,2,255,24ms
2025/06/28 09:21:00:900,2,0,23ms
2025/06/28 09:21:01:585,3,90,24ms
