时间,通道,亮度,设置时间
2025/06/26 10:47:25:432,3,0,23ms
2025/06/26 10:47:25:463,2,0,24ms
2025/06/26 10:47:27:756,2,255,23ms
2025/06/26 10:47:27:891,2,0,24ms
2025/06/26 10:47:28:587,3,90,23ms
2025/06/26 10:47:28:619,2,255,24ms
2025/06/26 10:47:28:687,3,0,24ms
2025/06/26 10:47:28:719,2,0,24ms
2025/06/26 10:47:29:285,6,255,25ms
2025/06/26 10:47:29:355,6,0,24ms
2025/06/26 10:47:29:729,6,255,24ms
2025/06/26 10:47:29:797,6,0,24ms
2025/06/26 10:47:40:036,2,255,24ms
2025/06/26 10:47:40:148,2,0,24ms
2025/06/26 10:47:40:631,3,255,23ms
2025/06/26 10:47:40:689,3,0,24ms
2025/06/26 10:47:40:720,3,0,24ms
2025/06/26 10:47:40:752,2,255,24ms
2025/06/26 10:47:40:852,3,0,25ms
2025/06/26 10:47:40:883,2,0,24ms
2025/06/26 10:47:42:178,1,255,24ms
2025/06/26 10:47:42:286,1,0,24ms
2025/06/26 10:47:42:317,4,255,24ms
2025/06/26 10:47:42:424,4,0,23ms
2025/06/26 10:47:42:575,4,255,24ms
2025/06/26 10:47:42:679,4,0,24ms
2025/06/26 10:47:43:977,5,255,23ms
2025/06/26 10:47:44:140,5,0,24ms
2025/06/26 10:47:44:171,4,255,23ms
2025/06/26 10:47:44:255,4,0,24ms
2025/06/26 10:47:44:524,5,255,23ms
2025/06/26 10:47:44:689,5,0,23ms
2025/06/26 10:47:44:720,4,255,23ms
2025/06/26 10:47:44:804,4,0,23ms
2025/06/26 10:47:54:727,3,255,24ms
2025/06/26 10:47:54:795,3,0,23ms
2025/06/26 10:47:54:825,3,255,23ms
2025/06/26 10:47:54:857,2,0,24ms
2025/06/26 10:47:54:936,3,0,23ms
2025/06/26 10:47:54:967,2,0,24ms
2025/06/26 10:47:56:285,2,255,24ms
2025/06/26 10:47:56:379,2,0,24ms
2025/06/26 10:47:57:571,2,255,23ms
2025/06/26 10:47:57:696,2,0,24ms
2025/06/26 10:47:58:411,3,90,23ms
2025/06/26 10:47:58:442,2,255,23ms
2025/06/26 10:47:58:507,3,0,22ms
2025/06/26 10:47:58:539,2,0,23ms
2025/06/26 10:47:59:107,6,255,24ms
2025/06/26 10:47:59:175,6,0,23ms
2025/06/26 10:47:59:533,6,255,23ms
2025/06/26 10:47:59:605,6,0,23ms
2025/06/26 10:48:09:992,2,255,23ms
2025/06/26 10:48:10:105,2,0,23ms
2025/06/26 10:48:10:584,3,255,24ms
2025/06/26 10:48:10:642,3,0,24ms
2025/06/26 10:48:10:672,3,0,23ms
2025/06/26 10:48:10:703,2,255,24ms
2025/06/26 10:48:10:807,3,0,24ms
2025/06/26 10:48:10:836,2,0,23ms
2025/06/26 10:48:12:116,1,255,23ms
2025/06/26 10:48:12:227,1,0,23ms
2025/06/26 10:48:12:258,4,255,23ms
2025/06/26 10:48:12:369,4,0,24ms
2025/06/26 10:48:12:514,4,255,24ms
2025/06/26 10:48:12:619,4,0,23ms
2025/06/26 10:48:13:875,5,255,22ms
2025/06/26 10:48:14:036,5,0,24ms
2025/06/26 10:48:14:067,4,255,23ms
2025/06/26 10:48:14:151,4,0,23ms
2025/06/26 10:48:14:397,5,255,24ms
2025/06/26 10:48:14:557,5,0,25ms
2025/06/26 10:48:14:588,4,255,24ms
2025/06/26 10:48:14:672,4,0,24ms
2025/06/26 10:48:24:537,3,255,23ms
2025/06/26 10:48:24:605,3,0,23ms
2025/06/26 10:48:24:636,3,255,23ms
2025/06/26 10:48:24:667,2,0,24ms
2025/06/26 10:48:24:746,3,0,23ms
2025/06/26 10:48:24:777,2,0,23ms
2025/06/26 10:48:27:074,2,255,23ms
2025/06/26 10:48:27:198,2,0,24ms
2025/06/26 10:48:27:903,3,90,23ms
2025/06/26 10:48:27:935,2,255,24ms
2025/06/26 10:48:28:003,3,0,23ms
2025/06/26 10:48:28:034,2,0,23ms
2025/06/26 10:48:28:602,6,255,24ms
2025/06/26 10:48:28:668,6,0,24ms
2025/06/26 10:48:29:118,6,255,23ms
2025/06/26 10:48:29:185,6,0,24ms
2025/06/26 10:48:39:334,2,255,24ms
2025/06/26 10:48:39:447,2,0,23ms
2025/06/26 10:48:39:929,3,255,23ms
2025/06/26 10:48:39:989,3,0,24ms
2025/06/26 10:48:40:019,3,0,23ms
2025/06/26 10:48:40:051,2,255,25ms
2025/06/26 10:48:40:154,3,0,24ms
2025/06/26 10:48:40:185,2,0,24ms
2025/06/26 10:48:41:466,1,255,23ms
2025/06/26 10:48:41:577,1,0,24ms
2025/06/26 10:48:41:608,4,255,23ms
2025/06/26 10:48:41:711,4,0,24ms
2025/06/26 10:48:41:858,4,255,23ms
2025/06/26 10:48:41:962,4,0,23ms
2025/06/26 10:48:43:238,5,255,23ms
2025/06/26 10:48:43:400,5,0,23ms
2025/06/26 10:48:43:430,4,255,23ms
2025/06/26 10:48:43:512,4,0,24ms
2025/06/26 10:48:43:856,5,255,24ms
2025/06/26 10:48:44:018,5,0,24ms
2025/06/26 10:48:44:050,4,255,24ms
2025/06/26 10:48:44:133,4,0,24ms
2025/06/26 10:48:53:947,3,255,23ms
2025/06/26 10:48:54:014,3,0,24ms
2025/06/26 10:48:54:046,3,255,24ms
2025/06/26 10:48:54:077,2,0,24ms
2025/06/26 10:48:54:153,3,0,24ms
2025/06/26 10:48:54:184,2,0,24ms
2025/06/26 10:48:55:504,2,255,24ms
2025/06/26 10:48:55:598,2,0,24ms
2025/06/26 10:48:56:790,2,255,23ms
2025/06/26 10:48:56:914,2,0,23ms
2025/06/26 10:48:57:624,3,90,23ms
2025/06/26 10:48:57:655,2,255,24ms
2025/06/26 10:48:57:724,3,0,24ms
2025/06/26 10:48:57:755,2,0,24ms
2025/06/26 10:48:58:343,6,255,24ms
2025/06/26 10:48:58:410,6,0,23ms
2025/06/26 10:48:58:780,6,255,24ms
2025/06/26 10:48:58:847,6,0,24ms
2025/06/26 10:49:08:351,2,255,24ms
2025/06/26 10:49:08:464,2,0,23ms
2025/06/26 10:49:08:949,3,255,23ms
2025/06/26 10:49:09:008,3,0,23ms
2025/06/26 10:49:09:039,3,0,23ms
2025/06/26 10:49:09:070,2,255,23ms
2025/06/26 10:49:09:168,3,0,23ms
2025/06/26 10:49:09:199,2,0,23ms
2025/06/26 10:49:10:486,1,255,23ms
2025/06/26 10:49:10:597,1,0,24ms
2025/06/26 10:49:10:627,4,255,23ms
2025/06/26 10:49:10:731,4,0,23ms
2025/06/26 10:49:10:878,4,255,23ms
2025/06/26 10:49:10:983,4,0,23ms
2025/06/26 10:49:12:243,5,255,24ms
2025/06/26 10:49:12:402,5,0,23ms
2025/06/26 10:49:12:433,4,255,24ms
2025/06/26 10:49:12:516,4,0,24ms
2025/06/26 10:49:12:857,5,255,24ms
2025/06/26 10:49:13:022,5,0,24ms
2025/06/26 10:49:13:053,4,255,23ms
2025/06/26 10:49:13:137,4,0,23ms
2025/06/26 10:49:23:131,3,255,24ms
2025/06/26 10:49:23:198,3,0,24ms
2025/06/26 10:49:23:228,3,255,23ms
2025/06/26 10:49:23:259,2,0,23ms
2025/06/26 10:49:23:339,3,0,24ms
2025/06/26 10:49:23:369,2,0,24ms
2025/06/26 10:49:28:409,2,255,23ms
2025/06/26 10:49:28:538,2,0,24ms
2025/06/26 10:49:29:280,3,90,23ms
2025/06/26 10:49:29:312,2,255,24ms
2025/06/26 10:49:29:381,3,0,24ms
2025/06/26 10:49:29:413,2,0,25ms
2025/06/26 10:49:29:996,6,255,24ms
2025/06/26 10:49:30:067,6,0,23ms
2025/06/26 10:49:30:473,6,255,23ms
2025/06/26 10:49:30:540,6,0,23ms
2025/06/26 10:49:37:143,2,255,23ms
2025/06/26 10:49:37:255,2,0,23ms
2025/06/26 10:49:37:735,3,255,23ms
2025/06/26 10:49:37:794,3,0,23ms
2025/06/26 10:49:37:825,3,0,23ms
2025/06/26 10:49:37:857,2,255,24ms
2025/06/26 10:49:37:958,3,0,24ms
2025/06/26 10:49:37:988,2,0,24ms
2025/06/26 10:49:39:277,1,255,24ms
2025/06/26 10:49:39:389,1,0,24ms
2025/06/26 10:49:39:419,4,255,23ms
2025/06/26 10:49:39:527,4,0,24ms
2025/06/26 10:49:39:679,4,255,23ms
2025/06/26 10:49:39:784,4,0,23ms
2025/06/26 10:49:41:038,5,255,24ms
2025/06/26 10:49:41:197,5,0,23ms
2025/06/26 10:49:41:228,4,255,23ms
2025/06/26 10:49:41:311,4,0,24ms
2025/06/26 10:49:41:621,5,255,24ms
2025/06/26 10:49:41:782,5,0,23ms
2025/06/26 10:49:41:813,4,255,22ms
2025/06/26 10:49:41:900,4,0,25ms
2025/06/26 10:49:51:508,3,255,24ms
2025/06/26 10:49:51:575,3,0,24ms
2025/06/26 10:49:51:606,3,255,23ms
2025/06/26 10:49:51:638,2,0,25ms
2025/06/26 10:49:51:717,3,0,24ms
2025/06/26 10:49:51:747,2,0,23ms
2025/06/26 10:49:53:065,2,255,23ms
2025/06/26 10:49:53:158,2,0,24ms
2025/06/26 10:50:33:689,2,255,23ms
2025/06/26 10:50:33:815,2,0,24ms
2025/06/26 10:50:34:500,3,90,23ms
2025/06/26 10:50:34:533,2,255,24ms
2025/06/26 10:50:34:603,3,0,24ms
2025/06/26 10:50:34:633,2,0,24ms
2025/06/26 10:50:35:213,6,255,24ms
2025/06/26 10:50:35:283,6,0,23ms
2025/06/26 10:50:35:659,6,255,23ms
2025/06/26 10:50:35:727,6,0,24ms
2025/06/26 10:50:40:912,2,255,23ms
2025/06/26 10:50:41:029,2,0,23ms
2025/06/26 10:50:41:511,3,255,24ms
2025/06/26 10:50:41:570,3,0,23ms
2025/06/26 10:50:41:601,3,0,23ms
2025/06/26 10:50:41:632,2,255,23ms
2025/06/26 10:50:41:734,3,0,24ms
2025/06/26 10:50:41:766,2,0,25ms
2025/06/26 10:50:43:046,1,255,23ms
2025/06/26 10:50:43:157,1,0,23ms
2025/06/26 10:50:43:188,4,255,23ms
2025/06/26 10:50:43:292,4,0,24ms
2025/06/26 10:50:43:441,4,255,24ms
2025/06/26 10:50:43:546,4,0,24ms
2025/06/26 10:50:44:808,5,255,23ms
2025/06/26 10:50:44:972,5,0,24ms
2025/06/26 10:50:45:002,4,255,23ms
2025/06/26 10:50:45:085,4,0,23ms
2025/06/26 10:50:45:389,5,255,25ms
2025/06/26 10:50:45:548,5,0,24ms
2025/06/26 10:50:45:579,4,255,23ms
2025/06/26 10:50:45:664,4,0,24ms
2025/06/26 10:50:55:568,3,255,24ms
2025/06/26 10:50:55:637,3,0,24ms
2025/06/26 10:50:55:667,3,255,23ms
2025/06/26 10:50:55:699,2,0,24ms
2025/06/26 10:50:55:777,3,0,24ms
2025/06/26 10:50:55:809,2,0,24ms
2025/06/26 10:53:00:906,2,255,24ms
2025/06/26 10:53:01:030,2,0,24ms
2025/06/26 10:53:01:704,3,90,23ms
2025/06/26 10:53:01:735,2,255,23ms
2025/06/26 10:53:01:800,3,0,23ms
2025/06/26 10:53:01:832,2,0,24ms
2025/06/26 10:53:02:414,6,255,23ms
2025/06/26 10:53:02:482,6,0,25ms
2025/06/26 10:53:02:851,6,255,24ms
2025/06/26 10:53:02:922,6,0,22ms
2025/06/26 10:53:08:131,2,255,24ms
2025/06/26 10:53:08:245,2,0,24ms
2025/06/26 10:53:08:728,3,255,23ms
2025/06/26 10:53:08:787,3,0,23ms
2025/06/26 10:53:08:817,3,0,23ms
2025/06/26 10:53:08:849,2,255,24ms
2025/06/26 10:53:08:952,3,0,23ms
2025/06/26 10:53:08:983,2,0,24ms
2025/06/26 10:53:10:268,1,255,24ms
2025/06/26 10:53:10:378,1,0,24ms
2025/06/26 10:53:10:410,4,255,24ms
2025/06/26 10:53:10:516,4,0,24ms
2025/06/26 10:53:10:666,4,255,23ms
2025/06/26 10:53:10:771,4,0,23ms
2025/06/26 10:53:12:036,5,255,24ms
2025/06/26 10:53:12:195,5,0,23ms
2025/06/26 10:53:12:226,4,255,23ms
2025/06/26 10:53:12:310,4,0,23ms
2025/06/26 10:53:12:617,5,255,23ms
2025/06/26 10:53:12:777,5,0,23ms
2025/06/26 10:53:12:807,4,255,23ms
2025/06/26 10:53:12:892,4,0,24ms
2025/06/26 10:53:22:758,3,255,23ms
2025/06/26 10:53:22:827,3,0,24ms
2025/06/26 10:53:22:857,3,255,23ms
2025/06/26 10:53:22:888,2,0,24ms
2025/06/26 10:53:22:966,3,0,23ms
2025/06/26 10:53:22:997,2,0,23ms
2025/06/26 10:53:24:336,2,255,23ms
2025/06/26 10:53:24:430,2,0,24ms
2025/06/26 10:53:53:723,2,255,23ms
2025/06/26 10:53:53:850,2,0,24ms
2025/06/26 10:53:54:523,3,90,24ms
2025/06/26 10:53:54:554,2,255,23ms
2025/06/26 10:53:54:625,3,0,24ms
2025/06/26 10:53:54:657,2,0,25ms
2025/06/26 10:53:55:236,6,255,23ms
2025/06/26 10:53:55:304,6,0,24ms
2025/06/26 10:53:55:742,6,255,24ms
2025/06/26 10:53:55:808,6,0,24ms
2025/06/26 10:54:01:053,2,255,24ms
2025/06/26 10:54:01:165,2,0,23ms
2025/06/26 10:54:01:648,3,255,23ms
2025/06/26 10:54:01:706,3,0,24ms
2025/06/26 10:54:01:737,3,0,23ms
2025/06/26 10:54:01:767,2,255,23ms
2025/06/26 10:54:01:869,3,0,23ms
2025/06/26 10:54:01:902,2,0,24ms
2025/06/26 10:54:03:188,1,255,24ms
2025/06/26 10:54:03:301,1,0,24ms
2025/06/26 10:54:03:331,4,255,23ms
2025/06/26 10:54:03:440,4,0,24ms
2025/06/26 10:54:03:585,4,255,23ms
2025/06/26 10:54:03:690,4,0,24ms
2025/06/26 10:54:04:964,5,255,23ms
2025/06/26 10:54:05:124,5,0,24ms
2025/06/26 10:54:05:155,4,255,23ms
2025/06/26 10:54:05:241,4,0,24ms
2025/06/26 10:54:05:532,5,255,24ms
2025/06/26 10:54:05:695,5,0,23ms
2025/06/26 10:54:05:725,4,255,22ms
2025/06/26 10:54:05:810,4,0,23ms
2025/06/26 10:54:15:640,3,255,23ms
2025/06/26 10:54:15:708,3,0,24ms
2025/06/26 10:54:15:738,3,255,24ms
2025/06/26 10:54:15:769,2,0,24ms
2025/06/26 10:54:15:848,3,0,23ms
2025/06/26 10:54:15:879,2,0,23ms
2025/06/26 10:55:08:567,2,255,24ms
2025/06/26 10:55:08:694,2,0,23ms
2025/06/26 10:55:09:424,3,90,24ms
2025/06/26 10:55:09:454,2,255,23ms
2025/06/26 10:55:09:521,3,0,25ms
2025/06/26 10:55:09:551,2,0,23ms
2025/06/26 10:55:10:127,6,255,24ms
2025/06/26 10:55:10:194,6,0,24ms
2025/06/26 10:55:10:579,6,255,23ms
2025/06/26 10:55:10:646,6,0,23ms
2025/06/26 10:55:15:837,2,255,24ms
2025/06/26 10:55:15:951,2,0,23ms
2025/06/26 10:55:16:433,3,255,24ms
2025/06/26 10:55:16:491,3,0,23ms
2025/06/26 10:55:16:522,3,0,23ms
2025/06/26 10:55:16:554,2,255,24ms
2025/06/26 10:55:16:655,3,0,24ms
2025/06/26 10:55:16:686,2,0,23ms
2025/06/26 10:55:17:975,1,255,23ms
2025/06/26 10:55:18:086,1,0,23ms
2025/06/26 10:55:18:117,4,255,23ms
2025/06/26 10:55:18:224,4,0,24ms
2025/06/26 10:55:18:372,4,255,24ms
2025/06/26 10:55:18:476,4,0,24ms
2025/06/26 10:55:19:739,5,255,23ms
2025/06/26 10:55:19:899,5,0,23ms
2025/06/26 10:55:19:929,4,255,22ms
2025/06/26 10:55:20:013,4,0,23ms
2025/06/26 10:55:20:308,5,255,23ms
2025/06/26 10:55:20:471,5,0,23ms
2025/06/26 10:55:20:503,4,255,24ms
2025/06/26 10:55:20:586,4,0,25ms
2025/06/26 10:55:30:431,3,255,24ms
2025/06/26 10:55:30:497,3,0,24ms
2025/06/26 10:55:30:527,3,255,23ms
2025/06/26 10:55:30:558,2,0,24ms
2025/06/26 10:55:30:637,3,0,24ms
2025/06/26 10:55:30:667,2,0,24ms
2025/06/26 10:55:31:992,2,255,23ms
2025/06/26 10:55:32:086,2,0,23ms
2025/06/26 10:55:57:380,2,255,24ms
2025/06/26 10:55:57:509,2,0,24ms
2025/06/26 10:55:58:252,3,90,23ms
2025/06/26 10:55:58:284,2,255,25ms
2025/06/26 10:55:58:355,3,0,24ms
2025/06/26 10:55:58:386,2,0,24ms
2025/06/26 10:55:58:962,6,255,23ms
2025/06/26 10:55:59:030,6,0,24ms
2025/06/26 10:55:59:464,6,255,23ms
2025/06/26 10:55:59:535,6,0,24ms
2025/06/26 10:56:04:762,2,255,24ms
2025/06/26 10:56:04:873,2,0,24ms
2025/06/26 10:56:05:356,3,255,23ms
2025/06/26 10:56:05:416,3,0,23ms
2025/06/26 10:56:05:447,3,0,23ms
2025/06/26 10:56:05:478,2,255,23ms
2025/06/26 10:56:05:581,3,0,25ms
2025/06/26 10:56:05:612,2,0,24ms
2025/06/26 10:56:06:898,1,255,24ms
2025/06/26 10:56:07:009,1,0,24ms
2025/06/26 10:56:07:040,4,255,23ms
2025/06/26 10:56:07:149,4,0,25ms
2025/06/26 10:56:07:294,4,255,24ms
2025/06/26 10:56:07:399,4,0,23ms
2025/06/26 10:56:08:665,5,255,23ms
2025/06/26 10:56:08:827,5,0,23ms
2025/06/26 10:56:08:858,4,255,23ms
2025/06/26 10:56:08:941,4,0,23ms
2025/06/26 10:56:09:246,5,255,25ms
2025/06/26 10:56:09:407,5,0,23ms
2025/06/26 10:56:09:438,4,255,24ms
2025/06/26 10:56:09:523,4,0,24ms
2025/06/26 10:56:19:420,3,255,23ms
2025/06/26 10:56:19:487,3,0,24ms
2025/06/26 10:56:19:518,3,255,24ms
2025/06/26 10:56:19:549,2,0,23ms
2025/06/26 10:56:19:628,3,0,24ms
2025/06/26 10:56:19:659,2,0,24ms
2025/06/26 10:57:06:157,2,255,23ms
2025/06/26 10:57:06:284,2,0,24ms
2025/06/26 10:57:06:980,3,90,23ms
2025/06/26 10:57:07:012,2,255,24ms
2025/06/26 10:57:07:077,3,0,23ms
2025/06/26 10:57:07:108,2,0,24ms
2025/06/26 10:57:07:684,6,255,24ms
2025/06/26 10:57:07:756,6,0,24ms
2025/06/26 10:57:08:173,6,255,24ms
2025/06/26 10:57:08:245,6,0,24ms
2025/06/26 10:57:13:506,2,255,23ms
2025/06/26 10:57:13:621,2,0,24ms
2025/06/26 10:57:14:108,3,255,23ms
2025/06/26 10:57:14:166,3,0,23ms
2025/06/26 10:57:14:196,3,0,23ms
2025/06/26 10:57:14:228,2,255,24ms
2025/06/26 10:57:14:328,3,0,25ms
2025/06/26 10:57:14:358,2,0,23ms
2025/06/26 10:57:15:650,1,255,23ms
2025/06/26 10:57:15:761,1,0,23ms
2025/06/26 10:57:15:792,4,255,23ms
2025/06/26 10:57:15:900,4,0,24ms
2025/06/26 10:57:16:044,4,255,23ms
2025/06/26 10:57:16:149,4,0,23ms
2025/06/26 10:57:17:425,5,255,24ms
2025/06/26 10:57:17:588,5,0,24ms
2025/06/26 10:57:17:619,4,255,23ms
2025/06/26 10:57:17:704,4,0,24ms
2025/06/26 10:57:18:010,5,255,23ms
2025/06/26 10:57:18:174,5,0,23ms
2025/06/26 10:57:18:205,4,255,23ms
2025/06/26 10:57:18:289,4,0,24ms
2025/06/26 10:57:27:869,3,255,24ms
2025/06/26 10:57:27:937,3,0,24ms
2025/06/26 10:57:27:967,3,255,23ms
2025/06/26 10:57:27:998,2,0,24ms
2025/06/26 10:57:28:078,3,0,24ms
2025/06/26 10:57:28:109,2,0,24ms
2025/06/26 10:57:29:446,2,255,23ms
2025/06/26 10:57:29:539,2,0,24ms
2025/06/26 10:57:30:736,2,255,23ms
2025/06/26 10:57:30:862,2,0,23ms
2025/06/26 10:57:31:551,3,90,23ms
2025/06/26 10:57:31:582,2,255,23ms
2025/06/26 10:57:31:651,3,0,23ms
2025/06/26 10:57:31:682,2,0,24ms
2025/06/26 10:57:32:265,6,255,23ms
2025/06/26 10:57:32:332,6,0,23ms
2025/06/26 10:57:32:760,6,255,24ms
2025/06/26 10:57:32:832,6,0,24ms
2025/06/26 10:57:42:291,2,255,24ms
2025/06/26 10:57:42:406,2,0,23ms
2025/06/26 10:57:42:891,3,255,24ms
2025/06/26 10:57:42:949,3,0,23ms
2025/06/26 10:57:42:980,3,0,23ms
2025/06/26 10:57:43:011,2,255,23ms
2025/06/26 10:57:43:113,3,0,24ms
2025/06/26 10:57:43:143,2,0,24ms
2025/06/26 10:57:44:426,1,255,23ms
2025/06/26 10:57:44:537,1,0,23ms
2025/06/26 10:57:44:568,4,255,23ms
2025/06/26 10:57:44:677,4,0,23ms
2025/06/26 10:57:44:830,4,255,24ms
2025/06/26 10:57:44:935,4,0,24ms
2025/06/26 10:57:46:194,5,255,23ms
2025/06/26 10:57:46:358,5,0,24ms
2025/06/26 10:57:46:390,4,255,24ms
2025/06/26 10:57:46:474,4,0,25ms
2025/06/26 10:57:46:764,5,255,23ms
2025/06/26 10:57:46:928,5,0,24ms
2025/06/26 10:57:46:958,4,255,23ms
2025/06/26 10:57:47:043,4,0,24ms
2025/06/26 10:57:56:583,3,255,24ms
2025/06/26 10:57:56:649,3,0,23ms
2025/06/26 10:57:56:680,3,255,23ms
2025/06/26 10:57:56:711,2,0,23ms
2025/06/26 10:57:56:788,3,0,23ms
2025/06/26 10:57:56:820,2,0,24ms
2025/06/26 10:59:01:005,2,255,24ms
2025/06/26 10:59:01:128,2,0,23ms
2025/06/26 10:59:01:793,3,90,23ms
2025/06/26 10:59:01:825,2,255,24ms
2025/06/26 10:59:01:893,3,0,23ms
2025/06/26 10:59:01:925,2,0,24ms
2025/06/26 10:59:02:497,6,255,25ms
2025/06/26 10:59:02:564,6,0,23ms
2025/06/26 10:59:02:983,6,255,23ms
2025/06/26 10:59:03:051,6,0,24ms
2025/06/26 10:59:08:251,2,255,23ms
2025/06/26 10:59:08:365,2,0,24ms
2025/06/26 10:59:08:853,3,255,23ms
2025/06/26 10:59:08:914,3,0,24ms
2025/06/26 10:59:08:943,3,0,23ms
2025/06/26 10:59:08:975,2,255,24ms
2025/06/26 10:59:09:077,3,0,23ms
2025/06/26 10:59:09:108,2,0,23ms
2025/06/26 10:59:10:401,1,255,23ms
2025/06/26 10:59:10:512,1,0,24ms
2025/06/26 10:59:10:542,4,255,23ms
2025/06/26 10:59:10:647,4,0,24ms
2025/06/26 10:59:10:803,4,255,23ms
2025/06/26 10:59:10:907,4,0,23ms
2025/06/26 10:59:12:214,5,255,23ms
2025/06/26 10:59:12:376,5,0,24ms
2025/06/26 10:59:12:407,4,255,23ms
2025/06/26 10:59:12:492,4,0,24ms
2025/06/26 10:59:12:812,5,255,23ms
2025/06/26 10:59:12:976,5,0,24ms
2025/06/26 10:59:13:007,4,255,23ms
2025/06/26 10:59:13:091,4,0,24ms
2025/06/26 10:59:23:097,3,255,23ms
2025/06/26 10:59:23:168,3,0,25ms
2025/06/26 10:59:23:198,3,255,23ms
2025/06/26 10:59:23:229,2,0,24ms
2025/06/26 10:59:23:308,3,0,24ms
2025/06/26 10:59:23:338,2,0,24ms
2025/06/26 10:59:24:672,2,255,23ms
2025/06/26 10:59:24:766,2,0,23ms
2025/06/26 10:59:29:826,2,255,23ms
2025/06/26 10:59:29:949,2,0,23ms
2025/06/26 10:59:30:661,3,90,23ms
2025/06/26 10:59:30:692,2,255,24ms
2025/06/26 10:59:30:763,3,0,24ms
2025/06/26 10:59:30:795,2,0,24ms
2025/06/26 10:59:31:373,6,255,24ms
2025/06/26 10:59:31:441,6,0,24ms
2025/06/26 10:59:31:921,6,255,23ms
2025/06/26 10:59:31:987,6,0,23ms
2025/06/26 10:59:37:583,2,255,23ms
2025/06/26 10:59:37:701,2,0,24ms
2025/06/26 10:59:38:187,3,255,24ms
2025/06/26 10:59:38:246,3,0,23ms
2025/06/26 10:59:38:276,3,0,22ms
2025/06/26 10:59:38:308,2,255,24ms
2025/06/26 10:59:38:410,3,0,24ms
2025/06/26 10:59:38:441,2,0,24ms
2025/06/26 10:59:39:727,1,255,23ms
2025/06/26 10:59:39:838,1,0,24ms
2025/06/26 10:59:39:869,4,255,23ms
2025/06/26 10:59:39:975,4,0,24ms
2025/06/26 10:59:40:125,4,255,23ms
2025/06/26 10:59:40:230,4,0,23ms
2025/06/26 10:59:41:499,5,255,23ms
2025/06/26 10:59:41:659,5,0,23ms
2025/06/26 10:59:41:690,4,255,24ms
2025/06/26 10:59:41:773,4,0,24ms
2025/06/26 10:59:42:016,5,255,24ms
2025/06/26 10:59:42:179,5,0,24ms
2025/06/26 10:59:42:210,4,255,23ms
2025/06/26 10:59:42:293,4,0,24ms
2025/06/26 10:59:52:259,3,255,22ms
2025/06/26 10:59:52:329,3,0,24ms
2025/06/26 10:59:52:359,3,255,23ms
2025/06/26 10:59:52:390,2,0,23ms
2025/06/26 10:59:52:469,3,0,24ms
2025/06/26 10:59:52:500,2,0,25ms
2025/06/26 11:00:49:831,2,255,23ms
2025/06/26 11:00:49:961,2,0,24ms
2025/06/26 11:00:50:649,3,90,23ms
2025/06/26 11:00:50:680,2,255,23ms
2025/06/26 11:00:50:750,3,0,24ms
2025/06/26 11:00:50:781,2,0,23ms
2025/06/26 11:00:51:352,6,255,24ms
2025/06/26 11:00:51:418,6,0,23ms
2025/06/26 11:00:51:787,6,255,24ms
2025/06/26 11:00:51:854,6,0,23ms
2025/06/26 11:00:56:992,2,255,24ms
2025/06/26 11:00:57:104,2,0,23ms
2025/06/26 11:00:57:589,3,255,23ms
2025/06/26 11:00:57:647,3,0,24ms
2025/06/26 11:00:57:678,3,0,24ms
2025/06/26 11:00:57:709,2,255,24ms
2025/06/26 11:00:57:808,3,0,24ms
2025/06/26 11:00:57:839,2,0,24ms
2025/06/26 11:00:59:122,1,255,23ms
2025/06/26 11:00:59:233,1,0,24ms
2025/06/26 11:00:59:263,4,255,24ms
2025/06/26 11:00:59:371,4,0,24ms
2025/06/26 11:00:59:517,4,255,24ms
2025/06/26 11:00:59:621,4,0,24ms
2025/06/26 11:01:00:899,5,255,23ms
2025/06/26 11:01:01:061,5,0,23ms
2025/06/26 11:01:01:092,4,255,23ms
2025/06/26 11:01:01:176,4,0,23ms
2025/06/26 11:01:01:435,5,255,24ms
2025/06/26 11:01:01:596,5,0,24ms
2025/06/26 11:01:01:627,4,255,23ms
2025/06/26 11:01:01:712,4,0,24ms
2025/06/26 11:01:11:449,3,255,23ms
2025/06/26 11:01:11:516,3,0,23ms
2025/06/26 11:01:11:546,3,255,23ms
2025/06/26 11:01:11:577,2,0,23ms
2025/06/26 11:01:11:657,3,0,24ms
2025/06/26 11:01:11:687,2,0,24ms
2025/06/26 11:01:13:010,2,255,24ms
2025/06/26 11:01:13:104,2,0,24ms
2025/06/26 11:02:22:397,2,255,23ms
2025/06/26 11:02:22:525,2,0,24ms
2025/06/26 11:02:23:221,3,90,23ms
2025/06/26 11:02:23:252,2,255,24ms
2025/06/26 11:02:23:322,3,0,23ms
2025/06/26 11:02:23:353,2,0,24ms
2025/06/26 11:02:23:917,6,255,23ms
2025/06/26 11:02:23:989,6,0,23ms
2025/06/26 11:02:24:418,6,255,23ms
2025/06/26 11:02:24:485,6,0,23ms
2025/06/26 11:02:29:711,2,255,23ms
2025/06/26 11:02:29:826,2,0,24ms
2025/06/26 11:02:30:308,3,255,24ms
2025/06/26 11:02:30:367,3,0,24ms
2025/06/26 11:02:30:398,3,0,24ms
2025/06/26 11:02:30:429,2,255,25ms
2025/06/26 11:02:30:528,3,0,24ms
2025/06/26 11:02:30:559,2,0,24ms
2025/06/26 11:02:31:851,1,255,23ms
2025/06/26 11:02:31:962,1,0,24ms
