时间,通道,亮度,设置时间
2025/06/26 08:23:29:499,1,0,24ms
2025/06/26 08:23:29:531,4,255,25ms
2025/06/26 08:23:29:636,4,0,24ms
2025/06/26 08:23:29:783,4,255,23ms
2025/06/26 08:23:29:889,4,0,25ms
2025/06/26 08:23:31:181,5,255,23ms
2025/06/26 08:23:31:339,5,0,24ms
2025/06/26 08:23:31:369,4,255,23ms
2025/06/26 08:23:31:453,4,0,24ms
2025/06/26 08:23:31:737,5,255,24ms
2025/06/26 08:23:31:899,5,0,23ms
2025/06/26 08:23:31:930,4,255,23ms
2025/06/26 08:23:32:013,4,0,23ms
2025/06/26 08:23:41:743,3,255,23ms
2025/06/26 08:23:41:806,3,0,24ms
2025/06/26 08:23:41:837,3,0,24ms
2025/06/26 08:23:41:868,2,255,24ms
2025/06/26 08:23:41:980,3,0,24ms
2025/06/26 08:23:42:011,2,0,23ms
2025/06/26 08:23:44:304,2,255,23ms
2025/06/26 08:23:44:433,2,0,24ms
2025/06/26 08:23:45:135,3,90,23ms
2025/06/26 08:23:45:167,2,255,24ms
2025/06/26 08:23:45:237,3,0,24ms
2025/06/26 08:23:45:268,2,0,23ms
2025/06/26 08:23:45:849,6,255,24ms
2025/06/26 08:23:45:917,6,0,24ms
2025/06/26 08:23:46:387,6,255,24ms
2025/06/26 08:23:46:455,6,0,24ms
2025/06/26 08:23:55:785,2,255,23ms
2025/06/26 08:23:55:895,2,0,23ms
2025/06/26 08:23:56:388,3,255,24ms
2025/06/26 08:23:56:457,3,0,25ms
2025/06/26 08:23:56:487,2,255,24ms
2025/06/26 08:23:56:599,2,0,24ms
2025/06/26 08:23:57:870,1,255,23ms
2025/06/26 08:23:57:981,1,0,24ms
2025/06/26 08:23:58:012,4,255,23ms
2025/06/26 08:23:58:119,4,0,24ms
2025/06/26 08:23:58:271,4,255,23ms
2025/06/26 08:23:58:376,4,0,24ms
2025/06/26 08:23:59:648,5,255,23ms
2025/06/26 08:23:59:810,5,0,24ms
2025/06/26 08:23:59:840,4,255,23ms
2025/06/26 08:23:59:924,4,0,24ms
2025/06/26 08:24:00:308,5,255,24ms
2025/06/26 08:24:00:467,5,0,23ms
2025/06/26 08:24:00:498,4,255,23ms
2025/06/26 08:24:00:581,4,0,23ms
2025/06/26 08:24:10:577,3,255,24ms
2025/06/26 08:24:10:637,3,0,23ms
2025/06/26 08:24:10:668,3,0,23ms
2025/06/26 08:24:10:699,2,255,23ms
2025/06/26 08:24:10:809,3,0,23ms
2025/06/26 08:24:10:840,2,0,24ms
2025/06/26 08:24:12:162,2,255,24ms
2025/06/26 08:24:12:255,2,0,24ms
2025/06/26 08:50:41:158,2,255,24ms
2025/06/26 08:50:41:281,2,0,23ms
2025/06/26 08:50:42:002,3,90,23ms
2025/06/26 08:50:42:033,2,255,23ms
2025/06/26 08:50:42:098,3,0,23ms
2025/06/26 08:50:42:129,2,0,24ms
2025/06/26 08:50:42:667,6,255,24ms
2025/06/26 08:50:42:733,6,0,24ms
2025/06/26 08:50:43:104,6,255,23ms
2025/06/26 08:50:43:172,6,0,23ms
2025/06/26 08:50:48:395,2,255,24ms
2025/06/26 08:50:48:570,2,0,23ms
2025/06/26 08:50:49:056,3,255,24ms
2025/06/26 08:50:49:141,3,0,24ms
2025/06/26 08:50:49:172,3,255,23ms
2025/06/26 08:50:49:204,2,60,24ms
2025/06/26 08:50:49:281,3,0,24ms
2025/06/26 08:50:49:311,2,0,24ms
2025/06/26 08:50:50:591,1,255,24ms
2025/06/26 08:50:50:701,1,0,23ms
2025/06/26 08:50:50:732,4,255,23ms
2025/06/26 08:50:50:841,4,0,23ms
2025/06/26 08:50:50:986,4,255,23ms
2025/06/26 08:50:51:092,4,0,23ms
2025/06/26 08:50:52:386,5,255,23ms
2025/06/26 08:50:52:551,5,0,24ms
2025/06/26 08:50:52:581,4,255,23ms
2025/06/26 08:50:52:666,4,0,24ms
2025/06/26 08:50:52:991,5,255,23ms
2025/06/26 08:50:53:154,5,0,24ms
2025/06/26 08:50:53:184,4,255,23ms
2025/06/26 08:50:53:268,4,0,24ms
2025/06/26 08:51:02:839,3,255,24ms
2025/06/26 08:51:02:908,3,0,23ms
2025/06/26 08:51:02:939,3,255,23ms
2025/06/26 08:51:02:971,2,60,24ms
2025/06/26 08:51:03:048,3,0,24ms
2025/06/26 08:51:03:079,2,0,24ms
2025/06/26 08:51:30:122,2,255,24ms
2025/06/26 08:51:30:246,2,0,24ms
2025/06/26 08:51:30:957,3,90,22ms
2025/06/26 08:51:30:990,2,255,24ms
2025/06/26 08:51:31:061,3,0,24ms
2025/06/26 08:51:31:092,2,0,23ms
2025/06/26 08:51:31:673,6,255,24ms
2025/06/26 08:51:31:739,6,0,23ms
2025/06/26 08:51:32:134,6,255,23ms
2025/06/26 08:51:32:202,6,0,24ms
2025/06/26 08:51:37:410,2,255,24ms
2025/06/26 08:51:37:588,2,0,24ms
2025/06/26 08:51:38:065,3,255,24ms
2025/06/26 08:51:38:158,3,0,24ms
2025/06/26 08:51:38:188,3,255,23ms
2025/06/26 08:51:38:219,2,60,24ms
2025/06/26 08:51:38:293,3,0,24ms
2025/06/26 08:51:38:325,2,0,25ms
2025/06/26 08:51:39:600,1,255,23ms
2025/06/26 08:51:39:711,1,0,25ms
2025/06/26 08:51:39:741,4,255,24ms
2025/06/26 08:51:39:849,4,0,24ms
2025/06/26 08:51:39:993,4,255,24ms
2025/06/26 08:51:40:097,4,0,23ms
2025/06/26 08:51:41:410,5,255,23ms
2025/06/26 08:51:41:574,5,0,24ms
2025/06/26 08:51:41:604,4,255,23ms
2025/06/26 08:51:41:687,4,0,23ms
2025/06/26 08:51:41:950,5,255,24ms
2025/06/26 08:51:42:111,5,0,23ms
2025/06/26 08:51:42:142,4,255,23ms
2025/06/26 08:51:42:226,4,0,23ms
2025/06/26 08:51:52:139,3,255,24ms
2025/06/26 08:51:52:204,3,0,24ms
2025/06/26 08:51:52:235,3,255,24ms
2025/06/26 08:51:52:266,2,60,24ms
2025/06/26 08:51:52:342,3,0,24ms
2025/06/26 08:51:52:374,2,0,24ms
2025/06/26 08:51:53:696,2,255,22ms
2025/06/26 08:51:53:793,2,0,24ms
2025/06/26 08:52:14:617,2,255,24ms
2025/06/26 08:52:14:740,2,0,24ms
2025/06/26 08:52:15:405,3,90,24ms
2025/06/26 08:52:15:435,2,255,24ms
2025/06/26 08:52:15:505,3,0,24ms
2025/06/26 08:52:15:537,2,0,25ms
2025/06/26 08:52:16:099,6,255,24ms
2025/06/26 08:52:16:165,6,0,23ms
2025/06/26 08:52:16:469,6,255,24ms
2025/06/26 08:52:16:541,6,0,24ms
2025/06/26 08:52:21:702,2,255,24ms
2025/06/26 08:52:21:879,2,0,23ms
2025/06/26 08:52:22:355,3,255,24ms
2025/06/26 08:52:22:444,3,0,24ms
2025/06/26 08:52:22:474,3,255,23ms
2025/06/26 08:52:22:505,2,60,23ms
2025/06/26 08:52:22:582,3,0,24ms
2025/06/26 08:52:22:613,2,0,24ms
2025/06/26 08:52:23:888,1,255,24ms
2025/06/26 08:52:23:998,1,0,24ms
2025/06/26 08:52:24:028,4,255,23ms
2025/06/26 08:52:24:137,4,0,23ms
2025/06/26 08:52:24:286,4,255,24ms
2025/06/26 08:52:24:391,4,0,24ms
2025/06/26 08:52:25:689,5,255,23ms
2025/06/26 08:52:25:849,5,0,23ms
2025/06/26 08:52:25:880,4,255,24ms
2025/06/26 08:52:25:964,4,0,24ms
2025/06/26 08:52:26:249,5,255,23ms
2025/06/26 08:52:26:408,5,0,23ms
2025/06/26 08:52:26:439,4,255,23ms
2025/06/26 08:52:26:520,4,0,23ms
2025/06/26 08:52:36:294,3,255,24ms
2025/06/26 08:52:36:358,3,0,23ms
2025/06/26 08:52:36:389,3,255,23ms
2025/06/26 08:52:36:421,2,60,24ms
2025/06/26 08:52:36:496,3,0,24ms
2025/06/26 08:52:36:526,2,0,24ms
2025/06/26 08:53:44:642,2,255,24ms
2025/06/26 08:53:44:769,2,0,23ms
2025/06/26 08:53:45:446,3,90,24ms
2025/06/26 08:53:45:476,2,255,23ms
2025/06/26 08:53:45:545,3,0,23ms
2025/06/26 08:53:45:576,2,0,24ms
2025/06/26 08:53:46:151,6,255,24ms
2025/06/26 08:53:46:217,6,0,24ms
2025/06/26 08:53:46:590,6,255,23ms
2025/06/26 08:53:46:657,6,0,24ms
2025/06/26 08:53:51:850,2,255,24ms
2025/06/26 08:53:52:023,2,0,23ms
2025/06/26 08:53:52:514,3,255,23ms
2025/06/26 08:53:52:600,3,0,23ms
2025/06/26 08:53:52:632,3,255,24ms
2025/06/26 08:53:52:664,2,60,24ms
2025/06/26 08:53:52:742,3,0,25ms
2025/06/26 08:53:52:772,2,0,24ms
2025/06/26 08:53:54:044,1,255,23ms
2025/06/26 08:53:54:152,1,0,24ms
2025/06/26 08:53:54:183,4,255,24ms
2025/06/26 08:53:54:292,4,0,23ms
2025/06/26 08:53:54:444,4,255,23ms
2025/06/26 08:53:54:550,4,0,23ms
2025/06/26 08:53:55:832,5,255,24ms
2025/06/26 08:53:55:994,5,0,23ms
2025/06/26 08:53:56:026,4,255,24ms
2025/06/26 08:53:56:108,4,0,23ms
2025/06/26 08:53:56:393,5,255,24ms
2025/06/26 08:53:56:553,5,0,23ms
2025/06/26 08:53:56:584,4,255,23ms
2025/06/26 08:53:56:668,4,0,23ms
2025/06/26 08:54:06:004,3,255,23ms
2025/06/26 08:54:06:074,3,0,23ms
2025/06/26 08:54:06:105,3,255,23ms
2025/06/26 08:54:06:137,2,60,24ms
2025/06/26 08:54:06:211,3,0,23ms
2025/06/26 08:54:06:243,2,0,24ms
2025/06/26 08:54:07:567,2,255,23ms
2025/06/26 08:54:07:664,2,0,24ms
2025/06/26 08:54:45:836,2,255,23ms
2025/06/26 08:54:45:961,2,0,23ms
2025/06/26 08:54:46:683,3,90,24ms
2025/06/26 08:54:46:714,2,255,24ms
2025/06/26 08:54:46:783,3,0,23ms
2025/06/26 08:54:46:814,2,0,24ms
2025/06/26 08:54:47:389,6,255,24ms
2025/06/26 08:54:47:460,6,0,25ms
2025/06/26 08:54:47:869,6,255,23ms
2025/06/26 08:54:47:936,6,0,23ms
2025/06/26 08:54:53:180,2,255,23ms
2025/06/26 08:54:53:356,2,0,23ms
2025/06/26 08:54:53:842,3,255,24ms
2025/06/26 08:54:53:928,3,0,24ms
2025/06/26 08:54:53:959,3,255,24ms
2025/06/26 08:54:53:990,2,60,23ms
2025/06/26 08:54:54:065,3,0,24ms
2025/06/26 08:54:54:096,2,0,25ms
2025/06/26 08:54:55:377,1,255,23ms
2025/06/26 08:54:55:488,1,0,23ms
2025/06/26 08:54:55:519,4,255,23ms
2025/06/26 08:54:55:624,4,0,23ms
2025/06/26 08:54:55:770,4,255,24ms
2025/06/26 08:54:55:873,4,0,23ms
2025/06/26 08:54:57:151,5,255,24ms
2025/06/26 08:54:57:310,5,0,24ms
2025/06/26 08:54:57:341,4,255,23ms
2025/06/26 08:54:57:425,4,0,23ms
2025/06/26 08:54:57:716,5,255,25ms
2025/06/26 08:54:57:874,5,0,23ms
2025/06/26 08:54:57:906,4,255,24ms
2025/06/26 08:54:57:991,4,0,24ms
2025/06/26 08:55:08:139,3,255,23ms
2025/06/26 08:55:08:210,3,0,23ms
2025/06/26 08:55:08:241,3,255,23ms
2025/06/26 08:55:08:272,2,60,23ms
2025/06/26 08:55:08:349,3,0,24ms
2025/06/26 08:55:08:380,2,0,24ms
2025/06/26 08:57:31:099,2,255,24ms
2025/06/26 08:57:31:222,2,0,24ms
2025/06/26 08:57:31:916,3,90,24ms
2025/06/26 08:57:31:947,2,255,24ms
2025/06/26 08:57:32:015,3,0,24ms
2025/06/26 08:57:32:046,2,0,24ms
2025/06/26 08:57:32:631,6,255,24ms
2025/06/26 08:57:32:698,6,0,24ms
2025/06/26 08:57:33:091,6,255,24ms
2025/06/26 08:57:33:159,6,0,23ms
2025/06/26 08:57:38:362,2,255,23ms
2025/06/26 08:57:38:540,2,0,24ms
2025/06/26 08:57:39:026,3,255,23ms
2025/06/26 08:57:39:116,3,0,24ms
2025/06/26 08:57:39:146,3,255,23ms
2025/06/26 08:57:39:178,2,60,24ms
2025/06/26 08:57:39:255,3,0,24ms
2025/06/26 08:57:39:286,2,0,24ms
2025/06/26 08:57:40:560,1,255,24ms
2025/06/26 08:57:40:670,1,0,24ms
2025/06/26 08:57:40:700,4,255,23ms
2025/06/26 08:57:40:805,4,0,23ms
2025/06/26 08:57:40:953,4,255,23ms
2025/06/26 08:57:41:058,4,0,23ms
2025/06/26 08:57:42:337,5,255,23ms
2025/06/26 08:57:42:499,5,0,23ms
2025/06/26 08:57:42:530,4,255,23ms
2025/06/26 08:57:42:614,4,0,23ms
2025/06/26 08:57:42:943,5,255,23ms
2025/06/26 08:57:43:108,5,0,24ms
2025/06/26 08:57:43:138,4,255,23ms
2025/06/26 08:57:43:223,4,0,25ms
2025/06/26 08:57:53:004,3,255,23ms
2025/06/26 08:57:53:074,3,0,24ms
2025/06/26 08:57:53:104,3,255,23ms
2025/06/26 08:57:53:135,2,60,24ms
2025/06/26 08:57:53:212,3,0,25ms
2025/06/26 08:57:53:242,2,0,23ms
2025/06/26 08:57:54:584,2,255,23ms
2025/06/26 08:57:54:681,2,0,23ms
2025/06/26 08:57:56:502,2,255,24ms
2025/06/26 08:57:56:627,2,0,23ms
2025/06/26 08:57:57:354,3,90,24ms
2025/06/26 08:57:57:386,2,255,25ms
2025/06/26 08:57:57:455,3,0,24ms
2025/06/26 08:57:57:486,2,0,24ms
2025/06/26 08:57:58:068,6,255,24ms
2025/06/26 08:57:58:134,6,0,24ms
2025/06/26 08:57:58:522,6,255,24ms
2025/06/26 08:57:58:589,6,0,23ms
2025/06/26 08:58:07:510,2,255,23ms
2025/06/26 08:58:07:689,2,0,23ms
2025/06/26 08:58:08:178,3,255,23ms
2025/06/26 08:58:08:263,3,0,23ms
2025/06/26 08:58:08:294,3,255,23ms
2025/06/26 08:58:08:325,2,60,23ms
2025/06/26 08:58:08:403,3,0,24ms
2025/06/26 08:58:08:433,2,0,24ms
2025/06/26 08:58:09:705,1,255,24ms
2025/06/26 08:58:09:815,1,0,24ms
2025/06/26 08:58:09:845,4,255,23ms
2025/06/26 08:58:09:951,4,0,23ms
2025/06/26 08:58:10:100,4,255,23ms
2025/06/26 08:58:10:205,4,0,23ms
2025/06/26 08:58:11:494,5,255,24ms
2025/06/26 08:58:11:656,5,0,24ms
2025/06/26 08:58:11:686,4,255,23ms
2025/06/26 08:58:11:769,4,0,24ms
2025/06/26 08:58:12:058,5,255,24ms
2025/06/26 08:58:12:221,5,0,24ms
2025/06/26 08:58:12:251,4,255,23ms
2025/06/26 08:58:12:335,4,0,25ms
2025/06/26 08:58:21:905,3,255,23ms
2025/06/26 08:58:21:975,3,0,24ms
2025/06/26 08:58:22:005,3,255,23ms
2025/06/26 08:58:22:035,2,60,23ms
2025/06/26 08:58:22:112,3,0,23ms
2025/06/26 08:58:22:143,2,0,23ms
2025/06/26 09:02:15:980,2,255,24ms
2025/06/26 09:02:16:105,2,0,24ms
2025/06/26 09:02:16:818,3,90,23ms
2025/06/26 09:02:16:850,2,255,24ms
2025/06/26 09:02:16:922,3,0,24ms
2025/06/26 09:02:16:954,2,0,24ms
2025/06/26 09:02:17:526,6,255,24ms
2025/06/26 09:02:17:597,6,0,24ms
2025/06/26 09:02:18:010,6,255,23ms
2025/06/26 09:02:18:077,6,0,23ms
2025/06/26 09:02:23:306,2,255,24ms
2025/06/26 09:02:23:479,2,0,23ms
2025/06/26 09:02:23:956,3,255,23ms
2025/06/26 09:02:24:042,3,0,24ms
2025/06/26 09:02:24:073,3,255,23ms
2025/06/26 09:02:24:103,2,60,23ms
2025/06/26 09:02:24:180,3,0,24ms
2025/06/26 09:02:24:213,2,0,25ms
2025/06/26 09:02:25:485,1,255,23ms
2025/06/26 09:02:25:596,1,0,23ms
2025/06/26 09:02:25:627,4,255,23ms
2025/06/26 09:02:25:734,4,0,23ms
2025/06/26 09:02:25:880,4,255,24ms
2025/06/26 09:02:25:985,4,0,23ms
2025/06/26 09:02:27:250,5,255,23ms
2025/06/26 09:02:27:411,5,0,23ms
2025/06/26 09:02:27:442,4,255,23ms
2025/06/26 09:02:27:525,4,0,23ms
2025/06/26 09:02:27:806,5,255,23ms
2025/06/26 09:02:27:969,5,0,24ms
2025/06/26 09:02:28:001,4,255,24ms
2025/06/26 09:02:28:083,4,0,23ms
2025/06/26 09:02:37:966,3,255,24ms
2025/06/26 09:02:38:036,3,0,24ms
2025/06/26 09:02:38:069,3,255,25ms
2025/06/26 09:02:38:099,2,60,24ms
2025/06/26 09:02:38:175,3,0,23ms
2025/06/26 09:02:38:206,2,0,24ms
2025/06/26 09:02:39:544,2,255,24ms
2025/06/26 09:02:39:641,2,0,24ms
2025/06/26 09:07:18:616,2,255,24ms
2025/06/26 09:07:18:738,2,0,24ms
2025/06/26 09:07:19:493,3,90,23ms
2025/06/26 09:07:19:525,2,255,23ms
2025/06/26 09:07:19:591,3,0,23ms
2025/06/26 09:07:19:622,2,0,24ms
2025/06/26 09:07:20:202,6,255,24ms
2025/06/26 09:07:20:272,6,0,24ms
2025/06/26 09:07:20:706,6,255,24ms
2025/06/26 09:07:20:774,6,0,23ms
2025/06/26 09:07:26:044,2,255,23ms
2025/06/26 09:07:26:222,2,0,24ms
2025/06/26 09:07:26:704,3,255,24ms
2025/06/26 09:07:26:794,3,0,23ms
2025/06/26 09:07:26:825,3,255,24ms
2025/06/26 09:07:26:857,2,60,24ms
2025/06/26 09:07:26:933,3,0,23ms
2025/06/26 09:07:26:964,2,0,23ms
2025/06/26 09:07:28:233,1,255,24ms
2025/06/26 09:07:28:340,1,0,23ms
2025/06/26 09:07:28:370,4,255,23ms
2025/06/26 09:07:28:480,4,0,23ms
2025/06/26 09:07:28:629,4,255,23ms
2025/06/26 09:07:28:732,4,0,23ms
2025/06/26 09:07:30:032,5,255,24ms
2025/06/26 09:07:30:190,5,0,23ms
2025/06/26 09:07:30:221,4,255,24ms
2025/06/26 09:07:30:304,4,0,24ms
2025/06/26 09:07:30:638,5,255,23ms
2025/06/26 09:07:30:803,5,0,25ms
2025/06/26 09:07:30:833,4,255,23ms
2025/06/26 09:07:30:917,4,0,24ms
2025/06/26 09:07:40:521,3,255,24ms
2025/06/26 09:07:40:587,3,0,24ms
2025/06/26 09:07:40:618,3,255,24ms
2025/06/26 09:07:40:649,2,60,23ms
2025/06/26 09:07:40:727,3,0,24ms
2025/06/26 09:07:40:758,2,0,24ms
2025/06/26 09:07:43:086,2,255,23ms
2025/06/26 09:07:43:213,2,0,24ms
2025/06/26 09:07:43:891,3,90,23ms
2025/06/26 09:07:43:923,2,255,24ms
2025/06/26 09:07:43:994,3,0,23ms
2025/06/26 09:07:44:025,2,0,24ms
2025/06/26 09:07:44:619,6,255,23ms
2025/06/26 09:07:44:686,6,0,23ms
2025/06/26 09:07:45:063,6,255,23ms
2025/06/26 09:07:45:131,6,0,24ms
2025/06/26 09:07:54:539,2,255,24ms
2025/06/26 09:07:54:712,2,0,23ms
2025/06/26 09:07:55:204,3,255,23ms
2025/06/26 09:07:55:290,3,0,24ms
2025/06/26 09:07:55:320,3,255,23ms
2025/06/26 09:07:55:352,2,60,24ms
2025/06/26 09:07:55:427,3,0,24ms
2025/06/26 09:07:55:458,2,0,24ms
2025/06/26 09:07:56:726,1,255,24ms
2025/06/26 09:07:56:835,1,0,24ms
2025/06/26 09:07:56:865,4,255,23ms
2025/06/26 09:07:56:974,4,0,24ms
2025/06/26 09:07:57:119,4,255,23ms
2025/06/26 09:07:57:224,4,0,23ms
2025/06/26 09:07:58:523,5,255,24ms
2025/06/26 09:07:58:684,5,0,23ms
2025/06/26 09:07:58:715,4,255,23ms
2025/06/26 09:07:58:799,4,0,23ms
2025/06/26 09:07:59:021,5,255,24ms
2025/06/26 09:07:59:185,5,0,24ms
2025/06/26 09:07:59:215,4,255,23ms
2025/06/26 09:07:59:296,4,0,23ms
2025/06/26 09:08:08:890,3,255,24ms
2025/06/26 09:08:08:959,3,0,23ms
2025/06/26 09:08:08:990,3,255,23ms
2025/06/26 09:08:09:022,2,60,24ms
2025/06/26 09:08:09:097,3,0,24ms
2025/06/26 09:08:09:128,2,0,24ms
2025/06/26 09:08:10:443,2,255,23ms
2025/06/26 09:08:10:542,2,0,25ms
2025/06/26 09:20:03:375,2,255,23ms
2025/06/26 09:20:03:502,2,0,24ms
2025/06/26 09:20:04:206,3,90,24ms
2025/06/26 09:20:04:237,2,255,24ms
2025/06/26 09:20:04:307,3,0,24ms
2025/06/26 09:20:04:337,2,0,24ms
2025/06/26 09:20:04:872,6,255,24ms
2025/06/26 09:20:04:940,6,0,24ms
2025/06/26 09:20:05:357,6,255,23ms
2025/06/26 09:20:05:425,6,0,24ms
2025/06/26 09:20:10:664,2,255,24ms
2025/06/26 09:20:10:779,2,0,23ms
2025/06/26 09:20:11:264,3,255,23ms
2025/06/26 09:20:11:332,3,0,24ms
2025/06/26 09:20:11:363,2,255,23ms
2025/06/26 09:20:11:475,2,0,24ms
2025/06/26 09:20:57:255,3,255,23ms
2025/06/26 09:20:57:323,3,0,23ms
2025/06/26 09:20:57:354,2,255,23ms
2025/06/26 09:20:57:467,2,0,25ms
2025/06/26 09:21:59:442,3,255,24ms
2025/06/26 09:21:59:508,3,0,24ms
2025/06/26 09:21:59:539,2,255,23ms
2025/06/26 09:21:59:648,2,0,24ms
2025/06/26 09:22:00:956,1,255,23ms
2025/06/26 09:22:01:066,1,0,23ms
2025/06/26 09:22:01:097,4,255,23ms
2025/06/26 09:22:01:203,4,0,23ms
2025/06/26 09:22:01:349,4,255,24ms
2025/06/26 09:22:01:453,4,0,23ms
2025/06/26 09:22:02:749,5,255,24ms
