时间,通道,亮度,设置时间
2025/06/25 15:21:45:556,6,0,23ms
2025/06/25 15:21:50:845,2,255,23ms
2025/06/25 15:21:51:021,2,0,23ms
2025/06/25 15:21:51:507,3,255,24ms
2025/06/25 15:21:51:593,3,0,23ms
2025/06/25 15:21:51:624,3,255,23ms
2025/06/25 15:21:51:655,2,60,23ms
2025/06/25 15:21:51:731,3,0,23ms
2025/06/25 15:21:51:762,2,0,24ms
2025/06/25 15:21:53:037,1,255,24ms
2025/06/25 15:21:53:148,1,0,24ms
2025/06/25 15:21:53:179,4,255,24ms
2025/06/25 15:21:53:294,4,0,24ms
2025/06/25 15:21:53:442,4,255,24ms
2025/06/25 15:21:53:546,4,0,23ms
2025/06/25 15:21:54:840,5,255,23ms
2025/06/25 15:21:55:000,5,0,23ms
2025/06/25 15:21:55:031,4,255,23ms
2025/06/25 15:21:55:114,4,0,23ms
2025/06/25 15:21:55:431,5,255,23ms
2025/06/25 15:21:55:593,5,0,23ms
2025/06/25 15:21:55:623,4,255,23ms
2025/06/25 15:21:55:706,4,0,24ms
2025/06/25 15:22:05:420,3,255,24ms
2025/06/25 15:22:05:490,3,0,24ms
2025/06/25 15:22:05:521,3,255,23ms
2025/06/25 15:22:05:552,2,60,24ms
2025/06/25 15:22:05:628,3,0,24ms
2025/06/25 15:22:05:659,2,0,23ms
2025/06/25 15:22:06:977,2,255,23ms
2025/06/25 15:22:07:071,2,0,23ms
2025/06/25 15:23:32:192,2,255,24ms
2025/06/25 15:23:32:315,2,0,24ms
2025/06/25 15:23:33:011,3,90,23ms
2025/06/25 15:23:33:043,2,255,24ms
2025/06/25 15:23:33:112,3,0,23ms
2025/06/25 15:23:33:143,2,0,23ms
2025/06/25 15:23:33:730,6,255,23ms
2025/06/25 15:23:33:798,6,0,24ms
2025/06/25 15:23:34:134,6,255,24ms
2025/06/25 15:23:34:200,6,0,23ms
2025/06/25 15:23:39:381,2,255,23ms
2025/06/25 15:23:39:558,2,0,24ms
2025/06/25 15:23:40:044,3,255,24ms
2025/06/25 15:23:40:134,3,0,24ms
2025/06/25 15:23:40:164,3,255,23ms
2025/06/25 15:23:40:196,2,60,24ms
2025/06/25 15:23:40:274,3,0,24ms
2025/06/25 15:23:40:305,2,0,25ms
2025/06/25 15:23:41:578,1,255,23ms
2025/06/25 15:23:41:689,1,0,24ms
2025/06/25 15:23:41:719,4,255,23ms
2025/06/25 15:23:41:829,4,0,23ms
2025/06/25 15:23:41:976,4,255,24ms
2025/06/25 15:23:42:080,4,0,23ms
2025/06/25 15:23:43:353,5,255,23ms
2025/06/25 15:23:43:514,5,0,24ms
2025/06/25 15:23:43:545,4,255,24ms
2025/06/25 15:23:43:627,4,0,23ms
2025/06/25 15:23:43:925,5,255,24ms
2025/06/25 15:23:44:091,5,0,24ms
2025/06/25 15:23:44:120,4,255,23ms
2025/06/25 15:23:44:204,4,0,23ms
2025/06/25 15:23:53:810,3,255,24ms
2025/06/25 15:23:53:879,3,0,23ms
2025/06/25 15:23:53:910,3,255,23ms
2025/06/25 15:23:53:941,2,60,23ms
2025/06/25 15:23:54:019,3,0,23ms
2025/06/25 15:23:54:050,2,0,24ms
2025/06/25 15:26:14:955,2,255,23ms
2025/06/25 15:26:15:078,2,0,24ms
2025/06/25 15:26:15:785,3,90,23ms
2025/06/25 15:26:15:816,2,255,23ms
2025/06/25 15:26:15:886,3,0,25ms
2025/06/25 15:26:15:916,2,0,23ms
2025/06/25 15:26:16:493,6,255,23ms
2025/06/25 15:26:16:561,6,0,23ms
2025/06/25 15:26:16:921,6,255,24ms
2025/06/25 15:26:16:989,6,0,23ms
2025/06/25 15:26:22:227,2,255,25ms
2025/06/25 15:26:22:400,2,0,24ms
2025/06/25 15:26:22:877,3,255,23ms
2025/06/25 15:26:22:969,3,0,24ms
2025/06/25 15:26:22:999,3,255,23ms
2025/06/25 15:26:23:030,2,60,23ms
2025/06/25 15:26:23:107,3,0,24ms
2025/06/25 15:26:23:138,2,0,24ms
2025/06/25 15:26:24:414,1,255,23ms
2025/06/25 15:26:24:525,1,0,23ms
2025/06/25 15:26:24:556,4,255,23ms
2025/06/25 15:26:24:662,4,0,24ms
2025/06/25 15:26:24:807,4,255,23ms
2025/06/25 15:26:24:912,4,0,23ms
2025/06/25 15:26:26:194,5,255,24ms
2025/06/25 15:26:26:358,5,0,23ms
2025/06/25 15:26:26:389,4,255,23ms
2025/06/25 15:26:26:473,4,0,23ms
2025/06/25 15:26:26:784,5,255,24ms
2025/06/25 15:26:26:942,5,0,23ms
2025/06/25 15:26:26:973,4,255,23ms
2025/06/25 15:26:27:058,4,0,23ms
2025/06/25 15:26:36:549,3,255,23ms
2025/06/25 15:26:36:620,3,0,24ms
2025/06/25 15:26:36:650,3,255,23ms
2025/06/25 15:26:36:682,2,60,24ms
2025/06/25 15:26:36:757,3,0,24ms
2025/06/25 15:26:36:788,2,0,24ms
2025/06/25 15:26:38:113,2,255,24ms
2025/06/25 15:26:38:210,2,0,23ms
2025/06/25 15:28:16:322,2,255,24ms
2025/06/25 15:28:16:445,2,0,24ms
2025/06/25 15:28:17:181,3,90,23ms
2025/06/25 15:28:17:212,2,255,24ms
2025/06/25 15:28:17:281,3,0,24ms
2025/06/25 15:28:17:312,2,0,23ms
2025/06/25 15:28:17:890,6,255,22ms
2025/06/25 15:28:17:958,6,0,23ms
2025/06/25 15:28:18:327,6,255,24ms
2025/06/25 15:28:18:395,6,0,23ms
2025/06/25 15:28:23:594,2,255,23ms
2025/06/25 15:28:23:765,2,0,24ms
2025/06/25 15:28:24:249,3,255,23ms
2025/06/25 15:28:24:334,3,0,24ms
2025/06/25 15:28:24:365,3,255,23ms
2025/06/25 15:28:24:397,2,60,24ms
2025/06/25 15:28:24:475,3,0,24ms
2025/06/25 15:28:24:505,2,0,23ms
2025/06/25 15:28:25:783,1,255,23ms
2025/06/25 15:28:25:895,1,0,24ms
2025/06/25 15:28:25:925,4,255,23ms
2025/06/25 15:28:26:034,4,0,23ms
2025/06/25 15:28:26:181,4,255,23ms
2025/06/25 15:28:26:286,4,0,24ms
2025/06/25 15:28:27:570,5,255,24ms
2025/06/25 15:28:27:729,5,0,23ms
2025/06/25 15:28:27:760,4,255,23ms
2025/06/25 15:28:27:845,4,0,24ms
2025/06/25 15:28:28:126,5,255,24ms
2025/06/25 15:28:28:284,5,0,24ms
2025/06/25 15:28:28:314,4,255,23ms
2025/06/25 15:28:28:398,4,0,23ms
2025/06/25 15:28:38:017,3,255,23ms
2025/06/25 15:28:38:082,3,0,23ms
2025/06/25 15:28:38:113,3,255,23ms
2025/06/25 15:28:38:145,2,60,24ms
2025/06/25 15:28:38:222,3,0,24ms
2025/06/25 15:28:38:252,2,0,24ms
2025/06/25 15:30:31:034,2,255,24ms
2025/06/25 15:30:31:161,2,0,24ms
2025/06/25 15:30:31:858,3,90,24ms
2025/06/25 15:30:31:889,2,255,24ms
2025/06/25 15:30:31:957,3,0,23ms
2025/06/25 15:30:31:989,2,0,24ms
2025/06/25 15:30:32:576,6,255,24ms
2025/06/25 15:30:32:643,6,0,23ms
2025/06/25 15:30:32:978,6,255,23ms
2025/06/25 15:30:33:045,6,0,23ms
2025/06/25 15:30:38:219,2,255,24ms
2025/06/25 15:30:38:394,2,0,23ms
2025/06/25 15:30:38:881,3,255,24ms
2025/06/25 15:30:38:972,3,0,24ms
2025/06/25 15:30:39:002,3,255,23ms
2025/06/25 15:30:39:033,2,60,23ms
2025/06/25 15:30:39:110,3,0,23ms
2025/06/25 15:30:39:141,2,0,23ms
2025/06/25 15:30:40:409,1,255,23ms
2025/06/25 15:30:40:521,1,0,24ms
2025/06/25 15:30:40:551,4,255,23ms
2025/06/25 15:30:40:653,4,0,23ms
2025/06/25 15:30:40:798,4,255,23ms
2025/06/25 15:30:40:903,4,0,23ms
2025/06/25 15:30:42:191,5,255,23ms
2025/06/25 15:30:42:356,5,0,23ms
2025/06/25 15:30:42:387,4,255,23ms
2025/06/25 15:30:42:472,4,0,23ms
2025/06/25 15:30:42:793,5,255,24ms
2025/06/25 15:30:42:951,5,0,23ms
2025/06/25 15:30:42:982,4,255,23ms
2025/06/25 15:30:43:066,4,0,24ms
2025/06/25 15:30:52:805,3,255,24ms
2025/06/25 15:30:52:869,3,0,23ms
2025/06/25 15:30:52:900,3,255,22ms
2025/06/25 15:30:52:932,2,60,24ms
2025/06/25 15:30:53:008,3,0,24ms
2025/06/25 15:30:53:038,2,0,24ms
2025/06/25 15:30:54:361,2,255,23ms
2025/06/25 15:30:54:457,2,0,24ms
2025/06/25 15:32:28:951,2,255,23ms
2025/06/25 15:32:29:074,2,0,23ms
2025/06/25 15:32:29:853,3,90,23ms
2025/06/25 15:32:29:884,2,255,23ms
2025/06/25 15:32:29:950,3,0,24ms
2025/06/25 15:32:29:981,2,0,23ms
2025/06/25 15:32:30:561,6,255,23ms
2025/06/25 15:32:30:629,6,0,23ms
2025/06/25 15:32:31:051,6,255,24ms
2025/06/25 15:32:31:123,6,0,24ms
2025/06/25 15:32:36:370,2,255,23ms
2025/06/25 15:32:36:542,2,0,24ms
2025/06/25 15:32:37:030,3,255,24ms
2025/06/25 15:32:37:117,3,0,23ms
2025/06/25 15:32:37:148,3,255,23ms
2025/06/25 15:32:37:180,2,60,24ms
2025/06/25 15:32:37:256,3,0,24ms
2025/06/25 15:32:37:286,2,0,24ms
2025/06/25 15:32:38:553,1,255,23ms
2025/06/25 15:32:38:666,1,0,24ms
2025/06/25 15:32:38:696,4,255,24ms
2025/06/25 15:32:38:803,4,0,24ms
2025/06/25 15:32:38:948,4,255,23ms
2025/06/25 15:32:39:053,4,0,23ms
2025/06/25 15:32:40:355,5,255,23ms
2025/06/25 15:32:40:514,5,0,23ms
2025/06/25 15:32:40:545,4,255,23ms
2025/06/25 15:32:40:629,4,0,23ms
2025/06/25 15:32:40:892,5,255,24ms
2025/06/25 15:32:41:051,5,0,23ms
2025/06/25 15:32:41:082,4,255,23ms
2025/06/25 15:32:41:167,4,0,23ms
2025/06/25 15:32:50:963,3,255,23ms
2025/06/25 15:32:51:033,3,0,24ms
2025/06/25 15:32:51:064,3,255,24ms
2025/06/25 15:32:51:096,2,60,24ms
2025/06/25 15:32:51:172,3,0,23ms
2025/06/25 15:32:51:204,2,0,24ms
2025/06/25 15:34:30:705,2,255,23ms
2025/06/25 15:34:30:829,2,0,24ms
2025/06/25 15:34:31:567,3,90,23ms
2025/06/25 15:34:31:599,2,255,25ms
2025/06/25 15:34:31:668,3,0,24ms
2025/06/25 15:34:31:699,2,0,24ms
2025/06/25 15:34:32:268,6,255,24ms
2025/06/25 15:34:32:334,6,0,23ms
2025/06/25 15:34:32:726,6,255,24ms
2025/06/25 15:34:32:797,6,0,24ms
2025/06/25 15:34:38:044,2,255,23ms
2025/06/25 15:34:38:220,2,0,23ms
2025/06/25 15:34:38:702,3,255,23ms
2025/06/25 15:34:38:788,3,0,25ms
2025/06/25 15:34:38:818,3,255,23ms
2025/06/25 15:34:38:850,2,60,24ms
2025/06/25 15:34:38:925,3,0,23ms
2025/06/25 15:34:38:956,2,0,23ms
2025/06/25 15:34:40:241,1,255,23ms
2025/06/25 15:34:40:352,1,0,23ms
2025/06/25 15:34:40:382,4,255,23ms
2025/06/25 15:34:40:489,4,0,24ms
2025/06/25 15:34:40:643,4,255,23ms
2025/06/25 15:34:40:749,4,0,23ms
2025/06/25 15:34:42:037,5,255,24ms
2025/06/25 15:34:42:196,5,0,24ms
2025/06/25 15:34:42:227,4,255,23ms
2025/06/25 15:34:42:312,4,0,23ms
2025/06/25 15:34:42:598,5,255,24ms
2025/06/25 15:34:42:757,5,0,23ms
2025/06/25 15:34:42:788,4,255,23ms
2025/06/25 15:34:42:873,4,0,24ms
2025/06/25 15:34:52:614,3,255,23ms
2025/06/25 15:34:52:679,3,0,24ms
2025/06/25 15:34:52:710,3,255,23ms
2025/06/25 15:34:52:741,2,60,23ms
2025/06/25 15:34:52:818,3,0,23ms
2025/06/25 15:34:52:849,2,0,24ms
2025/06/25 15:34:54:170,2,255,23ms
2025/06/25 15:34:54:268,2,0,24ms
2025/06/25 15:36:32:531,2,255,23ms
2025/06/25 15:36:32:658,2,0,24ms
2025/06/25 15:36:33:409,3,90,24ms
2025/06/25 15:36:33:441,2,255,24ms
2025/06/25 15:36:33:511,3,0,24ms
2025/06/25 15:36:33:542,2,0,24ms
2025/06/25 15:36:34:118,6,255,24ms
2025/06/25 15:36:34:185,6,0,23ms
2025/06/25 15:36:34:640,6,255,24ms
2025/06/25 15:36:34:707,6,0,23ms
2025/06/25 15:36:39:975,2,255,24ms
2025/06/25 15:36:40:146,2,0,23ms
2025/06/25 15:36:40:634,3,255,23ms
2025/06/25 15:36:40:725,3,0,23ms
2025/06/25 15:36:40:755,3,255,23ms
2025/06/25 15:36:40:786,2,60,24ms
2025/06/25 15:36:40:862,3,0,24ms
2025/06/25 15:36:40:892,2,0,24ms
2025/06/25 15:36:42:166,1,255,24ms
2025/06/25 15:36:42:276,1,0,24ms
2025/06/25 15:36:42:305,4,255,23ms
2025/06/25 15:36:42:412,4,0,24ms
2025/06/25 15:36:42:561,4,255,24ms
2025/06/25 15:36:42:667,4,0,24ms
2025/06/25 15:36:43:958,5,255,24ms
2025/06/25 15:36:44:117,5,0,22ms
2025/06/25 15:36:44:149,4,255,24ms
2025/06/25 15:36:44:234,4,0,24ms
2025/06/25 15:36:44:583,5,255,24ms
2025/06/25 15:36:44:742,5,0,23ms
2025/06/25 15:36:44:773,4,255,23ms
2025/06/25 15:36:44:859,4,0,24ms
2025/06/25 15:36:54:346,3,255,24ms
2025/06/25 15:36:54:411,3,0,23ms
2025/06/25 15:36:54:442,3,255,23ms
2025/06/25 15:36:54:473,2,60,24ms
2025/06/25 15:36:54:549,3,0,23ms
2025/06/25 15:36:54:580,2,0,23ms
2025/06/25 15:38:07:149,2,255,24ms
2025/06/25 15:38:07:274,2,0,24ms
2025/06/25 15:38:07:939,3,90,23ms
2025/06/25 15:38:07:970,2,255,24ms
2025/06/25 15:38:08:042,3,0,24ms
2025/06/25 15:38:08:073,2,0,24ms
2025/06/25 15:38:08:665,6,255,24ms
2025/06/25 15:38:08:732,6,0,23ms
2025/06/25 15:38:09:088,6,255,24ms
2025/06/25 15:38:09:155,6,0,23ms
2025/06/25 15:38:14:349,2,255,23ms
2025/06/25 15:38:14:523,2,0,24ms
2025/06/25 15:38:15:009,3,255,24ms
2025/06/25 15:38:15:095,3,0,23ms
2025/06/25 15:38:15:127,3,255,24ms
2025/06/25 15:38:15:158,2,60,24ms
2025/06/25 15:38:15:233,3,0,23ms
2025/06/25 15:38:15:264,2,0,23ms
2025/06/25 15:38:16:541,1,255,24ms
2025/06/25 15:38:16:652,1,0,24ms
2025/06/25 15:38:16:682,4,255,23ms
2025/06/25 15:38:16:782,4,0,23ms
2025/06/25 15:38:16:934,4,255,23ms
2025/06/25 15:38:17:039,4,0,23ms
2025/06/25 15:38:18:320,5,255,24ms
2025/06/25 15:38:18:484,5,0,23ms
2025/06/25 15:38:18:516,4,255,25ms
2025/06/25 15:38:18:601,4,0,23ms
2025/06/25 15:38:18:917,5,255,23ms
2025/06/25 15:38:19:078,5,0,23ms
2025/06/25 15:38:19:109,4,255,23ms
2025/06/25 15:38:19:194,4,0,24ms
2025/06/25 15:38:28:885,3,255,23ms
2025/06/25 15:38:28:951,3,0,23ms
2025/06/25 15:38:28:982,3,255,23ms
2025/06/25 15:38:29:014,2,60,24ms
2025/06/25 15:38:29:090,3,0,24ms
2025/06/25 15:38:29:121,2,0,23ms
2025/06/25 15:38:30:469,2,255,24ms
2025/06/25 15:38:30:563,2,0,24ms
2025/06/25 15:39:55:980,2,255,23ms
2025/06/25 15:39:56:105,2,0,24ms
2025/06/25 15:39:56:769,3,90,24ms
2025/06/25 15:39:56:799,2,255,23ms
2025/06/25 15:39:56:869,3,0,23ms
2025/06/25 15:39:56:900,2,0,23ms
2025/06/25 15:39:57:475,6,255,23ms
2025/06/25 15:39:57:541,6,0,23ms
2025/06/25 15:39:57:900,6,255,23ms
2025/06/25 15:39:57:968,6,0,23ms
2025/06/25 15:40:03:176,2,255,24ms
2025/06/25 15:40:03:353,2,0,23ms
2025/06/25 15:40:03:839,3,255,23ms
2025/06/25 15:40:03:925,3,0,24ms
2025/06/25 15:40:03:956,3,255,23ms
2025/06/25 15:40:03:988,2,60,24ms
2025/06/25 15:40:04:064,3,0,24ms
2025/06/25 15:40:04:094,2,0,23ms
2025/06/25 15:40:05:373,1,255,24ms
2025/06/25 15:40:05:484,1,0,23ms
2025/06/25 15:40:05:515,4,255,23ms
2025/06/25 15:40:05:621,4,0,24ms
2025/06/25 15:40:05:770,4,255,24ms
2025/06/25 15:40:05:875,4,0,23ms
2025/06/25 15:40:07:159,5,255,24ms
2025/06/25 15:40:07:323,5,0,24ms
2025/06/25 15:40:07:353,4,255,23ms
2025/06/25 15:40:07:437,4,0,23ms
2025/06/25 15:40:07:660,5,255,24ms
2025/06/25 15:40:07:823,5,0,24ms
2025/06/25 15:40:07:854,4,255,23ms
2025/06/25 15:40:07:939,4,0,24ms
2025/06/25 15:40:17:697,3,255,24ms
2025/06/25 15:40:17:769,3,0,23ms
2025/06/25 15:40:17:800,3,255,23ms
2025/06/25 15:40:17:832,2,60,24ms
2025/06/25 15:40:17:909,3,0,23ms
2025/06/25 15:40:17:940,2,0,23ms
2025/06/25 15:41:38:546,2,255,24ms
2025/06/25 15:41:38:670,2,0,24ms
2025/06/25 15:41:39:361,3,90,24ms
2025/06/25 15:41:39:392,2,255,24ms
2025/06/25 15:41:39:464,3,0,23ms
2025/06/25 15:41:39:495,2,0,23ms
2025/06/25 15:41:40:057,6,255,24ms
2025/06/25 15:41:40:124,6,0,24ms
2025/06/25 15:41:40:547,6,255,24ms
2025/06/25 15:41:40:613,6,0,23ms
2025/06/25 15:41:45:908,2,255,24ms
2025/06/25 15:41:46:084,2,0,24ms
2025/06/25 15:41:46:570,3,255,24ms
2025/06/25 15:41:46:656,3,0,23ms
2025/06/25 15:41:46:687,3,255,23ms
2025/06/25 15:41:46:718,2,60,24ms
2025/06/25 15:41:46:795,3,0,24ms
2025/06/25 15:41:46:825,2,0,24ms
2025/06/25 15:41:48:097,1,255,23ms
2025/06/25 15:41:48:210,1,0,24ms
2025/06/25 15:41:48:240,4,255,23ms
2025/06/25 15:41:48:347,4,0,24ms
2025/06/25 15:41:48:493,4,255,23ms
2025/06/25 15:41:48:599,4,0,23ms
2025/06/25 15:41:49:864,5,255,24ms
2025/06/25 15:41:50:027,5,0,23ms
2025/06/25 15:41:50:058,4,255,23ms
2025/06/25 15:41:50:141,4,0,23ms
2025/06/25 15:41:50:446,5,255,23ms
2025/06/25 15:41:50:611,5,0,24ms
2025/06/25 15:41:50:641,4,255,23ms
2025/06/25 15:41:50:726,4,0,25ms
2025/06/25 15:42:00:063,3,255,24ms
2025/06/25 15:42:00:129,3,0,23ms
2025/06/25 15:42:00:160,3,255,23ms
2025/06/25 15:42:00:191,2,60,23ms
2025/06/25 15:42:00:267,3,0,24ms
2025/06/25 15:42:00:298,2,0,24ms
2025/06/25 15:42:01:630,2,255,24ms
2025/06/25 15:42:01:724,2,0,23ms
2025/06/25 15:43:21:711,2,255,23ms
2025/06/25 15:43:21:834,2,0,23ms
2025/06/25 15:43:22:546,3,90,23ms
2025/06/25 15:43:22:578,2,255,24ms
2025/06/25 15:43:22:648,3,0,23ms
2025/06/25 15:43:22:680,2,0,24ms
2025/06/25 15:43:23:256,6,255,24ms
2025/06/25 15:43:23:324,6,0,23ms
2025/06/25 15:43:23:699,6,255,24ms
2025/06/25 15:43:23:766,6,0,23ms
2025/06/25 15:43:29:013,2,255,24ms
2025/06/25 15:43:29:184,2,0,23ms
2025/06/25 15:43:29:664,3,255,24ms
2025/06/25 15:43:29:749,3,0,24ms
2025/06/25 15:43:29:780,3,255,23ms
2025/06/25 15:43:29:811,2,60,23ms
2025/06/25 15:43:29:887,3,0,23ms
2025/06/25 15:43:29:919,2,0,24ms
2025/06/25 15:43:31:193,1,255,23ms
2025/06/25 15:43:31:304,1,0,24ms
2025/06/25 15:43:31:334,4,255,23ms
2025/06/25 15:43:31:435,4,0,24ms
2025/06/25 15:43:31:588,4,255,23ms
2025/06/25 15:43:31:693,4,0,24ms
2025/06/25 15:43:32:948,5,255,24ms
2025/06/25 15:43:33:109,5,0,23ms
2025/06/25 15:43:33:139,4,255,24ms
2025/06/25 15:43:33:224,4,0,24ms
2025/06/25 15:43:33:454,5,255,23ms
2025/06/25 15:43:33:613,5,0,23ms
2025/06/25 15:43:33:645,4,255,23ms
2025/06/25 15:43:33:728,4,0,23ms
2025/06/25 15:43:43:408,3,255,24ms
2025/06/25 15:43:43:478,3,0,23ms
2025/06/25 15:43:43:508,3,255,23ms
2025/06/25 15:43:43:541,2,60,26ms
2025/06/25 15:43:43:617,3,0,24ms
2025/06/25 15:43:43:647,2,0,24ms
2025/06/25 15:44:25:898,3,255,24ms
2025/06/25 15:44:25:964,3,0,24ms
2025/06/25 15:44:25:994,3,255,23ms
2025/06/25 15:44:26:025,2,60,24ms
2025/06/25 15:44:26:102,3,0,24ms
2025/06/25 15:44:26:133,2,0,24ms
2025/06/25 15:45:13:369,2,255,24ms
2025/06/25 15:45:13:491,2,0,24ms
2025/06/25 15:45:14:223,3,90,23ms
2025/06/25 15:45:14:254,2,255,23ms
2025/06/25 15:45:14:321,3,0,23ms
2025/06/25 15:45:14:353,2,0,24ms
2025/06/25 15:45:14:917,6,255,24ms
2025/06/25 15:45:14:984,6,0,24ms
2025/06/25 15:45:15:376,6,255,23ms
2025/06/25 15:45:15:443,6,0,24ms
2025/06/25 15:45:20:673,2,255,23ms
2025/06/25 15:45:20:851,2,0,23ms
2025/06/25 15:45:21:338,3,255,24ms
2025/06/25 15:45:21:424,3,0,23ms
2025/06/25 15:45:21:456,3,255,23ms
2025/06/25 15:45:21:487,2,60,24ms
2025/06/25 15:45:21:562,3,0,23ms
2025/06/25 15:45:21:592,2,0,23ms
2025/06/25 15:45:22:862,1,255,22ms
2025/06/25 15:45:22:973,1,0,23ms
2025/06/25 15:45:23:004,4,255,23ms
2025/06/25 15:45:23:112,4,0,24ms
2025/06/25 15:45:23:258,4,255,23ms
2025/06/25 15:45:23:362,4,0,23ms
2025/06/25 15:45:24:643,5,255,24ms
2025/06/25 15:45:24:805,5,0,23ms
2025/06/25 15:45:24:835,4,255,23ms
2025/06/25 15:45:24:917,4,0,24ms
2025/06/25 15:45:25:255,5,255,24ms
2025/06/25 15:45:25:416,5,0,23ms
2025/06/25 15:45:25:447,4,255,23ms
2025/06/25 15:45:25:531,4,0,23ms
2025/06/25 15:45:35:350,3,255,24ms
2025/06/25 15:45:35:415,3,0,23ms
2025/06/25 15:45:35:447,3,255,23ms
2025/06/25 15:45:35:479,2,60,25ms
2025/06/25 15:45:35:555,3,0,23ms
2025/06/25 15:45:35:586,2,0,24ms
2025/06/25 15:47:08:523,3,255,23ms
2025/06/25 15:47:08:594,3,0,24ms
2025/06/25 15:47:08:625,3,255,23ms
2025/06/25 15:47:08:656,2,60,24ms
2025/06/25 15:47:08:732,3,0,23ms
2025/06/25 15:47:08:763,2,0,24ms
2025/06/25 15:47:14:556,2,255,23ms
2025/06/25 15:47:14:654,2,0,23ms
2025/06/25 15:47:35:203,2,255,24ms
2025/06/25 15:47:35:327,2,0,23ms
2025/06/25 15:47:36:081,3,90,23ms
2025/06/25 15:47:36:111,2,255,23ms
2025/06/25 15:47:36:182,3,0,23ms
2025/06/25 15:47:36:213,2,0,23ms
2025/06/25 15:47:36:800,6,255,23ms
2025/06/25 15:47:36:867,6,0,23ms
2025/06/25 15:47:37:325,6,255,23ms
2025/06/25 15:47:37:396,6,0,24ms
2025/06/25 15:47:42:671,2,255,23ms
2025/06/25 15:47:42:842,2,0,23ms
2025/06/25 15:47:43:324,3,255,23ms
2025/06/25 15:47:43:410,3,0,24ms
2025/06/25 15:47:43:444,3,255,26ms
2025/06/25 15:47:43:472,2,60,23ms
2025/06/25 15:47:43:548,3,0,23ms
2025/06/25 15:47:43:579,2,0,24ms
2025/06/25 15:47:44:848,1,255,23ms
2025/06/25 15:47:44:958,1,0,23ms
2025/06/25 15:47:44:989,4,255,23ms
2025/06/25 15:47:45:097,4,0,24ms
2025/06/25 15:47:45:251,4,255,23ms
2025/06/25 15:47:45:356,4,0,23ms
2025/06/25 15:47:46:640,5,255,24ms
2025/06/25 15:47:46:798,5,0,24ms
2025/06/25 15:47:46:829,4,255,23ms
2025/06/25 15:47:46:912,4,0,23ms
2025/06/25 15:47:47:193,5,255,24ms
2025/06/25 15:47:47:358,5,0,24ms
2025/06/25 15:47:47:388,4,255,23ms
2025/06/25 15:47:47:474,4,0,24ms
2025/06/25 15:47:57:282,3,255,23ms
2025/06/25 15:47:57:353,3,0,24ms
2025/06/25 15:47:57:383,3,255,23ms
2025/06/25 15:47:57:414,2,60,24ms
2025/06/25 15:47:57:490,3,0,24ms
2025/06/25 15:47:57:520,2,0,24ms
2025/06/25 15:48:34:622,2,255,23ms
2025/06/25 15:48:34:746,2,0,23ms
2025/06/25 15:48:35:492,3,90,23ms
2025/06/25 15:48:35:523,2,255,23ms
2025/06/25 15:48:35:597,3,0,24ms
2025/06/25 15:48:35:627,2,0,23ms
2025/06/25 15:48:36:205,6,255,24ms
2025/06/25 15:48:36:272,6,0,23ms
2025/06/25 15:48:36:649,6,255,23ms
2025/06/25 15:48:36:716,6,0,23ms
2025/06/25 15:48:41:920,2,255,23ms
2025/06/25 15:48:42:098,2,0,24ms
2025/06/25 15:48:42:583,3,255,24ms
2025/06/25 15:48:42:674,3,0,24ms
2025/06/25 15:48:42:703,3,255,22ms
2025/06/25 15:48:42:735,2,60,23ms
2025/06/25 15:48:42:812,3,0,23ms
2025/06/25 15:48:42:843,2,0,24ms
2025/06/25 15:48:44:125,1,255,25ms
2025/06/25 15:48:44:237,1,0,24ms
2025/06/25 15:48:44:267,4,255,23ms
2025/06/25 15:48:44:378,4,0,23ms
2025/06/25 15:48:44:525,4,255,24ms
2025/06/25 15:48:44:630,4,0,24ms
2025/06/25 15:48:45:937,5,255,24ms
2025/06/25 15:48:46:101,5,0,24ms
2025/06/25 15:48:46:131,4,255,23ms
2025/06/25 15:48:46:216,4,0,23ms
2025/06/25 15:48:46:490,5,255,23ms
2025/06/25 15:48:46:652,5,0,24ms
2025/06/25 15:48:46:683,4,255,24ms
2025/06/25 15:48:46:767,4,0,23ms
2025/06/25 15:48:56:418,3,255,24ms
2025/06/25 15:48:56:488,3,0,24ms
2025/06/25 15:48:56:518,3,255,23ms
2025/06/25 15:48:56:549,2,60,24ms
2025/06/25 15:48:56:625,3,0,24ms
2025/06/25 15:48:56:656,2,0,24ms
2025/06/25 15:48:57:980,2,255,23ms
2025/06/25 15:48:58:078,2,0,23ms
2025/06/25 15:50:19:701,2,255,24ms
2025/06/25 15:50:19:826,2,0,24ms
2025/06/25 15:50:20:543,3,90,24ms
2025/06/25 15:50:20:573,2,255,24ms
2025/06/25 15:50:20:643,3,0,23ms
2025/06/25 15:50:20:674,2,0,24ms
2025/06/25 15:50:21:249,6,255,24ms
2025/06/25 15:50:21:317,6,0,25ms
2025/06/25 15:50:21:720,6,255,23ms
2025/06/25 15:50:21:788,6,0,23ms
2025/06/25 15:50:27:033,2,255,23ms
2025/06/25 15:50:27:208,2,0,24ms
2025/06/25 15:50:27:691,3,255,23ms
2025/06/25 15:50:27:778,3,0,25ms
2025/06/25 15:50:27:808,3,255,23ms
2025/06/25 15:50:27:840,2,60,24ms
2025/06/25 15:50:27:917,3,0,24ms
2025/06/25 15:50:27:948,2,0,25ms
2025/06/25 15:50:29:222,1,255,23ms
