时间,通道,亮度,设置时间
2025/06/27 14:22:25:961,6,0,23ms
2025/06/27 14:22:31:107,2,255,22ms
2025/06/27 14:22:31:285,2,0,24ms
2025/06/27 14:22:31:765,3,255,23ms
2025/06/27 14:22:31:854,3,0,23ms
2025/06/27 14:22:31:886,3,255,24ms
2025/06/27 14:22:31:916,2,60,24ms
2025/06/27 14:22:31:993,3,0,22ms
2025/06/27 14:22:32:025,2,0,23ms
2025/06/27 14:22:33:309,1,255,23ms
2025/06/27 14:22:33:419,1,0,24ms
2025/06/27 14:22:33:449,4,255,23ms
2025/06/27 14:22:33:558,4,0,23ms
2025/06/27 14:22:33:707,4,255,23ms
2025/06/27 14:22:33:812,4,0,24ms
2025/06/27 14:22:35:082,5,255,24ms
2025/06/27 14:22:35:243,5,0,24ms
2025/06/27 14:22:35:274,4,255,23ms
2025/06/27 14:22:35:358,4,0,23ms
2025/06/27 14:22:35:654,5,255,23ms
2025/06/27 14:22:35:813,5,0,23ms
2025/06/27 14:22:35:844,4,255,23ms
2025/06/27 14:22:35:927,4,0,23ms
2025/06/27 14:22:45:580,3,255,23ms
2025/06/27 14:22:45:651,3,0,24ms
2025/06/27 14:22:45:682,3,255,23ms
2025/06/27 14:22:45:713,2,60,24ms
2025/06/27 14:22:45:789,3,0,24ms
2025/06/27 14:22:45:819,2,0,24ms
2025/06/27 14:30:09:736,2,255,24ms
2025/06/27 14:30:09:860,2,0,24ms
2025/06/27 14:30:10:606,3,90,24ms
2025/06/27 14:30:10:638,2,255,24ms
2025/06/27 14:30:10:710,3,0,24ms
2025/06/27 14:30:10:741,2,0,23ms
2025/06/27 14:30:11:315,6,255,24ms
2025/06/27 14:30:11:384,6,0,24ms
2025/06/27 14:30:11:779,6,255,23ms
2025/06/27 14:30:11:846,6,0,24ms
2025/06/27 14:30:17:004,2,255,24ms
2025/06/27 14:30:17:179,2,0,24ms
2025/06/27 14:30:17:660,3,255,23ms
2025/06/27 14:30:17:751,3,0,24ms
2025/06/27 14:30:17:781,3,255,23ms
2025/06/27 14:30:17:812,2,60,23ms
2025/06/27 14:30:17:889,3,0,23ms
2025/06/27 14:30:17:920,2,0,24ms
2025/06/27 14:30:19:207,1,255,24ms
2025/06/27 14:30:19:317,1,0,24ms
2025/06/27 14:30:19:347,4,255,23ms
2025/06/27 14:30:19:455,4,0,23ms
2025/06/27 14:30:19:605,4,255,23ms
2025/06/27 14:30:19:710,4,0,24ms
2025/06/27 14:30:20:995,5,255,23ms
2025/06/27 14:30:21:159,5,0,24ms
2025/06/27 14:30:21:190,4,255,23ms
2025/06/27 14:30:21:274,4,0,24ms
2025/06/27 14:30:21:590,5,255,23ms
2025/06/27 14:30:21:754,5,0,24ms
2025/06/27 14:30:21:786,4,255,24ms
2025/06/27 14:30:21:872,4,0,24ms
2025/06/27 14:30:31:725,3,255,23ms
2025/06/27 14:30:31:791,3,0,24ms
2025/06/27 14:30:31:822,3,255,24ms
2025/06/27 14:30:31:853,2,60,25ms
2025/06/27 14:30:31:927,3,0,23ms
2025/06/27 14:30:31:959,2,0,24ms
2025/06/27 14:30:33:311,2,255,23ms
2025/06/27 14:30:33:410,2,0,24ms
2025/06/27 14:30:41:001,2,255,23ms
2025/06/27 14:30:41:125,2,0,24ms
2025/06/27 14:30:41:805,3,90,23ms
2025/06/27 14:30:41:836,2,255,23ms
2025/06/27 14:30:41:908,3,0,24ms
2025/06/27 14:30:41:938,2,0,24ms
2025/06/27 14:30:42:510,6,255,24ms
2025/06/27 14:30:42:581,6,0,24ms
2025/06/27 14:30:42:967,6,255,23ms
2025/06/27 14:30:43:035,6,0,24ms
2025/06/27 14:30:48:146,2,255,23ms
2025/06/27 14:30:48:322,2,0,24ms
2025/06/27 14:30:48:802,3,255,23ms
2025/06/27 14:30:48:893,3,0,24ms
2025/06/27 14:30:48:923,3,255,23ms
2025/06/27 14:30:48:953,2,60,23ms
2025/06/27 14:30:49:030,3,0,24ms
2025/06/27 14:30:49:061,2,0,23ms
2025/06/27 14:30:50:349,1,255,24ms
2025/06/27 14:30:50:462,1,0,24ms
2025/06/27 14:30:50:492,4,255,23ms
2025/06/27 14:30:50:607,4,0,24ms
2025/06/27 14:30:50:755,4,255,23ms
2025/06/27 14:30:50:859,4,0,23ms
2025/06/27 14:30:52:136,5,255,23ms
2025/06/27 14:30:52:301,5,0,24ms
2025/06/27 14:30:52:331,4,255,23ms
2025/06/27 14:30:52:414,4,0,23ms
2025/06/27 14:30:52:680,5,255,24ms
2025/06/27 14:30:52:844,5,0,24ms
2025/06/27 14:30:52:875,4,255,23ms
2025/06/27 14:30:52:959,4,0,23ms
2025/06/27 14:31:02:923,3,255,23ms
2025/06/27 14:31:02:993,3,0,24ms
2025/06/27 14:31:03:024,3,255,23ms
2025/06/27 14:31:03:055,2,60,23ms
2025/06/27 14:31:03:132,3,0,24ms
2025/06/27 14:31:03:163,2,0,25ms
2025/06/27 14:31:12:629,2,255,23ms
2025/06/27 14:31:12:752,2,0,24ms
2025/06/27 14:31:13:454,3,90,23ms
2025/06/27 14:31:13:485,2,255,24ms
2025/06/27 14:31:13:558,3,0,24ms
2025/06/27 14:31:13:589,2,0,23ms
2025/06/27 14:31:14:157,6,255,23ms
2025/06/27 14:31:14:229,6,0,24ms
2025/06/27 14:31:14:576,6,255,24ms
2025/06/27 14:31:14:643,6,0,23ms
2025/06/27 14:31:19:718,2,255,23ms
2025/06/27 14:31:19:894,2,0,24ms
2025/06/27 14:31:20:382,3,255,24ms
2025/06/27 14:31:20:469,3,0,23ms
2025/06/27 14:31:20:499,3,255,23ms
2025/06/27 14:31:20:530,2,60,24ms
2025/06/27 14:31:20:607,3,0,24ms
2025/06/27 14:31:20:637,2,0,24ms
2025/06/27 14:31:21:924,1,255,23ms
2025/06/27 14:31:22:035,1,0,23ms
2025/06/27 14:31:22:066,4,255,23ms
2025/06/27 14:31:22:171,4,0,23ms
2025/06/27 14:31:22:322,4,255,24ms
2025/06/27 14:31:22:427,4,0,23ms
2025/06/27 14:31:23:698,5,255,24ms
2025/06/27 14:31:23:861,5,0,24ms
2025/06/27 14:31:23:892,4,255,23ms
2025/06/27 14:31:23:975,4,0,23ms
2025/06/27 14:31:24:273,5,255,24ms
2025/06/27 14:31:24:435,5,0,23ms
2025/06/27 14:31:24:466,4,255,23ms
2025/06/27 14:31:24:549,4,0,24ms
2025/06/27 14:31:34:610,3,255,23ms
2025/06/27 14:31:34:676,3,0,23ms
2025/06/27 14:31:34:707,3,255,24ms
2025/06/27 14:31:34:738,2,60,23ms
2025/06/27 14:31:34:814,3,0,23ms
2025/06/27 14:31:34:845,2,0,23ms
2025/06/27 14:31:36:168,2,255,24ms
2025/06/27 14:31:36:263,2,0,24ms
2025/06/27 14:31:45:521,2,255,25ms
2025/06/27 14:31:45:645,2,0,24ms
2025/06/27 14:31:46:368,3,90,23ms
2025/06/27 14:31:46:400,2,255,24ms
2025/06/27 14:31:46:470,3,0,24ms
2025/06/27 14:31:46:501,2,0,24ms
2025/06/27 14:31:47:076,6,255,23ms
2025/06/27 14:31:47:142,6,0,24ms
2025/06/27 14:31:47:526,6,255,23ms
2025/06/27 14:31:47:594,6,0,24ms
2025/06/27 14:31:52:700,2,255,24ms
2025/06/27 14:31:52:874,2,0,24ms
2025/06/27 14:31:53:362,3,255,23ms
2025/06/27 14:31:53:448,3,0,24ms
2025/06/27 14:31:53:479,3,255,23ms
2025/06/27 14:31:53:510,2,60,23ms
2025/06/27 14:31:53:588,3,0,25ms
2025/06/27 14:31:53:618,2,0,23ms
2025/06/27 14:31:54:908,1,255,23ms
2025/06/27 14:31:55:020,1,0,24ms
2025/06/27 14:31:55:050,4,255,24ms
2025/06/27 14:31:55:157,4,0,23ms
2025/06/27 14:31:55:306,4,255,23ms
2025/06/27 14:31:55:411,4,0,24ms
2025/06/27 14:31:56:814,5,255,24ms
2025/06/27 14:31:56:972,5,0,23ms
2025/06/27 14:31:57:003,4,255,23ms
2025/06/27 14:31:57:088,4,0,23ms
2025/06/27 14:31:57:421,5,255,23ms
2025/06/27 14:31:57:587,5,0,25ms
2025/06/27 14:31:57:617,4,255,24ms
2025/06/27 14:31:57:700,4,0,24ms
2025/06/27 14:32:07:195,3,255,23ms
2025/06/27 14:32:07:264,3,0,23ms
2025/06/27 14:32:07:296,3,255,24ms
2025/06/27 14:32:07:327,2,60,24ms
2025/06/27 14:32:07:403,3,0,23ms
2025/06/27 14:32:07:434,2,0,23ms
2025/06/27 14:32:22:095,2,255,23ms
2025/06/27 14:32:22:224,2,0,24ms
2025/06/27 14:32:22:939,3,90,23ms
2025/06/27 14:32:22:970,2,255,24ms
2025/06/27 14:32:23:042,3,0,24ms
2025/06/27 14:32:23:073,2,0,23ms
2025/06/27 14:32:23:655,6,255,23ms
2025/06/27 14:32:23:728,6,0,24ms
2025/06/27 14:32:24:095,6,255,23ms
2025/06/27 14:32:24:163,6,0,23ms
2025/06/27 14:32:29:263,2,255,24ms
2025/06/27 14:32:29:438,2,0,23ms
2025/06/27 14:32:29:918,3,255,23ms
2025/06/27 14:32:30:007,3,0,23ms
2025/06/27 14:32:30:038,3,255,23ms
2025/06/27 14:32:30:069,2,60,23ms
2025/06/27 14:32:30:146,3,0,23ms
2025/06/27 14:32:30:177,2,0,23ms
2025/06/27 14:32:31:470,1,255,23ms
2025/06/27 14:32:31:580,1,0,24ms
2025/06/27 14:32:31:611,4,255,24ms
2025/06/27 14:32:31:720,4,0,23ms
2025/06/27 14:32:31:872,4,255,23ms
2025/06/27 14:32:31:977,4,0,24ms
2025/06/27 14:32:33:245,5,255,23ms
2025/06/27 14:32:33:406,5,0,24ms
2025/06/27 14:32:33:437,4,255,23ms
2025/06/27 14:32:33:520,4,0,24ms
2025/06/27 14:32:33:791,5,255,24ms
2025/06/27 14:32:33:953,5,0,23ms
2025/06/27 14:32:33:984,4,255,24ms
2025/06/27 14:32:34:068,4,0,24ms
2025/06/27 14:32:43:911,3,255,24ms
2025/06/27 14:32:43:980,3,0,24ms
2025/06/27 14:32:44:011,3,255,23ms
2025/06/27 14:32:44:042,2,60,23ms
2025/06/27 14:32:44:119,3,0,23ms
2025/06/27 14:32:44:150,2,0,24ms
2025/06/27 14:32:45:470,2,255,23ms
2025/06/27 14:32:45:567,2,0,24ms
2025/06/27 14:35:49:857,2,255,23ms
2025/06/27 14:35:49:980,2,0,24ms
2025/06/27 14:35:50:657,3,90,24ms
2025/06/27 14:35:50:688,2,255,23ms
2025/06/27 14:35:50:758,3,0,24ms
2025/06/27 14:35:50:790,2,0,24ms
2025/06/27 14:35:51:370,6,255,23ms
2025/06/27 14:35:51:442,6,0,24ms
2025/06/27 14:35:51:858,6,255,23ms
2025/06/27 14:35:51:930,6,0,25ms
2025/06/27 14:35:57:055,2,255,24ms
2025/06/27 14:35:57:232,2,0,24ms
2025/06/27 14:35:57:721,3,255,23ms
2025/06/27 14:35:57:812,3,0,24ms
2025/06/27 14:35:57:842,3,255,24ms
2025/06/27 14:35:57:873,2,60,24ms
2025/06/27 14:35:57:950,3,0,24ms
2025/06/27 14:35:57:981,2,0,24ms
2025/06/27 14:35:59:267,1,255,23ms
2025/06/27 14:35:59:375,1,0,24ms
2025/06/27 14:35:59:406,4,255,24ms
2025/06/27 14:35:59:515,4,0,23ms
2025/06/27 14:35:59:662,4,255,24ms
2025/06/27 14:35:59:766,4,0,24ms
2025/06/27 14:36:01:037,5,255,24ms
2025/06/27 14:36:01:201,5,0,24ms
2025/06/27 14:36:01:232,4,255,24ms
2025/06/27 14:36:01:317,4,0,23ms
2025/06/27 14:36:01:606,5,255,23ms
2025/06/27 14:36:01:768,5,0,24ms
2025/06/27 14:36:01:799,4,255,24ms
2025/06/27 14:36:01:884,4,0,24ms
2025/06/27 14:36:11:966,3,255,23ms
2025/06/27 14:36:12:036,3,0,23ms
2025/06/27 14:36:12:067,3,255,23ms
2025/06/27 14:36:12:098,2,60,23ms
2025/06/27 14:36:12:174,3,0,24ms
2025/06/27 14:36:12:205,2,0,24ms
2025/06/27 14:36:34:828,2,255,24ms
2025/06/27 14:36:34:952,2,0,23ms
2025/06/27 14:36:35:734,3,90,23ms
2025/06/27 14:36:35:765,2,255,23ms
2025/06/27 14:36:35:832,3,0,23ms
2025/06/27 14:36:35:863,2,0,23ms
2025/06/27 14:36:36:446,6,255,24ms
2025/06/27 14:36:36:513,6,0,24ms
2025/06/27 14:36:36:967,6,255,23ms
2025/06/27 14:36:37:035,6,0,23ms
2025/06/27 14:36:42:221,2,255,23ms
2025/06/27 14:36:42:398,2,0,23ms
2025/06/27 14:36:42:884,3,255,23ms
2025/06/27 14:36:42:973,3,0,23ms
2025/06/27 14:36:43:004,3,255,23ms
2025/06/27 14:36:43:035,2,60,23ms
2025/06/27 14:36:43:112,3,0,24ms
2025/06/27 14:36:43:142,2,0,24ms
2025/06/27 14:36:44:439,1,255,23ms
2025/06/27 14:36:44:549,1,0,23ms
2025/06/27 14:36:44:579,4,255,23ms
2025/06/27 14:36:44:686,4,0,23ms
2025/06/27 14:36:44:837,4,255,23ms
2025/06/27 14:36:44:942,4,0,23ms
2025/06/27 14:36:46:249,5,255,23ms
2025/06/27 14:36:46:409,5,0,23ms
2025/06/27 14:36:46:441,4,255,24ms
2025/06/27 14:36:46:524,4,0,23ms
2025/06/27 14:36:46:844,5,255,24ms
2025/06/27 14:36:47:008,5,0,25ms
2025/06/27 14:36:47:039,4,255,24ms
2025/06/27 14:36:47:122,4,0,23ms
2025/06/27 14:36:57:069,3,255,23ms
2025/06/27 14:36:57:138,3,0,24ms
2025/06/27 14:36:57:169,3,255,23ms
2025/06/27 14:36:57:200,2,60,24ms
2025/06/27 14:36:57:277,3,0,24ms
2025/06/27 14:36:57:308,2,0,24ms
2025/06/27 14:36:58:630,2,255,23ms
2025/06/27 14:36:58:727,2,0,24ms
2025/06/27 14:37:49:022,2,255,23ms
2025/06/27 14:37:49:148,2,0,23ms
2025/06/27 14:37:49:893,3,90,23ms
2025/06/27 14:37:49:924,2,255,23ms
2025/06/27 14:37:49:994,3,0,24ms
2025/06/27 14:37:50:024,2,0,24ms
2025/06/27 14:37:50:605,6,255,23ms
2025/06/27 14:37:50:673,6,0,23ms
2025/06/27 14:37:51:082,6,255,23ms
2025/06/27 14:37:51:153,6,0,24ms
2025/06/27 14:37:56:263,2,255,24ms
2025/06/27 14:37:56:439,2,0,23ms
2025/06/27 14:37:56:926,3,255,23ms
2025/06/27 14:37:57:017,3,0,23ms
2025/06/27 14:37:57:048,3,255,23ms
2025/06/27 14:37:57:079,2,60,24ms
2025/06/27 14:37:57:155,3,0,24ms
2025/06/27 14:37:57:187,2,0,24ms
2025/06/27 14:37:58:472,1,255,24ms
2025/06/27 14:37:58:582,1,0,24ms
2025/06/27 14:37:58:612,4,255,23ms
2025/06/27 14:37:58:721,4,0,24ms
2025/06/27 14:37:58:873,4,255,24ms
2025/06/27 14:37:58:979,4,0,24ms
2025/06/27 14:38:00:223,5,255,23ms
2025/06/27 14:38:00:384,5,0,23ms
2025/06/27 14:38:00:414,4,255,23ms
2025/06/27 14:38:00:499,4,0,24ms
2025/06/27 14:38:00:761,5,255,23ms
2025/06/27 14:38:00:921,5,0,23ms
2025/06/27 14:38:00:952,4,255,23ms
2025/06/27 14:38:01:036,4,0,23ms
2025/06/27 14:38:10:416,3,255,24ms
2025/06/27 14:38:10:485,3,0,23ms
2025/06/27 14:38:10:516,3,255,23ms
2025/06/27 14:38:10:547,2,60,24ms
2025/06/27 14:38:10:625,3,0,24ms
2025/06/27 14:38:10:656,2,0,24ms
2025/06/27 14:39:40:102,2,255,24ms
2025/06/27 14:39:40:226,2,0,25ms
2025/06/27 14:39:40:918,3,90,24ms
2025/06/27 14:39:40:951,2,255,24ms
2025/06/27 14:39:41:022,3,0,24ms
2025/06/27 14:39:41:052,2,0,24ms
2025/06/27 14:39:41:618,6,255,24ms
2025/06/27 14:39:41:688,6,0,24ms
2025/06/27 14:39:42:100,6,255,25ms
2025/06/27 14:39:42:169,6,0,23ms
2025/06/27 14:39:47:320,2,255,24ms
2025/06/27 14:39:47:499,2,0,23ms
2025/06/27 14:39:47:978,3,255,23ms
2025/06/27 14:39:48:068,3,0,24ms
2025/06/27 14:39:48:099,3,255,23ms
2025/06/27 14:39:48:131,2,60,24ms
2025/06/27 14:39:48:206,3,0,23ms
2025/06/27 14:39:48:237,2,0,23ms
2025/06/27 14:39:49:522,1,255,23ms
2025/06/27 14:39:49:633,1,0,23ms
2025/06/27 14:39:49:664,4,255,23ms
2025/06/27 14:39:49:773,4,0,24ms
2025/06/27 14:39:49:918,4,255,24ms
2025/06/27 14:39:50:023,4,0,23ms
2025/06/27 14:39:51:279,5,255,25ms
2025/06/27 14:39:51:439,5,0,23ms
2025/06/27 14:39:51:471,4,255,24ms
2025/06/27 14:39:51:554,4,0,23ms
2025/06/27 14:39:51:788,5,255,24ms
2025/06/27 14:39:51:953,5,0,23ms
2025/06/27 14:39:51:984,4,255,23ms
2025/06/27 14:39:52:068,4,0,23ms
2025/06/27 14:40:01:649,3,255,23ms
2025/06/27 14:40:01:715,3,0,24ms
2025/06/27 14:40:01:746,3,255,23ms
2025/06/27 14:40:01:777,2,60,23ms
2025/06/27 14:40:01:854,3,0,24ms
2025/06/27 14:40:01:885,2,0,23ms
2025/06/27 14:40:03:213,2,255,23ms
2025/06/27 14:40:03:309,2,0,24ms
2025/06/27 14:41:08:793,2,255,24ms
2025/06/27 14:41:08:920,2,0,23ms
2025/06/27 14:41:09:606,3,90,23ms
2025/06/27 14:41:09:636,2,255,23ms
2025/06/27 14:41:09:707,3,0,23ms
2025/06/27 14:41:09:738,2,0,24ms
2025/06/27 14:41:10:303,6,255,24ms
2025/06/27 14:41:10:371,6,0,24ms
2025/06/27 14:41:10:722,6,255,23ms
2025/06/27 14:41:10:793,6,0,24ms
2025/06/27 14:41:15:857,2,255,23ms
2025/06/27 14:41:16:034,2,0,23ms
2025/06/27 14:41:16:519,3,255,23ms
2025/06/27 14:41:16:610,3,0,23ms
2025/06/27 14:41:16:641,3,255,24ms
2025/06/27 14:41:16:672,2,60,24ms
2025/06/27 14:41:16:750,3,0,24ms
2025/06/27 14:41:16:782,2,0,24ms
2025/06/27 14:41:18:074,1,255,23ms
2025/06/27 14:41:18:186,1,0,24ms
2025/06/27 14:41:18:215,4,255,23ms
2025/06/27 14:41:18:323,4,0,23ms
2025/06/27 14:41:18:477,4,255,23ms
2025/06/27 14:41:18:581,4,0,23ms
2025/06/27 14:41:19:855,5,255,23ms
2025/06/27 14:41:20:019,5,0,24ms
2025/06/27 14:41:20:050,4,255,24ms
2025/06/27 14:41:20:135,4,0,25ms
2025/06/27 14:41:20:413,5,255,24ms
2025/06/27 14:41:20:572,5,0,24ms
2025/06/27 14:41:20:604,4,255,24ms
2025/06/27 14:41:20:687,4,0,24ms
2025/06/27 14:41:30:723,3,255,24ms
2025/06/27 14:41:30:794,3,0,23ms
2025/06/27 14:41:30:824,3,255,23ms
2025/06/27 14:41:30:855,2,60,24ms
2025/06/27 14:41:30:930,3,0,23ms
2025/06/27 14:41:30:962,2,0,24ms
2025/06/27 14:42:14:838,2,255,23ms
2025/06/27 14:42:14:960,2,0,23ms
2025/06/27 14:42:15:692,3,90,23ms
2025/06/27 14:42:15:723,2,255,24ms
2025/06/27 14:42:15:797,3,0,24ms
2025/06/27 14:42:15:828,2,0,24ms
2025/06/27 14:42:16:401,6,255,24ms
2025/06/27 14:42:16:474,6,0,24ms
2025/06/27 14:42:16:904,6,255,24ms
2025/06/27 14:42:16:976,6,0,23ms
2025/06/27 14:42:22:162,2,255,23ms
2025/06/27 14:42:22:336,2,0,23ms
2025/06/27 14:42:22:816,3,255,23ms
2025/06/27 14:42:22:907,3,0,24ms
2025/06/27 14:42:22:937,3,255,23ms
2025/06/27 14:42:22:968,2,60,23ms
2025/06/27 14:42:23:045,3,0,24ms
2025/06/27 14:42:23:076,2,0,23ms
2025/06/27 14:42:24:371,1,255,23ms
2025/06/27 14:42:24:479,1,0,23ms
2025/06/27 14:42:24:510,4,255,23ms
2025/06/27 14:42:24:616,4,0,24ms
2025/06/27 14:42:24:765,4,255,24ms
2025/06/27 14:42:24:870,4,0,24ms
2025/06/27 14:42:26:165,5,255,23ms
2025/06/27 14:42:26:325,5,0,23ms
2025/06/27 14:42:26:356,4,255,23ms
2025/06/27 14:42:26:440,4,0,23ms
2025/06/27 14:42:26:745,5,255,24ms
2025/06/27 14:42:26:904,5,0,23ms
2025/06/27 14:42:26:935,4,255,23ms
2025/06/27 14:42:27:019,4,0,24ms
2025/06/27 14:42:36:635,3,255,24ms
2025/06/27 14:42:36:704,3,0,24ms
2025/06/27 14:42:36:736,3,255,24ms
2025/06/27 14:42:36:767,2,60,24ms
2025/06/27 14:42:36:843,3,0,23ms
2025/06/27 14:42:36:874,2,0,24ms
2025/06/27 14:42:38:197,2,255,23ms
2025/06/27 14:42:38:293,2,0,24ms
2025/06/27 14:46:41:797,2,255,22ms
2025/06/27 14:46:41:921,2,0,24ms
2025/06/27 14:46:42:574,3,90,23ms
2025/06/27 14:46:42:605,2,255,23ms
2025/06/27 14:46:42:675,3,0,24ms
2025/06/27 14:46:42:705,2,0,23ms
2025/06/27 14:46:43:291,6,255,24ms
2025/06/27 14:46:43:359,6,0,23ms
2025/06/27 14:46:43:621,6,255,24ms
2025/06/27 14:46:43:694,6,0,24ms
2025/06/27 14:46:48:773,2,255,23ms
2025/06/27 14:46:48:951,2,0,24ms
2025/06/27 14:46:49:432,3,255,23ms
2025/06/27 14:46:49:517,3,0,24ms
2025/06/27 14:46:49:549,3,255,24ms
2025/06/27 14:46:49:578,2,60,23ms
2025/06/27 14:46:49:655,3,0,23ms
2025/06/27 14:46:49:687,2,0,24ms
2025/06/27 14:46:50:975,1,255,23ms
2025/06/27 14:46:51:085,1,0,24ms
2025/06/27 14:46:51:115,4,255,23ms
2025/06/27 14:46:51:222,4,0,24ms
2025/06/27 14:46:51:367,4,255,24ms
2025/06/27 14:46:51:472,4,0,24ms
2025/06/27 14:46:52:752,5,255,24ms
2025/06/27 14:46:52:912,5,0,24ms
2025/06/27 14:46:52:944,4,255,24ms
2025/06/27 14:46:53:026,4,0,24ms
2025/06/27 14:46:53:261,5,255,24ms
2025/06/27 14:46:53:423,5,0,23ms
2025/06/27 14:46:53:454,4,255,23ms
2025/06/27 14:46:53:539,4,0,23ms
2025/06/27 14:47:02:988,3,255,24ms
2025/06/27 14:47:03:059,3,0,24ms
2025/06/27 14:47:03:090,3,255,23ms
2025/06/27 14:47:03:121,2,60,23ms
2025/06/27 14:47:03:195,3,0,23ms
2025/06/27 14:47:03:227,2,0,24ms
2025/06/27 15:02:33:120,2,255,24ms
2025/06/27 15:02:33:246,2,0,25ms
2025/06/27 15:02:33:965,3,90,24ms
2025/06/27 15:02:33:996,2,255,24ms
2025/06/27 15:02:34:069,3,0,23ms
2025/06/27 15:02:34:100,2,0,24ms
2025/06/27 15:02:34:663,6,255,24ms
2025/06/27 15:02:34:731,6,0,24ms
2025/06/27 15:02:35:116,6,255,23ms
2025/06/27 15:02:35:184,6,0,24ms
2025/06/27 15:02:40:297,2,255,23ms
2025/06/27 15:02:40:474,2,0,24ms
2025/06/27 15:02:40:963,3,255,24ms
2025/06/27 15:02:41:050,3,0,23ms
2025/06/27 15:02:41:081,3,255,23ms
2025/06/27 15:02:41:113,2,60,24ms
2025/06/27 15:02:41:188,3,0,23ms
2025/06/27 15:02:41:220,2,0,24ms
2025/06/27 15:02:42:500,1,255,23ms
2025/06/27 15:02:42:610,1,0,24ms
2025/06/27 15:02:42:640,4,255,23ms
2025/06/27 15:02:42:749,4,0,24ms
2025/06/27 15:02:42:899,4,255,23ms
2025/06/27 15:02:43:004,4,0,23ms
2025/06/27 15:02:44:297,5,255,23ms
2025/06/27 15:02:44:458,5,0,23ms
2025/06/27 15:02:44:489,4,255,23ms
2025/06/27 15:02:44:571,4,0,23ms
2025/06/27 15:02:44:862,5,255,25ms
2025/06/27 15:02:45:025,5,0,23ms
2025/06/27 15:02:45:056,4,255,23ms
2025/06/27 15:02:45:140,4,0,24ms
2025/06/27 15:02:55:191,3,255,24ms
2025/06/27 15:02:55:261,3,0,23ms
2025/06/27 15:02:55:292,3,255,23ms
2025/06/27 15:02:55:323,2,60,23ms
2025/06/27 15:02:55:400,3,0,23ms
2025/06/27 15:02:55:431,2,0,24ms
2025/06/27 15:02:56:795,2,255,23ms
2025/06/27 15:02:56:892,2,0,23ms
2025/06/27 15:04:03:648,2,255,23ms
2025/06/27 15:04:03:771,2,0,23ms
2025/06/27 15:04:04:502,3,90,23ms
2025/06/27 15:04:04:533,2,255,23ms
2025/06/27 15:04:04:605,3,0,24ms
2025/06/27 15:04:04:635,2,0,23ms
2025/06/27 15:04:05:214,6,255,23ms
2025/06/27 15:04:05:281,6,0,24ms
2025/06/27 15:04:05:654,6,255,23ms
2025/06/27 15:04:05:723,6,0,24ms
2025/06/27 15:04:10:842,2,255,24ms
2025/06/27 15:04:11:015,2,0,24ms
2025/06/27 15:04:11:507,3,255,23ms
2025/06/27 15:04:11:598,3,0,24ms
2025/06/27 15:04:11:628,3,255,23ms
2025/06/27 15:04:11:659,2,60,24ms
2025/06/27 15:04:11:736,3,0,23ms
2025/06/27 15:04:11:767,2,0,24ms
2025/06/27 15:04:13:057,1,255,24ms
2025/06/27 15:04:13:166,1,0,23ms
2025/06/27 15:04:13:197,4,255,23ms
2025/06/27 15:04:13:304,4,0,23ms
2025/06/27 15:04:13:448,4,255,23ms
2025/06/27 15:04:13:553,4,0,24ms
2025/06/27 15:04:14:824,5,255,23ms
2025/06/27 15:04:14:988,5,0,24ms
2025/06/27 15:04:15:019,4,255,23ms
2025/06/27 15:04:15:102,4,0,24ms
2025/06/27 15:04:15:446,5,255,24ms
2025/06/27 15:04:15:608,5,0,23ms
2025/06/27 15:04:15:638,4,255,23ms
2025/06/27 15:04:15:724,4,0,23ms
2025/06/27 15:04:25:411,3,255,23ms
2025/06/27 15:04:25:482,3,0,24ms
2025/06/27 15:04:25:513,3,255,23ms
2025/06/27 15:04:25:544,2,60,23ms
2025/06/27 15:04:25:621,3,0,23ms
2025/06/27 15:04:25:651,2,0,23ms
2025/06/27 15:05:36:863,2,255,24ms
2025/06/27 15:05:36:985,2,0,23ms
2025/06/27 15:05:37:689,3,90,23ms
2025/06/27 15:05:37:720,2,255,23ms
2025/06/27 15:05:37:789,3,0,23ms
2025/06/27 15:05:37:820,2,0,23ms
2025/06/27 15:05:38:404,6,255,24ms
2025/06/27 15:05:38:475,6,0,23ms
2025/06/27 15:05:38:831,6,255,25ms
2025/06/27 15:05:38:901,6,0,23ms
2025/06/27 15:05:43:977,2,255,24ms
2025/06/27 15:05:44:149,2,0,23ms
2025/06/27 15:05:44:629,3,255,23ms
2025/06/27 15:05:44:720,3,0,23ms
2025/06/27 15:05:44:751,3,255,24ms
2025/06/27 15:05:44:782,2,60,24ms
2025/06/27 15:05:44:858,3,0,23ms
2025/06/27 15:05:44:889,2,0,23ms
2025/06/27 15:05:46:174,1,255,23ms
2025/06/27 15:05:46:287,1,0,24ms
2025/06/27 15:05:46:319,4,255,25ms
2025/06/27 15:05:46:424,4,0,23ms
2025/06/27 15:05:46:569,4,255,24ms
2025/06/27 15:05:46:674,4,0,24ms
2025/06/27 15:05:47:931,5,255,24ms
2025/06/27 15:05:48:091,5,0,23ms
2025/06/27 15:05:48:122,4,255,23ms
2025/06/27 15:05:48:206,4,0,23ms
2025/06/27 15:05:48:463,5,255,23ms
2025/06/27 15:05:48:627,5,0,24ms
2025/06/27 15:05:48:657,4,255,23ms
2025/06/27 15:05:48:743,4,0,24ms
2025/06/27 15:05:58:588,3,255,24ms
