Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-1.08,0
-2.16,0
-2.7,0
-3.24,0
-4.32,0
-5.94,0
-7.56,0
-9.18,-0.0023
-10.8,-0.00885
-12.42,-0.0165
-14.58,-0.0193
-16.74,-0.01985
-18.9,-0.0214
-21.06,-0.0232
-23.22,-0.02575
-24.84,-0.0286
-27,-0.03145
-29.16,-0.03515
-31.32,-0.03665
-32.94,-0.0336
-35.1,-0.03325
-37.8,-0.03195
-39.96,-0.02615
-42.12,-0.0228
-44.28,-0.023
-46.98,-0.0222
-49.14,-0.02565
-51.3,-0.0256
-53.46,-0.0266
-55.62,-0.02805
-58.32,-0.02765
-60.48,-0.02385
-62.64,-0.0233
-64.8,-0.0212
-67.5,-0.02
-69.66,-0.02175
-72.36,-0.0217
-74.52,-0.02365
-76.68,-0.02465
-78.84,-0.02405
-81,-0.02375
-83.7,-0.02335
-85.86,-0.02085
-88.02,-0.02165
-90.72,-0.0215
-92.88,-0.0196
-95.04,-0.02025
-97.74,-0.01995
-99.9,-0.023
-102.06,-0.02375
-104.22,-0.0229
-106.92,-0.02365
-109.08,-0.0238
-111.24,-0.0218
-113.4,-0.0228
-116.1,-0.02315
-118.26,-0.0248
-120.42,-0.02645
-122.58,-0.02575
-124.74,-0.0265
-127.44,-0.0265
-129.06,-0.0264
-131.76,-0.0275
-133.92,-0.0277
-136.08,-0.02705
-138.78,-0.0276
-140.94,-0.02865
-143.1,-0.0291
-145.26,-0.03105
-147.42,-0.03115
-149.58,-0.0303
-151.74,-0.032
-153.9,-0.0338
-156.06,-0.033
-158.76,-0.03385
-160.92,-0.03355
-163.08,-0.0289
-165.78,-0.02295
-167.94,-0.0167
-170.64,-0.01395
-173.34,-0.01445
-175.5,-0.01365
-178.2,-0.01135
-180.36,-0.01395
-183.06,-0.0147
-185.22,-0.0179
-187.38,-0.01795
-190.08,-0.01925
-192.24,-0.0194
-194.4,-0.01845
-197.1,-0.01615
-199.26,-0.01535
-201.42,-0.014
-204.12,-0.0162
-206.28,-0.0189
-208.44,-0.01945
-211.14,-0.0228
-213.3,-0.02305
-215.46,-0.02145
-217.62,-0.02165
-219.78,-0.0218
-222.48,-0.0197
-224.64,-0.021
-226.8,-0.0213
-229.5,-0.0204
-231.66,-0.0218
-233.82,-0.023
-235.98,-0.0259
-238.14,-0.02625
-240.3,-0.02475
-242.46,-0.0219
-245.16,-0.02385
-247.32,-0.0238
-249.48,-0.0241
-251.64,-0.0247
-253.8,-0.02525
-256.5,-0.0265
-258.66,-0.02735
-260.82,-0.0259
-262.98,-0.0245
-265.14,-0.0256
-267.3,-0.0257
-270,-0.0274
