Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.62,0
-1.62,0
-1.62,0
-1.62,0
-2.16,0
-2.16,0
-2.16,0
-2.7,0
-2.7,0
-2.7,0
-3.24,0
-3.24,0
-3.78,0
-3.78,0
-4.32,0
-4.32,0
-4.86,0
-4.86,0
-5.4,-5E-05
-5.94,-0.0001
-5.94,0
-6.48,0
-7.02,0
-7.56,0
-8.1,0
-8.1,-0.00085
-8.64,-0.0024
-9.18,-0.00455
-9.18,-0.0077
-9.72,-0.0099
-10.26,-0.01285
-10.8,-0.01505
-11.34,-0.01695
-11.88,-0.01825
-12.42,-0.01965
-12.96,-0.01965
-13.5,-0.0198
-13.5,-0.01955
-14.04,-0.01925
-14.58,-0.01845
-15.12,-0.018
-15.66,-0.0176
-16.2,-0.0174
-16.74,-0.01805
-17.28,-0.0186
-17.82,-0.0186
-18.36,-0.01855
-18.9,-0.01845
-19.44,-0.01885
-19.98,-0.01845
-21.06,-0.01875
-21.6,-0.0192
-22.14,-0.01955
-22.68,-0.01985
-23.22,-0.02015
-23.76,-0.0206
-24.3,-0.02095
-24.84,-0.02115
-25.38,-0.02215
-25.92,-0.02285
-26.46,-0.0231
-27,-0.0237
-27.54,-0.02405
-28.08,-0.02415
-28.62,-0.0242
-29.16,-0.02495
-29.7,-0.0254
-30.24,-0.02575
-30.78,-0.0266
-31.32,-0.027
-31.86,-0.02745
-32.4,-0.0278
-32.94,-0.0278
-33.48,-0.02775
-34.02,-0.02725
-34.56,-0.02615
-35.1,-0.0249
-35.64,-0.0235
-36.18,-0.02195
-37.26,-0.0207
-37.8,-0.02005
-38.34,-0.01925
-38.88,-0.01855
-39.42,-0.0182
-39.96,-0.0178
-40.5,-0.01695
-41.04,-0.01585
-41.58,-0.01505
-42.12,-0.015
-42.66,-0.0149
-43.2,-0.0145
-43.74,-0.0144
-44.28,-0.01425
-45.36,-0.014
-45.9,-0.0144
-46.44,-0.01475
-46.98,-0.0153
-47.52,-0.016
-48.06,-0.01615
-48.6,-0.01615
-49.14,-0.01585
-50.22,-0.01505
-50.76,-0.01425
-51.3,-0.01395
-51.84,-0.01395
-52.38,-0.0137
-52.92,-0.0132
-53.46,-0.0124
-54.54,-0.01175
-55.08,-0.0114
-55.62,-0.01115
-56.16,-0.0111
-56.7,-0.01065
-57.24,-0.0096
-57.78,-0.00835
-58.86,-0.00725
