Angle,Torque
0,0
0,0
0,0
0,0
0,0
-0.54,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-3.24,0
-4.32,0
-5.4,0
-7.02,0
-8.64,-0.0009
-10.8,-0.0079
-12.42,-0.01555
-14.58,-0.01665
-16.74,-0.01615
-19.44,-0.01465
-21.6,-0.0148
-23.76,-0.01615
-25.92,-0.01855
-28.08,-0.01955
-29.7,-0.02265
-31.86,-0.0241
-34.56,-0.0247
-36.72,-0.02335
-38.88,-0.0216
-41.58,-0.01915
-43.74,-0.01455
-45.9,-0.0147
-48.06,-0.0155
-50.22,-0.0181
-52.38,-0.02135
-54.54,-0.02215
-57.24,-0.0222
-59.4,-0.0221
-61.56,-0.0213
-63.72,-0.01945
-66.42,-0.01775
-68.58,-0.01065
-71.28,-0.0114
-73.44,-0.01285
-75.6,-0.01255
-77.76,-0.0127
-80.46,-0.01245
-82.62,-0.01225
-85.32,-0.01255
-87.48,-0.01205
-90.18,-0.01215
-92.34,-0.01205
-94.5,-0.0109
-96.66,-0.0098
-99.36,-0.00985
-101.52,-0.0118
-103.68,-0.0124
-106.38,-0.01235
-108.54,-0.012
-111.24,-0.01195
-113.4,-0.0118
-115.56,-0.01265
-117.72,-0.01465
-119.88,-0.0146
-122.58,-0.01195
-124.74,-0.0123
-126.9,-0.0133
-129.06,-0.01385
-131.76,-0.0139
-133.92,-0.01215
-136.08,-0.01275
-138.78,-0.0135
-140.94,-0.0134
-143.1,-0.0139
-145.26,-0.0144
-147.42,-0.01355
-149.58,-0.0149
-152.28,-0.0167
-154.44,-0.0161
-156.6,-0.01525
-159.3,-0.01525
-161.46,-0.0168
-163.62,-0.0168
-165.78,-0.01715
-167.94,-0.01785
-170.1,-0.0187
-172.26,-0.0176
-174.96,-0.0173
-177.12,-0.01845
-179.28,-0.0204
-181.44,-0.0211
-183.6,-0.0215
-185.76,-0.02005
-187.92,-0.01955
-190.62,-0.0208
-192.78,-0.0223
-194.94,-0.02575
-197.1,-0.02705
-199.26,-0.02725
-201.42,-0.02735
-203.58,-0.02855
-205.74,-0.02885
-207.9,-0.03125
-210.06,-0.03175
-212.22,-0.03035
-214.38,-0.03135
-216.54,-0.0323
-218.7,-0.0321
-220.86,-0.03475
-223.02,-0.0346
-225.72,-0.0311
-227.88,-0.03115
-230.04,-0.0297
-232.2,-0.02895
-234.36,-0.02985
-236.52,-0.0299
-238.68,-0.03065
-241.38,-0.03065
-243.54,-0.0304
-246.24,-0.02955
-248.4,-0.0291
-250.56,-0.0285
-252.72,-0.027
-254.88,-0.027
-257.58,-0.026
-259.74,-0.0239
-262.44,-0.0258
-264.6,-0.02535
-266.76,-0.0236
