Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-3.24,0
-4.32,0
-5.4,0
-7.02,0
-9.18,0
-10.8,-0.0022
-12.96,-0.00695
-15.12,-0.00855
-17.82,-0.0077
-19.98,-0.00855
-22.14,-0.0095
-24.3,-0.0112
-26.46,-0.014
-28.62,-0.0169
-30.78,-0.01935
-32.94,-0.02085
-35.1,-0.0208
-37.26,-0.0183
-39.96,-0.01555
-42.12,-0.01285
-44.28,-0.0123
-46.44,-0.01085
-48.6,-0.01425
-50.76,-0.01705
-53.46,-0.01805
-55.62,-0.0194
-57.78,-0.01905
-59.94,-0.01755
-62.1,-0.01595
-64.8,-0.01645
-66.96,-0.01655
-69.12,-0.01535
-71.28,-0.0166
-73.44,-0.01715
-76.14,-0.0172
-78.3,-0.0205
-80.46,-0.0208
-82.62,-0.01925
-84.78,-0.017
-87.48,-0.01825
-89.64,-0.01825
-91.8,-0.0173
-93.96,-0.01775
-96.12,-0.01965
-98.28,-0.0215
-100.98,-0.02325
-103.14,-0.02165
-105.3,-0.0198
-107.46,-0.02065
-110.16,-0.02
-111.78,-0.0206
-114.48,-0.0207
-116.64,-0.0199
-118.8,-0.02095
-120.96,-0.02235
-123.66,-0.02115
-125.82,-0.02155
-127.98,-0.0201
-130.14,-0.01975
-132.3,-0.02105
-135,-0.02115
-137.16,-0.0228
-139.32,-0.02295
-141.48,-0.0231
-144.18,-0.02355
-145.8,-0.0252
-148.5,-0.02545
-150.66,-0.02385
-152.82,-0.0239
-154.98,-0.0248
-157.68,-0.02545
-159.84,-0.02715
-162,-0.0263
-164.16,-0.02735
-166.32,-0.0273
-168.48,-0.0266
-171.18,-0.0272
-173.34,-0.02745
-175.5,-0.0278
-177.66,-0.02825
-179.82,-0.02825
-181.98,-0.0268
-184.14,-0.0279
-186.84,-0.02855
-189,-0.0303
-191.16,-0.0322
-193.32,-0.0318
-195.48,-0.0316
-197.64,-0.03325
-199.8,-0.0333
-201.96,-0.03435
-204.66,-0.03415
-206.82,-0.0334
-208.98,-0.03235
-211.68,-0.0291
-213.84,-0.0201
-216.54,-0.01595
-218.7,-0.0159
-221.4,-0.01545
-224.1,-0.0147
-226.26,-0.01475
-228.42,-0.0177
-231.12,-0.01785
-233.28,-0.0218
-235.44,-0.0228
-238.14,-0.0238
-240.3,-0.02215
-243,-0.0192
-245.16,-0.017
-247.32,-0.01655
-249.48,-0.01685
-252.18,-0.0186
-254.34,-0.0208
-256.5,-0.0218
-259.2,-0.02165
-261.36,-0.0228
-263.52,-0.02265
-265.68,-0.0202
-268.38,-0.01905
-270.54,-0.02155
