Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-1.08,0
-2.16,0
-2.7,0
-3.24,0
-4.32,0
-5.94,0
-7.56,0
-9.18,-0.0012
-10.8,-0.0077
-12.96,-0.01455
-14.58,-0.0165
-16.74,-0.0161
-18.9,-0.01285
-21.6,-0.01455
-23.76,-0.0165
-25.92,-0.01715
-28.08,-0.02015
-30.24,-0.022
-32.4,-0.0243
-34.56,-0.02485
-36.72,-0.02465
-38.88,-0.0227
-41.04,-0.01895
-43.2,-0.01615
-45.9,-0.0133
-48.06,-0.01545
-50.22,-0.0172
-52.92,-0.01835
-55.08,-0.01865
-57.24,-0.02065
-59.4,-0.02065
-61.56,-0.0189
-64.26,-0.017
-66.42,-0.01325
-68.58,-0.0141
-71.28,-0.01405
-73.44,-0.01565
-75.6,-0.01675
-77.76,-0.01705
-80.46,-0.0186
-82.62,-0.0188
-84.78,-0.0165
-86.94,-0.0146
-89.64,-0.0148
-91.8,-0.01445
-93.96,-0.01565
-96.66,-0.01575
-98.82,-0.01645
-100.98,-0.01875
-103.14,-0.0194
-105.84,-0.0185
-108,-0.01905
-110.16,-0.01845
-112.32,-0.0157
-114.48,-0.01515
-117.18,-0.01495
-119.34,-0.01525
-122.04,-0.01615
-124.2,-0.01555
-126.36,-0.01625
-128.52,-0.01625
-130.68,-0.0135
-133.38,-0.0122
-135.54,-0.01295
-138.24,-0.0125
-140.4,-0.0133
-143.1,-0.01325
-145.26,-0.01225
-147.42,-0.01355
-149.58,-0.0139
-152.28,-0.01455
-154.44,-0.01515
-156.6,-0.0134
-158.76,-0.01245
-161.46,-0.0134
-163.62,-0.0125
-165.78,-0.01465
-168.48,-0.0152
-170.64,-0.01415
-172.8,-0.0151
-174.96,-0.0154
-177.66,-0.01375
-179.82,-0.01385
-181.98,-0.0143
-184.14,-0.0139
-186.84,-0.01575
-189,-0.0155
-191.16,-0.01365
-193.86,-0.01375
-196.02,-0.0149
-198.18,-0.01665
-200.34,-0.01735
-202.5,-0.0159
-204.66,-0.0164
-207.36,-0.01685
-209.52,-0.01815
-211.68,-0.02015
-213.84,-0.0201
-216,-0.0201
-218.16,-0.02105
-220.86,-0.0207
-223.02,-0.0183
-225.18,-0.01905
-227.34,-0.01915
-230.04,-0.0188
-232.2,-0.0192
-234.36,-0.01865
-236.52,-0.0189
-239.22,-0.02
-241.38,-0.0198
-243.54,-0.02055
-245.7,-0.02055
-247.86,-0.01865
-250.02,-0.01885
-252.72,-0.01955
-254.88,-0.0198
-257.04,-0.0217
-259.74,-0.02065
-261.9,-0.02155
-264.06,-0.024
-266.22,-0.0242
-268.38,-0.02175
-270.54,-0.02385
