Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-3.24,0
-4.32,0
-5.4,0
-7.02,0
-8.64,0
-10.8,-0.0058
-12.96,-0.01285
-14.58,-0.01575
-16.74,-0.01575
-18.9,-0.01655
-21.06,-0.0183
-23.22,-0.0206
-25.38,-0.02355
-27.54,-0.0257
-29.7,-0.0306
-31.86,-0.03195
-34.02,-0.0308
-36.18,-0.02965
-38.34,-0.0272
-40.5,-0.02655
-42.66,-0.02675
-44.82,-0.02715
-46.98,-0.0279
-49.14,-0.03035
-51.3,-0.03095
-53.46,-0.0305
-55.62,-0.03135
-57.78,-0.0303
-59.94,-0.03085
-62.1,-0.03105
-64.8,-0.03045
-66.96,-0.02945
-69.12,-0.0329
-71.28,-0.03275
-73.44,-0.03695
-75.6,-0.03755
-77.76,-0.03775
-79.92,-0.03515
-82.08,-0.0361
-84.24,-0.03495
-86.94,-0.03225
-89.1,-0.0308
-91.8,-0.02235
-93.96,-0.01585
-96.66,-0.01725
-99.36,-0.01675
-101.52,-0.01455
-104.22,-0.01395
-106.38,-0.01655
-109.08,-0.0187
-111.24,-0.01875
-113.4,-0.01915
-115.56,-0.01915
-118.26,-0.02
-120.42,-0.02025
-123.12,-0.02
-125.28,-0.01795
-127.98,-0.01755
-130.14,-0.01935
-132.3,-0.0214
-134.46,-0.02415
-136.62,-0.024
-139.32,-0.02265
-141.48,-0.02275
-143.64,-0.0229
-145.8,-0.02235
-148.5,-0.02245
-150.66,-0.02135
-152.82,-0.0236
-154.98,-0.0257
-157.14,-0.02565
-159.3,-0.027
-162,-0.0287
-163.62,-0.0283
-166.32,-0.0284
-168.48,-0.02855
-170.64,-0.02825
-172.8,-0.02985
-175.5,-0.02985
-177.66,-0.0293
-179.82,-0.03045
-181.98,-0.0312
-184.14,-0.02955
-186.3,-0.0315
-188.46,-0.03275
-190.62,-0.0313
-193.32,-0.03205
-195.48,-0.0335
-197.64,-0.03395
-199.8,-0.03455
-201.96,-0.0345
-204.12,-0.0338
-206.28,-0.0358
-208.44,-0.03575
-211.14,-0.03405
-213.3,-0.03445
-215.46,-0.0334
-217.62,-0.0316
-220.32,-0.0315
-222.48,-0.03145
-224.64,-0.03335
-226.8,-0.034
-229.5,-0.03165
-231.12,-0.0322
-233.82,-0.0323
-235.98,-0.03215
-238.14,-0.03405
-240.84,-0.03345
-243,-0.03225
-245.16,-0.0326
-247.86,-0.0325
-249.48,-0.0328
-252.18,-0.03495
-254.34,-0.0352
-256.5,-0.0344
-259.2,-0.0344
-261.36,-0.034
-263.52,-0.03395
-265.68,-0.03305
-267.84,-0.0332
