Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-2.7,0
-3.78,0
-5.4,0
-7.02,0
-8.64,0
-10.8,-0.00575
-12.96,-0.00905
-15.12,-0.01015
-17.28,-0.0097
-19.44,-0.0111
-21.6,-0.01205
-23.76,-0.01485
-25.92,-0.0165
-28.08,-0.0186
-30.24,-0.02195
-32.4,-0.02335
-34.56,-0.0244
-36.72,-0.0234
-38.88,-0.0228
-41.58,-0.02125
-43.2,-0.019
-45.9,-0.02015
-48.06,-0.0225
-50.22,-0.0238
-52.38,-0.0257
-54.54,-0.0246
-56.7,-0.02735
-58.86,-0.0273
-61.02,-0.027
-63.18,-0.0244
-65.88,-0.02435
-68.04,-0.02365
-70.2,-0.0254
-72.36,-0.0256
-74.52,-0.02595
-76.68,-0.0261
-78.84,-0.02715
-81,-0.0262
-83.7,-0.0244
-85.86,-0.0239
-88.56,-0.02255
-90.72,-0.0229
-92.88,-0.02285
-95.04,-0.0206
-97.74,-0.01825
-99.9,-0.01525
-102.06,-0.0153
-104.76,-0.0155
-107.46,-0.01515
-109.62,-0.01545
-111.78,-0.0167
-113.94,-0.017
-116.64,-0.02015
-118.8,-0.0217
-120.96,-0.02075
-123.12,-0.02185
-125.82,-0.02125
-127.98,-0.02005
-130.14,-0.02055
-132.3,-0.02035
-135,-0.0183
-137.16,-0.0211
-139.32,-0.0222
-141.48,-0.0224
-143.64,-0.023
-145.8,-0.023
-148.5,-0.0225
-150.66,-0.02205
-153.36,-0.02095
-155.52,-0.0195
-157.68,-0.02045
-159.84,-0.0201
-162.54,-0.0222
-164.16,-0.02275
-166.86,-0.0222
-169.02,-0.0222
-171.18,-0.02185
-173.88,-0.02215
-176.04,-0.0232
-178.2,-0.0224
-180.36,-0.02365
-182.52,-0.02385
-185.22,-0.02345
-187.38,-0.02265
-189.54,-0.0234
-191.7,-0.02335
-193.86,-0.0248
-196.56,-0.02675
-198.72,-0.02675
-200.88,-0.0274
-203.04,-0.0297
-205.2,-0.0316
-207.36,-0.03365
-209.52,-0.0351
-211.68,-0.0348
-213.84,-0.03385
-216,-0.0332
-218.16,-0.03175
-220.86,-0.03015
-223.02,-0.03015
-225.18,-0.02855
-227.88,-0.0277
-230.04,-0.0278
-232.2,-0.0262
-234.36,-0.0258
-237.06,-0.0252
-239.22,-0.02305
-241.92,-0.0216
-244.08,-0.0208
-246.78,-0.01795
-248.94,-0.016
-251.64,-0.01545
-253.8,-0.0187
-255.96,-0.01885
-258.66,-0.0187
-260.82,-0.01975
-263.52,-0.02035
-265.68,-0.0195
-267.84,-0.0193
-270,-0.0185
-272.16,-0.0185
