Angle,Torque
0,0
0,0
0,0
0,0
0,0
-0.54,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-3.24,0
-4.32,0
-5.4,0
-7.02,0
-8.64,0
-10.8,-0.0062
-12.42,-0.0117
-14.58,-0.0149
-17.28,-0.0147
-19.44,-0.0138
-21.6,-0.01385
-23.76,-0.0161
-25.92,-0.01765
-28.08,-0.0193
-30.24,-0.0237
-32.4,-0.02485
-34.56,-0.02465
-36.72,-0.0247
-38.88,-0.0223
-41.58,-0.0184
-43.74,-0.0176
-45.9,-0.0174
-48.06,-0.01925
-50.22,-0.0203
-52.38,-0.0214
-54.54,-0.02265
-56.7,-0.02355
-59.4,-0.02315
-61.56,-0.0232
-63.72,-0.02335
-65.88,-0.0211
-68.04,-0.02205
-70.74,-0.02415
-72.9,-0.0238
-75.06,-0.02565
-77.22,-0.02775
-79.38,-0.0275
-81.54,-0.0271
-83.7,-0.0267
-85.86,-0.02575
-88.56,-0.02575
-90.72,-0.02565
-92.88,-0.02655
-95.04,-0.0273
-97.2,-0.02785
-99.36,-0.026
-101.52,-0.02735
-104.22,-0.0276
-106.38,-0.0252
-108.54,-0.02625
-111.24,-0.02555
-113.4,-0.02585
-115.56,-0.0262
-117.72,-0.02605
-119.88,-0.0262
-122.04,-0.0278
-124.74,-0.02865
-126.9,-0.02925
-129.06,-0.0299
-131.22,-0.0286
-133.38,-0.02905
-136.08,-0.03105
-138.24,-0.0309
-140.4,-0.0342
-142.56,-0.0343
-144.72,-0.03335
-146.88,-0.0336
-149.04,-0.03445
-151.2,-0.03335
-153.36,-0.03375
-156.06,-0.03405
-158.22,-0.03385
-160.38,-0.0356
-162.54,-0.0356
-164.7,-0.03465
-166.86,-0.03485
-169.56,-0.03395
-171.72,-0.0292
-174.42,-0.0253
-177.12,-0.0194
-179.28,-0.01505
-181.98,-0.0131
-184.68,-0.0112
-186.84,-0.0119
-189.54,-0.01185
-191.7,-0.0135
-194.4,-0.01575
-196.56,-0.0158
-199.26,-0.0171
-201.42,-0.0171
-204.12,-0.0145
-206.28,-0.01265
-208.98,-0.0116
-211.14,-0.0095
-213.84,-0.01125
-216,-0.01215
-218.16,-0.015
-220.86,-0.01625
-223.02,-0.01615
-225.18,-0.01695
-227.88,-0.01775
-230.04,-0.01625
-232.2,-0.01585
-234.36,-0.0158
-236.52,-0.01375
-239.22,-0.01595
-241.38,-0.0162
-243.54,-0.01715
-246.24,-0.0193
-248.4,-0.01725
-250.56,-0.01625
-252.72,-0.01645
-255.42,-0.01595
-257.58,-0.0178
-259.74,-0.01885
-261.9,-0.0187
-264.6,-0.01845
-266.76,-0.01845
-268.92,-0.0184
