Angle,Torque
0,0
0,0
0,0
0,0
0,0
-0.54,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-3.24,0
-4.32,0
-5.4,0
-7.02,0
-8.64,0
-10.8,-0.00365
-12.96,-0.0101
-15.12,-0.0124
-17.28,-0.0132
-19.44,-0.01345
-21.6,-0.0141
-23.76,-0.01555
-25.92,-0.01775
-28.08,-0.0191
-30.24,-0.0214
-32.4,-0.0235
-34.56,-0.02415
-36.72,-0.02475
-38.88,-0.02185
-41.58,-0.02
-43.2,-0.0215
-45.36,-0.02325
-47.52,-0.0266
-49.68,-0.0279
-51.84,-0.02825
-54,-0.02895
-56.16,-0.0302
-58.86,-0.03015
-60.48,-0.0294
-63.18,-0.0295
-65.34,-0.02705
-67.5,-0.0298
-69.66,-0.03265
-71.82,-0.03255
-73.98,-0.03505
-76.14,-0.03665
-78.3,-0.03675
-80.46,-0.0349
-82.62,-0.0347
-84.78,-0.03455
-86.94,-0.0311
-89.64,-0.03215
-91.8,-0.03205
-93.96,-0.03315
-96.12,-0.0331
-98.28,-0.0306
-100.44,-0.03215
-103.14,-0.0333
-105.3,-0.0311
-107.46,-0.0305
-110.16,-0.03015
-112.32,-0.0286
-114.48,-0.02845
-116.64,-0.0278
-119.34,-0.02575
-121.5,-0.0277
-123.66,-0.0271
-126.36,-0.0263
-128.52,-0.02555
-131.22,-0.02295
-133.38,-0.02135
-136.08,-0.0213
-138.24,-0.0214
-140.4,-0.02245
-143.1,-0.02245
-145.26,-0.0217
-147.42,-0.022
-150.12,-0.0218
-152.28,-0.0219
-154.98,-0.0218
-157.14,-0.02155
-159.3,-0.02265
-162,-0.02265
-164.16,-0.02225
-166.32,-0.02515
-168.48,-0.0263
-170.64,-0.02455
-173.34,-0.02585
-175.5,-0.0258
-177.66,-0.0242
-179.82,-0.02505
-182.52,-0.0255
-184.68,-0.0271
-186.84,-0.0274
-189,-0.02555
-191.7,-0.0249
-193.86,-0.027
-196.02,-0.02675
-198.18,-0.02765
-200.34,-0.02765
-203.04,-0.02585
-205.2,-0.02675
-207.36,-0.02655
-209.52,-0.0247
-212.22,-0.0253
-214.38,-0.02555
-216.54,-0.02545
-218.7,-0.027
-221.4,-0.0268
-223.56,-0.0245
-225.72,-0.02505
-228.42,-0.0248
-230.58,-0.02445
-232.74,-0.0264
-234.9,-0.025
-237.6,-0.02405
-239.76,-0.0243
-241.92,-0.02185
-244.62,-0.0234
-246.78,-0.0234
-248.94,-0.0227
-251.64,-0.02305
-253.8,-0.023
-255.96,-0.02355
-258.12,-0.02505
-260.28,-0.02455
-262.98,-0.02795
-265.14,-0.02865
-267.3,-0.0267
-269.46,-0.02875
