Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.62,0
-1.62,0
-1.62,0
-1.62,0
-1.62,0
-1.62,0
-1.62,0
-2.16,0
-2.16,0
-2.16,0
-2.16,0
-2.16,0
-2.7,0
-2.7,0
-2.7,0
-2.7,0
-2.7,0
-2.7,0
-3.24,0
-3.24,0
-3.24,0
-3.24,0
-3.24,0
-3.78,-0.00065
-3.78,-0.00145
-3.78,-0.0023
-3.78,-0.003
-4.32,-0.0036
-4.32,-0.00415
-4.32,-0.00515
-4.32,-0.0059
-4.86,-0.0067
-4.86,-0.00765
-4.86,-0.0084
-4.86,-0.0093
-5.4,-0.0102
-5.4,-0.01125
-5.4,-0.01215
-5.4,-0.01295
-5.94,-0.01415
-5.94,-0.0154
-5.94,-0.0166
-6.48,-0.0178
-6.48,-0.0191
-6.48,-0.02085
-6.48,-0.0225
-7.02,-0.0244
-7.02,-0.0266
-7.02,-0.02865
-7.02,-0.03105
-7.02,-0.03365
-7.56,-0.03615
-7.56,-0.0387
-7.56,-0.0416
-7.56,-0.0444
-8.1,-0.04735
-8.1,-0.0502
-8.1,-0.0524
-8.1,-0.0545
-8.1,-0.05715
-8.64,-0.05925
-8.64,-0.06115
-8.64,-0.06345
-8.64,-0.06525
-8.64,-0.0668
-8.64,-0.0683
-9.18,-0.06965
-9.18,-0.071
-9.18,-0.07235
-9.18,-0.07355
-9.18,-0.07475
-9.72,-0.08275
-9.72,-0.08975
-9.72,-0.0948
-9.72,-0.09815
-10.26,-0.106
-10.26,-0.106
-10.26,-0.106
-10.26,-0.106
-10.26,-0.106
-10.26,0
-10.26,0
-10.26,0
-10.26,0
-10.26,0
-10.26,0
-9.72,0
-9.72,0
-9.72,0
-9.18,0
-9.18,0
-9.18,0
-8.64,0
-8.64,0
-8.64,0
-8.1,0
-8.1,0
-7.56,0
-7.56,0
-7.02,0
-7.02,0
-6.48,0
-6.48,0
-5.94,0
-5.4,0
-5.4,0
-4.86,0
-4.86,0
-4.32,0
-3.78,0
-3.78,0
