Angle,Torque
0,0
0,0
0,0
0,0
0,0
-0.54,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-3.24,0
-4.32,0
-5.94,0
-7.56,0
-9.18,0
-10.8,-0.0032
-12.96,-0.0084
-15.12,-0.0109
-17.28,-0.0113
-19.44,-0.0112
-21.6,-0.0127
-23.76,-0.0156
-25.92,-0.0176
-28.08,-0.01995
-30.24,-0.02385
-32.4,-0.0245
-34.56,-0.02245
-36.72,-0.0227
-38.88,-0.02155
-41.58,-0.0177
-43.74,-0.0185
-45.9,-0.0196
-48.06,-0.01835
-50.22,-0.0212
-52.38,-0.0214
-55.08,-0.0229
-57.24,-0.02265
-59.4,-0.02215
-61.56,-0.0208
-63.72,-0.0204
-65.88,-0.01945
-68.58,-0.0196
-70.74,-0.022
-72.9,-0.02265
-75.06,-0.02295
-77.22,-0.0236
-79.38,-0.02285
-81.54,-0.02165
-84.24,-0.02135
-86.4,-0.02045
-88.56,-0.02185
-91.26,-0.02225
-93.42,-0.0218
-95.58,-0.022
-97.74,-0.02325
-99.9,-0.02395
-102.06,-0.0248
-104.76,-0.0248
-106.92,-0.02035
-109.08,-0.0198
-111.24,-0.0194
-113.94,-0.02065
-116.1,-0.02095
-118.26,-0.02035
-120.96,-0.0218
-123.12,-0.02165
-125.28,-0.0205
-127.44,-0.02115
-129.6,-0.02155
-132.3,-0.0203
-134.46,-0.01955
-137.16,-0.02025
-139.32,-0.01985
-141.48,-0.02005
-144.18,-0.02005
-145.8,-0.02055
-148.5,-0.0212
-150.66,-0.02195
-152.82,-0.021
-155.52,-0.021
-157.68,-0.0213
-159.84,-0.0214
-162.54,-0.0211
-164.7,-0.0211
-166.86,-0.0236
-169.02,-0.02405
-171.18,-0.0222
-173.34,-0.0231
-176.04,-0.02435
-178.2,-0.0241
-180.36,-0.0259
-182.52,-0.02585
-184.68,-0.02505
-187.38,-0.02635
-189.54,-0.0271
-191.7,-0.03
-193.86,-0.03095
-196.02,-0.0308
-198.18,-0.0299
-200.34,-0.03005
-202.5,-0.0307
-204.66,-0.0305
-207.36,-0.0317
-209.52,-0.0308
-211.68,-0.03205
-213.84,-0.0322
-216,-0.0305
-218.16,-0.03075
-220.32,-0.03335
-222.48,-0.03355
-224.64,-0.03525
-227.34,-0.0347
-229.5,-0.03385
-231.66,-0.033
-233.82,-0.03565
-235.98,-0.03515
-238.68,-0.03405
-240.84,-0.03215
-243.54,-0.02545
-245.7,-0.01805
-247.86,-0.018
-250.56,-0.0167
-253.26,-0.0165
-255.96,-0.01485
-258.12,-0.01605
-260.28,-0.0177
-262.98,-0.01935
-265.14,-0.0201
-267.3,-0.02135
-270,-0.0224
