Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.62,0
-1.62,0
-1.62,0
-1.62,0
-1.62,0
-1.62,0
-1.62,0
-2.16,0
-2.16,0
-2.16,0
-2.16,0
-2.16,0
-2.16,0
-2.7,0
-2.7,0
-2.7,0
-2.7,0
-2.7,0
-3.24,0
-3.24,0
-3.24,0
-3.24,0
-3.24,0
-3.78,0
-3.78,0
-3.78,0
-3.78,0
-4.32,0
-4.32,-5E-05
-4.32,-0.00055
-4.32,-0.00105
-4.86,-0.0016
-4.86,-0.0019
-4.86,-0.0022
-4.86,-0.00275
-5.4,-0.0027
-5.4,-0.0033
-5.4,-0.003
-5.94,-0.0029
-5.94,-0.00275
-6.48,-0.0029
-6.48,-0.00275
-6.48,-0.0025
-7.02,-0.00245
-7.02,-0.0023
-7.02,-0.00265
-7.56,-0.0026
-7.56,-0.0028
-8.1,-0.0032
-8.1,-0.0031
-8.1,-0.00405
-8.64,-0.00465
-8.64,-0.00535
-8.64,-0.00615
-9.18,-0.00695
-9.18,-0.0079
-9.72,-0.00925
-9.72,-0.0105
-9.72,-0.0121
-10.26,-0.01315
-10.26,-0.0142
-10.8,-0.01555
-10.8,-0.0164
-11.34,-0.0176
-11.34,-0.01915
-11.34,-0.0197
-11.88,-0.02135
-11.88,-0.0218
-12.42,-0.02265
-12.42,-0.02315
-12.96,-0.02365
-12.96,-0.02395
-12.96,-0.02425
-13.5,-0.02425
-13.5,-0.0241
-14.04,-0.02445
-14.04,-0.0243
-14.58,-0.02415
-14.58,-0.02395
-15.12,-0.02345
-15.12,-0.02315
-15.66,-0.02295
-15.66,-0.0224
-16.2,-0.0225
-16.2,-0.022
-16.74,-0.0216
-16.74,-0.02155
-17.28,-0.02155
-17.28,-0.0211
-17.82,-0.0208
-17.82,-0.0203
-18.36,-0.01965
-18.9,-0.01935
-18.9,-0.01835
-19.44,-0.0177
-19.44,-0.0166
-19.98,-0.01565
-19.98,-0.01545
-20.52,-0.0148
-21.06,-0.0145
-21.06,-0.01375
