Angle,Torque
0,0
0,0
0,0
0,0
0,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-2.7,0
-3.24,0
-4.32,0
-5.94,0
-7.56,0
-9.18,-0.0032
-10.8,-0.00875
-12.96,-0.01575
-14.58,-0.0181
-16.74,-0.01805
-18.9,-0.01705
-21.06,-0.01815
-23.22,-0.0188
-25.38,-0.0217
-27.54,-0.02575
-29.16,-0.0279
-31.32,-0.03075
-33.48,-0.03125
-36.18,-0.03065
-38.34,-0.02605
-40.5,-0.0226
-42.66,-0.0211
-44.82,-0.01855
-47.52,-0.023
-49.68,-0.0232
-51.84,-0.02385
-54,-0.02565
-56.16,-0.02585
-58.86,-0.02345
-61.02,-0.02265
-63.18,-0.0213
-65.34,-0.01915
-68.04,-0.0193
-70.2,-0.0193
-72.36,-0.018
-75.06,-0.0181
-77.22,-0.02015
-79.38,-0.0227
-81.54,-0.0232
-84.24,-0.0211
-86.4,-0.01705
-89.1,-0.01655
-91.26,-0.0159
-93.42,-0.0172
-95.58,-0.01745
-98.28,-0.0178
-100.44,-0.02015
-102.6,-0.01975
-105.3,-0.0182
-107.46,-0.01855
-110.16,-0.0171
-112.32,-0.0172
-114.48,-0.0171
-116.64,-0.01625
-118.8,-0.01895
-121.5,-0.01965
-123.66,-0.01925
-125.82,-0.0204
-128.52,-0.0206
-130.68,-0.02
-132.84,-0.0195
-135,-0.01905
-137.7,-0.0183
-139.86,-0.0187
-142.02,-0.0177
-144.18,-0.0203
-146.34,-0.0216
-149.04,-0.0212
-151.2,-0.02005
-153.36,-0.02
-156.06,-0.02045
-158.22,-0.02215
-160.38,-0.0222
-162.54,-0.01975
-164.7,-0.0219
-166.86,-0.02285
-169.02,-0.0235
-171.72,-0.02655
-173.88,-0.02655
-176.04,-0.02445
-178.74,-0.024
-180.36,-0.02405
-182.52,-0.02635
-185.22,-0.0263
-187.38,-0.0242
-189.54,-0.02525
-191.7,-0.02595
-193.86,-0.0269
-196.56,-0.02905
-198.72,-0.029
-200.88,-0.0262
-203.04,-0.0265
-205.2,-0.02505
-207.9,-0.0229
-210.06,-0.0205
-212.76,-0.01925
-214.92,-0.01255
-217.62,-0.0115
-220.32,-0.0098
-222.48,-0.0084
-225.18,-0.00855
-227.34,-0.00935
-230.04,-0.01115
-232.2,-0.0109
-234.36,-0.0107
-237.06,-0.0116
-239.22,-0.01145
-241.92,-0.0103
-244.08,-0.01025
-246.78,-0.0101
-248.94,-0.01185
-251.1,-0.01185
-253.26,-0.01265
-255.42,-0.01305
-258.12,-0.01355
-260.28,-0.01265
-262.98,-0.0147
-265.14,-0.01445
-267.3,-0.01245
-269.46,-0.0138
-271.62,-0.01495
