Angle,Torque
-85.86,0.12935
-85.86,0.13105
-85.86,0.1333
-85.86,0.1354
-85.86,0.13705
-85.86,0.1385
-85.86,0.1402
-85.86,0.14195
-85.86,0.1446
-85.86,0.1473
-85.86,0.14905
-85.86,0.1502
-85.86,0.15135
-85.86,0.152
-85.86,0.1521
-85.86,0.1525
-85.86,0.1536
-85.86,0.15515
-85.86,0.15635
-85.86,0.157
-85.32,0.15735
-85.32,0.1574
-85.32,0.15835
-85.32,0.16055
-85.32,0.1627
-85.32,0.16595
-85.32,0.16835
-85.32,0.1686
-85.32,0.16905
-84.78,0.16965
-84.78,0.17035
-84.78,0.17135
-84.78,0.17195
-84.24,0.172
-84.24,0.17235
-84.24,0.1731
-83.7,0.1734
-83.7,0.1744
-83.7,0.1756
-83.7,0.1769
-83.7,0.17805
-83.16,0.17845
-83.16,0.17915
-83.16,0.18
-82.62,0.18005
-82.62,0.1806
-82.62,0.18205
-82.08,0.1841
-82.08,0.18605
-82.08,0.1878
-82.08,0.1885
-82.08,0.18855
-81.54,0.1883
-81.54,0.18795
-81,0.1896
-81,0.1924
-81,0.19555
-81,0.19725
-81,0.198
-81,0.1985
-80.46,0.1987
-80.46,0.19895
-80.46,0.1993
-79.92,0.19925
-79.92,0.1985
-79.38,0.19775
-79.38,0.19785
-78.84,0.1992
-78.84,0.20065
-78.84,0.2009
-78.3,0.2011
-78.3,0.20155
-77.76,0.20205
-77.76,0.20265
-77.76,0.2035
-77.22,0.2051
-77.22,0.2069
-76.68,0.2091
-76.68,0.2101
-76.68,0.21075
-76.14,0.21085
-76.14,0.2114
-76.14,0.21285
-75.6,0.2145
-75.6,0.2157
-75.6,0.21595
-75.06,0.21585
-75.06,0.21495
-74.52,0.21455
-74.52,0.21665
-73.98,0.21895
-73.98,0.2208
-73.98,0.2221
-73.44,0.2233
-73.44,0.2243
-73.44,0.22485
-72.9,0.22495
-72.9,0.22495
-72.36,0.22555
-72.36,0.2274
-72.36,0.229
-71.82,0.22945
-71.82,0.22925
-71.28,0.2286
-71.28,0.2286
-70.74,0.2293
-70.74,0.23135
-70.74,0.23395
-70.2,0.2369
-70.2,0.24005
-70.2,0.24225
-70.2,0.2431
-70.2,0.24325
-69.66,0.24325
-69.66,0.2431
-69.12,0.2433
-69.12,0.24345
-68.58,0.2435
-68.04,0.2434
-68.04,0.24305
-67.5,0.2425
-67.5,0.24205
-66.96,0.24165
-66.42,0.24205
-66.42,0.24245
-66.42,0.24285
-65.88,0.24355
-65.88,0.24405
-65.34,0.2446
-64.8,0.2456
-64.8,0.24725
-64.8,0.2497
-64.8,0.2528
-64.26,0.25375
-64.26,0.25345
-63.72,0.252
-63.72,0.25245
-63.18,0.25375
-63.18,0.2562
-63.18,0.25905
-62.64,0.26145
-62.64,0.26255
-62.64,0.263
-62.1,0.26385
-62.1,0.265
-61.56,0.26695
-61.56,0.26925
-61.56,0.27015
-61.02,0.27005
-61.02,0.27015
-60.48,0.27025
-59.94,0.27
-59.94,0.27075
-59.94,0.2718
-59.4,0.27325
-59.4,0.2752
-59.4,0.27745
-58.86,0.27985
-58.86,0.2827
-58.86,0.2848
-58.86,0.2855
-58.32,0.2859
-58.32,0.28615
-57.78,0.28635
-57.78,0.28635
-57.24,0.286
-56.7,0.2854
-56.7,0.28445
-56.16,0.2838
-56.16,0.28265
-55.62,0.2821
