Angle,Torque
0,0
0,0
0,0
0,0
0,0
-0.54,0
-0.54,0
-1.08,0
-1.62,0
-2.16,0
-3.24,0
-4.32,0
-5.4,0
-7.02,0
-8.64,0
-10.8,-0.00405
-12.96,-0.00975
-15.12,-0.0121
-17.28,-0.0123
-19.44,-0.01205
-21.6,-0.01245
-23.76,-0.01445
-25.92,-0.01645
-28.08,-0.01835
-30.24,-0.02055
-32.4,-0.0222
-34.56,-0.02195
-36.72,-0.02075
-39.42,-0.0204
-41.58,-0.01815
-43.74,-0.01595
-45.9,-0.01465
-48.6,-0.01595
-50.76,-0.01805
-52.92,-0.01875
-55.08,-0.0186
-57.24,-0.0162
-59.94,-0.01505
-62.1,-0.0127
-64.26,-0.01095
-66.96,-0.0104
-69.12,-0.0117
-71.82,-0.01235
-73.98,-0.0126
-76.14,-0.0167
-78.3,-0.0191
-80.46,-0.0196
-82.62,-0.0204
-84.78,-0.0204
-87.48,-0.01895
-89.64,-0.01795
-91.8,-0.01835
-93.96,-0.01925
-96.12,-0.0212
-98.28,-0.0224
-100.44,-0.02125
-102.6,-0.02195
-105.3,-0.02265
-107.46,-0.02215
-109.62,-0.02185
-111.78,-0.02185
-113.94,-0.0202
-116.64,-0.0208
-118.8,-0.0232
-120.96,-0.022
-123.12,-0.02175
-125.28,-0.0224
-127.98,-0.02175
-130.14,-0.0235
-132.3,-0.02355
-134.46,-0.0197
-137.16,-0.0195
-139.32,-0.01865
-141.48,-0.01915
-144.18,-0.02035
-146.34,-0.01995
-148.5,-0.01855
-150.66,-0.01885
-153.36,-0.01805
-155.52,-0.01805
-158.22,-0.01825
-160.38,-0.0171
-162.54,-0.0189
-164.7,-0.01865
-166.86,-0.0155
-169.56,-0.01665
-171.72,-0.0169
-173.88,-0.01995
-176.58,-0.0215
-178.74,-0.0198
-180.9,-0.0189
-183.06,-0.018
-185.76,-0.0191
-187.92,-0.02035
-190.08,-0.02055
-192.24,-0.01995
-194.4,-0.02245
-196.56,-0.02295
-199.26,-0.02425
-201.42,-0.02575
-203.58,-0.02545
-205.74,-0.02595
-207.9,-0.02815
-210.06,-0.02885
-212.22,-0.0277
-214.38,-0.03025
-216.54,-0.0305
-218.7,-0.0301
-221.4,-0.03165
-223.56,-0.0319
-225.72,-0.03015
-227.88,-0.0325
-230.04,-0.032
-232.2,-0.0324
-234.36,-0.03215
-236.52,-0.0317
-238.68,-0.03135
-241.38,-0.0336
-243.54,-0.03365
-245.7,-0.03135
-247.86,-0.03015
-250.56,-0.0259
-253.26,-0.0201
-255.42,-0.0161
-258.12,-0.01275
-260.28,-0.01175
-262.98,-0.01155
-265.14,-0.013
-267.84,-0.0159
-270,-0.01625
