Angle,Torque
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-0.54,0
-1.08,0
-1.08,0
-1.08,0
-1.08,0
-1.62,0
-1.62,0
-1.62,0
-1.62,0
-2.16,0
-2.16,0
-2.16,0
-2.7,0
-2.7,0
-2.7,0
-3.24,0
-3.24,0
-3.78,0
-3.78,0
-4.32,0
-4.32,0
-4.86,0
-4.86,-0.0014
-5.4,-0.00375
-5.4,-0.006
-5.94,-0.008
-6.48,-0.00965
-6.48,-0.0108
-7.02,-0.0118
-7.56,-0.013
-7.56,-0.01355
-8.1,-0.0148
-8.64,-0.01595
-8.64,-0.0167
-9.18,-0.01805
-9.72,-0.019
-10.26,-0.02115
-10.26,-0.02305
-10.8,-0.02515
-11.34,-0.0266
-11.88,-0.02805
-12.42,-0.02875
-12.96,-0.02935
-12.96,-0.0294
-13.5,-0.03025
-14.04,-0.03025
-14.58,-0.03075
-15.12,-0.03155
-15.66,-0.0317
-16.2,-0.0317
-16.74,-0.03145
-17.28,-0.03155
-17.82,-0.0315
-18.36,-0.0315
-18.9,-0.03215
-19.44,-0.0325
-19.98,-0.0327
-20.52,-0.033
-21.06,-0.03335
-21.6,-0.03345
-22.14,-0.0336
-22.68,-0.03345
-23.22,-0.03415
-23.76,-0.03485
-24.3,-0.03575
-24.84,-0.0358
-25.38,-0.036
-25.92,-0.03585
-25.92,-0.03605
-26.46,-0.03665
-27,-0.0367
-27.54,-0.0365
-28.08,-0.03675
-28.62,-0.0371
-29.16,-0.03705
-29.7,-0.03715
-30.24,-0.03705
-30.78,-0.0376
-31.32,-0.0391
-31.86,-0.0399
-32.4,-0.03985
-32.94,-0.03945
-33.48,-0.03855
-34.02,-0.03775
-34.56,-0.0368
-35.1,-0.03585
-35.64,-0.03515
-36.18,-0.0351
-37.26,-0.03455
-37.8,-0.034
-38.34,-0.0332
-38.88,-0.03205
-39.42,-0.03115
-39.96,-0.03115
-40.5,-0.0308
-41.04,-0.02985
-41.58,-0.0287
-42.12,-0.0286
-42.66,-0.02865
-43.2,-0.02865
-43.74,-0.02885
-44.28,-0.02945
-44.82,-0.02985
-45.9,-0.0301
-46.44,-0.0301
-46.98,-0.03005
-47.52,-0.02945
-48.06,-0.02835
-48.6,-0.0278
-49.14,-0.0277
-49.68,-0.0281
-50.22,-0.02925
-50.76,-0.0302
-51.3,-0.0313
-51.84,-0.03185
-52.38,-0.0318
-52.92,-0.03175
-53.46,-0.031
-54.54,-0.02995
-55.08,-0.0297
