时间,采集时间
2025/06/25 15:40:05:846,60ms
2025/06/25 15:40:07:291,120ms
2025/06/25 15:40:07:406,40ms
2025/06/25 15:40:07:792,120ms
2025/06/25 15:40:07:908,40ms
2025/06/25 15:40:17:737,27ms
2025/06/25 15:40:17:879,35ms
2025/06/25 15:41:38:640,77ms
2025/06/25 15:41:39:432,27ms
2025/06/25 15:41:40:095,32ms
2025/06/25 15:41:40:586,32ms
2025/06/25 15:41:46:052,128ms
2025/06/25 15:41:46:629,44ms
2025/06/25 15:41:46:764,35ms
2025/06/25 15:41:48:178,70ms
2025/06/25 15:41:48:314,56ms
2025/06/25 15:41:48:569,60ms
2025/06/25 15:41:49:996,120ms
2025/06/25 15:41:50:111,40ms
2025/06/25 15:41:50:579,119ms
2025/06/25 15:41:50:695,40ms
2025/06/25 15:42:00:103,27ms
2025/06/25 15:42:00:238,35ms
2025/06/25 15:42:01:695,52ms
2025/06/25 15:43:21:804,77ms
2025/06/25 15:43:22:616,27ms
2025/06/25 15:43:23:295,32ms
2025/06/25 15:43:23:738,32ms
2025/06/25 15:43:29:156,128ms
2025/06/25 15:43:29:721,44ms
2025/06/25 15:43:29:858,35ms
2025/06/25 15:43:31:272,70ms
2025/06/25 15:43:31:408,56ms
2025/06/25 15:43:31:664,60ms
2025/06/25 15:43:33:080,119ms
2025/06/25 15:43:33:193,40ms
2025/06/25 15:43:33:586,120ms
2025/06/25 15:43:33:697,40ms
2025/06/25 15:43:43:446,27ms
2025/06/25 15:43:43:587,36ms
2025/06/25 15:44:25:937,27ms
2025/06/25 15:44:26:072,35ms
2025/06/25 15:45:13:462,77ms
2025/06/25 15:45:14:296,27ms
2025/06/25 15:45:14:957,32ms
2025/06/25 15:45:15:416,32ms
2025/06/25 15:45:20:820,128ms
2025/06/25 15:45:21:398,44ms
2025/06/25 15:45:21:533,35ms
2025/06/25 15:45:22:943,70ms
2025/06/25 15:45:23:079,56ms
2025/06/25 15:45:23:333,60ms
2025/06/25 15:45:24:776,120ms
2025/06/25 15:45:24:888,40ms
2025/06/25 15:45:25:388,120ms
2025/06/25 15:45:25:500,41ms
2025/06/25 15:45:35:389,27ms
2025/06/25 15:45:35:525,35ms
2025/06/25 15:47:08:562,27ms
2025/06/25 15:47:08:703,35ms
2025/06/25 15:47:14:623,52ms
2025/06/25 15:47:35:296,77ms
2025/06/25 15:47:36:151,27ms
2025/06/25 15:47:36:840,32ms
2025/06/25 15:47:37:366,32ms
2025/06/25 15:47:42:814,128ms
2025/06/25 15:47:43:383,44ms
2025/06/25 15:47:43:518,35ms
2025/06/25 15:47:44:928,70ms
2025/06/25 15:47:45:063,56ms
2025/06/25 15:47:45:327,60ms
2025/06/25 15:47:46:771,120ms
2025/06/25 15:47:46:882,40ms
2025/06/25 15:47:47:326,120ms
2025/06/25 15:47:47:442,40ms
2025/06/25 15:47:57:321,27ms
2025/06/25 15:47:57:460,35ms
2025/06/25 15:48:34:717,77ms
2025/06/25 15:48:35:565,27ms
2025/06/25 15:48:36:245,32ms
2025/06/25 15:48:36:689,32ms
2025/06/25 15:48:42:064,128ms
2025/06/25 15:48:42:642,44ms
2025/06/25 15:48:42:781,35ms
2025/06/25 15:48:44:206,70ms
2025/06/25 15:48:44:345,56ms
2025/06/25 15:48:44:601,60ms
2025/06/25 15:48:46:069,120ms
2025/06/25 15:48:46:185,40ms
2025/06/25 15:48:46:622,120ms
2025/06/25 15:48:46:736,40ms
2025/06/25 15:48:56:456,27ms
2025/06/25 15:48:56:596,35ms
2025/06/25 15:48:58:047,53ms
2025/06/25 15:50:19:795,77ms
2025/06/25 15:50:20:612,27ms
2025/06/25 15:50:21:289,32ms
2025/06/25 15:50:21:760,32ms
2025/06/25 15:50:27:176,128ms
2025/06/25 15:50:27:751,44ms
2025/06/25 15:50:27:886,35ms
2025/06/25 15:50:29:302,70ms
2025/06/25 15:50:29:445,56ms
2025/06/25 15:50:29:702,60ms
2025/06/25 15:50:31:162,120ms
2025/06/25 15:50:31:277,40ms
2025/06/25 15:50:31:771,120ms
2025/06/25 15:50:31:884,40ms
2025/06/25 15:50:41:404,27ms
2025/06/25 15:50:41:544,35ms
2025/06/25 15:54:17:372,76ms
2025/06/25 15:54:18:201,27ms
2025/06/25 15:54:18:882,32ms
2025/06/25 15:54:19:352,32ms
2025/06/25 15:54:24:760,128ms
2025/06/25 15:54:25:335,44ms
2025/06/25 15:54:25:470,35ms
2025/06/25 15:54:26:885,70ms
2025/06/25 15:54:27:019,56ms
2025/06/25 15:54:27:273,60ms
2025/06/25 15:54:28:734,120ms
2025/06/25 15:54:28:846,40ms
2025/06/25 15:54:29:340,120ms
2025/06/25 15:54:29:451,40ms
2025/06/25 15:54:38:971,27ms
2025/06/25 15:54:39:111,35ms
2025/06/25 15:55:23:044,27ms
2025/06/25 15:55:23:185,35ms
2025/06/25 15:55:26:227,52ms
2025/06/25 15:55:27:541,77ms
2025/06/25 15:55:28:365,27ms
2025/06/25 15:55:29:061,32ms
2025/06/25 15:55:29:514,32ms
2025/06/25 15:55:39:323,128ms
2025/06/25 15:55:39:892,44ms
2025/06/25 15:55:40:030,35ms
2025/06/25 15:55:41:441,70ms
2025/06/25 15:55:41:580,56ms
2025/06/25 15:55:41:832,60ms
2025/06/25 15:55:43:225,120ms
2025/06/25 15:55:43:337,40ms
2025/06/25 15:55:43:815,120ms
2025/06/25 15:55:43:926,40ms
2025/06/25 15:55:53:465,27ms
2025/06/25 15:55:53:603,35ms
2025/06/25 15:57:02:201,77ms
2025/06/25 15:57:02:998,27ms
2025/06/25 15:57:03:683,32ms
2025/06/25 15:57:04:179,32ms
2025/06/25 15:57:09:577,128ms
2025/06/25 15:57:10:153,44ms
2025/06/25 15:57:10:287,35ms
2025/06/25 15:57:11:700,70ms
2025/06/25 15:57:11:836,56ms
2025/06/25 15:57:12:095,60ms
2025/06/25 15:57:13:551,120ms
2025/06/25 15:57:13:668,40ms
2025/06/25 15:57:14:189,119ms
2025/06/25 15:57:14:298,40ms
2025/06/25 15:57:24:092,27ms
2025/06/25 15:57:24:229,35ms
2025/06/25 15:57:25:691,52ms
2025/06/25 15:58:33:651,77ms
2025/06/25 15:58:34:428,27ms
2025/06/25 15:58:35:125,31ms
2025/06/25 15:58:35:612,32ms
2025/06/25 15:58:41:037,128ms
2025/06/25 15:58:41:609,44ms
2025/06/25 15:58:41:745,35ms
2025/06/25 15:58:43:160,70ms
2025/06/25 15:58:43:298,56ms
2025/06/25 15:58:43:553,60ms
2025/06/25 15:58:45:001,120ms
2025/06/25 15:58:45:117,40ms
2025/06/25 15:58:45:572,120ms
2025/06/25 15:58:45:685,40ms
2025/06/25 15:58:55:530,27ms
2025/06/25 15:58:55:671,35ms
2025/06/25 15:58:58:137,78ms
2025/06/25 15:58:58:941,27ms
2025/06/25 15:58:59:627,32ms
2025/06/25 15:59:00:050,32ms
2025/06/25 15:59:09:612,128ms
2025/06/25 15:59:10:185,44ms
2025/06/25 15:59:10:327,35ms
2025/06/25 15:59:11:741,70ms
2025/06/25 15:59:11:880,56ms
2025/06/25 15:59:12:146,60ms
2025/06/25 15:59:13:578,119ms
2025/06/25 15:59:13:691,40ms
2025/06/25 15:59:14:165,120ms
2025/06/25 15:59:14:279,40ms
2025/06/25 15:59:24:074,27ms
2025/06/25 15:59:24:215,35ms
2025/06/25 15:59:25:663,52ms
2025/06/25 16:01:50:539,77ms
2025/06/25 16:01:51:345,27ms
2025/06/25 16:01:52:028,32ms
2025/06/25 16:01:52:509,33ms
2025/06/25 16:02:00:957,128ms
2025/06/25 16:02:01:529,44ms
2025/06/25 16:02:01:665,35ms
2025/06/25 16:02:03:077,71ms
2025/06/25 16:02:03:216,56ms
2025/06/25 16:02:03:476,60ms
2025/06/25 16:02:04:947,120ms
2025/06/25 16:02:05:062,40ms
2025/06/25 16:02:05:506,120ms
2025/06/25 16:02:05:618,40ms
2025/06/25 16:02:15:155,27ms
2025/06/25 16:02:15:296,35ms
2025/06/25 16:02:17:759,77ms
2025/06/25 16:02:18:541,27ms
2025/06/25 16:02:19:228,32ms
2025/06/25 16:02:19:702,32ms
2025/06/25 16:02:29:364,128ms
2025/06/25 16:02:29:947,44ms
2025/06/25 16:02:30:089,35ms
2025/06/25 16:02:31:504,70ms
2025/06/25 16:02:31:638,56ms
2025/06/25 16:02:31:894,60ms
2025/06/25 16:02:33:342,120ms
2025/06/25 16:02:33:457,40ms
2025/06/25 16:02:33:860,120ms
2025/06/25 16:02:33:970,40ms
2025/06/25 16:02:43:765,27ms
2025/06/25 16:02:43:904,35ms
2025/06/25 16:02:45:350,52ms
2025/06/25 16:05:07:206,77ms
2025/06/25 16:05:08:037,28ms
2025/06/25 16:05:08:709,32ms
2025/06/25 16:05:09:228,32ms
2025/06/25 16:05:14:655,128ms
2025/06/25 16:05:15:224,44ms
2025/06/25 16:05:15:360,35ms
2025/06/25 16:05:16:770,70ms
2025/06/25 16:05:16:911,56ms
2025/06/25 16:05:17:167,60ms
2025/06/25 16:05:18:632,120ms
2025/06/25 16:05:18:743,40ms
2025/06/25 16:05:19:178,120ms
2025/06/25 16:05:19:290,40ms
2025/06/25 16:05:28:930,28ms
2025/06/25 16:05:29:069,35ms
2025/06/25 16:05:31:529,77ms
2025/06/25 16:05:32:405,27ms
2025/06/25 16:05:33:080,32ms
2025/06/25 16:05:33:556,32ms
2025/06/25 16:05:42:994,128ms
2025/06/25 16:05:43:562,44ms
2025/06/25 16:05:43:698,35ms
2025/06/25 16:05:45:114,70ms
2025/06/25 16:05:45:249,56ms
2025/06/25 16:05:45:498,60ms
2025/06/25 16:05:46:951,120ms
2025/06/25 16:05:47:067,40ms
2025/06/25 16:05:47:530,119ms
2025/06/25 16:05:47:640,40ms
2025/06/25 16:05:57:017,27ms
2025/06/25 16:05:57:152,35ms
2025/06/25 16:05:58:599,52ms
2025/06/25 16:08:23:707,77ms
2025/06/25 16:08:24:481,27ms
2025/06/25 16:08:25:165,32ms
2025/06/25 16:08:25:647,32ms
2025/06/25 16:08:31:047,128ms
2025/06/25 16:08:31:624,44ms
2025/06/25 16:08:31:764,35ms
2025/06/25 16:08:33:186,70ms
2025/06/25 16:08:33:323,56ms
2025/06/25 16:08:33:578,60ms
2025/06/25 16:08:35:039,119ms
2025/06/25 16:08:35:151,41ms
2025/06/25 16:08:35:558,120ms
2025/06/25 16:08:35:673,40ms
2025/06/25 16:08:45:413,27ms
2025/06/25 16:08:45:548,35ms
2025/06/25 16:08:48:014,77ms
2025/06/25 16:08:48:863,27ms
2025/06/25 16:08:49:523,32ms
2025/06/25 16:08:49:936,32ms
2025/06/25 16:08:59:547,127ms
2025/06/25 16:09:00:122,44ms
2025/06/25 16:09:00:259,35ms
2025/06/25 16:09:01:672,70ms
2025/06/25 16:09:01:806,56ms
2025/06/25 16:09:02:066,60ms
2025/06/25 16:09:03:503,120ms
2025/06/25 16:09:03:615,40ms
2025/06/25 16:09:04:067,120ms
2025/06/25 16:09:04:181,40ms
2025/06/25 16:09:14:060,27ms
2025/06/25 16:09:14:195,35ms
2025/06/25 16:09:15:654,52ms
2025/06/25 16:10:01:680,77ms
2025/06/25 16:10:02:503,27ms
2025/06/25 16:10:03:183,33ms
2025/06/25 16:10:03:644,32ms
2025/06/25 16:10:09:025,128ms
2025/06/25 16:10:09:604,44ms
2025/06/25 16:10:09:740,35ms
2025/06/25 16:10:11:156,70ms
2025/06/25 16:10:11:295,56ms
2025/06/25 16:10:11:549,60ms
2025/06/25 16:10:12:998,120ms
2025/06/25 16:10:13:107,40ms
2025/06/25 16:10:13:562,120ms
2025/06/25 16:10:13:677,40ms
2025/06/25 16:10:23:561,27ms
2025/06/25 16:10:23:701,35ms
2025/06/25 16:11:26:143,77ms
2025/06/25 16:11:26:937,27ms
2025/06/25 16:11:27:614,32ms
2025/06/25 16:11:28:058,32ms
2025/06/25 16:11:33:426,128ms
2025/06/25 16:11:34:007,44ms
2025/06/25 16:11:34:148,35ms
2025/06/25 16:11:35:560,70ms
2025/06/25 16:11:35:695,56ms
2025/06/25 16:11:35:950,60ms
2025/06/25 16:11:37:404,120ms
2025/06/25 16:11:37:514,40ms
2025/06/25 16:11:37:947,120ms
2025/06/25 16:11:38:063,40ms
2025/06/25 16:11:47:647,27ms
2025/06/25 16:11:47:783,35ms
2025/06/25 16:11:49:244,52ms
2025/06/25 16:12:56:613,77ms
2025/06/25 16:12:57:431,27ms
2025/06/25 16:12:58:108,32ms
2025/06/25 16:12:58:565,32ms
2025/06/25 16:13:03:956,128ms
2025/06/25 16:13:04:530,44ms
2025/06/25 16:13:04:671,35ms
2025/06/25 16:13:06:072,70ms
2025/06/25 16:13:06:209,56ms
2025/06/25 16:13:06:465,60ms
2025/06/25 16:13:07:934,119ms
2025/06/25 16:13:08:047,40ms
2025/06/25 16:13:08:519,120ms
2025/06/25 16:13:08:635,40ms
2025/06/25 16:13:18:215,27ms
2025/06/25 16:13:18:355,35ms
2025/06/25 16:15:42:997,78ms
2025/06/25 16:15:43:847,27ms
2025/06/25 16:15:44:532,32ms
2025/06/25 16:15:45:025,32ms
2025/06/25 16:15:50:438,128ms
2025/06/25 16:15:51:008,44ms
2025/06/25 16:15:51:144,35ms
2025/06/25 16:15:52:558,70ms
2025/06/25 16:15:52:694,56ms
2025/06/25 16:15:52:947,60ms
2025/06/25 16:15:54:425,120ms
2025/06/25 16:15:54:537,40ms
2025/06/25 16:15:55:015,120ms
2025/06/25 16:15:55:129,40ms
2025/06/25 16:16:04:649,27ms
2025/06/25 16:16:04:790,35ms
2025/06/25 16:16:06:268,52ms
2025/06/25 16:16:07:829,77ms
2025/06/25 16:16:08:653,27ms
2025/06/25 16:16:09:335,32ms
2025/06/25 16:16:09:833,32ms
2025/06/25 16:16:19:225,128ms
2025/06/25 16:16:19:799,44ms
2025/06/25 16:16:19:936,35ms
2025/06/25 16:16:21:348,70ms
2025/06/25 16:16:21:487,56ms
2025/06/25 16:16:21:746,60ms
2025/06/25 16:16:23:202,120ms
2025/06/25 16:16:23:316,40ms
2025/06/25 16:16:23:752,120ms
2025/06/25 16:16:23:869,40ms
2025/06/25 16:16:33:226,27ms
2025/06/25 16:16:33:366,35ms
2025/06/25 16:18:10:569,77ms
2025/06/25 16:18:11:361,27ms
2025/06/25 16:18:12:031,32ms
2025/06/25 16:18:12:457,32ms
2025/06/25 16:18:17:782,128ms
2025/06/25 16:18:18:359,44ms
2025/06/25 16:18:18:495,35ms
2025/06/25 16:18:19:903,70ms
2025/06/25 16:18:20:039,56ms
2025/06/25 16:18:20:287,60ms
2025/06/25 16:18:21:722,119ms
2025/06/25 16:18:21:834,40ms
2025/06/25 16:18:22:308,120ms
2025/06/25 16:18:22:422,40ms
2025/06/25 16:18:32:236,27ms
2025/06/25 16:18:32:376,35ms
2025/06/25 16:19:04:903,27ms
2025/06/25 16:19:05:044,35ms
2025/06/25 16:19:08:870,52ms
2025/06/25 16:20:14:737,77ms
2025/06/25 16:20:15:551,27ms
2025/06/25 16:20:16:233,35ms
2025/06/25 16:20:16:680,32ms
2025/06/25 16:20:22:049,128ms
2025/06/25 16:20:22:622,44ms
2025/06/25 16:20:22:759,35ms
2025/06/25 16:20:24:176,70ms
2025/06/25 16:20:24:313,56ms
2025/06/25 16:20:24:566,60ms
2025/06/25 16:20:26:013,120ms
2025/06/25 16:20:26:125,40ms
2025/06/25 16:20:26:608,120ms
2025/06/25 16:20:26:723,40ms
2025/06/25 16:20:36:595,27ms
2025/06/25 16:20:36:735,35ms
2025/06/25 16:22:06:185,76ms
2025/06/25 16:22:06:990,28ms
2025/06/25 16:22:07:672,32ms
2025/06/25 16:22:08:098,32ms
2025/06/25 16:22:13:471,128ms
2025/06/25 16:22:14:048,44ms
2025/06/25 16:22:14:184,35ms
2025/06/25 16:22:15:593,70ms
2025/06/25 16:22:15:729,56ms
2025/06/25 16:22:15:984,60ms
2025/06/25 16:22:17:439,120ms
2025/06/25 16:22:17:550,40ms
2025/06/25 16:22:17:999,120ms
2025/06/25 16:22:18:115,41ms
2025/06/25 16:22:27:810,27ms
2025/06/25 16:22:27:946,35ms
2025/06/25 16:22:29:409,52ms
2025/06/25 16:23:22:943,78ms
2025/06/25 16:23:23:740,27ms
2025/06/25 16:23:24:418,32ms
2025/06/25 16:23:24:891,32ms
2025/06/25 16:23:30:293,128ms
2025/06/25 16:23:30:869,45ms
2025/06/25 16:23:31:008,35ms
2025/06/25 16:23:32:425,70ms
2025/06/25 16:23:32:563,56ms
2025/06/25 16:23:32:824,60ms
2025/06/25 16:23:34:276,119ms
2025/06/25 16:23:34:388,40ms
2025/06/25 16:23:34:817,120ms
2025/06/25 16:23:34:928,40ms
2025/06/25 16:23:44:648,27ms
2025/06/25 16:23:44:789,35ms
2025/06/25 16:25:12:848,77ms
2025/06/25 16:25:13:656,27ms
2025/06/25 16:25:14:325,32ms
2025/06/25 16:25:14:832,32ms
2025/06/25 16:25:20:251,128ms
2025/06/25 16:25:20:827,44ms
2025/06/25 16:25:20:963,35ms
2025/06/25 16:25:22:374,70ms
2025/06/25 16:25:22:507,56ms
2025/06/25 16:25:22:761,60ms
2025/06/25 16:25:24:200,120ms
2025/06/25 16:25:24:317,40ms
2025/06/25 16:25:24:779,120ms
2025/06/25 16:25:24:888,40ms
2025/06/25 16:25:34:798,27ms
2025/06/25 16:25:34:938,35ms
2025/06/25 16:25:36:394,52ms
2025/06/25 16:26:52:533,77ms
2025/06/25 16:26:53:361,27ms
2025/06/25 16:26:54:044,32ms
2025/06/25 16:26:54:556,32ms
2025/06/25 16:27:00:012,128ms
2025/06/25 16:27:00:590,44ms
2025/06/25 16:27:00:730,36ms
2025/06/25 16:27:02:150,70ms
2025/06/25 16:27:02:284,56ms
2025/06/25 16:27:02:547,60ms
2025/06/25 16:27:03:999,120ms
2025/06/25 16:27:04:113,40ms
2025/06/25 16:27:04:553,120ms
2025/06/25 16:27:04:664,40ms
2025/06/25 16:27:14:164,27ms
2025/06/25 16:27:14:306,35ms
2025/06/25 16:29:08:526,77ms
2025/06/25 16:29:09:285,27ms
2025/06/25 16:29:09:957,32ms
2025/06/25 16:29:10:393,32ms
2025/06/25 16:29:15:741,128ms
2025/06/25 16:29:16:314,44ms
2025/06/25 16:29:16:454,35ms
2025/06/25 16:29:17:864,70ms
2025/06/25 16:29:18:001,56ms
2025/06/25 16:29:18:256,60ms
2025/06/25 16:29:19:692,120ms
2025/06/25 16:29:19:804,40ms
2025/06/25 16:29:20:278,120ms
2025/06/25 16:29:20:390,40ms
2025/06/25 16:29:29:798,27ms
2025/06/25 16:29:29:939,35ms
2025/06/25 16:29:31:399,52ms
2025/06/25 16:30:59:789,77ms
2025/06/25 16:31:00:641,27ms
2025/06/25 16:31:01:326,32ms
2025/06/25 16:31:01:815,32ms
2025/06/25 16:31:07:213,128ms
2025/06/25 16:31:07:785,44ms
2025/06/25 16:31:07:921,35ms
2025/06/25 16:31:09:327,70ms
2025/06/25 16:31:09:463,56ms
2025/06/25 16:31:09:719,60ms
2025/06/25 16:31:11:170,120ms
2025/06/25 16:31:11:279,40ms
2025/06/25 16:31:11:762,120ms
2025/06/25 16:31:11:875,40ms
2025/06/25 16:31:21:696,27ms
2025/06/25 16:31:21:833,35ms
2025/06/25 16:32:42:415,77ms
2025/06/25 16:32:43:196,27ms
2025/06/25 16:32:43:883,30ms
2025/06/25 16:32:44:339,32ms
2025/06/25 16:32:49:698,128ms
2025/06/25 16:32:50:268,44ms
2025/06/25 16:32:50:404,35ms
2025/06/25 16:32:51:821,70ms
2025/06/25 16:32:51:957,56ms
2025/06/25 16:32:52:213,60ms
2025/06/25 16:32:53:661,120ms
2025/06/25 16:32:53:772,40ms
2025/06/25 16:32:54:245,120ms
2025/06/25 16:32:54:357,40ms
2025/06/25 16:33:04:477,27ms
2025/06/25 16:33:04:618,35ms
2025/06/25 16:33:06:085,52ms
2025/06/25 18:02:09:825,77ms
2025/06/25 18:02:10:641,27ms
2025/06/25 18:02:11:326,33ms
2025/06/25 18:02:11:762,32ms
2025/06/25 18:02:17:133,128ms
2025/06/25 18:02:17:704,45ms
2025/06/25 18:02:17:840,35ms
2025/06/25 18:02:19:262,70ms
2025/06/25 18:02:19:401,55ms
2025/06/25 18:02:19:661,60ms
2025/06/25 18:02:21:108,120ms
2025/06/25 18:02:21:221,40ms
2025/06/25 18:02:21:697,120ms
2025/06/25 18:02:21:808,40ms
2025/06/25 18:02:31:724,27ms
2025/06/25 18:02:31:861,35ms
2025/06/25 18:02:41:080,77ms
2025/06/25 18:02:41:914,27ms
2025/06/25 18:02:42:601,32ms
2025/06/25 18:02:43:086,33ms
2025/06/25 18:02:48:482,128ms
2025/06/25 18:02:49:054,44ms
2025/06/25 18:02:49:191,36ms
2025/06/25 18:02:50:604,70ms
2025/06/25 18:02:50:743,56ms
2025/06/25 18:02:51:000,60ms
2025/06/25 18:02:52:483,119ms
2025/06/25 18:02:52:596,40ms
2025/06/25 18:02:53:087,120ms
2025/06/25 18:02:53:200,40ms
2025/06/25 18:03:02:871,27ms
2025/06/25 18:03:03:012,36ms
2025/06/25 18:03:04:454,52ms
2025/06/25 18:03:15:509,77ms
2025/06/25 18:03:16:341,27ms
2025/06/25 18:03:17:019,32ms
2025/06/25 18:03:17:524,32ms
2025/06/25 18:03:22:975,127ms
2025/06/25 18:03:23:543,44ms
2025/06/25 18:03:23:684,35ms
2025/06/25 18:03:25:097,70ms
2025/06/25 18:03:25:231,56ms
2025/06/25 18:03:25:487,60ms
2025/06/25 18:03:26:940,120ms
2025/06/25 18:03:27:053,40ms
2025/06/25 18:03:27:536,120ms
2025/06/25 18:03:27:648,40ms
2025/06/25 18:03:37:145,27ms
2025/06/25 18:03:37:285,35ms
2025/06/25 18:05:39:534,77ms
2025/06/25 18:05:40:316,27ms
2025/06/25 18:05:40:991,32ms
2025/06/25 18:05:41:406,32ms
2025/06/25 18:05:46:785,127ms
2025/06/25 18:05:47:355,44ms
2025/06/25 18:05:47:498,35ms
2025/06/25 18:05:48:907,70ms
2025/06/25 18:05:49:040,56ms
2025/06/25 18:05:49:297,60ms
2025/06/25 18:05:50:740,120ms
2025/06/25 18:05:50:854,40ms
2025/06/25 18:05:51:326,119ms
2025/06/25 18:05:51:439,40ms
2025/06/25 18:06:01:414,28ms
2025/06/25 18:06:01:552,35ms
2025/06/25 18:06:03:022,52ms
2025/06/25 18:06:04:345,77ms
2025/06/25 18:06:05:135,28ms
2025/06/25 18:06:05:822,32ms
2025/06/25 18:06:06:301,32ms
2025/06/25 18:06:15:970,128ms
2025/06/25 18:06:16:538,44ms
2025/06/25 18:06:16:675,35ms
2025/06/25 18:06:18:086,70ms
2025/06/25 18:06:18:223,56ms
2025/06/25 18:06:18:483,60ms
2025/06/25 18:06:19:932,121ms
2025/06/25 18:06:20:041,40ms
2025/06/25 18:06:20:537,120ms
2025/06/25 18:06:20:649,40ms
2025/06/25 18:06:30:804,28ms
2025/06/25 18:06:30:942,35ms
2025/06/25 18:06:33:586,77ms
2025/06/25 18:06:34:392,27ms
2025/06/25 18:06:35:087,32ms
2025/06/25 18:06:35:686,32ms
2025/06/25 18:06:45:023,128ms
2025/06/25 18:06:45:599,44ms
2025/06/25 18:06:45:736,35ms
2025/06/25 18:06:47:151,70ms
2025/06/25 18:06:47:287,56ms
2025/06/25 18:06:47:545,60ms
2025/06/25 18:06:49:004,120ms
2025/06/25 18:06:49:120,40ms
2025/06/25 18:06:49:586,120ms
2025/06/25 18:06:49:700,40ms
2025/06/25 18:06:59:247,28ms
2025/06/25 18:06:59:387,35ms
2025/06/25 18:07:00:831,52ms
2025/06/25 18:07:02:144,77ms
2025/06/25 18:07:02:969,27ms
2025/06/25 18:07:03:646,32ms
2025/06/25 18:07:04:097,32ms
2025/06/25 18:07:13:857,127ms
2025/06/25 18:07:14:423,44ms
2025/06/25 18:07:14:560,35ms
2025/06/25 18:07:15:964,70ms
2025/06/25 18:07:16:100,56ms
2025/06/25 18:07:16:353,60ms
2025/06/25 18:07:17:810,120ms
2025/06/25 18:07:17:922,40ms
2025/06/25 18:07:18:402,119ms
2025/06/25 18:07:18:515,40ms
2025/06/25 18:07:28:188,27ms
2025/06/25 18:07:28:324,36ms
2025/06/25 18:07:35:448,77ms
2025/06/25 18:07:36:305,28ms
2025/06/25 18:07:36:997,32ms
2025/06/25 18:07:37:469,32ms
2025/06/25 18:07:42:886,128ms
2025/06/25 18:07:43:467,44ms
2025/06/25 18:07:43:604,35ms
2025/06/25 18:07:45:013,70ms
2025/06/25 18:07:45:148,56ms
2025/06/25 18:07:45:407,60ms
2025/06/25 18:07:46:878,120ms
2025/06/25 18:07:46:993,40ms
2025/06/25 18:07:47:491,119ms
2025/06/25 18:07:47:607,40ms
2025/06/25 18:07:57:510,27ms
2025/06/25 18:07:57:651,36ms
2025/06/25 18:07:59:321,52ms
2025/06/25 18:08:19:676,77ms
2025/06/25 18:08:20:485,27ms
2025/06/25 18:08:21:174,32ms
2025/06/25 18:08:21:653,32ms
2025/06/25 18:08:27:043,128ms
2025/06/25 18:08:27:616,44ms
2025/06/25 18:08:27:756,35ms
2025/06/25 18:08:29:166,70ms
2025/06/25 18:08:29:301,56ms
2025/06/25 18:08:29:558,60ms
2025/06/25 18:08:31:008,120ms
2025/06/25 18:08:31:123,40ms
2025/06/25 18:08:31:622,120ms
2025/06/25 18:08:31:733,40ms
2025/06/25 18:08:41:738,27ms
2025/06/25 18:08:41:872,35ms
2025/06/25 18:09:08:626,77ms
2025/06/25 18:09:09:441,27ms
2025/06/25 18:09:10:131,32ms
2025/06/25 18:09:10:638,32ms
2025/06/25 18:09:16:060,127ms
2025/06/25 18:09:16:640,44ms
2025/06/25 18:09:16:781,35ms
2025/06/25 18:09:18:198,70ms
2025/06/25 18:09:18:335,57ms
2025/06/25 18:09:18:590,60ms
2025/06/25 18:09:20:041,120ms
2025/06/25 18:09:20:153,40ms
2025/06/25 18:09:20:641,120ms
2025/06/25 18:09:20:753,40ms
2025/06/25 18:09:30:435,27ms
2025/06/25 18:09:30:575,35ms
2025/06/25 18:09:32:028,52ms
2025/06/25 18:09:55:098,77ms
2025/06/25 18:09:55:939,27ms
2025/06/25 18:09:56:627,33ms
2025/06/25 18:09:57:101,32ms
2025/06/25 18:10:02:499,128ms
2025/06/25 18:10:03:068,44ms
2025/06/25 18:10:03:209,35ms
2025/06/25 18:10:04:621,70ms
2025/06/25 18:10:04:755,56ms
2025/06/25 18:10:05:005,60ms
2025/06/25 18:10:06:454,120ms
2025/06/25 18:10:06:568,40ms
2025/06/25 18:10:07:049,120ms
2025/06/25 18:10:07:161,40ms
2025/06/25 18:10:17:302,27ms
2025/06/25 18:10:17:438,35ms
2025/06/25 18:10:52:745,77ms
2025/06/25 18:10:53:527,27ms
2025/06/25 18:10:54:224,32ms
2025/06/25 18:10:54:651,32ms
2025/06/25 18:11:00:000,128ms
2025/06/25 18:11:00:580,44ms
2025/06/25 18:11:00:717,35ms
2025/06/25 18:11:02:135,70ms
2025/06/25 18:11:02:271,56ms
2025/06/25 18:11:02:525,60ms
2025/06/25 18:11:03:971,120ms
2025/06/25 18:11:04:080,40ms
2025/06/25 18:11:04:523,119ms
2025/06/25 18:11:04:639,41ms
2025/06/25 18:11:14:449,27ms
2025/06/25 18:11:14:584,35ms
2025/06/25 18:11:16:279,52ms
2025/06/25 18:14:20:644,77ms
2025/06/25 18:14:21:475,27ms
2025/06/25 18:14:22:155,32ms
2025/06/25 18:14:22:581,32ms
2025/06/25 18:14:27:982,128ms
2025/06/25 18:14:28:557,44ms
2025/06/25 18:14:28:693,35ms
2025/06/25 18:14:30:104,70ms
2025/06/25 18:14:30:239,56ms
2025/06/25 18:14:30:494,60ms
2025/06/25 18:14:31:956,120ms
