时间,采集时间
2025/06/25 18:14:32:070,40ms
2025/06/25 18:14:32:542,120ms
2025/06/25 18:14:32:657,40ms
2025/06/25 18:14:42:177,27ms
2025/06/25 18:14:42:312,35ms
2025/06/25 18:15:05:519,77ms
2025/06/25 18:15:06:346,27ms
2025/06/25 18:15:07:022,32ms
2025/06/25 18:15:07:424,32ms
2025/06/25 18:15:12:791,128ms
2025/06/25 18:15:13:367,44ms
2025/06/25 18:15:13:503,35ms
2025/06/25 18:15:14:916,70ms
2025/06/25 18:15:15:051,56ms
2025/06/25 18:15:15:309,60ms
2025/06/25 18:15:16:786,120ms
2025/06/25 18:15:16:901,40ms
2025/06/25 18:15:17:391,120ms
2025/06/25 18:15:17:503,40ms
2025/06/25 18:15:27:189,27ms
2025/06/25 18:15:27:330,35ms
2025/06/25 18:15:28:777,52ms
2025/06/25 18:17:03:321,77ms
2025/06/25 18:17:04:147,27ms
2025/06/25 18:17:04:832,32ms
2025/06/25 18:17:05:219,32ms
2025/06/25 18:17:10:575,128ms
2025/06/25 18:17:11:152,44ms
2025/06/25 18:17:11:286,35ms
2025/06/25 18:17:12:701,70ms
2025/06/25 18:17:12:835,56ms
2025/06/25 18:17:13:087,60ms
2025/06/25 18:17:14:546,120ms
2025/06/25 18:17:14:660,40ms
2025/06/25 18:17:15:122,120ms
2025/06/25 18:17:15:234,40ms
2025/06/25 18:17:25:086,27ms
2025/06/25 18:17:25:227,35ms
2025/06/25 18:18:28:929,77ms
2025/06/25 18:18:29:699,26ms
2025/06/25 18:18:30:378,32ms
2025/06/25 18:18:30:848,32ms
2025/06/25 18:18:36:284,128ms
2025/06/25 18:18:36:859,44ms
2025/06/25 18:18:37:000,35ms
2025/06/25 18:18:38:407,70ms
2025/06/25 18:18:38:543,56ms
2025/06/25 18:18:38:796,60ms
2025/06/25 18:18:40:225,120ms
2025/06/25 18:18:40:338,40ms
2025/06/25 18:18:40:771,119ms
2025/06/25 18:18:40:884,40ms
2025/06/25 18:18:50:788,27ms
2025/06/25 18:18:50:929,35ms
2025/06/25 18:18:52:393,52ms
2025/06/25 18:22:58:416,77ms
2025/06/25 18:22:59:222,27ms
2025/06/25 18:22:59:897,32ms
2025/06/25 18:23:00:379,33ms
2025/06/25 18:23:05:791,128ms
2025/06/25 18:23:06:365,44ms
2025/06/25 18:23:06:504,35ms
2025/06/25 18:23:07:915,70ms
2025/06/25 18:23:08:055,56ms
2025/06/25 18:23:08:308,60ms
2025/06/25 18:23:09:739,120ms
2025/06/25 18:23:09:850,40ms
2025/06/25 18:23:10:266,120ms
2025/06/25 18:23:10:377,40ms
2025/06/25 18:23:19:970,27ms
2025/06/25 18:23:20:105,36ms
2025/06/25 18:24:14:764,77ms
2025/06/25 18:24:15:589,26ms
2025/06/25 18:24:16:253,32ms
2025/06/25 18:24:16:734,32ms
2025/06/25 18:24:22:144,128ms
2025/06/25 18:24:22:719,44ms
2025/06/25 18:24:22:855,35ms
2025/06/25 18:24:24:275,70ms
2025/06/25 18:24:24:410,56ms
2025/06/25 18:24:24:671,60ms
2025/06/25 18:24:26:116,120ms
2025/06/25 18:24:26:226,40ms
2025/06/25 18:24:26:701,120ms
2025/06/25 18:24:26:813,40ms
2025/06/25 18:24:36:588,27ms
2025/06/25 18:24:36:727,35ms
2025/06/25 18:24:38:182,52ms
2025/06/25 18:25:12:283,77ms
2025/06/25 18:25:13:078,27ms
2025/06/25 18:25:13:759,32ms
2025/06/25 18:25:14:212,32ms
2025/06/25 18:25:19:616,128ms
2025/06/25 18:25:20:188,44ms
2025/06/25 18:25:20:328,36ms
2025/06/25 18:25:21:745,70ms
2025/06/25 18:25:21:883,56ms
2025/06/25 18:25:22:145,60ms
2025/06/25 18:25:23:589,120ms
2025/06/25 18:25:23:698,40ms
2025/06/25 18:25:24:159,120ms
2025/06/25 18:25:24:269,40ms
2025/06/25 18:25:34:035,28ms
2025/06/25 18:25:34:176,35ms
2025/06/25 18:26:40:550,27ms
2025/06/25 18:26:40:692,35ms
2025/06/25 18:26:54:914,77ms
2025/06/25 18:26:55:701,27ms
2025/06/25 18:26:56:373,32ms
2025/06/25 18:26:56:724,32ms
2025/06/25 18:27:06:503,128ms
2025/06/25 18:27:07:077,44ms
2025/06/25 18:27:07:217,35ms
2025/06/25 18:27:08:634,70ms
2025/06/25 18:27:08:768,56ms
2025/06/25 18:27:09:025,60ms
2025/06/25 18:27:10:472,120ms
2025/06/25 18:27:10:590,40ms
2025/06/25 18:27:11:054,120ms
2025/06/25 18:27:11:167,40ms
2025/06/25 18:27:21:035,27ms
2025/06/25 18:27:21:169,35ms
2025/06/25 18:27:22:618,52ms
2025/06/25 18:28:01:383,77ms
2025/06/25 18:28:02:251,28ms
2025/06/25 18:28:02:943,32ms
2025/06/25 18:28:03:418,32ms
2025/06/25 18:28:08:789,128ms
2025/06/25 18:28:09:365,44ms
2025/06/25 18:28:09:500,35ms
2025/06/25 18:28:10:914,70ms
2025/06/25 18:28:11:048,56ms
2025/06/25 18:28:11:306,60ms
2025/06/25 18:28:12:780,120ms
2025/06/25 18:28:12:895,40ms
2025/06/25 18:28:13:381,120ms
2025/06/25 18:28:13:494,40ms
2025/06/25 18:28:23:362,27ms
2025/06/25 18:28:23:503,36ms
2025/06/25 18:28:25:966,77ms
2025/06/25 18:28:26:763,27ms
2025/06/25 18:28:27:446,32ms
2025/06/25 18:28:27:825,32ms
2025/06/25 18:28:37:432,128ms
2025/06/25 18:28:38:008,44ms
2025/06/25 18:28:38:144,35ms
2025/06/25 18:28:39:570,70ms
2025/06/25 18:28:39:708,56ms
2025/06/25 18:28:39:966,60ms
2025/06/25 18:28:41:439,120ms
2025/06/25 18:28:41:554,40ms
2025/06/25 18:28:41:992,119ms
2025/06/25 18:28:42:104,40ms
2025/06/25 18:28:51:899,27ms
2025/06/25 18:28:52:040,35ms
2025/06/25 18:28:53:480,52ms
2025/06/25 18:32:11:064,77ms
2025/06/25 18:32:11:889,27ms
2025/06/25 18:32:12:553,32ms
2025/06/25 18:32:13:022,32ms
2025/06/25 18:32:18:396,128ms
2025/06/25 18:32:18:971,44ms
2025/06/25 18:32:19:107,37ms
2025/06/25 18:32:20:518,70ms
2025/06/25 18:32:20:659,56ms
2025/06/25 18:32:20:913,60ms
2025/06/25 18:32:22:377,119ms
2025/06/25 18:32:22:488,40ms
2025/06/25 18:32:22:928,120ms
2025/06/25 18:32:23:040,40ms
2025/06/25 18:32:32:545,27ms
2025/06/25 18:32:32:685,36ms
2025/06/25 18:32:58:968,77ms
2025/06/25 18:32:59:772,27ms
2025/06/25 18:33:00:450,32ms
2025/06/25 18:33:00:896,32ms
2025/06/25 18:33:06:247,128ms
2025/06/25 18:33:06:819,44ms
2025/06/25 18:33:06:953,35ms
2025/06/25 18:33:08:380,78ms
2025/06/25 18:33:08:513,56ms
2025/06/25 18:33:08:777,60ms
2025/06/25 18:33:10:232,120ms
2025/06/25 18:33:10:342,40ms
2025/06/25 18:33:10:801,120ms
2025/06/25 18:33:10:911,40ms
2025/06/25 18:33:20:545,27ms
2025/06/25 18:33:20:686,35ms
2025/06/25 18:33:22:130,52ms
2025/06/25 18:33:49:150,77ms
2025/06/25 18:33:49:994,27ms
2025/06/25 18:33:50:672,32ms
2025/06/25 18:33:51:175,32ms
2025/06/25 18:33:56:594,128ms
2025/06/25 18:33:57:169,44ms
2025/06/25 18:33:57:305,35ms
2025/06/25 18:33:58:717,70ms
2025/06/25 18:33:58:852,56ms
2025/06/25 18:33:59:106,60ms
2025/06/25 18:34:00:571,120ms
2025/06/25 18:34:00:682,40ms
2025/06/25 18:34:01:099,120ms
2025/06/25 18:34:01:216,40ms
2025/06/25 18:34:11:061,27ms
2025/06/25 18:34:11:199,35ms
2025/06/25 18:35:14:634,77ms
2025/06/25 18:35:15:499,27ms
2025/06/25 18:35:16:176,32ms
2025/06/25 18:35:16:628,32ms
2025/06/25 18:35:21:998,128ms
2025/06/25 18:35:22:578,44ms
2025/06/25 18:35:22:713,35ms
2025/06/25 18:35:24:127,70ms
2025/06/25 18:35:24:264,56ms
2025/06/25 18:35:24:527,60ms
2025/06/25 18:35:25:986,120ms
2025/06/25 18:35:26:098,40ms
2025/06/25 18:35:26:564,120ms
2025/06/25 18:35:26:674,40ms
2025/06/25 18:35:36:741,27ms
2025/06/25 18:35:36:877,36ms
2025/06/25 18:35:38:344,52ms
2025/06/25 18:36:56:894,77ms
2025/06/25 18:36:57:723,27ms
2025/06/25 18:36:58:404,32ms
2025/06/25 18:36:58:888,32ms
2025/06/25 18:37:04:280,128ms
2025/06/25 18:37:04:847,44ms
2025/06/25 18:37:04:986,35ms
2025/06/25 18:37:06:392,70ms
2025/06/25 18:37:06:528,56ms
2025/06/25 18:37:06:786,60ms
2025/06/25 18:37:08:229,120ms
2025/06/25 18:37:08:341,40ms
2025/06/25 18:37:08:804,120ms
2025/06/25 18:37:08:915,40ms
2025/06/25 18:37:18:584,27ms
2025/06/25 18:37:18:725,35ms
2025/06/25 18:38:34:411,77ms
2025/06/25 18:38:35:191,27ms
2025/06/25 18:38:35:877,32ms
2025/06/25 18:38:36:343,32ms
2025/06/25 18:38:41:744,128ms
2025/06/25 18:38:42:321,44ms
2025/06/25 18:38:42:463,37ms
2025/06/25 18:38:43:873,70ms
2025/06/25 18:38:44:010,56ms
2025/06/25 18:38:44:267,60ms
2025/06/25 18:38:45:726,120ms
2025/06/25 18:38:45:840,40ms
2025/06/25 18:38:46:298,120ms
2025/06/25 18:38:46:413,41ms
2025/06/25 18:38:56:074,27ms
2025/06/25 18:38:56:213,35ms
2025/06/25 18:38:57:674,52ms
2025/06/25 18:40:05:807,77ms
2025/06/25 18:40:06:634,28ms
2025/06/25 18:40:07:316,32ms
2025/06/25 18:40:07:761,32ms
2025/06/25 18:40:13:131,128ms
2025/06/25 18:40:13:704,44ms
2025/06/25 18:40:13:840,35ms
2025/06/25 18:40:15:253,70ms
2025/06/25 18:40:15:390,56ms
2025/06/25 18:40:15:649,61ms
2025/06/25 18:40:17:103,120ms
2025/06/25 18:40:17:216,40ms
2025/06/25 18:40:17:700,120ms
2025/06/25 18:40:17:812,40ms
2025/06/25 18:40:27:663,27ms
2025/06/25 18:40:27:803,35ms
2025/06/25 18:42:07:857,77ms
2025/06/25 18:42:08:628,28ms
2025/06/25 18:42:09:321,32ms
2025/06/25 18:42:09:789,33ms
2025/06/25 18:42:15:167,128ms
2025/06/25 18:42:15:741,44ms
2025/06/25 18:42:15:881,35ms
2025/06/25 18:42:17:290,70ms
2025/06/25 18:42:17:429,55ms
2025/06/25 18:42:17:684,60ms
2025/06/25 18:42:19:128,119ms
2025/06/25 18:42:19:243,40ms
2025/06/25 18:42:19:666,120ms
2025/06/25 18:42:19:778,40ms
2025/06/25 18:42:29:639,27ms
2025/06/25 18:42:29:776,35ms
2025/06/25 18:42:31:234,51ms
2025/06/25 18:43:55:573,77ms
2025/06/25 18:43:56:389,27ms
2025/06/25 18:43:57:060,32ms
2025/06/25 18:43:57:557,32ms
2025/06/25 18:44:02:960,127ms
2025/06/25 18:44:03:535,44ms
2025/06/25 18:44:03:670,35ms
2025/06/25 18:44:05:083,70ms
2025/06/25 18:44:05:222,56ms
2025/06/25 18:44:05:475,60ms
2025/06/25 18:44:06:950,120ms
2025/06/25 18:44:07:062,40ms
2025/06/25 18:44:07:516,119ms
2025/06/25 18:44:07:631,40ms
2025/06/25 18:44:17:169,27ms
2025/06/25 18:44:17:308,35ms
2025/06/25 18:46:29:454,77ms
2025/06/25 18:46:30:299,28ms
2025/06/25 18:46:30:984,32ms
2025/06/25 18:46:31:444,32ms
2025/06/25 18:46:36:800,128ms
2025/06/25 18:46:37:379,44ms
2025/06/25 18:46:37:516,35ms
2025/06/25 18:46:38:926,71ms
2025/06/25 18:46:39:061,56ms
2025/06/25 18:46:39:316,60ms
2025/06/25 18:46:40:769,120ms
2025/06/25 18:46:40:880,40ms
2025/06/25 18:46:41:349,120ms
2025/06/25 18:46:41:460,40ms
2025/06/25 18:46:51:501,27ms
2025/06/25 18:46:51:642,34ms
2025/06/25 18:46:53:106,52ms
2025/06/25 18:47:43:072,77ms
2025/06/25 18:47:43:884,27ms
2025/06/25 18:47:44:565,32ms
2025/06/25 18:47:45:006,32ms
2025/06/25 18:47:50:354,127ms
2025/06/25 18:47:50:927,44ms
2025/06/25 18:47:51:063,35ms
2025/06/25 18:47:52:474,70ms
2025/06/25 18:47:52:607,56ms
2025/06/25 18:47:52:864,60ms
2025/06/25 18:47:54:332,119ms
2025/06/25 18:47:54:443,40ms
2025/06/25 18:47:54:900,119ms
2025/06/25 18:47:55:014,40ms
2025/06/25 18:48:05:036,27ms
2025/06/25 18:48:05:177,35ms
2025/06/25 18:49:22:729,77ms
2025/06/25 18:49:23:563,27ms
2025/06/25 18:49:24:251,32ms
2025/06/25 18:49:24:726,33ms
2025/06/25 18:49:30:116,128ms
2025/06/25 18:49:30:690,45ms
2025/06/25 18:49:30:826,35ms
2025/06/25 18:49:32:242,70ms
2025/06/25 18:49:32:380,56ms
2025/06/25 18:49:32:637,60ms
2025/06/25 18:49:34:074,120ms
2025/06/25 18:49:34:191,40ms
2025/06/25 18:49:34:569,120ms
2025/06/25 18:49:34:682,40ms
2025/06/25 18:49:44:171,28ms
2025/06/25 18:49:44:310,35ms
2025/06/25 18:49:45:772,52ms
2025/06/25 18:51:32:099,78ms
2025/06/25 18:51:32:904,26ms
2025/06/25 18:51:33:545,36ms
2025/06/25 18:51:34:005,32ms
2025/06/25 18:51:39:408,128ms
2025/06/25 18:51:39:974,44ms
2025/06/25 18:51:40:112,35ms
2025/06/25 18:51:41:519,70ms
2025/06/25 18:51:41:654,56ms
2025/06/25 18:51:41:904,60ms
2025/06/25 18:51:43:348,119ms
2025/06/25 18:51:43:458,40ms
2025/06/25 18:51:43:959,120ms
2025/06/25 18:51:44:071,40ms
2025/06/25 18:51:53:704,27ms
2025/06/25 18:51:53:843,35ms
2025/06/25 18:52:37:702,27ms
2025/06/25 18:52:37:841,35ms
2025/06/25 18:53:28:165,77ms
2025/06/25 18:53:29:007,28ms
2025/06/25 18:53:29:692,32ms
2025/06/25 18:53:30:154,32ms
2025/06/25 18:53:35:529,127ms
2025/06/25 18:53:36:111,44ms
2025/06/25 18:53:36:247,35ms
2025/06/25 18:53:37:661,70ms
2025/06/25 18:53:37:795,56ms
2025/06/25 18:53:38:045,60ms
2025/06/25 18:53:39:512,120ms
2025/06/25 18:53:39:626,40ms
2025/06/25 18:53:40:081,120ms
2025/06/25 18:53:40:192,40ms
2025/06/25 18:53:50:134,27ms
2025/06/25 18:53:50:274,35ms
2025/06/25 18:53:51:729,52ms
2025/06/25 18:54:55:640,77ms
2025/06/25 18:54:56:466,27ms
2025/06/25 18:54:57:147,32ms
2025/06/25 18:54:57:591,32ms
2025/06/25 18:55:02:960,128ms
2025/06/25 18:55:03:529,44ms
2025/06/25 18:55:03:668,35ms
2025/06/25 18:55:05:074,70ms
2025/06/25 18:55:05:212,56ms
2025/06/25 18:55:05:467,60ms
2025/06/25 18:55:06:934,120ms
2025/06/25 18:55:07:046,40ms
2025/06/25 18:55:07:536,119ms
2025/06/25 18:55:07:648,40ms
2025/06/25 18:55:17:424,27ms
2025/06/25 18:55:17:560,35ms
2025/06/25 18:56:36:757,77ms
2025/06/25 18:56:37:591,27ms
2025/06/25 18:56:38:283,32ms
2025/06/25 18:56:38:756,32ms
2025/06/25 18:56:44:199,128ms
2025/06/25 18:56:44:775,44ms
2025/06/25 18:56:44:913,36ms
2025/06/25 18:56:46:325,70ms
2025/06/25 18:56:46:461,56ms
2025/06/25 18:56:46:708,60ms
2025/06/25 18:56:48:156,120ms
2025/06/25 18:56:48:266,40ms
2025/06/25 18:56:48:740,120ms
2025/06/25 18:56:48:852,40ms
2025/06/25 18:56:58:289,27ms
2025/06/25 18:56:58:424,35ms
2025/06/25 18:56:59:885,52ms
2025/06/25 18:58:20:866,77ms
2025/06/25 18:58:21:659,27ms
2025/06/25 18:58:22:344,32ms
2025/06/25 18:58:22:782,32ms
2025/06/25 18:58:28:149,128ms
2025/06/25 18:58:28:724,44ms
2025/06/25 18:58:28:860,35ms
2025/06/25 18:58:30:268,70ms
2025/06/25 18:58:30:406,56ms
2025/06/25 18:58:30:657,60ms
2025/06/25 18:58:32:091,120ms
2025/06/25 18:58:32:206,40ms
2025/06/25 18:58:32:689,120ms
2025/06/25 18:58:32:803,40ms
2025/06/25 18:58:42:625,28ms
2025/06/25 18:58:42:765,35ms
2025/06/25 19:00:44:063,77ms
2025/06/25 19:00:44:865,27ms
2025/06/25 19:00:45:547,32ms
2025/06/25 19:00:46:045,32ms
2025/06/25 19:00:51:478,128ms
2025/06/25 19:00:52:053,44ms
2025/06/25 19:00:52:188,35ms
2025/06/25 19:00:53:598,70ms
2025/06/25 19:00:53:735,56ms
2025/06/25 19:00:53:989,60ms
2025/06/25 19:00:55:441,120ms
2025/06/25 19:00:55:554,40ms
2025/06/25 19:00:56:071,120ms
2025/06/25 19:00:56:185,40ms
2025/06/25 19:01:06:267,27ms
2025/06/25 19:01:06:407,35ms
2025/06/25 19:01:07:878,53ms
2025/06/25 19:02:32:726,77ms
2025/06/25 19:02:33:563,27ms
2025/06/25 19:02:34:256,32ms
2025/06/25 19:02:34:715,32ms
2025/06/25 19:02:40:147,128ms
2025/06/25 19:02:40:724,44ms
2025/06/25 19:02:40:863,35ms
2025/06/25 19:02:42:276,70ms
2025/06/25 19:02:42:412,56ms
2025/06/25 19:02:42:665,60ms
2025/06/25 19:02:44:110,120ms
2025/06/25 19:02:44:224,40ms
2025/06/25 19:02:44:668,121ms
2025/06/25 19:02:44:783,40ms
2025/06/25 19:02:54:339,27ms
2025/06/25 19:02:54:474,35ms
2025/06/25 19:04:14:739,77ms
2025/06/25 19:04:15:538,28ms
2025/06/25 19:04:16:216,33ms
2025/06/25 19:04:16:685,32ms
2025/06/25 19:04:22:077,128ms
2025/06/25 19:04:22:651,44ms
2025/06/25 19:04:22:786,35ms
2025/06/25 19:04:24:196,70ms
2025/06/25 19:04:24:335,56ms
2025/06/25 19:04:24:591,60ms
2025/06/25 19:04:26:040,120ms
2025/06/25 19:04:26:155,40ms
2025/06/25 19:04:26:638,119ms
2025/06/25 19:04:26:750,40ms
2025/06/25 19:04:36:532,27ms
2025/06/25 19:04:36:673,35ms
2025/06/25 19:04:38:133,52ms
2025/06/25 19:06:01:468,77ms
2025/06/25 19:06:02:303,27ms
2025/06/25 19:06:02:987,32ms
2025/06/25 19:06:03:437,32ms
2025/06/25 19:06:08:839,128ms
2025/06/25 19:06:09:405,44ms
2025/06/25 19:06:09:540,36ms
2025/06/25 19:06:10:956,70ms
2025/06/25 19:06:11:095,56ms
2025/06/25 19:06:11:352,60ms
2025/06/25 19:06:12:813,120ms
2025/06/25 19:06:12:926,40ms
2025/06/25 19:06:13:432,120ms
2025/06/25 19:06:13:544,40ms
2025/06/25 19:06:23:468,27ms
2025/06/25 19:06:23:606,35ms
2025/06/25 19:08:01:000,77ms
2025/06/25 19:08:01:803,27ms
2025/06/25 19:08:02:494,32ms
2025/06/25 19:08:02:960,32ms
2025/06/25 19:08:08:352,128ms
2025/06/25 19:08:08:923,44ms
2025/06/25 19:08:09:063,35ms
2025/06/25 19:08:10:472,70ms
2025/06/25 19:08:10:608,56ms
2025/06/25 19:08:10:867,60ms
2025/06/25 19:08:12:317,120ms
2025/06/25 19:08:12:432,40ms
2025/06/25 19:08:12:808,120ms
2025/06/25 19:08:12:924,40ms
2025/06/25 19:08:22:611,27ms
2025/06/25 19:08:22:753,35ms
2025/06/25 19:08:24:213,52ms
2025/06/25 19:09:35:642,77ms
2025/06/25 19:09:36:498,27ms
2025/06/25 19:09:37:136,32ms
2025/06/25 19:09:37:609,32ms
2025/06/25 19:09:43:033,128ms
2025/06/25 19:09:43:604,44ms
2025/06/25 19:09:43:741,35ms
2025/06/25 19:09:45:161,70ms
2025/06/25 19:09:45:295,56ms
2025/06/25 19:09:45:549,60ms
2025/06/25 19:09:47:004,120ms
2025/06/25 19:09:47:120,40ms
2025/06/25 19:09:47:571,120ms
2025/06/25 19:09:47:685,40ms
2025/06/25 19:09:57:173,27ms
2025/06/25 19:09:57:311,35ms
2025/06/25 19:12:50:444,77ms
2025/06/25 19:12:51:225,28ms
2025/06/25 19:12:51:897,32ms
2025/06/25 19:12:52:348,32ms
2025/06/25 19:12:57:754,128ms
2025/06/25 19:12:58:332,44ms
2025/06/25 19:12:58:468,35ms
2025/06/25 19:12:59:877,70ms
2025/06/25 19:13:00:014,56ms
2025/06/25 19:13:00:262,60ms
2025/06/25 19:13:01:726,120ms
2025/06/25 19:13:01:838,40ms
2025/06/25 19:13:02:265,120ms
2025/06/25 19:13:02:379,40ms
2025/06/25 19:13:12:252,27ms
2025/06/25 19:13:12:391,35ms
2025/06/25 19:13:13:860,52ms
2025/06/25 19:13:15:180,77ms
2025/06/25 19:13:15:958,27ms
2025/06/25 19:13:16:621,32ms
2025/06/25 19:13:17:075,32ms
2025/06/25 19:13:26:796,128ms
2025/06/25 19:13:27:374,44ms
2025/06/25 19:13:27:510,35ms
2025/06/25 19:13:28:925,70ms
2025/06/25 19:13:29:059,56ms
2025/06/25 19:13:29:311,60ms
2025/06/25 19:13:30:738,119ms
2025/06/25 19:13:30:854,40ms
2025/06/25 19:13:31:328,119ms
2025/06/25 19:13:31:439,40ms
2025/06/25 19:13:41:584,27ms
2025/06/25 19:13:41:724,35ms
2025/06/25 19:14:56:723,77ms
2025/06/25 19:14:57:572,27ms
2025/06/25 19:14:58:260,33ms
2025/06/25 19:14:58:736,32ms
2025/06/25 19:15:04:141,128ms
2025/06/25 19:15:04:714,44ms
2025/06/25 19:15:04:854,35ms
2025/06/25 19:15:06:265,70ms
2025/06/25 19:15:06:398,56ms
2025/06/25 19:15:06:659,60ms
2025/06/25 19:15:08:105,120ms
2025/06/25 19:15:08:221,40ms
2025/06/25 19:15:08:661,120ms
2025/06/25 19:15:08:775,40ms
2025/06/25 19:15:18:344,28ms
2025/06/25 19:15:18:484,35ms
2025/06/25 19:15:19:942,52ms
2025/06/25 19:16:46:178,77ms
2025/06/25 19:16:46:991,27ms
2025/06/25 19:16:47:665,32ms
2025/06/25 19:16:48:125,32ms
2025/06/25 19:16:53:522,128ms
2025/06/25 19:16:54:099,44ms
2025/06/25 19:16:54:239,35ms
2025/06/25 19:16:55:650,70ms
2025/06/25 19:16:55:785,56ms
2025/06/25 19:16:56:037,60ms
2025/06/25 19:16:57:479,120ms
2025/06/25 19:16:57:597,40ms
2025/06/25 19:16:58:067,120ms
2025/06/25 19:16:58:184,40ms
2025/06/25 19:17:08:117,27ms
2025/06/25 19:17:08:254,35ms
2025/06/25 19:18:27:871,77ms
2025/06/25 19:18:28:675,27ms
2025/06/25 19:18:29:360,33ms
2025/06/25 19:18:29:810,32ms
2025/06/25 19:18:35:203,127ms
2025/06/25 19:18:35:775,44ms
2025/06/25 19:18:35:915,36ms
2025/06/25 19:18:37:331,70ms
2025/06/25 19:18:37:465,56ms
2025/06/25 19:18:37:723,60ms
2025/06/25 19:18:39:183,119ms
2025/06/25 19:18:39:296,40ms
2025/06/25 19:18:39:770,120ms
2025/06/25 19:18:39:884,40ms
2025/06/25 19:18:49:713,27ms
2025/06/25 19:18:49:852,35ms
2025/06/25 19:18:51:316,52ms
2025/06/25 19:19:52:073,77ms
2025/06/25 19:19:52:865,28ms
2025/06/25 19:19:53:552,32ms
2025/06/25 19:19:54:046,32ms
2025/06/25 19:19:59:471,127ms
2025/06/25 19:20:00:042,44ms
2025/06/25 19:20:00:183,35ms
2025/06/25 19:20:01:592,70ms
2025/06/25 19:20:01:729,56ms
2025/06/25 19:20:01:988,60ms
2025/06/25 19:20:03:442,120ms
2025/06/25 19:20:03:553,40ms
2025/06/25 19:20:04:024,120ms
2025/06/25 19:20:04:138,40ms
2025/06/25 19:20:13:667,27ms
2025/06/25 19:20:13:803,36ms
2025/06/25 19:21:06:460,77ms
2025/06/25 19:21:07:318,27ms
2025/06/25 19:21:07:999,32ms
2025/06/25 19:21:08:518,30ms
2025/06/25 19:21:13:962,127ms
2025/06/25 19:21:14:538,45ms
2025/06/25 19:21:14:678,35ms
2025/06/25 19:21:16:082,70ms
2025/06/25 19:21:16:215,56ms
2025/06/25 19:21:16:464,60ms
2025/06/25 19:21:17:908,119ms
2025/06/25 19:21:18:026,40ms
2025/06/25 19:21:18:471,120ms
2025/06/25 19:21:18:587,40ms
2025/06/25 19:21:28:013,27ms
2025/06/25 19:21:28:149,35ms
2025/06/25 19:21:29:605,52ms
2025/06/25 19:22:49:251,77ms
2025/06/25 19:22:50:056,27ms
2025/06/25 19:22:50:744,32ms
2025/06/25 19:22:51:244,32ms
2025/06/25 19:22:56:685,127ms
2025/06/25 19:22:57:263,44ms
2025/06/25 19:22:57:402,35ms
2025/06/25 19:22:58:809,70ms
2025/06/25 19:22:58:946,56ms
2025/06/25 19:22:59:204,60ms
2025/06/25 19:23:00:653,120ms
2025/06/25 19:23:00:765,40ms
2025/06/25 19:23:01:252,120ms
2025/06/25 19:23:01:367,40ms
2025/06/25 19:23:11:264,27ms
2025/06/25 19:23:11:400,35ms
2025/06/25 19:24:33:046,77ms
2025/06/25 19:24:33:878,27ms
2025/06/25 19:24:34:575,32ms
2025/06/25 19:24:35:036,33ms
2025/06/25 19:24:40:416,128ms
2025/06/25 19:24:40:995,45ms
2025/06/25 19:24:41:136,35ms
2025/06/25 19:24:42:550,70ms
2025/06/25 19:24:42:690,55ms
2025/06/25 19:24:42:939,60ms
2025/06/25 19:24:44:353,121ms
2025/06/25 19:24:44:464,40ms
2025/06/25 19:24:44:941,120ms
2025/06/25 19:24:45:056,40ms
2025/06/25 19:24:54:765,27ms
2025/06/25 19:24:54:903,36ms
2025/06/25 19:24:56:411,52ms
2025/06/25 19:26:22:637,77ms
2025/06/25 19:26:23:516,27ms
2025/06/25 19:26:24:200,32ms
2025/06/25 19:26:24:714,32ms
2025/06/25 19:26:30:187,127ms
2025/06/25 19:26:30:755,44ms
2025/06/25 19:26:30:896,36ms
2025/06/25 19:26:32:306,70ms
2025/06/25 19:26:32:444,56ms
2025/06/25 19:26:32:697,60ms
2025/06/25 19:26:34:156,120ms
2025/06/25 19:26:34:268,41ms
2025/06/25 19:26:34:757,120ms
2025/06/25 19:26:34:871,40ms
2025/06/25 19:26:44:576,27ms
2025/06/25 19:26:44:713,35ms
2025/06/25 19:27:59:716,76ms
2025/06/25 19:28:00:540,27ms
2025/06/25 19:28:01:222,32ms
2025/06/25 19:28:01:708,33ms
2025/06/25 19:28:07:114,127ms
2025/06/25 19:28:07:680,44ms
2025/06/25 19:28:07:816,35ms
2025/06/25 19:28:09:233,70ms
2025/06/25 19:28:09:368,56ms
2025/06/25 19:28:09:623,60ms
2025/06/25 19:28:11:067,120ms
2025/06/25 19:28:11:178,40ms
2025/06/25 19:28:11:628,120ms
2025/06/25 19:28:11:742,40ms
2025/06/25 19:28:21:307,27ms
2025/06/25 19:28:21:443,35ms
2025/06/25 19:28:22:906,52ms
2025/06/25 19:29:30:125,78ms
2025/06/25 19:29:30:890,27ms
2025/06/25 19:29:31:564,32ms
2025/06/25 19:29:32:017,32ms
2025/06/25 19:29:37:392,128ms
2025/06/25 19:29:37:969,44ms
2025/06/25 19:29:38:108,35ms
2025/06/25 19:29:39:515,70ms
2025/06/25 19:29:39:652,56ms
2025/06/25 19:29:39:908,60ms
2025/06/25 19:29:41:348,120ms
2025/06/25 19:29:41:460,40ms
2025/06/25 19:29:41:865,120ms
2025/06/25 19:29:41:978,41ms
2025/06/25 19:29:51:877,27ms
2025/06/25 19:29:52:017,35ms
2025/06/25 19:31:27:092,76ms
