time,Cyl[1].WP_Time,Cyl[2].WP_Time,Cyl[3].WP_Time,Cyl[4].WP_Time,Cyl[5].WP_Time,Cyl[6].WP_Time,Cyl[7].WP_Time,Cyl[8].WP_Time,Cyl[9].WP_Time,Cyl[10].WP_Time,Cyl[11].WP_Time,Cyl[12].WP_Time,Cyl[13].WP_Time,Cyl[14].WP_Time,Cyl[15].WP_Time,Cyl[16].WP_Time,Cyl[17].WP_Time,Cyl[18].WP_Time,Cyl[19].WP_Time,Cyl[20].WP_Time,Cyl[21].WP_Time,Cyl[22].WP_Time,Cyl[23].WP_Time,Cyl[24].WP_Time,Cyl[25].WP_Time,Cyl[26].WP_Time,Cyl[27].WP_Time,Cyl[28].WP_Time,Cyl[29].WP_Time,Cyl[30].WP_Time,Cyl[31].WP_Time,Cyl[32].WP_Time,Cyl[33].WP_Time,Cyl[34].WP_Time,Cyl[35].WP_Time,Cyl[36].WP_Time,Cyl[37].WP_Time,Cyl[38].WP_Time,Cyl[39].WP_Time,Cyl[40].WP_Time,Cyl[41].WP_Time,Cyl[42].WP_Time,Cyl[43].WP_Time,Cyl[44].WP_Time,Cyl[45].WP_Time,Cyl[46].WP_Time,Cyl[47].WP_Time,Cyl[48].WP_Time,Cyl[49].WP_Time,Cyl[50].WP_Time,Cyl[1].HP_Time,Cyl[2].HP_Time,Cyl[3].HP_Time,Cyl[4].HP_Time,Cyl[5].HP_Time,Cyl[6].HP_Time,Cyl[7].HP_Time,Cyl[8].HP_Time,Cyl[9].HP_Time,Cyl[10].HP_Time,Cyl[11].HP_Time,Cyl[12].HP_Time,Cyl[13].HP_Time,Cyl[14].HP_Time,Cyl[15].HP_Time,Cyl[16].HP_Time,Cyl[17].HP_Time,Cyl[18].HP_Time,Cyl[19].HP_Time,Cyl[20].HP_Time,Cyl[21].HP_Time,Cyl[22].HP_Time,Cyl[23].HP_Time,Cyl[24].HP_Time,Cyl[25].HP_Time,Cyl[26].HP_Time,Cyl[27].HP_Time,Cyl[28].HP_Time,Cyl[29].HP_Time,Cyl[30].HP_Time,Cyl[31].HP_Time,Cyl[32].HP_Time,Cyl[33].HP_Time,Cyl[34].HP_Time,Cyl[35].HP_Time,Cyl[36].HP_Time,Cyl[37].HP_Time,Cyl[38].HP_Time,Cyl[39].HP_Time,Cyl[40].HP_Time,Cyl[41].HP_Time,Cyl[42].HP_Time,Cyl[43].HP_Time,Cyl[44].HP_Time,Cyl[45].HP_Time,Cyl[46].HP_Time,Cyl[47].HP_Time,Cyl[48].HP_Time,Cyl[49].HP_Time,Cyl[50].HP_Time,Vac[1]_Time,Vac[2]_Time,Vac[3]_Time,Vac[4]_Time,Vac[5]_Time,Vac[6]_Time,Vac[7]_Time,Vac[8]_Time,Vac[9]_Time,Vac[10]_Time
00:50:23 823,0.62913,0.92,0.625,0.405,0.18735,0.833,0.158,0.9,0.424,0.23348,0.67,0.127,0.617,,0.09712002,0.09583002,0.6690001,0.747,0.141,0.106,0.722,0.3,0.594,0.418,0.097,0.656,0.136,0.118,0.418,0.303,0.409,0.43,0.101,0.351,0.791,0.531,0.13278,0.0,0.07500001,0.423,,,,,1.14145,0.924,0.628,0.106,0.14546,0.916,1.064,0.705,0.145,0.1407,1.474,0.288,0.971,,0.12092001,0.12147001,0.563,0.533,0.185,0.137,0.325,0.168,0.784,0.398,0.458,0.937,0.2,0.17,0.5210001,0.368,0.233,0.421,0.596,0.416,1.166,0.524,0.26268,0.0,0.141,0.471,,,,,,,0.0,0.0,0.0,0.0,0.303,,0.289,,,
01:50:23 787,0.62913,0.92,0.625,0.405,0.18735,0.833,0.158,0.9,0.424,0.23348,0.67,0.127,0.617,,0.09712002,0.09583002,0.6690001,0.747,0.141,0.106,0.722,0.3,0.594,0.418,0.097,0.656,0.136,0.118,0.418,0.303,0.409,0.43,0.101,0.351,0.791,0.531,0.13278,0.0,0.07500001,0.423,,,,,1.14145,0.924,0.628,0.106,0.14546,0.916,1.064,0.705,0.145,0.1407,1.474,0.288,0.971,,0.12092001,0.12147001,0.563,0.533,0.185,0.137,0.325,0.168,0.784,0.398,0.458,0.937,0.2,0.17,0.5210001,0.368,0.233,0.421,0.596,0.416,1.166,0.524,0.26268,0.0,0.141,0.471,,,,,,,0.0,0.0,0.0,0.0,0.303,,0.289,,,
02:50:23 721,0.62913,0.92,0.625,0.405,0.18735,0.833,0.158,0.9,0.424,0.23348,0.67,0.127,0.617,,0.09712002,0.09583002,0.6690001,0.747,0.141,0.106,0.722,0.3,0.594,0.418,0.097,0.656,0.136,0.118,0.418,0.303,0.409,0.43,0.101,0.351,0.791,0.531,0.13278,0.0,0.07500001,0.423,,,,,1.14145,0.924,0.628,0.106,0.14546,0.916,1.064,0.705,0.145,0.1407,1.474,0.288,0.971,,0.12092001,0.12147001,0.563,0.533,0.185,0.137,0.325,0.168,0.784,0.398,0.458,0.937,0.2,0.17,0.5210001,0.368,0.233,0.421,0.596,0.416,1.166,0.524,0.26268,0.0,0.141,0.471,,,,,,,0.0,0.0,0.0,0.0,0.303,,0.289,,,
03:50:23 600,0.62913,0.92,0.625,0.405,0.18735,0.833,0.158,0.9,0.424,0.23348,0.67,0.127,0.617,,0.09712002,0.09583002,0.6690001,0.747,0.141,0.106,0.722,0.3,0.594,0.418,0.097,0.656,0.136,0.118,0.418,0.303,0.409,0.43,0.101,0.351,0.791,0.531,0.13278,0.0,0.07500001,0.423,,,,,1.14145,0.924,0.628,0.106,0.14546,0.916,1.064,0.705,0.145,0.1407,1.474,0.288,0.971,,0.12092001,0.12147001,0.563,0.533,0.185,0.137,0.325,0.168,0.784,0.398,0.458,0.937,0.2,0.17,0.5210001,0.368,0.233,0.421,0.596,0.416,1.166,0.524,0.26268,0.0,0.141,0.471,,,,,,,0.0,0.0,0.0,0.0,0.303,,0.289,,,
04:50:23 551,0.62913,0.92,0.625,0.405,0.18735,0.833,0.158,0.9,0.424,0.23348,0.67,0.127,0.617,,0.09712002,0.09583002,0.6690001,0.747,0.141,0.106,0.722,0.3,0.594,0.418,0.097,0.656,0.136,0.118,0.418,0.303,0.409,0.43,0.101,0.351,0.791,0.531,0.13278,0.0,0.07500001,0.423,,,,,1.14145,0.924,0.628,0.106,0.14546,0.916,1.064,0.705,0.145,0.1407,1.474,0.288,0.971,,0.12092001,0.12147001,0.563,0.533,0.185,0.137,0.325,0.168,0.784,0.398,0.458,0.937,0.2,0.17,0.5210001,0.368,0.233,0.421,0.596,0.416,1.166,0.524,0.26268,0.0,0.141,0.471,,,,,,,0.0,0.0,0.0,0.0,0.303,,0.289,,,
05:50:23 528,0.62913,0.92,0.625,0.405,0.18735,0.833,0.158,0.9,0.424,0.23348,0.67,0.127,0.617,,0.09712002,0.09583002,0.6690001,0.747,0.141,0.106,0.722,0.3,0.594,0.418,0.097,0.656,0.136,0.118,0.418,0.303,0.409,0.43,0.101,0.351,0.791,0.531,0.13278,0.0,0.07500001,0.423,,,,,1.14145,0.924,0.628,0.106,0.14546,0.916,1.064,0.705,0.145,0.1407,1.474,0.288,0.971,,0.12092001,0.12147001,0.563,0.533,0.185,0.137,0.325,0.168,0.784,0.398,0.458,0.937,0.2,0.17,0.5210001,0.368,0.233,0.421,0.596,0.416,1.166,0.524,0.26268,0.0,0.141,0.471,,,,,,,0.0,0.0,0.0,0.0,0.303,,0.289,,,
06:50:23 450,0.62913,0.92,0.625,0.405,0.18735,0.833,0.158,0.9,0.424,0.23348,0.67,0.127,0.617,,0.09712002,0.09583002,0.6690001,0.747,0.141,0.106,0.722,0.3,0.594,0.418,0.097,0.656,0.136,0.118,0.418,0.303,0.409,0.43,0.101,0.351,0.791,0.531,0.13278,0.0,0.07500001,0.423,,,,,1.14145,0.924,0.628,0.106,0.14546,0.916,1.064,0.705,0.145,0.1407,1.474,0.288,0.971,,0.12092001,0.12147001,0.563,0.533,0.185,0.137,0.325,0.168,0.784,0.398,0.458,0.937,0.2,0.17,0.5210001,0.368,0.233,0.421,0.596,0.416,1.166,0.524,0.26268,0.0,0.141,0.471,,,,,,,0.0,0.0,0.0,0.0,0.303,,0.289,,,
07:50:23 381,0.62913,0.92,0.625,0.405,0.18735,0.833,0.158,0.9,0.424,0.23348,0.67,0.127,0.617,,0.09712002,0.09583002,0.6690001,0.747,0.141,0.106,0.722,0.3,0.594,0.418,0.097,0.656,0.136,0.118,0.418,0.303,0.409,0.43,0.101,0.351,0.791,0.531,0.13278,0.0,0.07500001,0.423,,,,,1.14145,0.924,0.628,0.106,0.14546,0.916,1.064,0.705,0.145,0.1407,1.474,0.288,0.971,,0.12092001,0.12147001,0.563,0.533,0.185,0.137,0.325,0.168,0.784,0.398,0.458,0.937,0.2,0.17,0.5210001,0.368,0.233,0.421,0.596,0.416,1.166,0.524,0.26268,0.0,0.141,0.471,,,,,,,0.0,0.0,0.0,0.0,0.303,,0.289,,,
08:50:23 369,0.6292699,0.924,0.625,0.417,0.18771,0.81,0.153,0.981,0.431,0.23376,0.667,0.121,0.615,,0.09704001,0.09592002,0.666,0.7480001,0.136,0.11,0.699,0.306,0.5934302,0.413,0.09937999,0.65,0.133,0.123,0.432,0.314,0.401,0.431,0.093,0.356,0.799,0.531,0.13285,0.0,0.074,1.14176,0.932,0.628,0.11,0.14569,0.887,1.051,0.7110001,0.15,0.14082,1.414,0.288,0.975,,0.12090003,0.12180004,0.574,0.54,0.185,0.135,0.325,0.167,0.7664702,0.406,0.44743,0.921,0.202,0.181,0.526,0.376,0.243,0.433,0.627,0.431,1.173,0.514,0.26321,0.0,0.14,0.477,0.0,0.0,0.0,0.0,0.304,,0.29,,,
09:50:23 305,0.6291899,0.924,0.625,0.417,0.18772,0.81,0.153,0.981,0.431,0.23382,0.667,0.121,0.615,,0.09713002,0.09595003,0.666,0.7480001,0.136,0.11,0.699,0.306,0.5934302,0.413,0.09937999,0.65,0.133,0.123,0.432,0.314,0.401,0.431,0.093,0.356,0.799,0.531,0.133,0.0,0.074,0,1.14171,0.932,0.628,0.11,0.14569,0.887,1.051,0.7110001,0.15,0.14093,1.414,0.288,0.975,,0.12094001,0.12186003,0.574,0.54,0.185,0.135,0.325,0.167,0.7664702,0.406,0.44743,0.921,0.202,0.181,0.526,0.376,0.243,0.433,0.627,0.431,1.173,0.514,0.26335,0.0,0.14,0.477,0.0,0.0,0.0,0.0,0.304,,0.29,,,
