time,QuakeData_X,QuakeData_Y,QuakeData_Z,Temperature,Axis_CT1,Axis_CT2,Axis_CT3,Axis_CT4,Axis_CT5,Axis_CT6,Axis_CT7,Axis_CT8,Axis_CT9,Axis_CT10,Axis_CT11,Axis_CT12,Axis_CT13,Axis_CT14,Axis_CT15,Torque1,Torque2,Torque3,Torque4,Torque5,Torque6,Torque7,Torque8,Torque9,Torque10,Torque11,Torque12,Torque13,Torque14,Torque15
00:15:45,0.0,0.04,0.03,28.3,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,109,8,0,-37,-441,-36,1,-17,-121,0,0,0,0
00:16:15,0.0,0.0,0.01,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,108,8,0,-36,-439,-35,3,-16,-121,0,0,0,0
00:16:45,0.0,0.01,0.02,28.2,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,109,9,0,-36,-440,-35,1,-16,-120,0,0,0,0
00:17:15,0.0,0.0,0.03,28.2,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,109,9,0,-37,-440,-34,3,-17,-121,0,0,0,0
00:17:45,0.0,0.0,0.02,28.2,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,110,9,0,-37,-441,-36,1,-17,-120,0,0,0,0
00:18:15,0.0,0.03,0.01,28.2,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-137,109,9,0,-37,-441,-35,1,-17,-121,0,0,0,0
00:18:45,0.0,0.02,0.03,28.2,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,110,9,0,-36,-439,-35,0,-17,-121,0,0,0,0
00:19:15,0.0,0.0,0.01,28.3,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,111,9,0,-37,-442,-36,1,-16,-121,0,0,0,0
00:19:45,0.0,0.02,0.02,28.2,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,110,9,0,-37,-443,-35,0,-17,-121,0,0,0,0
00:20:15,0.0,0.0,0.0,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-139,109,9,0,-36,-443,-35,2,-16,-121,0,0,0,0
00:20:45,0.0,0.03,0.04,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,110,10,0,-36,-440,-35,2,-16,-121,0,0,0,0
00:21:15,0.0,0.04,0.01,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-138,110,10,0,-37,-439,-35,0,-17,-120,0,0,0,0
00:21:45,0.0,0.03,0.02,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,111,10,0,-36,-440,-35,1,-16,-120,0,0,0,0
00:22:15,0.0,0.0,0.02,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,112,9,0,-35,-440,-35,1,-16,-120,0,0,0,0
00:22:45,0.0,0.03,0.0,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,112,10,0,-36,-439,-35,0,-16,-121,0,0,0,0
00:23:15,0.0,0.02,0.0,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,111,10,0,-35,-440,-36,1,-17,-120,0,0,0,0
00:23:45,0.0,0.03,0.02,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,111,10,0,-37,-442,-35,1,-17,-120,0,0,0,0
00:24:15,0.0,0.01,0.01,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-139,111,10,0,-36,-441,-34,0,-17,-119,0,0,0,0
00:24:45,0.0,0.06,0.03,28.2,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,112,10,0,-36,-441,-35,1,-17,-120,0,0,0,0
00:25:15,0.0,0.03,0.03,28.2,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,112,10,0,-36,-442,-34,0,-17,-120,0,0,0,0
00:25:45,0.0,0.03,0.02,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,111,10,0,-36,-439,-34,1,-16,-121,0,0,0,0
00:26:15,0.02,0.02,0.04,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,110,10,0,-36,-438,-35,1,-17,-120,0,0,0,0
00:26:45,0.0,0.03,0.04,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,110,10,0,-36,-439,-35,1,-17,-120,0,0,0,0
00:27:15,0.0,0.0,0.03,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,110,9,0,-35,-438,-35,1,-17,-120,0,0,0,0
00:27:45,0.0,0.0,0.03,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,110,10,0,-36,-441,-35,0,-16,-121,0,0,0,0
00:28:15,0.0,0.01,0.02,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,112,10,0,-35,-438,-36,1,-16,-120,0,0,0,0
00:28:45,0.0,0.01,0.04,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-137,112,10,0,-36,-440,-36,2,-16,-120,0,0,0,0
00:29:15,0.0,0.0,0.03,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,112,10,0,-36,-441,-35,1,-17,-119,0,0,0,0
00:29:45,0.0,0.0,0.02,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-137,112,10,0,-36,-442,-35,1,-16,-119,0,0,0,0
00:30:15,0.0,0.01,0.03,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,112,10,0,-36,-440,-35,0,-16,-119,0,0,0,0
00:30:45,0.0,0.05,0.01,28.2,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-138,112,11,0,-35,-442,-34,0,-16,-119,0,0,0,0
00:31:15,0.0,0.03,0.01,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,113,11,0,-36,-440,-34,1,-15,-119,0,0,0,0
00:31:45,0.0,0.01,0.02,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,114,10,0,-35,-440,-35,0,-16,-120,0,0,0,0
00:32:15,0.0,0.03,0.01,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,113,11,0,-35,-440,-35,1,-16,-120,0,0,0,0
00:32:45,0.0,0.01,0.0,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,114,11,0,-35,-441,-35,0,-16,-119,0,0,0,0
00:33:15,0.0,0.02,0.02,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-139,114,11,0,-36,-440,-36,1,-16,-119,0,0,0,0
00:33:45,0.0,0.02,0.01,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,113,11,0,-37,-441,-35,0,-16,-120,0,0,0,0
00:34:15,0.0,0.02,0.02,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-138,114,11,0,-35,-440,-36,2,-16,-119,0,0,0,0
00:34:45,0.0,0.01,0.05,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,113,10,0,-36,-440,-35,0,-16,-118,0,0,0,0
00:35:15,0.0,0.04,0.03,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,113,11,0,-36,-439,-35,0,-16,-119,0,0,0,0
00:35:45,0.0,0.0,0.01,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,113,11,0,-35,-439,-35,1,-16,-119,0,0,0,0
00:36:15,0.0,0.0,0.03,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,114,10,0,-35,-439,-35,1,-16,-118,0,0,0,0
00:36:45,0.0,0.01,0.03,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-139,114,11,0,-36,-439,-36,2,-16,-119,0,0,0,0
00:37:15,0.01,0.0,0.02,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,114,11,0,-36,-437,-36,1,-16,-119,0,0,0,0
00:37:45,0.0,0.03,0.03,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,115,12,0,-35,-440,-34,0,-16,-119,0,0,0,0
00:38:15,0.0,0.03,0.01,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-137,115,11,0,-36,-439,-35,0,-16,-119,0,0,0,0
00:38:45,0.0,0.0,0.03,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,114,11,0,-36,-440,-35,1,-16,-119,0,0,0,0
00:39:15,0.0,0.02,0.02,28.1,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-137,115,11,0,-35,-440,-35,0,-16,-120,0,0,0,0
00:39:45,0.0,0.01,0.03,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,115,11,0,-34,-440,-34,0,-16,-119,0,0,0,0
00:40:15,0.0,0.05,0.01,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-139,114,11,0,-35,-442,-35,2,-16,-119,0,0,0,0
00:40:45,0.0,0.01,0.04,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,113,11,0,-35,-439,-35,1,-16,-119,0,0,0,0
00:41:15,0.0,0.0,0.03,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-138,113,11,0,-36,-441,-35,0,-16,-120,0,0,0,0
00:41:45,0.0,0.02,0.0,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-137,112,11,0,-35,-442,-35,0,-16,-119,0,0,0,0
00:42:15,0.0,0.03,0.02,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-137,113,11,0,-35,-441,-35,1,-16,-119,0,0,0,0
00:42:45,0.0,0.0,0.04,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-137,114,12,0,-36,-439,-35,1,-16,-118,0,0,0,0
00:43:15,0.0,0.0,0.02,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-139,113,12,0,-35,-441,-35,2,-15,-119,0,0,0,0
00:43:45,0.0,0.0,0.02,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,114,12,0,-35,-441,-35,2,-16,-119,0,0,0,0
00:44:15,0.0,0.0,0.02,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,114,12,0,-35,-439,-35,2,-16,-119,0,0,0,0
00:44:45,0.0,0.0,0.01,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,114,12,0,-35,-440,-34,1,-15,-119,0,0,0,0
00:45:15,0.0,0.02,0.01,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-138,114,12,0,-35,-440,-35,1,-16,-119,0,0,0,0
00:45:45,0.0,0.02,0.06,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-139,114,12,0,-35,-439,-35,1,-15,-119,0,0,0,0
00:46:15,0.0,0.0,0.0,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-137,115,12,0,-35,-438,-36,1,-16,-119,0,0,0,0
00:46:45,0.0,0.0,0.03,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-137,115,12,0,-35,-438,-35,1,-16,-119,0,0,0,0
00:47:15,0.0,0.0,0.02,27.8,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,114,13,0,-35,-439,-34,1,-16,-118,0,0,0,0
00:47:45,0.0,0.0,0.0,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-138,115,13,0,-35,-438,-34,0,-16,-118,0,0,0,0
00:48:15,0.0,0.03,0.0,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-137,116,13,0,-35,-440,-34,1,-16,-119,0,0,0,0
00:48:45,0.0,0.02,0.0,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,114,13,0,-34,-441,-35,2,-16,-118,0,0,0,0
00:49:15,0.0,0.02,0.0,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,115,13,0,-36,-438,-36,0,-16,-119,0,0,0,0
00:49:45,0.0,0.0,0.02,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-137,115,13,0,-35,-441,-35,2,-16,-118,0,0,0,0
00:50:15,0.0,0.0,0.02,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-138,116,13,0,-35,-438,-35,1,-16,-118,0,0,0,0
00:50:45,0.0,0.01,0.01,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-138,117,13,0,-34,-438,-35,0,-15,-118,0,0,0,0
00:51:15,0.0,0.0,0.01,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-137,118,13,0,-34,-442,-35,1,-15,-118,0,0,0,0
00:51:45,0.0,0.0,0.02,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-138,119,13,0,-34,-441,-35,2,-15,-119,0,0,0,0
00:52:15,0.0,0.0,0.04,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-137,120,13,0,-35,-439,-34,1,-15,-118,0,0,0,0
00:52:45,0.0,0.02,0.03,27.8,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-137,119,14,0,-34,-438,-35,1,-15,-119,0,0,0,0
00:53:15,0.0,0.02,0.03,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-139,120,14,0,-34,-438,-34,1,-15,-118,0,0,0,0
00:53:45,0.0,0.0,0.01,28.0,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-16,-137,121,13,0,-35,-439,-35,3,-15,-117,0,0,0,0
00:54:15,0.0,0.07,0.02,27.9,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-137,120,13,0,-34,-440,-35,3,-15,-117,0,0,0,0
00:54:45,0.0,0.0,0.0,27.8,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-138,119,13,0,-35,-440,-35,1,-15,-118,0,0,0,0
00:55:15,0.0,0.01,0.02,27.8,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-138,119,13,0,-35,-438,-34,1,-15,-119,0,0,0,0
00:55:45,0.0,0.01,0.01,27.8,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-139,119,13,0,-35,-440,-35,1,-16,-118,0,0,0,0
00:56:15,0.0,0.01,0.03,27.8,0.387,0.237,0.681,0.675,0.057,0.241,0.179,0.149,0.263,0.136,0.136,0.066,0.066,0.259,0.261,-15,-139,118,13,0,-34,-438,-35,2,-16,-119,0,0,0,0
