time,QuakeData_X,QuakeData_Y,QuakeData_Z,Temperature,Axis_CT1,Axis_CT2,Axis_CT3,Axis_CT4,Axis_CT5,Axis_CT6,Axis_CT7,Axis_CT8,Axis_CT9,Axis_CT10,Axis_CT11,Axis_CT12,Axis_CT13,Axis_CT14,Axis_CT15,Torque1,Torque2,Torque3,Torque4,Torque5,Torque6,Torque7,Torque8,Torque9,Torque10,Torque11,Torque12,Torque13,Torque14,Torque15
00:00:15,0.0,0.02,0.03,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-130,96,83,-19,-28,-443,-42,15,-13,-117,0,0,0,0,
00:00:45,0.02,0.01,0.03,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-132,97,84,-19,-29,-443,-43,14,-14,-118,0,0,0,0,
00:01:15,0.0,0.03,0.02,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-130,95,83,-19,-29,-443,-42,15,-14,-117,0,0,0,0,
00:01:45,0.0,0.02,0.03,26.1,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-131,96,83,-18,-28,-444,-42,14,-14,-117,0,0,0,0,
00:02:15,0.0,0.02,0.03,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-132,96,83,-19,-29,-443,-43,17,-14,-116,0,0,0,0,
00:02:45,0.0,0.0,0.05,26.1,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-130,97,84,-19,-29,-446,-42,15,-14,-118,0,0,0,0,
00:03:15,0.0,0.03,0.06,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-130,96,83,-19,-29,-444,-43,15,-13,-117,0,0,0,0,
00:03:45,0.0,0.03,0.02,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-132,95,83,-19,-29,-445,-43,16,-14,-117,0,0,0,0,
00:04:15,0.01,0.03,0.02,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-132,95,83,-18,-29,-443,-43,16,-13,-116,0,0,0,0,
00:04:45,0.0,0.02,0.02,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-131,96,83,-19,-29,-445,-43,16,-14,-117,0,0,0,0,
00:05:15,0.0,0.0,0.02,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-130,95,84,-18,-29,-445,-43,14,-14,-117,0,0,0,0,
00:05:45,0.0,0.01,0.01,26.1,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-130,95,83,-18,-29,-443,-43,15,-14,-116,0,0,0,0,
00:06:15,0.0,0.03,0.03,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-130,95,84,-19,-29,-445,-43,15,-14,-118,0,0,0,0,
00:06:45,0.0,0.03,0.03,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-133,96,84,-19,-28,-446,-44,18,-14,-117,0,0,0,0,
00:07:15,0.0,0.02,0.02,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-131,95,83,-18,-29,-443,-42,15,-14,-117,0,0,0,0,
00:07:45,0.01,0.02,0.02,25.9,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-132,96,83,-18,-29,-443,-43,16,-14,-117,0,0,0,0,
00:08:15,0.0,0.0,0.02,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-130,96,83,-19,-29,-444,-43,14,-14,-118,0,0,0,0,
00:08:45,0.0,0.01,0.06,26.1,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-132,94,83,-18,-28,-444,-42,17,-14,-117,0,0,0,0,
00:09:15,0.0,0.01,0.02,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-132,94,83,-19,-29,-442,-42,15,-14,-116,0,0,0,0,
00:09:45,0.0,0.03,0.01,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-132,95,83,-19,-30,-445,-43,16,-14,-116,0,0,0,0,
00:10:15,0.0,0.01,0.03,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-130,95,82,-19,-30,-445,-43,16,-14,-118,0,0,0,0,
00:10:45,0.0,0.02,0.03,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-132,95,83,-18,-29,-445,-43,15,-14,-117,0,0,0,0,
00:11:15,0.03,0.0,0.03,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-132,96,82,-18,-28,-445,-43,16,-14,-118,0,0,0,0,
00:11:45,0.0,0.0,0.03,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-132,95,83,-18,-28,-443,-43,14,-14,-117,0,0,0,0,
00:12:15,0.0,0.0,0.03,26.1,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-131,95,82,-19,-29,-443,-42,15,-13,-116,0,0,0,0,
00:12:45,0.0,0.01,0.01,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-130,95,82,-18,-29,-445,-43,15,-14,-118,0,0,0,0,
00:13:15,0.0,0.01,0.03,26.1,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-131,95,82,-18,-29,-446,-42,15,-13,-116,0,0,0,0,
00:13:45,0.02,0.01,0.04,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-132,95,83,-19,-29,-444,-42,15,-14,-117,0,0,0,0,
00:14:15,0.0,0.0,0.01,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-130,95,82,-19,-29,-445,-43,15,-14,-117,0,0,0,0,
00:14:45,0.0,0.01,0.02,26.1,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-130,95,83,-19,-29,-443,-42,16,-13,-117,0,0,0,0,
00:15:15,0.0,0.01,0.05,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-132,96,83,-18,-29,-443,-44,16,-14,-117,0,0,0,0,
00:15:45,0.0,0.02,0.03,26.1,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-131,95,82,-19,-29,-444,-42,15,-14,-117,0,0,0,0,
00:16:15,0.0,0.0,0.01,26.1,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-14,-131,95,82,-19,-29,-444,-42,15,-14,-116,0,0,0,0,
00:16:45,0.0,0.03,0.03,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-131,95,83,-18,-29,-442,-43,15,-13,-117,0,0,0,0,
00:17:15,0.0,0.03,0.04,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-131,95,82,-19,-28,-443,-42,16,-14,-117,0,0,0,0,
00:17:45,0.0,0.0,0.03,26.0,0.385,0.232,0.677,0.67,0.058,0.243,0.181,0.15,0.225,0.137,0.137,0.062,0.049,0.234,0.256,-13,-130,96,83,-18,-28,-443,-43,16,-14,-116,0,0,0,0,
