time,QuakeData_X,QuakeData_Y,QuakeData_Z,Temperature,Axis_CT1,Axis_CT2,Axis_CT3,Axis_CT4,Axis_CT5,Axis_CT6,Axis_CT7,Axis_CT8,Axis_CT9,Axis_CT10,Axis_CT11,Axis_CT12,Axis_CT13,Axis_CT14,Axis_CT15,Torque1,Torque2,Torque3,Torque4,Torque5,Torque6,Torque7,Torque8,Torque9,Torque10,Torque11,Torque12,Torque13,Torque14,Torque15
00:00:15,0.0,0.04,0.03,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-18,-137,92,31,-23,-22,-455,-39,3,-17,-125,0,0,0,0,
00:00:45,0.0,0.03,0.04,29.8,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,92,31,-21,-22,-454,-39,3,-17,-125,0,0,0,0,
00:01:15,0.0,0.01,0.06,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,93,31,-22,-23,-456,-39,3,-18,-126,0,0,0,0,
00:01:45,0.0,0.03,0.03,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-18,-136,93,31,-21,-22,-456,-39,3,-17,-125,0,0,0,0,
00:02:15,0.0,0.03,0.01,29.8,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,92,30,-22,-23,-454,-38,2,-17,-125,0,0,0,0,
00:02:45,0.01,0.0,0.03,29.8,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,93,31,-22,-22,-456,-39,2,-17,-124,0,0,0,0,
00:03:15,0.0,0.04,0.03,29.8,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-135,92,31,-21,-22,-455,-39,2,-17,-125,0,0,0,0,
00:03:45,0.0,0.01,0.05,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,92,31,-22,-22,-456,-39,2,-17,-125,0,0,0,0,
00:04:15,0.0,0.02,0.03,29.8,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-135,92,31,-22,-21,-458,-38,3,-17,-125,0,0,0,0,
00:04:45,0.0,0.02,0.02,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-18,-138,92,31,-21,-22,-458,-39,3,-17,-125,0,0,0,0,
00:05:15,0.0,0.04,0.04,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,93,31,-21,-22,-455,-38,3,-16,-124,0,0,0,0,
00:05:45,0.0,0.0,0.07,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,93,31,-22,-22,-457,-39,2,-17,-125,0,0,0,0,
00:06:15,0.0,0.02,0.02,29.8,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,93,31,-22,-21,-456,-39,2,-17,-125,0,0,0,0,
00:06:45,0.0,0.03,0.03,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-16,-137,94,32,-21,-21,-457,-39,3,-17,-125,0,0,0,0,
00:07:15,0.0,0.01,0.02,29.6,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-16,-136,95,31,-21,-22,-458,-39,3,-17,-125,0,0,0,0,
00:07:45,0.0,0.01,0.02,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,94,31,-21,-21,-454,-40,2,-17,-125,0,0,0,0,
00:08:15,0.0,0.01,0.06,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,94,31,-21,-22,-455,-40,2,-17,-126,0,0,0,0,
00:08:45,0.0,0.03,0.01,29.8,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-18,-137,94,31,-21,-22,-457,-38,3,-17,-124,0,0,0,0,
00:09:15,0.0,0.04,0.04,29.8,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-18,-136,93,31,-22,-22,-456,-40,3,-17,-125,0,0,0,0,
00:09:45,0.0,0.06,0.08,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,94,31,-21,-22,-456,-40,2,-17,-125,0,0,0,0,
00:10:15,0.0,0.01,0.02,29.8,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-135,92,31,-21,-22,-455,-38,2,-17,-124,0,0,0,0,
00:10:45,0.0,0.03,0.02,29.8,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,94,31,-22,-21,-457,-39,1,-17,-125,0,0,0,0,
00:11:15,0.0,0.04,0.02,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-18,-135,94,31,-21,-21,-455,-39,2,-17,-124,0,0,0,0,
00:11:45,0.0,0.03,0.05,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-135,93,31,-21,-21,-456,-39,2,-17,-125,0,0,0,0,
00:12:15,0.0,0.02,0.06,29.8,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-135,94,31,-21,-21,-454,-39,2,-17,-124,0,0,0,0,
00:12:45,0.01,0.03,0.03,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,93,31,-21,-22,-455,-39,3,-17,-124,0,0,0,0,
00:13:15,0.0,0.04,0.04,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,94,31,-22,-21,-457,-39,2,-17,-124,0,0,0,0,
00:13:45,0.0,0.02,0.03,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-16,-136,93,31,-21,-22,-457,-39,3,-17,-124,0,0,0,0,
00:14:15,0.0,0.02,0.05,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,92,30,-21,-22,-455,-38,3,-16,-124,0,0,0,0,
00:14:45,0.0,0.0,0.02,29.8,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-16,-135,92,31,-21,-22,-454,-40,3,-17,-125,0,0,0,0,
00:15:15,0.0,0.0,0.03,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,92,31,-21,-22,-456,-40,2,-17,-124,0,0,0,0,
00:15:45,0.0,0.01,0.03,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,92,30,-20,-22,-455,-39,2,-17,-124,0,0,0,0,
00:16:15,0.0,0.0,0.03,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-135,92,31,-21,-22,-455,-39,3,-16,-124,0,0,0,0,
00:16:45,0.0,0.0,0.03,29.6,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,93,31,-21,-22,-455,-39,2,-17,-124,0,0,0,0,
00:17:15,0.02,0.03,0.04,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,93,31,-21,-22,-456,-39,2,-17,-124,0,0,0,0,
00:17:45,0.0,0.0,0.03,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,94,31,-21,-22,-454,-40,3,-17,-125,0,0,0,0,
00:18:15,0.0,0.02,0.03,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,93,31,-21,-21,-454,-38,1,-17,-125,0,0,0,0,
00:18:45,0.0,0.03,0.04,29.6,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,94,31,-21,-21,-454,-38,2,-17,-124,0,0,0,0,
00:19:15,0.0,0.02,0.02,29.6,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,94,31,-21,-21,-457,-40,1,-17,-124,0,0,0,0,
00:19:45,0.0,0.0,0.02,29.6,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-135,94,31,-22,-21,-454,-38,2,-16,-124,0,0,0,0,
00:20:15,0.0,0.01,0.05,29.7,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,93,31,-21,-22,-455,-40,4,-17,-124,0,0,0,0,
00:20:45,0.0,0.01,0.03,29.6,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-135,93,31,-21,-21,-455,-38,2,-17,-124,0,0,0,0,
00:21:15,0.0,0.01,0.03,29.5,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,93,31,-21,-22,-454,-40,4,-17,-124,0,0,0,0,
00:21:45,0.0,0.02,0.02,29.6,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-135,93,31,-21,-21,-456,-40,2,-17,-125,0,0,0,0,
00:22:15,0.01,0.04,0.03,29.6,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,94,31,-21,-22,-454,-40,2,-17,-125,0,0,0,0,
00:22:45,0.0,0.05,0.02,29.5,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-137,94,31,-21,-21,-454,-40,1,-17,-124,0,0,0,0,
00:23:15,0.0,0.01,0.02,29.6,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-135,95,31,-21,-22,-454,-39,2,-17,-124,0,0,0,0,
00:23:45,0.0,0.03,0.01,29.5,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,93,31,-21,-22,-455,-40,2,-17,-124,0,0,0,0,
00:24:15,0.0,0.0,0.03,29.6,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-135,94,31,-21,-21,-455,-38,1,-17,-124,0,0,0,0,
00:24:45,0.0,0.04,0.04,29.6,0.388,0.236,0.682,0.67,0.061,0.247,0.18,0.155,0.193,0.135,0.135,0.058,0.049,0.07500001,0.24,-17,-136,93,31,-21,-21,-455,-39,2,-17,-125,0,0,0,0,
