time,QuakeData_X,QuakeData_Y,QuakeData_Z,Temperature,Axis_CT1,Axis_CT2,Axis_CT3,Axis_CT4,Axis_CT5,Axis_CT6,Axis_CT7,Axis_CT8,Axis_CT9,Axis_CT10,Axis_CT11,Axis_CT12,Axis_CT13,Axis_CT14,Axis_CT15,Torque1,Torque2,Torque3,Torque4,Torque5,Torque6,Torque7,Torque8,Torque9,Torque10,Torque11,Torque12,Torque13,Torque14,Torque15
00:00:15,0.0,0.02,0.02,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-149,70,-24,-24,-32,-451,-32,8,-15,-111,0,0,0,0,
00:00:45,0.0,0.0,0.03,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-16,-151,70,-24,-24,-32,-449,-33,8,-16,-112,0,0,0,0,
00:01:15,0.0,0.01,0.03,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,70,-24,-24,-33,-449,-33,8,-15,-111,0,0,0,0,
00:01:45,0.0,0.03,0.03,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-16,-152,70,-24,-23,-32,-449,-32,8,-16,-110,0,0,0,0,
00:02:15,0.03,0.02,0.03,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-150,70,-24,-25,-33,-452,-33,7,-15,-111,0,0,0,0,
00:02:45,0.0,0.01,0.01,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-16,-150,69,-23,-24,-32,-451,-32,8,-15,-111,0,0,0,0,
00:03:15,0.0,0.04,0.05,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,70,-24,-25,-33,-451,-33,8,-15,-112,0,0,0,0,
00:03:45,0.0,0.0,0.04,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-149,70,-23,-23,-32,-450,-31,6,-15,-111,0,0,0,0,
00:04:15,0.0,0.02,0.03,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,71,-24,-24,-33,-449,-32,8,-16,-111,0,0,0,0,
00:04:45,0.0,0.04,0.02,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-150,71,-23,-25,-32,-450,-32,8,-16,-110,0,0,0,0,
00:05:15,0.0,0.01,0.04,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,71,-23,-25,-33,-450,-32,6,-16,-111,0,0,0,0,
00:05:45,0.01,0.02,0.05,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-14,-150,71,-23,-24,-33,-450,-32,7,-15,-111,0,0,0,0,
00:06:15,0.0,0.02,0.03,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,71,-22,-24,-32,-448,-31,7,-15,-111,0,0,0,0,
00:06:45,0.0,0.03,0.02,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-150,72,-23,-25,-33,-450,-33,7,-16,-112,0,0,0,0,
00:07:15,0.0,0.0,0.02,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-150,73,-22,-24,-33,-449,-32,8,-15,-110,0,0,0,0,
00:07:45,0.0,0.03,0.02,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-16,-151,72,-22,-24,-32,-450,-33,8,-15,-110,0,0,0,0,
00:08:15,0.0,0.02,0.03,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-149,73,-22,-24,-32,-447,-31,8,-15,-111,0,0,0,0,
00:08:45,0.0,0.01,0.03,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-16,-151,73,-22,-24,-32,-448,-32,8,-16,-109,0,0,0,0,
00:09:15,0.0,0.0,0.03,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-14,-149,71,-21,-24,-32,-450,-32,7,-15,-111,0,0,0,0,
00:09:45,0.0,0.04,0.03,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,72,-21,-25,-32,-451,-32,7,-15,-111,0,0,0,0,
00:10:15,0.0,0.01,0.02,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,70,-21,-23,-32,-449,-32,7,-15,-111,0,0,0,0,
00:10:45,0.0,0.07,0.06,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-150,71,-21,-25,-33,-451,-32,8,-15,-111,0,0,0,0,
00:11:15,0.0,0.0,0.04,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-150,71,-21,-24,-32,-449,-31,8,-16,-109,0,0,0,0,
00:11:45,0.0,0.02,0.03,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-150,71,-21,-24,-31,-451,-32,6,-15,-110,0,0,0,0,
00:12:15,0.0,0.01,0.02,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-149,72,-21,-25,-32,-449,-33,7,-16,-110,0,0,0,0,
00:12:45,0.0,0.02,0.06,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-150,73,-21,-24,-32,-449,-32,7,-16,-111,0,0,0,0,
00:13:15,0.0,0.03,0.03,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,72,-21,-24,-33,-448,-32,7,-15,-112,0,0,0,0,
00:13:45,0.0,0.01,0.03,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-150,72,-21,-24,-33,-451,-31,6,-16,-112,0,0,0,0,
00:14:15,0.0,0.01,0.03,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,72,-20,-24,-32,-449,-32,7,-15,-112,0,0,0,0,
00:14:45,0.0,0.01,0.04,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,72,-20,-24,-32,-448,-32,7,-15,-111,0,0,0,0,
00:15:15,0.0,0.02,0.04,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-16,-151,73,-19,-24,-32,-449,-32,7,-15,-111,0,0,0,0,
00:15:45,0.0,0.01,0.03,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,74,-20,-23,-32,-448,-33,7,-15,-111,0,0,0,0,
00:16:15,0.0,0.03,0.02,29.0,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,73,-19,-25,-33,-448,-32,7,-15,-111,0,0,0,0,
00:16:45,0.0,0.03,0.04,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-151,73,-18,-24,-33,-452,-32,8,-16,-109,0,0,0,0,
00:17:15,0.0,0.02,0.04,29.1,0.39,0.235,0.679,0.67,0.061,0.246,0.18,0.15,0.22,0.136,0.136,0.066,0.053,0.229,0.242,-15,-150,73,-19,-23,-32,-448,-31,8,-15,-110,0,0,0,0,
