time,QuakeData_X,QuakeData_Y,QuakeData_Z,Temperature,Axis_CT1,Axis_CT2,Axis_CT3,Axis_CT4,Axis_CT5,Axis_CT6,Axis_CT7,Axis_CT8,Axis_CT9,Axis_CT10,Axis_CT11,Axis_CT12,Axis_CT13,Axis_CT14,Axis_CT15,Torque1,Torque2,Torque3,Torque4,Torque5,Torque6,Torque7,Torque8,Torque9,Torque10,Torque11,Torque12,Torque13,Torque14,Torque15
00:00:15,0.0,0.0,0.02,31.4,0.389,0.24,0.688,0.667,0.061,0.245,0.179,0.153,0.227,0.136,0.136,0.065,0.061,0.222,0.264,-15,-150,89,-31,-18,-39,-449,-38,2,-19,-128,0,0,0,0,
00:00:45,0.0,0.02,0.02,31.4,0.389,0.24,0.688,0.667,0.061,0.245,0.179,0.153,0.227,0.136,0.136,0.065,0.061,0.222,0.264,-15,-149,89,-31,-19,-39,-450,-38,-1,-19,-127,0,0,0,0,
00:01:15,0.0,0.01,0.02,31.3,0.389,0.24,0.688,0.667,0.061,0.245,0.179,0.153,0.227,0.136,0.136,0.065,0.061,0.222,0.264,-15,-150,89,-31,-18,-39,-450,-37,1,-20,-128,0,0,0,0,
00:01:45,0.0,0.0,0.01,31.3,0.389,0.24,0.688,0.667,0.061,0.245,0.179,0.153,0.227,0.136,0.136,0.065,0.061,0.222,0.264,-15,-148,88,-31,-18,-38,-451,-38,2,-19,-128,0,0,0,0,
00:02:15,0.0,0.04,0.03,31.4,0.389,0.24,0.688,0.667,0.061,0.245,0.179,0.153,0.227,0.136,0.136,0.065,0.061,0.222,0.264,-15,-149,89,-31,-19,-38,-451,-37,0,-19,-128,0,0,0,0,
00:02:45,0.0,0.03,0.03,31.4,0.389,0.24,0.688,0.667,0.061,0.245,0.179,0.153,0.227,0.136,0.136,0.065,0.061,0.222,0.264,-16,-148,89,-31,-17,-39,-452,-37,1,-19,-128,0,0,0,0,
00:03:15,0.0,0.01,0.0,31.3,0.389,0.24,0.688,0.667,0.061,0.245,0.179,0.153,0.227,0.136,0.136,0.065,0.061,0.222,0.264,-15,-148,90,-32,-17,-39,-450,-38,2,-19,-128,0,0,0,0,
00:03:45,0.0,0.01,0.01,31.3,0.389,0.24,0.688,0.667,0.061,0.245,0.179,0.153,0.227,0.136,0.136,0.065,0.061,0.222,0.264,-15,-148,89,-32,-19,-39,-448,-38,1,-19,-127,0,0,0,0,
00:04:15,0.0,0.0,0.03,31.3,0.389,0.24,0.688,0.667,0.061,0.245,0.179,0.153,0.227,0.136,0.136,0.065,0.061,0.222,0.264,-15,-150,88,-32,-18,-40,-449,-39,1,-19,-127,0,0,0,0,
00:04:45,0.0,0.0,0.01,31.3,0.389,0.24,0.688,0.667,0.061,0.245,0.179,0.153,0.227,0.136,0.136,0.065,0.061,0.222,0.264,-15,-148,89,-32,-18,-38,-449,-38,1,-19,-127,0,0,0,0,
